,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,2678700507,(주)성혜정보통신  [최종낙찰],김재승,분석,185226124,88.008,88.451,0.51821 (100.51821),9 5,2024/01/23 15:00:57,
1,2,7088700600,주식회사 이오스원,유종수,분석,185453292,88.116,88.559,0.64149 (100.64149),10 13,2024/01/22 10:20:35,
2,3,1348653522,주식회사 예강텔레콤,박균옥,분석,186243800,88.491,88.936,1.07048 (101.07048),6 8,2024/01/19 10:01:26,
3,-1,2178125840,(주)에이디엠,정채옥,분석,185179851,87.986,88.428,0.49310 (100.4931),3 15,2024/01/23 16:43:10,낙찰하한선 미달
4,-2,1288166726,(주)엔이아이씨,길승국,분석,185136430,87.965,88.408,0.46953 (100.46953),3 4,2024/01/23 09:36:30,낙찰하한선 미달
5,-3,1298189469,주식회사 한산피엔씨,박민우,분석,185089000,87.942,88.385,0.44379 (100.44379),6 4,2024/01/24 08:51:12,낙찰하한선 미달
6,-4,1248746088,주식회사엔에스지,양성기,분석,184962790,87.882,88.325,0.37530 (100.3753),14 9,2024/01/21 16:07:11,낙찰하한선 미달
7,-5,1328636304,(주)경인텔레콤,박광범,분석,184859956,87.834,88.276,0.31950 (100.3195),5 13,2024/01/23 16:37:10,낙찰하한선 미달
8,-6,1288625680,(주)미래엔시스,송정곤,분석,184753380,87.783,88.225,0.26166 (100.26166),6 1,2024/01/23 09:55:13,낙찰하한선 미달
9,-7,1138178875,주식회사 디즈넷,최용선,분석,184731900,87.773,88.214,0.25000 (100.25),6 7,2024/01/22 16:15:11,낙찰하한선 미달
10,-8,5138100034,주식회사 엠젠솔루션,조상환,분석,184698360,87.757,88.198,0.23180 (100.2318),4 13,2024/01/22 10:39:33,낙찰하한선 미달
11,-9,8428700706,주식회사 퍼스트텍,양영선,분석,184679920,87.748,88.19,0.22179 (100.22179),7 9,2024/01/24 09:18:20,낙찰하한선 미달
12,-10,1428137834,주식회사 예스정보통신,김영준,분석,184338470,87.586,88.027,0.03650 (100.0365),9 6,2024/01/24 08:40:43,낙찰하한선 미달
13,-11,2188601661,주식회사 동호이엔씨,김현진,분석,183672853,87.27,87.709,-0.32472 (99.67528),1 15,2024/01/23 16:03:15,낙찰하한선 미달
14,-12,7288600795,주식회사 나래넷츠,이용수,분석,183370120,87.126,87.564,-0.48901 (99.51099),5 8,2024/01/23 20:13:50,낙찰하한선 미달
15,-13,1198165489,주식회사 한국아이오티기술원,최창규,분석,183291810,87.089,87.527,-0.53150 (99.4685),9 11,2024/01/24 08:52:33,낙찰하한선 미달
16,-14,2368701351,주식회사 한빛티엔에스,이광열,분석,183219630,87.054,87.492,-0.57067 (99.42933),9 11,2024/01/19 11:26:02,낙찰하한선 미달
17,-15,1308170126,주식회사 피씨엔,한지효,분석,183165399,87.028,87.466,-0.60010 (99.3999),10 2,2024/01/23 19:11:43,낙찰하한선 미달
18,-16,3588800697,주식회사 에스피정보기술,전수표,분석,182760186,86.836,87.273,-0.82000 (99.18),14 4,2024/01/19 17:24:36,낙찰하한선 미달
19,-17,1248605945,주식회사 새롬정보통신,홍연심,분석,182527618,86.725,87.162,-0.94621 (99.05379),13 2,2024/01/23 15:31:28,낙찰하한선 미달
