,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1138640864,주식회사 지앤씨씨  [최종낙찰],정연진,분석,348205860,85.0,87.745,88.151,-0.10860 (99.8914),6 8,2024/02/13 08:53:13,
1,2,2018179526,중앙케이블네트워크(주),노상우,분석,348208640,85.0,87.745,88.152,-0.10780 (99.8922),13 9,2024/02/07 14:26:24,
2,3,1088193869,(주)동명텔레콤,김경은,분석,348211060,85.0,87.746,88.152,-0.10710 (99.8929),12 5,2024/02/08 07:42:29,
3,4,2148792435,주식회사케이이씨디바이스,이종수,분석,348214523,85.0,87.747,88.153,-0.10610 (99.8939),1 14,2024/02/08 09:49:50,
4,5,2208100563,경창계전 주식회사,이성욱,분석,348223370,85.0,87.749,88.156,-0.10355 (99.89645),15 12,2024/02/07 10:53:56,
5,6,1138188878,주식회사 신영이엔티,이찬세,분석,348224040,85.0,87.749,88.156,-0.10336 (99.89664),6 3,2024/02/08 09:32:35,
6,7,1048157783,(주)서울정보컴,고응준,분석,348228390,85.0,87.751,88.157,-0.10210 (99.8979),3 6,2024/02/08 09:41:28,
7,8,2158197601,주식회사 알파시큐넷,진승화,분석,348244670,85.2,87.755,88.161,-0.09741 (99.90259),6 7,2024/02/08 08:55:35,
8,8,4048800118,주식회사 앙츠,박창진,분석,348244670,85.2,87.755,88.161,-0.09741 (99.90259),10 6,2024/02/07 13:53:16,
9,10,5528801885,주식회사 정도아이넷,장일석,분석,348252310,85.2,87.757,88.163,-0.09520 (99.9048),6 4,2024/02/13 08:16:08,
10,11,2208865207,주식회사 소나텍,최성욱,분석,348253993,85.2,87.757,88.163,-0.09472 (99.90528),6 15,2024/02/07 10:24:02,
11,12,1078757203,주식회사 비에스파워,정병섭,분석,348265000,85.2,87.76,88.166,-0.09154 (99.90846),11 6,2024/02/07 18:58:06,
12,13,2178141893,주식회사대웅텔레콤,전진숙,분석,348265024,85.2,87.76,88.166,-0.09153 (99.90847),2 15,2024/02/07 15:14:48,
13,14,1188116568,후지쯔코리아테크놀러지 주식회사,백종도,분석,348265470,85.2,87.76,88.166,-0.09141 (99.90859),4 12,2024/02/08 13:46:16,
14,15,2158620617,미디어텔레콤(주),김용대,분석,348273440,85.2,87.762,88.168,-0.08911 (99.91089),13 15,2024/02/07 20:15:29,
15,16,2148752525,(주)엘티네트워크,조완식,분석,348275837,85.2,87.763,88.169,-0.08841 (99.91159),11 14,2024/02/07 11:35:50,
16,17,4468801407,(주)큐엔큐,장나미,분석,348279680,85.2,87.764,88.17,-0.08731 (99.91269),6 7,2024/02/07 11:01:56,
17,18,2158601380,세계정보시스템(주),한인창,분석,348309666,85.4,87.772,88.177,-0.07865 (99.92135),5 7,2024/02/13 08:18:29,
18,19,1238164140,주식회사 테크빌,정태운,분석,348316201,85.4,87.774,88.179,-0.07677 (99.92323),6 2,2024/02/13 09:11:16,
19,20,1168175601,한빛인프라소닉(주),이한철,분석,348317120,85.4,87.774,88.179,-0.07650 (99.9235),9 10,2024/02/13 09:11:53,
20,21,2118691240,거성일렉콤(주),박성래,분석,348325470,85.6,87.776,88.181,-0.07409 (99.92591),8 6,2024/02/07 10:11:40,
21,22,2028158261,주식회사 남두,김승균,분석,348351780,85.6,87.783,88.188,-0.06650 (99.9335),6 4,2024/02/13 08:19:23,
22,23,5258602705,(주)세화 텔링크,이옥임,분석,348356558,85.6,87.784,88.189,-0.06513 (99.93487),14 15,2024/02/08 15:59:58,
23,24,2108124739,(주)한성기술개발,서창식,분석,348376732,85.8,87.79,88.194,-0.05930 (99.9407),12 13,2024/02/08 01:23:31,
24,25,2028104237,대선이엔씨(주),최승재,분석,348383019,85.8,87.791,88.196,-0.05749 (99.94251),3 6,2024/02/07 14:49:26,
25,26,2208151999,현대에이치티 주식회사,이건구,분석,348384704,85.8,87.792,88.196,-0.05700 (99.943),7 10,2024/02/08 13:21:57,
26,27,2158749469,(주)더블유에프텍,이영길,분석,348399261,86.0,87.796,88.2,-0.05280 (99.9472),3 5,2024/02/13 09:35:16,
27,28,1078726452,벽산파워 주식회사,송한승,분석,348408965,86.0,87.798,88.203,-0.05001 (99.94999),4 10,2024/02/08 17:30:53,
28,29,1238640537,주식회사 위지온,우영진,분석,348409573,86.0,87.798,88.203,-0.04983 (99.95017),10 3,2024/02/07 20:40:54,
29,30,1288610057,주식회사 청명씨앤아이,문현민,분석,348430628,86.0,87.804,88.208,-0.04375 (99.95625),4 7,2024/02/08 13:38:09,
30,31,2148673033,대일전기통신(주),김종엽,분석,348431140,86.0,87.804,88.208,-0.04361 (99.95639),6 1,2024/02/07 13:06:05,
31,32,2138800230,주식회사 성민전기통신,홍종애,분석,348445359,86.2,87.808,88.212,-0.03950 (99.9605),5 14,2024/02/13 07:18:12,
32,33,2168701696,주식회사 투비콤,유수정,분석,348452137,86.2,87.81,88.213,-0.03755 (99.96245),11 5,2024/02/07 10:22:22,
33,34,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,348463380,86.2,87.813,88.216,-0.03431 (99.96569),2 15,2024/02/08 12:50:44,
34,35,2188100686,주식회사 윈피앤에스,박화재,분석,348469968,86.2,87.814,88.218,-0.03240 (99.9676),6 15,2024/02/08 08:34:38,
35,36,1048603486,우영메카(주),김규승,분석,348472741,86.4,87.815,88.219,-0.03160 (99.9684),3 11,2024/02/13 09:47:13,
36,37,2068601047,왕건전기 주식회사,한미라,분석,348479846,86.4,87.817,88.22,-0.02955 (99.97045),4 2,2024/02/08 08:18:21,
37,38,2148768177,(주)프라임엔시스템,윤재중,분석,348494576,86.4,87.821,88.224,-0.02530 (99.9747),5 3,2024/02/13 09:22:27,
38,39,1128148285,(주)백제이앤씨,손흥도,분석,348496340,86.4,87.821,88.225,-0.02480 (99.9752),5 4,2024/02/07 15:36:56,
39,40,1128152663,한국아이디정보(주),송찬호,분석,348500120,86.4,87.822,88.226,-0.02371 (99.97629),5 1,2024/02/07 13:27:10,
40,41,1098651964,셀코정보기술 주식회사,권영용,분석,348540590,86.6,87.833,88.236,-0.01203 (99.98797),11 9,2024/02/12 20:10:14,
41,42,1078161011,(주)장수커뮤니케이션즈,김현수,분석,348541010,86.6,87.833,88.236,-0.01191 (99.98809),13 3,2024/02/08 08:49:23,
42,43,1068606738,(주)퓨쳐아이티,정정민,분석,348546200,86.8,87.835,88.237,-0.01041 (99.98959),9 5,2024/02/07 18:33:29,
43,44,1108604272,소리콤 주식회사,정재홍,분석,348553850,86.8,87.837,88.239,-0.00820 (99.9918),6 4,2024/02/11 23:50:14,
44,45,2098139213,(주)뉴타운전력,박형우,분석,348582266,86.8,87.844,88.246,0.00000 (100),4 2,2024/02/12 21:33:24,
45,46,1068648117,주식회사 티원엘에스,김영규,분석,348602750,87.0,87.85,88.252,0.00591 (100.00591),12 4,2024/02/08 18:39:21,
46,47,1138137229,두복산전(주),이영두,분석,348605000,87.0,87.85,88.252,0.00655 (100.00655),2 14,2024/02/08 10:52:33,
47,48,2398801380,주식회사 플러스파크,이선희,분석,348608261,87.0,87.851,88.253,0.00750 (100.0075),6 10,2024/02/13 09:15:12,
48,49,1180565240,성보전자통신,양행천,분석,348619910,87.0,87.854,88.256,0.01086 (100.01086),5 13,2024/02/12 17:54:55,
49,50,1088153848,(주)신지전설,황경옥,분석,348625591,87.2,87.856,88.257,0.01250 (100.0125),2 13,2024/02/13 09:05:42,
0,51,1098167078,(주)에스씨네트,이계영,분석,348626280,87.2,87.856,88.258,0.01269 (100.01269),10 4,2024/02/07 10:43:55,
1,52,2188101953,주식회사 비츠로시스,이기재,분석,348640000,87.2,87.859,88.261,0.01665 (100.01665),12 4,2024/02/07 13:47:34,
2,53,4098163161,(주)동우커뮤니케이션,송준성,분석,348643280,87.2,87.86,88.262,0.01760 (100.0176),10 4,2024/02/12 22:56:59,
3,54,2098121862,거우전설주식회사,김영훈,분석,348645744,87.2,87.861,88.262,0.01831 (100.01831),15 1,2024/02/07 10:54:10,
4,55,2108164712,주식회사 데스카,조혜연,분석,348660330,87.4,87.865,88.266,0.02252 (100.02252),6 7,2024/02/08 09:47:40,
5,56,2148805903,리조이스통신주식회사,최공휘,분석,348676880,87.4,87.869,88.27,0.02729 (100.02729),9 3,2024/02/08 09:40:30,
6,57,2068188409,주식회사 넥스파시스템,손주섭,분석,348689365,87.4,87.872,88.274,0.03090 (100.0309),10 15,2024/02/13 08:56:17,
7,58,1058191993,링크정보통신주식회사,이재호,분석,348695119,87.4,87.874,88.275,0.03256 (100.03256),13 1,2024/02/08 09:31:02,
8,59,2118668579,(주)아이정보기술,이훈희,분석,348697336,87.6,87.875,88.276,0.03319 (100.03319),7 8,2024/02/13 07:36:52,
9,60,2208869047,양지전기 주식회사,박승연,분석,348712240,87.6,87.878,88.279,0.03749 (100.03749),2 8,2024/02/08 10:21:14,
10,61,2048626080,주식회사 엘제이이엔지,임성희,분석,348720380,87.6,87.881,88.281,0.03984 (100.03984),15 12,2024/02/07 18:11:14,
11,62,7968600745,마스트아이엔씨 주식회사,전병호,분석,348739969,87.8,87.886,88.286,0.04550 (100.0455),12 5,2024/02/08 12:21:24,
12,63,2118606665,주식회사 아라랏,황지홍,분석,348749358,87.8,87.888,88.289,0.04820 (100.0482),14 3,2024/02/12 18:56:55,
13,64,1208194567,아산정보통신(주),홍수길,분석,348765167,87.8,87.892,88.293,0.05277 (100.05277),13 7,2024/02/07 16:45:58,
14,65,1058688514,(주)엠티에스정보기술,신현준,분석,348765270,87.8,87.892,88.293,0.05280 (100.0528),11 14,2024/02/07 10:13:22,
15,66,2128604113,주식회사 아리아,장시진,분석,348782600,88.0,87.897,88.297,0.05780 (100.0578),14 12,2024/02/08 08:54:53,
16,67,2158769714,주식회사 누리엔에스,박봉기,분석,348794731,88.0,87.9,88.3,0.06130 (100.0613),3 11,2024/02/07 12:35:26,
