순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1328800173,난방산업 주식회사  [최종낙찰],강경옥,분석,66655620,87.768,89.447,1.18739 (101.18739),3 2,2023/12/07 08:00:08,
2,1058153698,진우에이티에스 주식회사,정진태,분석,66656406,87.769,89.448,1.18860 (101.1886),2 5,2023/12/07 22:42:44,
3,8758100854,주식회사피앤에스네트웍솔루션,정용선,분석,66661571,87.776,89.455,1.19649 (101.19649),15 5,2023/12/06 15:12:03,
4,1978600685,주식회사 에스에이텍,남기출,분석,66663860,87.779,89.458,1.20000 (101.2),9 2,2023/12/07 09:44:26,
5,2148805112,주식회사 지큐이앤씨,구자옥,분석,66667391,87.784,89.463,1.20540 (101.2054),1 5,2023/12/07 05:14:51,
6,2118774990,(주)제이에프텍,김중규,분석,66668000,87.785,89.464,1.20633 (101.20633),2 4,2023/12/06 12:50:11,
7,1058727284,(주)조은네트웍스,김장열,분석,66674500,87.794,89.473,1.21627 (101.21627),6 14,2023/12/05 20:25:58,
8,1098133637,주식회사 화인컴,김창만,분석,66675530,87.796,89.474,1.21784 (101.21784),9 2,2023/12/07 09:17:54,
9,2078129117,경우전기(주),김한정,분석,66676090,87.797,89.475,1.21870 (101.2187),3 7,2023/12/08 09:23:18,
10,1238638929,주식회사 엘파코리아,이승한,분석,66680468,87.803,89.481,1.22540 (101.2254),4 7,2023/12/07 11:37:13,
11,1058746447,주식회사 티티네트웍스,최신식,분석,66681100,87.804,89.482,1.22636 (101.22636),10 13,2023/12/07 13:15:58,
12,2038150734,극동음향 주식회사,김상헌,분석,66684457,87.808,89.486,1.23150 (101.2315),5 3,2023/12/05 20:48:47,
13,5198102535,주식회사 이음유앤아이,박영재,분석,66684550,87.808,89.486,1.23164 (101.23164),11 8,2023/12/06 10:22:43,
14,1098150581,주식회사 우진파워텍,한용일,분석,66687600,87.813,89.49,1.23630 (101.2363),2 7,2023/12/07 13:26:02,
15,1058645500,태지종합건설(주),박명호,분석,66688640,87.814,89.492,1.23789 (101.23789),1 3,2023/12/07 17:30:03,
16,5878600398,주식회사 엑사엔시스,나정환,분석,66693545,87.821,89.498,1.24539 (101.24539),13 2,2023/12/07 07:52:39,
17,1208782160,에스엔에스이서비스주식회사,정경식,분석,66700700,87.831,89.508,1.25634 (101.25634),1 4,2023/12/06 09:24:49,
18,2158615337,(주)아이링크시스템,오치성,분석,66703746,87.835,89.512,1.26100 (101.261),9 2,2023/12/06 13:55:58,
19,4088168391,금상디엔씨주식회사,박길중,분석,66706688,87.839,89.516,1.26549 (101.26549),5 6,2023/12/07 08:30:40,
20,1138169250,코리아이지텔주식회사,임규학,분석,66707200,87.84,89.517,1.26628 (101.26628),4 8,2023/12/06 11:26:07,
21,1418147931,주식회사 이리야시스템,허재혁,분석,66716627,87.853,89.529,1.28070 (101.2807),3 6,2023/12/07 09:36:14,
22,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,66717590,87.855,89.53,1.28217 (101.28217),14 12,2023/12/06 11:10:35,
23,6558701528,(주)스마트정보기술,박성애,분석,66719700,87.858,89.533,1.28540 (101.2854),12 3,2023/12/06 22:13:22,
24,1188117437,탑인더스트리(주),이정임,분석,66723362,87.863,89.538,1.29100 (101.291),9 15,2023/12/07 13:16:36,
25,1198658528,진솔이앤에스 주식회사,김정현,분석,66735145,87.879,89.554,1.30902 (101.30902),6 7,2023/12/07 15:17:04,
26,3828700771,주식회사 우진지앤에스,정안수,분석,66743305,87.891,89.565,1.32150 (101.3215),2 9,2023/12/05 14:23:52,
27,1078764946,아토리서치 주식회사,정재웅,분석,66746117,87.895,89.569,1.32580 (101.3258),6 8,2023/12/07 10:24:04,
28,1098178920,주식회사 보다컴,류시훈,분석,66749843,87.9,89.574,1.33149 (101.33149),3 1,2023/12/07 09:21:52,
29,1148683959,제이엔에스텍주식회사,안종기,분석,66757830,87.911,89.584,1.34371 (101.34371),12 15,2023/12/08 09:15:14,
30,2048187419,(주)디지털우민,문장석,분석,66771617,87.93,89.603,1.36480 (101.3648),2 4,2023/12/06 15:49:50,
31,1188111452,동화전자산업(주),김종화,분석,66794910,87.963,89.634,1.40042 (101.40042),13 11,2023/12/06 17:33:30,
32,1088155278,금하개발(주),김명준,분석,66797778,87.967,89.638,1.40480 (101.4048),2 4,2023/12/07 18:13:19,
33,1198165586,제이케이앤티텔레콤(주),전찬화,분석,66798680,87.968,89.639,1.40618 (101.40618),9 7,2023/12/07 12:25:02,
34,1018116968,(주)넥슨정보통신,신양인,분석,66810328,87.985,89.655,1.42400 (101.424),2 10,2023/12/07 11:05:17,
35,1078636517,주식회사 국일이앤씨,서남석,분석,66820082,87.998,89.668,1.43892 (101.43892),8 3,2023/12/07 05:54:47,
36,1288154026,(주)니트로시스템,정인교,분석,66822360,88.002,89.671,1.44240 (101.4424),14 7,2023/12/07 10:34:29,
37,4178600013,블랙썬 주식회사,이희부,분석,66823150,88.003,89.672,1.44361 (101.44361),10 6,2023/12/07 14:39:46,
38,1018126108,(주)일능,심금자,분석,66853800,88.046,89.713,1.49048 (101.49048),11 10,2023/12/07 14:17:10,
39,2038164674,주식회사 컴버스테크,이돈원,분석,66893694,88.102,89.767,1.55150 (101.5515),15 5,2023/12/06 15:03:31,
40,2148619102,유석산업(주),최현호,분석,66940839,88.168,89.83,1.62360 (101.6236),8 7,2023/12/07 14:31:12,
41,2038143228,백영전자 주식회사(白榮電子 株式會社),임대순,분석,67013880,88.27,89.928,1.73530 (101.7353),14 3,2023/12/06 10:29:27,
42,1198632979,성민전기 주식회사,김미영,분석,67186950,88.512,90.16,1.99999 (101.99999),3 11,2023/12/06 23:32:48,
43,1118129252,광원전설(주),김영선,분석,90073524,120.5823,120.873,37.00187 (137.00187),3 4,2023/12/08 09:45:45,예가초과
44,2158620617,미디어텔레콤(주),김용대,분석,264042100,364.3524,354.328,303.06299 (403.06299),7 6,2023/12/07 11:56:44,예가초과
-1,1138148411,(주)풍천정보네트웍,김학봉,분석,66638686,87.744,89.425,1.16150 (101.1615),2 9,2023/12/06 09:45:08,낙찰하한선 미달
-2,1078154150,주식회사 케이원,송관섭,분석,66631952,87.735,89.416,1.15120 (101.1512),3 15,2023/12/06 08:31:23,낙찰하한선 미달
-3,2158706984,도드람정보기술 주식회사,이명석,분석,66624620,87.724,89.406,1.13998 (101.13998),9 15,2023/12/07 21:06:10,낙찰하한선 미달
