순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2148665907,미래아이티 주식회사,송정화,분석,110569100,87.775,87.188,-0.95612 (99.04388),,2023/11/20 14:43:27,
2,1208637260,에스피케이인크 주식회사,박성빈,분석,110585753,87.789,87.201,-0.94115 (99.05885),,2023/11/22 13:13:23,
3,1198618088,주식회사 하이넷 네트웍스,김동순,분석,110587800,87.79,87.203,-0.93931 (99.06069),,2023/11/22 09:51:52,
4,2148824685,육일정보통신 주식회사,김지곤,분석,110593500,87.795,87.207,-0.93419 (99.06581),,2023/11/22 17:41:00,
5,2078155629,씨티아이앤아이(주),김덕제,분석,110601320,87.801,87.213,-0.92716 (99.07284),,2023/11/21 11:47:26,
6,6358700388,(주)예본아이디,김정민,분석,110632200,87.827,87.238,-0.89941 (99.10059),,2023/11/22 10:25:07,
7,2098121862,거우전설주식회사,김영훈,분석,110638024,87.831,87.242,-0.89418 (99.10582),,2023/11/21 15:07:32,
8,5598700333,주식회사 제이투디앤티,김세환,분석,110643500,87.836,87.247,-0.88926 (99.11074),,2023/11/22 11:02:44,
9,1108190166,(주)페타네트워크,강인희,분석,110649680,87.841,87.252,-0.88370 (99.1163),,2023/11/20 18:43:35,
10,1188108054,대한신호(주),안지수,분석,110662809,87.852,87.262,-0.87191 (99.12809),,2023/11/21 13:35:01,
11,1018139321,(주)세웅정보통신,장우진,분석,110676600,87.863,87.273,-0.85951 (99.14049),,2023/11/21 11:17:37,
12,2048140753,(주)청효이씨이,이범석,분석,110687800,87.872,87.282,-0.84945 (99.15055),,2023/11/20 14:33:26,
13,1108190808,노드정보기술(주),정상권,분석,110688959,87.873,87.283,-0.84841 (99.15159),,2023/11/22 09:28:42,
14,5278600284,주식회사 수앤씨,이종수,분석,110701311,87.883,87.292,-0.83730 (99.1627),,2023/11/21 10:10:34,
15,1198649596,주식회사 원넷시스,김성식,분석,110704530,87.886,87.295,-0.83441 (99.16559),,2023/11/22 11:07:08,
16,2118895916,주식회사 지오통신,김영송,분석,110710300,87.89,87.299,-0.82923 (99.17077),,2023/11/21 14:36:07,
17,2118899396,주식회사 피에스콤,최정환,분석,110729908,87.906,87.315,-0.81161 (99.18839),,2023/11/21 10:15:14,
18,2048639509,주식회사 대한유비텍,이우영,분석,110733510,87.909,87.318,-0.80837 (99.19163),,2023/11/22 18:05:13,
19,1138622662,퍼스트아이앤씨 주식회사,박상호,분석,110742600,87.917,87.325,-0.80020 (99.1998),,2023/11/21 17:00:29,
20,1068606683,로버무트 주식회사,송태하,분석,110746545,87.92,87.328,-0.79665 (99.20335),,2023/11/21 15:30:40,
21,2098139213,(주)뉴타운전력,박형우,분석,110751719,87.924,87.332,-0.79200 (99.208),,2023/11/22 23:43:03,
22,1178186611,주식회사 에프에이일렉콤,박인숙,분석,110759843,87.931,87.338,-0.78470 (99.2153),,2023/11/22 09:29:11,
23,1428168147,주식회사 다옴건설,이창석,분석,110762000,87.932,87.34,-0.78277 (99.21723),,2023/11/22 11:31:33,
24,2158706984,도드람정보기술 주식회사,이명석,분석,110765200,87.935,87.343,-0.77989 (99.22011),,2023/11/20 18:42:28,
25,2208110402,정안전기(주),이학용,분석,110768410,87.938,87.345,-0.77700 (99.223),,2023/11/17 15:58:17,
26,1078197085,(주)코어넷,소흥섭,분석,110771192,87.94,87.347,-0.77450 (99.2255),,2023/11/23 08:56:50,
27,1098166803,(주)아이앤씨파트너스,곽준철,분석,110774196,87.942,87.35,-0.77180 (99.2282),,2023/11/21 22:46:22,
28,1198606485,주식회사 에이치엠솔루션,이상진,분석,110775400,87.943,87.351,-0.77072 (99.22928),,2023/11/20 10:23:17,
29,3388801483,주식회사 에버그린티앤씨,최재완,분석,110776900,87.945,87.352,-0.76937 (99.23063),,2023/11/20 14:25:02,
30,2148770450,주식회사 아리시스,이대섭,분석,110777868,87.945,87.353,-0.76850 (99.2315),,2023/11/21 18:41:38,
31,3058138619,(주)사이버텔브릿지,남백산,분석,110778397,87.946,87.353,-0.76803 (99.23197),,2023/11/16 09:56:28,
32,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,110779092,87.946,87.354,-0.76740 (99.2326),,2023/11/21 16:23:21,
33,2188114856,서교정보통신(주),김기설,분석,110785100,87.951,87.358,-0.76201 (99.23799),,2023/11/22 20:44:47,
34,1168111572,남성기전(주),최전남,분석,110788100,87.954,87.361,-0.75931 (99.24069),,2023/11/20 15:43:28,
35,6188134896,주식회사 동신정보통신,임춘섭,분석,110795190,87.959,87.366,-0.75294 (99.24706),,2023/11/22 16:52:17,
36,2208104161,대신정보기술 주식회사,이광호,분석,110802460,87.965,87.372,-0.74640 (99.2536),,2023/11/22 14:13:43,
37,1868701717,주식회사 성남정보통신,이미경,분석,110804797,87.967,87.374,-0.74430 (99.2557),,2023/11/22 23:40:28,
38,2148886584,주식회사 수민텔레콤,이상민,분석,110807801,87.97,87.376,-0.74160 (99.2584),,2023/11/22 10:04:17,
39,2068124123,(주)세양텔레콤,김한섭,분석,110818262,87.978,87.385,-0.73220 (99.2678),,2023/11/22 08:43:15,
40,1098154781,(주)공항엔지니어링,박필립,분석,110825270,87.984,87.39,-0.72591 (99.27409),,2023/11/22 19:41:05,
41,1198164802,주식회사 비아이넷,김동균,분석,110825827,87.984,87.39,-0.72541 (99.27459),,2023/11/21 16:55:23,
42,2158171237,(주)모빌텍,오승환,분석,110826207,87.985,87.391,-0.72506 (99.27494),,2023/11/23 09:59:10,
43,1148182595,주식회사 싸인텔레콤,박영기,분석,110826270,87.985,87.391,-0.72501 (99.27499),,2023/11/23 10:20:05,
44,2148847295,티에스퓨처 주식회사,김명성,분석,110834618,87.992,87.397,-0.71751 (99.28249),,2023/11/22 20:41:12,
45,2030130565,이수정보통신,이한수,분석,110844633,88.0,87.405,-0.70850 (99.2915),,2023/11/21 16:28:54,
46,1138629762,주식회사 이너인포,이정균,분석,110845558,88.001,87.406,-0.70767 (99.29233),,2023/11/20 16:43:33,
47,2018182230,주식회사 본네트시큐,최수기,분석,110852735,88.006,87.412,-0.70122 (99.29878),,2023/11/20 13:55:09,
48,1088179135,주왕전기통신(주),권이길,분석,110855420,88.009,87.414,-0.69881 (99.30119),,2023/11/22 09:57:51,
49,2108130492,명신정보통신(주),서철,분석,110860657,88.013,87.418,-0.69410 (99.3059),,2023/11/22 10:07:08,
50,1108140593,(주)대건이엔씨,이황희,분석,110866790,88.018,87.423,-0.68859 (99.31141),,2023/11/21 18:31:11,
51,1138604679,(주) 투데이게이트,김익훈,분석,110871683,88.022,87.427,-0.68420 (99.3158),,2023/11/21 15:49:08,
52,3628700817,씨큐리티 주식회사,공승길,분석,110874233,88.024,87.429,-0.68190 (99.3181),,2023/11/22 16:54:31,
53,1198191309,용진하이테크에너지 주식회사,김진석,분석,110880510,88.029,87.434,-0.67626 (99.32374),,2023/11/22 15:47:30,
54,2158171649,(주)삼삼통신기술,방창배,분석,110880800,88.029,87.434,-0.67600 (99.324),,2023/11/20 08:55:58,
55,2158721947,(주)엠지브이보안시스템,김흥국,분석,110882577,88.031,87.435,-0.67441 (99.32559),,2023/11/22 13:26:54,
56,2118145912,영남스퀘어 주식회사,장한원,분석,110888880,88.036,87.44,-0.66874 (99.33126),,2023/11/21 08:40:39,
57,2158669639,(주)한정원,이수환,분석,110888920,88.036,87.44,-0.66871 (99.33129),,2023/11/20 20:04:22,
58,2078127900,합동전자통신(주),하명용,분석,110890000,88.037,87.441,-0.66773 (99.33227),,2023/11/20 13:25:15,
59,1078756640,주식회사 링크씨앤아이,김대훈,분석,110891368,88.038,87.442,-0.66651 (99.33349),,2023/11/21 16:20:58,
60,2628802128,주식회사 성우일렉콤,최종국,분석,110897080,88.043,87.447,-0.66137 (99.33863),,2023/11/16 09:04:03,
61,2037683508,우리통신네트워크,김만수,분석,110907392,88.051,87.455,-0.65210 (99.3479),,2023/11/22 09:51:35,
62,2048190516,주식회사동훈전설,정준모,분석,110918520,88.06,87.464,-0.64210 (99.3579),,2023/11/22 16:12:13,
63,4048131290,주식회사 아이앤씨코리아,박규성,분석,110925386,88.066,87.469,-0.63593 (99.36407),,2023/11/22 20:33:53,
64,2048626080,주식회사 엘제이이엔지,임성희,분석,110926030,88.066,87.469,-0.63536 (99.36464),,2023/11/20 11:41:53,
65,2048182660,동원오비텍(주),박동을,분석,110935240,88.074,87.477,-0.62708 (99.37292),,2023/11/22 16:55:10,
66,1078793378,주식회사 보스테크,이헌웅,분석,110938900,88.077,87.48,-0.62379 (99.37621),,2023/11/21 17:04:23,
67,2108170441,주식회사 에이원아이티,문계숙,분석,110944000,88.081,87.484,-0.61921 (99.38079),,2023/11/22 10:15:38,
68,6338800846,원흥이엔씨 주식회사,최재혁,분석,110944000,88.081,87.484,-0.61921 (99.38079),,2023/11/22 12:46:06,
69,2128166939,주식회사 연일전력,최희성,분석,110952458,88.088,87.49,-0.61161 (99.38839),,2023/11/21 18:06:27,
70,1058606899,이화티티씨(주),이선정,분석,110953961,88.089,87.492,-0.61025 (99.38975),,2023/11/21 11:53:48,
71,2048133679,(주)뉴콤,배상열,분석,110958847,88.093,87.495,-0.60586 (99.39414),,2023/11/17 20:45:17,
72,1191119997,대흥전기통신공사,고미영,분석,110962807,88.096,87.498,-0.60230 (99.3977),,2023/11/22 08:50:00,
73,2138198870,주식회사 근우,김재진,분석,110977892,88.108,87.51,-0.58875 (99.41125),,2023/11/23 10:00:22,
74,2308103607,주식회사 디케이앤트,양동국,분석,110995139,88.122,87.524,-0.57325 (99.42675),,2023/11/22 16:49:04,
75,1238135136,(주)청남통신,최재언,분석,110995590,88.123,87.524,-0.57284 (99.42716),,2023/11/21 09:30:49,
76,4208700205,주식회사 가은씨앤에스,양미영,분석,110995740,88.123,87.524,-0.57271 (99.42729),,2023/11/20 13:11:51,
77,2748800123,중앙씨앤티 주식회사,윤영진,분석,110995940,88.123,87.525,-0.57253 (99.42747),,2023/11/23 09:06:56,
78,1050296111,중앙전자통신,김용수,분석,110996300,88.123,87.525,-0.57221 (99.42779),,2023/11/22 12:30:20,
79,1078731896,(주)비시텍코리아,임헌욱,분석,111000750,88.127,87.528,-0.56821 (99.43179),,2023/11/22 04:02:51,
80,1088127729,주식회사 대원네시스,이연호,분석,111001530,88.128,87.529,-0.56751 (99.43249),,2023/11/21 12:00:56,
81,2068606891,수미디어통신 주식회사,하학수,분석,111017000,88.14,87.541,-0.55360 (99.4464),,2023/11/21 07:56:59,
82,1068615367,대성아이넷(주),이충은,분석,111022000,88.144,87.545,-0.54911 (99.45089),,2023/11/20 12:24:21,
83,1018197466,주식회사콤위즈,정윤권,분석,111026130,88.148,87.548,-0.54540 (99.4546),,2023/11/22 16:53:48,
