순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2148669048,보라정보통신 주식회사  [최종낙찰],송석상,분석,44892400.0,87.745,88.012,-0.67937 (99.32063),6 10,2022/08/05 11:45:25,
2,1088179135,주왕전기통신(주),권이길,분석,44892430.0,87.745,88.012,-0.67930 (99.3207),14 7,2022/08/11 10:03:10,
3,2078147814,(주)대호엔지니어링,윤용상,분석,44894570.0,87.749,88.016,-0.67452 (99.32548),10 13,2022/08/10 09:16:59,
4,2148891087,세경네트웍스 주식회사,장중석,분석,44897544.0,87.755,88.022,-0.66787 (99.33213),5 1,2022/08/10 12:35:47,
5,1198637085,(주) 하이네트워크,이준수,분석,44897710.0,87.756,88.022,-0.66750 (99.3325),10 12,2022/08/11 09:57:31,
6,1068180219,(주)네트웍리더,권철영,분석,44899360.0,87.759,88.025,-0.66382 (99.33618),15 10,2022/08/11 16:16:29,
7,4018600546,주식회사 케이투시스템즈,강병준,분석,44899400.0,87.759,88.025,-0.66373 (99.33627),1 2,2022/08/12 09:06:08,
8,3208800732,주식회사 그린랩스,안동현,분석,44899540.0,87.76,88.026,-0.66341 (99.33659),15 10,2022/08/11 09:45:18,
9,1208742187,주식회사 미소아이티,김재욱,분석,44903160.0,87.767,88.033,-0.65533 (99.34467),11 10,2022/08/08 11:40:55,
10,2168107645,(주)한신기전통신,한후수,분석,44903480.0,87.768,88.033,-0.65461 (99.34539),4 7,2022/08/10 10:52:20,
11,1078738017,(주)애린테크,박을순,분석,44903796.0,87.769,88.034,-0.65391 (99.34609),13 11,2022/08/11 09:50:11,
12,1288196628,코마정보통신(주),이경수,분석,44903870.0,87.769,88.034,-0.65374 (99.34626),4 8,2022/08/11 08:39:20,
13,1188117645,(주)유투넷,최병국,분석,44904330.0,87.77,88.035,-0.65271 (99.34729),11 5,2022/08/11 09:38:09,
14,1078211162,사회복지법인한국노인생활지원재단,이주희,분석,44907063.0,87.776,88.04,-0.64661 (99.35339),10 5,2022/08/10 09:03:19,
15,1048635917,주식회사 비전에스엔씨,김국배,분석,44912450.0,87.787,88.051,-0.63457 (99.36543),13 5,2022/08/11 13:50:21,
16,2158714581,씨엠티정보통신(주),김국동,분석,44913290.0,87.789,88.053,-0.63269 (99.36731),2 5,2022/08/08 09:34:44,
17,1048140865,다이아몬드전자(주),이건,분석,44913370.0,87.789,88.053,-0.63251 (99.36749),10 8,2022/08/12 09:53:59,
18,2018179526,중앙케이블네트워크(주),노상우,분석,44924116.0,87.812,88.074,-0.60850 (99.3915),8 4,2022/08/11 08:56:32,
19,1078197085,(주)코어넷,소흥섭,분석,44926268.0,87.816,88.078,-0.60370 (99.3963),6 1,2022/08/11 23:50:41,
20,1068619820,주식회사유엔콘트롤,남성모,분석,44927600.0,87.819,88.081,-0.60072 (99.39928),6 8,2022/08/08 12:43:19,
21,1058199938,삼호전자통신(주),이경희,분석,44928760.0,87.822,88.083,-0.59813 (99.40187),2 4,2022/08/11 09:17:37,
22,1108131416,중앙하이텔 주식회사,김광헌,분석,44932770.0,87.83,88.091,-0.58917 (99.41083),12 9,2022/08/11 18:52:49,
