순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1342706610,남혁전기,정용주,분석,482439696,86.745,88.213,0.72550 (100.7255),,2020/09/10 10:04:29,
2,1098156659,창조커뮤니케이션(주),안인보,분석,482445864,86.746,88.214,0.72680 (100.7268),,2020/09/10 23:16:57,
3,1078724454,정일씨엔아이(주),유지봉,분석,482457725,86.748,88.217,0.72930 (100.7293),,2020/09/10 09:46:35,
4,1358603549,(주)청명엔지니어링,이병장,분석,482480970,86.753,88.221,0.73420 (100.7342),,2020/09/11 09:39:34,
5,1271230059,삼성전력,이근용,분석,482498520,86.756,88.224,0.73789 (100.73789),,2020/09/11 08:30:54,
6,5428700859,주식회사 성광전기,윤준호,분석,482513700,86.759,88.227,0.74109 (100.74109),,2020/09/10 12:55:38,
7,1288187532,(주)인성전기,최정기,분석,482534434,86.763,88.231,0.74546 (100.74546),,2020/09/10 09:18:39,
8,2042059945,이화전기,이진우,분석,482535526,86.763,88.231,0.74569 (100.74569),,2020/09/09 16:19:59,
9,1348182624,(주)이앤에스알앤디,이봉희,분석,482542000,86.764,88.232,0.74706 (100.74706),,2020/09/08 14:59:02,
10,1238183924,주식회사 화신파워텍,원종위,분석,482555926,86.767,88.235,0.75000 (100.75),,2020/09/07 16:26:30,
11,5128114665,(주)성운이엔씨,신승훈,분석,482556401,86.767,88.235,0.75010 (100.7501),,2020/09/09 09:20:39,
12,2148122183,(주)하나전기,김선식,분석,482564466,86.769,88.236,0.75180 (100.7518),,2020/09/10 18:17:09,
13,2148693043,(주)창대전기통신,송병택,분석,482567311,86.769,88.237,0.75239 (100.75239),,2020/09/10 16:27:19,
14,1068180878,주식회사 신보,정재문,분석,482572150,86.77,88.238,0.75341 (100.75341),,2020/09/11 09:06:23,
15,1208102072,일광이앤씨 주식회사,김국환,분석,482595000,86.775,88.242,0.75823 (100.75823),,2020/09/10 09:32:52,
16,1308179369,(주)에프에이엔지니어링,김상기,분석,482601944,86.776,88.243,0.75970 (100.7597),,2020/09/10 11:24:25,
17,1108177732,(주)와이비산전,김영배,분석,482608060,86.777,88.244,0.76098 (100.76098),,2020/09/10 18:14:48,
18,1258114044,주식회사 덕동산업,이근찬,분석,482612380,86.778,88.245,0.76190 (100.7619),,2020/09/10 17:27:49,
19,1268673191,주식회사 인수,이갑노,분석,482621394,86.78,88.247,0.76380 (100.7638),,2020/09/09 16:05:43,
20,1688801341,온누리이엔지 주식회사,김학천,분석,482626138,86.781,88.247,0.76480 (100.7648),,2020/09/11 10:38:02,
21,1248156963,진흥전기통신(주),백귀현,분석,482629340,86.781,88.248,0.76547 (100.76547),,2020/09/10 14:47:15,
22,2148768177,(주)프라임엔시스템,윤재중,분석,482640900,86.783,88.25,0.76791 (100.76791),,2020/09/11 10:38:42,
