순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1108143208,한국통신인터넷기술(주),이민수,분석,216453600,87.748,88.375,-0.05791 (99.94209),,2020/08/19 17:01:34,
2,1180217524,대창 이엔씨,송효양,분석,216466080,87.753,88.38,-0.05210 (99.9479),,2020/08/20 08:38:43,
3,2058132431,(주)삼화동력개발,정권봉,분석,216476820,87.758,88.384,-0.04711 (99.95289),,2020/08/18 19:31:17,
4,1288196628,코마정보통신(주),이경수,분석,216482400,87.76,88.386,-0.04451 (99.95549),,2020/08/18 14:14:47,
5,2028136758,주식회사 남양계전,민강기,분석,216484559,87.761,88.387,-0.04350 (99.9565),,2020/08/20 10:38:50,
6,1138604679,(주) 투데이게이트,김익훈,분석,216487570,87.762,88.388,-0.04210 (99.9579),,2020/08/18 15:36:41,
7,1208128825,(주)이일엔지니어링,정찬면,분석,216498310,87.767,88.393,-0.03711 (99.96289),,2020/08/18 14:13:33,
8,2098147159,(주)동방에스앤에스,정재훈,분석,216499603,87.768,88.393,-0.03650 (99.9635),,2020/08/19 16:37:45,
9,2308103607,주식회사 디케이앤트,양동국,분석,216506730,87.771,88.396,-0.03319 (99.96681),,2020/08/18 15:49:36,
10,2118168569,삼익정보통신(주),김진섭,분석,216515345,87.774,88.4,-0.02918 (99.97082),,2020/08/19 08:21:38,
11,2108122823,우영정보통신(주),황인희,분석,216517700,87.775,88.401,-0.02808 (99.97192),,2020/08/20 09:38:08,
12,1188109975,(주)부광네트워크,박경진,분석,216521300,87.777,88.402,-0.02641 (99.97359),,2020/08/18 16:40:09,
13,2048188475,주식회사 오파스넷,장수현,분석,216527320,87.78,88.405,-0.02361 (99.97639),,2020/08/18 14:15:42,
14,4568800195,주식회사 동부코리아통신,윤미옥,분석,216528180,87.78,88.405,-0.02321 (99.97679),,2020/08/19 08:23:20,
15,2068111894,(주)아파트피아,곽복동,분석,216530550,87.781,88.406,-0.02210 (99.9779),,2020/08/19 08:43:45,
16,1058764538,주식회사 에스엔에스아이씨티,박성수,분석,216552040,87.79,88.415,-0.01210 (99.9879),,2020/08/19 11:14:16,
17,2118743406,보성통신기술(주),장승익,분석,216560590,87.794,88.418,-0.00813 (99.99187),,2020/08/20 09:17:08,
18,2108118504,보성전기산업(주),강명구,분석,216562200,87.795,88.419,-0.00738 (99.99262),,2020/08/19 09:08:44,
19,1138640850,주식회사 우솔네트웍스,유상열,분석,216562790,87.795,88.419,-0.00710 (99.9929),,2020/08/18 14:11:35,
20,5568600996,주영전자통신 주식회사,임채열,분석,216563429,87.795,88.419,-0.00681 (99.99319),,2020/08/18 14:03:55,
21,1198165586,제이케이앤티텔레콤(주),전찬화,분석,216566332,87.796,88.421,-0.00545 (99.99455),,2020/08/20 08:20:19,
22,8418601383,주식회사 미리내통신,김익섭,분석,216569233,87.798,88.422,-0.00410 (99.9959),,2020/08/18 19:49:07,
23,1058618361,한글정보통신(주),최경환,분석,216573530,87.799,88.424,-0.00211 (99.99789),,2020/08/18 14:47:31,
24,1088107572,동광전기건설(주),박재영,분석,216578000,87.801,88.425,-0.00003 (99.99997),,2020/08/20 10:27:19,
25,2158603049,유니넷텍(주),김한호,분석,216587100,87.805,88.429,0.00421 (100.00421),,2020/08/20 09:12:48,
26,2028138682,협진통신(주),이승훈,분석,216604050,87.813,88.436,0.01210 (100.0121),,2020/08/19 16:55:36,
27,1188109785,주식회사 안세기술,이용안,분석,216622000,87.82,88.443,0.02045 (100.02045),,2020/08/19 09:54:15,
28,2178127061,주식회사 칸씨앤에스,이민지,분석,216625100,87.822,88.445,0.02189 (100.02189),,2020/08/18 17:54:16,
29,2158119769,주식회사 남일기업,이범석,분석,216633868,87.826,88.448,0.02597 (100.02597),,2020/08/20 08:12:32,
30,1108190166,(주)페타네트워크,강인희,분석,216639294,87.828,88.45,0.02850 (100.0285),,2020/08/18 17:52:49,
31,1068690366,(주)윈투스시스템,신경익,분석,216656058,87.835,88.457,0.03630 (100.0363),,2020/08/18 15:45:57,
32,1058162163,주식회사대한종합산전,이섭,분석,216656700,87.835,88.458,0.03659 (100.03659),,2020/08/18 17:50:44,
33,2040371641,한서전자,김영옥,분석,216657346,87.836,88.458,0.03690 (100.0369),,2020/08/18 18:27:44,
34,1058164176,(주)신보파워텍,공민우,분석,216662290,87.838,88.46,0.03920 (100.0392),,2020/08/20 10:53:50,
35,2048197877,(주)그린주의,김현미,분석,216666185,87.84,88.461,0.04101 (100.04101),,2020/08/19 17:01:45,
36,1398115682,백상건설 주식회사,정홍훈,분석,216695000,87.852,88.473,0.05442 (100.05442),,2020/08/20 08:21:17,
37,2128153400,일렉파워주식회사,김성호,분석,216700324,87.854,88.475,0.05689 (100.05689),,2020/08/19 17:46:35,
38,1238135136,(주)청남통신,최재언,분석,216701180,87.855,88.476,0.05729 (100.05729),,2020/08/18 14:22:21,
39,1208603362,자이에스앤디 주식회사,엄관석,분석,216707100,87.857,88.478,0.06005 (100.06005),,2020/08/19 14:46:01,
40,1238128751,세종텔레콤 주식회사,유기윤,분석,216715370,87.861,88.481,0.06389 (100.06389),,2020/08/20 08:45:36,
41,2118716291,(주)유토닉스,박찬호,분석,216721325,87.863,88.484,0.06667 (100.06667),,2020/08/19 21:19:12,
42,2488101162,주식회사 코업컴퍼니,조우영,분석,216722895,87.864,88.485,0.06740 (100.0674),,2020/08/18 15:54:04,
43,2618126604,주식회사 래오시스,윤경,분석,216724829,87.865,88.485,0.06830 (100.0683),,2020/08/19 16:21:37,
44,2198125754,알티엘산업 주식회사,이근태,분석,216728130,87.866,88.487,0.06983 (100.06983),,2020/08/20 00:46:28,
45,1018151776,(주)지디시,김승환,분석,216739227,87.871,88.491,0.07500 (100.075),,2020/08/18 18:23:35,
46,2158623647,시공전설(주),황호진,분석,216740249,87.872,88.492,0.07547 (100.07547),,2020/08/20 09:12:28,
47,1128143733,공간미디어(주),김명숙,분석,216747221,87.875,88.494,0.07871 (100.07871),,2020/08/20 08:45:59,
48,2208151999,현대통신(주),이건구,분석,216747920,87.875,88.495,0.07904 (100.07904),,2020/08/19 08:34:38,
