순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
101,5878600398,주식회사 엑사엔시스,,분석,349112210,87.34,87.629,-0.4046 (99.5954),15 9,2021/01/19 08:13:49,미심사
102,1018154491,엘케이테크넷(주),,분석,349118479,87.342,87.63,-0.4028 (99.5972),10 6,2021/01/20 10:07:26,미심사
103,1058178229,아마노코리아(주),,분석,349123614,87.343,87.631,-0.4014 (99.5986),13 1,2021/01/20 13:41:59,미심사
104,2118794604,(주)유니아이비,,분석,349124437,87.344,87.632,-0.4011 (99.5989),13 14,2021/01/19 09:32:47,미심사
105,1198141207,(주)텍센,,분석,349132150,87.346,87.634,-0.3989 (99.6011),2 1,2021/01/20 09:17:12,미심사
106,1058792785,주식회사 신석,,분석,349137410,87.347,87.635,-0.3974 (99.6026),6 5,2021/01/18 10:35:40,미심사
107,2028104237,대선이엔씨(주),,분석,349168015,87.355,87.643,-0.3887 (99.6113),13 2,2021/01/18 15:28:16,미심사
108,1018178116,(주)오경컴텍,,분석,349172110,87.356,87.644,-0.3875 (99.6125),7 6,2021/01/19 09:25:20,미심사
109,2038164674,(주)컴버스테크,,분석,349200962,87.364,87.651,-0.3793 (99.6207),8 1,2021/01/18 14:20:27,미심사
110,1088179135,주왕전기통신(주),,분석,349203307,87.365,87.651,-0.3786 (99.6214),10 15,2021/01/19 16:15:28,미심사
111,1138151895,주식회사 온리정보통신,,분석,349207863,87.366,87.653,-0.3773 (99.6227),7 2,2021/01/19 17:53:16,미심사
112,2378700035,주식회사 사운드플레이스,,분석,349211394,87.367,87.653,-0.3763 (99.6237),14 1,2021/01/18 13:40:57,미심사
113,1078688280,콘텐츠스퀘어주식회사,,분석,349215926,87.368,87.655,-0.3750 (99.625),6 4,2021/01/19 08:10:12,미심사
114,2258115381,(주)인하통신,,분석,349217960,87.369,87.655,-0.3745 (99.6255),7 4,2021/01/19 16:37:01,미심사
115,1078731896,(주)비시텍코리아,,분석,349219100,87.369,87.655,-0.3741 (99.6259),12 6,2021/01/18 12:36:06,미심사
116,1191396324,우리통신,,분석,349228475,87.372,87.658,-0.3715 (99.6285),9 2,2021/01/18 10:18:19,미심사
117,1178153920,엠에스원디지털 주식회사,,분석,349228540,87.372,87.658,-0.3715 (99.6285),6 4,2021/01/18 10:42:44,미심사
118,6508100027,다온정보시스템 주식회사,,분석,349240078,87.375,87.661,-0.3682 (99.6318),8 6,2021/01/19 20:26:54,미심사
119,1088607510,애드온스마트 주식회사,,분석,349241870,87.375,87.661,-0.3676 (99.6324),6 1,2021/01/20 09:34:07,미심사
120,3688701395,주식회사아이존스,,분석,349249577,87.377,87.663,-0.3654 (99.6346),15 7,2021/01/19 09:40:43,미심사
121,2208108546,경림전기(주),,분석,349253580,87.378,87.664,-0.3643 (99.6357),1 5,2021/01/19 11:24:46,미심사
122,1248106672,(주)데스코,,분석,349258000,87.38,87.665,-0.3630 (99.637),9 15,2021/01/20 09:52:04,미심사
123,2148722924,주식회사 다음정보기술,,분석,349277800,87.385,87.67,-0.3574 (99.6426),2 13,2021/01/18 11:48:28,미심사
124,1058763349,(주)트랜시아,,분석,349282931,87.386,87.671,-0.3559 (99.6441),4 15,2021/01/19 17:15:32,미심사
125,1138184945,에스엠티정보기술(주),,분석,349287180,87.388,87.672,-0.3547 (99.6453),11 3,2021/01/18 10:25:45,미심사
126,1078212123,사단법인 장애인인권센터,,분석,349288800,87.388,87.673,-0.3543 (99.6457),12 15,2021/01/19 09:50:24,미심사
127,2158669639,(주)한정원,,분석,349290680,87.389,87.673,-0.3537 (99.6463),13 11,2021/01/18 16:58:59,미심사
128,2078152132,(주)홍남테크,,분석,349294700,87.39,87.674,-0.3526 (99.6474),2 10,2021/01/20 09:55:11,미심사
129,2130230588,태극정보통신,,분석,349295146,87.39,87.674,-0.3524 (99.6476),1 4,2021/01/18 14:45:01,미심사
130,1108172440,주식회사 다보파워코리아,,분석,349312672,87.394,87.679,-0.3474 (99.6526),1 6,2021/01/20 08:24:28,미심사
131,1058606899,이화티티씨(주),,분석,349319385,87.396,87.681,-0.3455 (99.6545),11 4,2021/01/19 10:06:01,미심사
132,2148626132,(주)오버넷,,분석,349322487,87.397,87.681,-0.3446 (99.6554),5 1,2021/01/20 10:13:48,미심사
133,2148824685,육일정보통신 주식회사,,분석,349332653,87.4,87.684,-0.3417 (99.6583),14 15,2021/01/19 10:58:36,미심사
134,1208134161,(주)파코코리아인더스,,분석,349340715,87.402,87.686,-0.3394 (99.6606),8 3,2021/01/19 13:40:12,미심사
135,2048131439,중앙텔콤(주),,분석,349342467,87.403,87.686,-0.3389 (99.6611),1 13,2021/01/19 11:02:51,미심사
136,2108170441,주식회사 에이원아이티,,분석,349347023,87.404,87.687,-0.3377 (99.6623),1 7,2021/01/20 08:54:16,미심사
137,2158727392,매컴정보통신(주),,분석,349348430,87.404,87.688,-0.3372 (99.6628),9 6,2021/01/18 19:03:48,미심사
138,1198178757,주식회사우신아이앤씨,,분석,349350900,87.405,87.688,-0.3365 (99.6635),13 10,2021/01/19 16:19:11,미심사
139,5568600846,주식회사 아이콘정보통신,,분석,349352984,87.405,87.689,-0.3359 (99.6641),13 5,2021/01/19 14:00:37,미심사
140,1288618438,주식회사 엔지스웨이,,분석,349355437,87.406,87.69,-0.3352 (99.6648),14 3,2021/01/19 16:19:07,미심사
141,1298119624,우일계전공업 주식회사,,분석,349358900,87.407,87.69,-0.3343 (99.6657),12 10,2021/01/19 20:07:38,미심사
142,2168115295,(주)로보티어,,분석,349366700,87.409,87.692,-0.3320 (99.668),8 3,2021/01/18 14:44:14,미심사
143,1188110211,(주)텔레텍코리아,,분석,349370360,87.41,87.693,-0.3310 (99.669),4 14,2021/01/18 13:35:29,미심사
144,2148840477,주식회사 알비에스테크,,분석,349371402,87.41,87.694,-0.3307 (99.6693),2 5,2021/01/20 09:25:26,미심사
145,1068180219,(주)네트웍리더,,분석,349378573,87.412,87.695,-0.3286 (99.6714),14 15,2021/01/20 09:25:57,미심사
146,2148759208,(주)로드반,,분석,349379000,87.412,87.695,-0.3285 (99.6715),2 9,2021/01/18 10:14:10,미심사
147,1138694415,건웅정보통신 주식회사,,분석,349380042,87.413,87.696,-0.3282 (99.6718),8 2,2021/01/19 09:12:58,미심사
148,4048131290,(주)아이앤씨코리아,,분석,349385934,87.414,87.697,-0.3265 (99.6735),9 12,2021/01/19 21:48:06,미심사
149,2068611905,(주)한포넷,,분석,349389738,87.415,87.698,-0.3255 (99.6745),9 1,2021/01/19 08:37:25,미심사
150,1258180919,(주)경일전공,,분석,349391429,87.416,87.699,-0.3250 (99.675),5 4,2021/01/20 00:58:12,미심사
151,1168137418,두레옵트로닉스 주식회사,,분석,349394000,87.416,87.699,-0.3242 (99.6758),14 13,2021/01/18 14:06:52,미심사
152,1208782160,에스엔에스이서비스주식회사,,분석,349404860,87.419,87.702,-0.3212 (99.6788),1 8,2021/01/18 18:26:22,미심사
153,2158687767,(주)에스앤디비즈,,분석,349405000,87.419,87.702,-0.3211 (99.6789),10 2,2021/01/18 10:30:51,미심사
154,1098613335,주식회사 스마트씨앤아이,,분석,349406880,87.42,87.702,-0.3206 (99.6794),11 7,2021/01/19 11:01:54,미심사
155,1358178502,주식회사 디알네트웍스,,분석,349408850,87.42,87.703,-0.3200 (99.68),1 5,2021/01/19 08:13:56,미심사
156,1078805018,주식회사 지엔아이테크,,분석,349409290,87.421,87.703,-0.3199 (99.6801),14 13,2021/01/18 16:25:01,미심사
157,1018138303,주식회사 비엘에스,,분석,349411145,87.421,87.704,-0.3194 (99.6806),8 6,2021/01/20 09:19:04,미심사
158,1048635917,주식회사 비전에스엔씨,,분석,349414150,87.422,87.704,-0.3185 (99.6815),7 12,2021/01/20 09:46:01,미심사
159,2148620797,(주)세인씨앤씨,,분석,349416780,87.423,87.705,-0.3177 (99.6823),14 12,2021/01/19 13:10:30,미심사
160,2118645407,흥일정보통신(주),,분석,349422739,87.424,87.706,-0.3160 (99.684),2 4,2021/01/19 09:41:10,미심사
161,2188109765,(주)웨이브컴,,분석,349423440,87.424,87.707,-0.3158 (99.6842),5 4,2021/01/18 15:51:29,미심사
162,1068164354,(주)코알라전자시스템,,분석,349425193,87.425,87.707,-0.3153 (99.6847),14 15,2021/01/20 10:10:07,미심사
163,1398115682,백상건설 주식회사,,분석,349427700,87.426,87.708,-0.3146 (99.6854),5 2,2021/01/20 09:19:32,미심사
164,2148186794,주식회사 리트코,,분석,349434690,87.427,87.709,-0.3126 (99.6874),9 8,2021/01/19 09:50:13,미심사
165,4178600013,블랙썬 주식회사,,분석,349435350,87.428,87.71,-0.3125 (99.6875),2 7,2021/01/20 09:45:11,미심사
166,4538100144,주식회사 파란아이티,,분석,349436760,87.428,87.71,-0.3120 (99.688),14 4,2021/01/20 09:47:28,미심사
167,2038143631,주식회사 티시스,,분석,349441317,87.429,87.711,-0.3107 (99.6893),5 11,2021/01/20 09:38:06,미심사
168,1098643839,주식회사 케이비정보통신,,분석,349443976,87.43,87.712,-0.3100 (99.69),9 3,2021/01/19 17:46:36,미심사
169,1068198683,주식회사 포인트정보,,분석,349453937,87.433,87.714,-0.3071 (99.6929),14 4,2021/01/19 09:50:54,미심사
170,1074870357,영진정보통신,,분석,349458500,87.434,87.715,-0.3058 (99.6942),6 7,2021/01/18 20:09:40,미심사
171,1078197085,(주)코어넷,,분석,349473916,87.438,87.719,-0.3014 (99.6986),15 14,2021/01/18 13:14:36,미심사
172,8418601383,주식회사 미리내통신,,분석,349478474,87.439,87.72,-0.3001 (99.6999),2 1,2021/01/19 19:46:11,미심사
173,2108118504,보성전기산업(주),,분석,349478600,87.439,87.72,-0.3001 (99.6999),3 1,2021/01/18 09:13:30,미심사
174,2041077930,라인월드정보,,분석,349485447,87.441,87.722,-0.2982 (99.7018),15 10,2021/01/18 16:06:27,미심사
175,2148745460,주식회사 앤앤에스피,,분석,349490900,87.443,87.724,-0.2966 (99.7034),3 10,2021/01/18 17:13:10,미심사
176,1078640952,(주)바비젼,,분석,349493546,87.443,87.724,-0.2958 (99.7042),11 2,2021/01/18 11:21:05,미심사
177,2058140076,(주)제일첨단테크,,분석,349493788,87.443,87.724,-0.2958 (99.7042),14 11,2021/01/20 08:41:49,미심사
178,1268159398,(주)파이런텍,,분석,349502310,87.446,87.726,-0.2933 (99.7067),14 3,2021/01/19 11:30:57,미심사
179,1138663208,주식회사 유영정보통신,,분석,349503050,87.446,87.727,-0.2931 (99.7069),11 5,2021/01/19 16:26:45,미심사
180,1208147588,서현정보통신(주),,분석,349521200,87.451,87.731,-0.2880 (99.712),3 8,2021/01/19 17:45:33,미심사
181,3188601020,주식회사 프레이,,분석,349521589,87.451,87.731,-0.2878 (99.7122),7 12,2021/01/19 15:21:15,미심사
182,2158191475,(주)디앤씨코퍼레이션,,분석,349522640,87.451,87.732,-0.2875 (99.7125),13 6,2021/01/19 10:58:54,미심사
183,2098121862,거우전설주식회사,,분석,349523653,87.452,87.732,-0.2873 (99.7127),10 6,2021/01/19 16:26:40,미심사
184,1138615856,(주)서원티에스,,분석,349524845,87.452,87.732,-0.2869 (99.7131),2 4,2021/01/20 09:23:29,미심사
185,2118199266,주식회사 다래파크텍,,분석,349533860,87.454,87.734,-0.2843 (99.7157),13 8,2021/01/18 16:00:11,미심사
186,2138800230,주식회사 성민전기통신,,분석,349540867,87.456,87.736,-0.2823 (99.7177),4 14,2021/01/18 11:59:04,미심사
187,7888800054,주식회사 동서티앤씨,,분석,349542043,87.457,87.736,-0.2820 (99.718),13 8,2021/01/18 17:44:04,미심사
188,1208742187,주식회사 미소아이티,,분석,349552320,87.459,87.739,-0.2791 (99.7209),12 11,2021/01/19 09:53:24,미심사
189,1138163445,주식회사 삼도통신,,분석,349554540,87.46,87.74,-0.2784 (99.7216),3 13,2021/01/19 09:12:27,미심사
190,2208727579,유환아이텍 주식회사,,분석,349568910,87.464,87.743,-0.2743 (99.7257),9 15,2021/01/20 09:17:45,미심사
191,7148800617,주식회사 성진정보통신,,분석,349575570,87.466,87.745,-0.2724 (99.7276),7 3,2021/01/18 10:38:57,미심사
192,1068602542,주식회사 유셀네트웍스,,분석,349575921,87.466,87.745,-0.2723 (99.7277),2 6,2021/01/19 13:19:48,미심사
193,1138622662,퍼스트아이앤씨 주식회사,,분석,349578374,87.466,87.746,-0.2716 (99.7284),3 13,2021/01/19 23:07:17,미심사
194,1188113673,동해정보통신 주식회사,,분석,349578380,87.466,87.746,-0.2716 (99.7284),11 2,2021/01/18 17:30:02,미심사
195,1101185132,메이폴정보통신,,분석,349580830,87.467,87.746,-0.2709 (99.7291),12 5,2021/01/19 06:10:05,미심사
196,2108122823,우영정보통신(주),,분석,349586200,87.468,87.747,-0.2694 (99.7306),9 6,2021/01/20 09:40:15,미심사
197,2098134159,주식회사 피스코이엔씨,,분석,349590507,87.47,87.749,-0.2682 (99.7318),14 2,2021/01/19 10:15:30,미심사
198,2028159713,거산음향통신(주),,분석,349605720,87.474,87.752,-0.2638 (99.7362),15 9,2021/01/19 17:40:25,미심사
199,1138175669,(주)용상전기통신,,분석,349606067,87.474,87.752,-0.2637 (99.7363),4 9,2021/01/20 09:34:16,미심사
200,2148661411,(주)엘리시스,,분석,349618300,87.477,87.756,-0.2603 (99.7397),5 6,2021/01/20 09:23:38,미심사
201,8568800361,주식회사 우선기술,,분석,349629552,87.48,87.758,-0.2570 (99.743),7 5,2021/01/18 15:19:13,미심사
202,1108155460,주식회사 자유전설,,분석,349643573,87.484,87.762,-0.2530 (99.747),8 15,2021/01/20 08:55:45,미심사
203,1208635791,주식회사 피엔에이링크,,분석,349648130,87.485,87.763,-0.2517 (99.7483),1 13,2021/01/20 12:53:52,미심사
204,2098112984,(주)고덕종합건설,,분석,349649690,87.486,87.763,-0.2513 (99.7487),9 1,2021/01/19 07:12:49,미심사
205,2200459632,하나정보통신,,분석,349655132,87.487,87.765,-0.2498 (99.7502),7 6,2021/01/19 15:48:02,미심사
206,1138618964,주식회사 에스엠플러스정보통신,,분석,349660340,87.489,87.766,-0.2483 (99.7517),4 13,2021/01/19 09:08:08,미심사
