공고번호,010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
20241210833-00,17,14,53,162,263,250,227,64,11,1,3,14,5,9,20,33,53,109,112,151,131,119,156,71,47,17,6,5,0,1,1,1,1,5,9,1,3,1,3,6,10,8,5,14,16,13,22,40,53,34,41,43,64,63,52,47,55,46,49,53,73,59,45,30,20,26,16,11,5,6,4,2,3,0,2,0,0,0,1,0,1,0,1,0,1,0,2,3,4,5,0,1,2,1,1,0,2,1,4,2,1,9,4,4,2,3,9,5,4,12,3,10,12,10,18,22,32,21,18,16,20,21,18,25,28,36,36,27,31,21,20,27,24,31,29,17,25,24,29,24,38,35,30,29,24,21,20,10,7,13,8,18,10,6,5,6,2,3,2,4,2,2,1,1,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0
20241209755-00,0,11,120,452,917,1172,831,226,34,9,0,0,3,8,30,90,211,241,376,541,529,643,515,316,171,55,25,9,8,1,0,0,0,0,0,0,2,2,2,5,10,14,20,25,51,76,83,89,87,117,133,156,186,215,227,159,250,243,285,235,215,218,166,127,105,84,61,44,26,11,13,8,6,5,2,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,4,1,4,6,6,8,6,14,14,11,25,26,34,42,38,45,52,37,44,43,65,52,61,72,72,84,87,99,121,94,121,106,77,82,114,136,120,123,135,150,117,118,107,108,100,118,82,84,76,51,60,45,40,44,35,26,26,18,13,13,5,6,8,5,5,3,4,2,2,3,0,2,2,4,1,0,1,0,0,1,0,0
2024-25877,2,5,23,124,259,271,169,43,12,1,1,1,1,4,11,12,47,77,146,113,118,153,109,60,32,11,11,1,1,0,1,0,0,0,1,0,1,0,2,2,3,5,4,4,7,15,21,26,33,29,71,48,53,49,38,47,40,59,48,77,49,45,24,23,28,17,14,5,3,4,5,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,3,2,3,3,1,1,3,3,4,5,10,13,8,11,15,20,13,13,16,32,39,21,27,27,26,26,23,19,19,21,26,18,22,31,28,25,23,40,37,24,25,25,20,15,9,12,11,12,16,11,6,13,1,1,4,1,2,2,2,3,2,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20241135055-00,3,5,59,156,267,312,185,39,11,1,1,2,0,5,17,42,62,94,148,119,151,161,110,75,30,9,9,2,1,0,0,1,0,1,1,0,0,0,3,2,5,8,11,17,18,22,26,28,27,53,53,63,54,47,50,51,60,78,69,54,51,44,44,29,17,16,12,4,4,3,6,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,4,1,4,4,4,7,9,8,11,7,12,10,10,16,14,14,17,10,24,29,29,24,29,34,32,22,19,28,23,27,22,29,30,30,40,38,38,31,23,31,29,22,21,23,15,29,18,11,9,8,5,11,6,6,2,2,0,4,2,1,4,2,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
20241142908-00,3,9,41,180,310,303,212,38,5,0,0,3,2,7,12,29,55,125,156,154,166,137,138,74,26,12,5,0,0,0,0,0,1,0,2,1,1,0,1,6,2,7,10,13,9,16,25,38,49,52,58,67,64,62,59,63,71,60,51,58,52,56,50,26,28,9,14,4,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,5,1,2,0,4,3,3,7,6,7,5,4,9,7,15,10,14,24,25,24,23,29,27,31,31,36,31,33,31,31,36,23,33,30,32,39,32,28,27,24,26,32,23,29,32,24,30,20,15,11,14,14,6,3,7,7,3,1,4,4,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241135561-00,2,4,50,169,304,366,213,43,12,3,1,1,2,2,17,33,65,104,141,163,159,207,147,66,26,17,8,4,1,2,1,0,0,1,0,0,0,2,1,1,3,8,8,14,17,26,25,28,38,52,62,56,56,57,73,60,79,63,80,84,55,68,45,28,17,10,10,11,6,6,5,2,1,3,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,2,3,5,6,2,5,9,5,12,10,16,6,19,14,14,13,25,25,27,21,41,23,33,23,33,33,24,34,39,29,31,29,50,20,43,46,34,45,39,26,29,30,38,24,21,16,12,10,7,5,5,6,4,6,5,4,2,3,3,3,2,1,1,1,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1
20241140336-00,1,5,101,359,751,767,501,143,20,3,1,0,0,5,16,85,126,233,353,398,379,388,288,213,105,38,16,4,1,2,1,0,0,0,0,0,0,2,0,3,4,8,17,30,42,35,65,72,88,99,143,146,130,162,170,137,160,165,146,159,129,117,100,88,67,63,32,20,15,13,6,7,4,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3,1,6,2,4,13,16,14,18,24,18,17,31,34,26,46,42,46,53,46,70,73,69,77,64,66,88,74,86,84,65,72,64,96,82,83,83,63,84,75,66,63,50,67,42,58,51,37,37,30,24,39,16,16,10,10,8,7,7,6,4,2,2,5,3,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0
E012410414,0,3,26,112,225,247,129,33,7,2,0,0,0,3,7,19,47,65,133,92,122,125,89,40,22,11,3,4,0,2,0,0,0,0,0,0,0,1,2,0,3,2,5,7,9,11,17,28,22,34,45,57,54,36,33,41,49,54,47,56,43,33,18,19,16,14,7,4,3,5,1,2,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,2,2,3,4,3,4,5,5,6,8,9,19,9,13,9,17,17,21,24,23,34,31,23,20,16,23,10,20,21,28,21,32,22,18,29,23,33,28,15,17,16,13,5,8,11,8,8,7,7,5,2,1,3,2,1,3,2,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1
2024-24251,0,1,14,66,110,162,113,40,12,0,0,0,0,1,8,6,23,43,38,72,78,84,67,46,28,12,10,2,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,2,4,9,10,8,20,19,13,12,31,37,17,36,28,33,38,27,27,26,25,19,16,15,7,11,5,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,1,0,1,1,1,3,5,4,1,9,4,4,6,14,9,10,5,8,6,6,13,18,26,11,10,7,18,18,12,16,14,19,25,13,10,17,8,19,14,12,14,11,14,5,8,8,6,9,6,1,6,5,5,0,0,2,1,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241106920-00,1,9,61,172,335,391,196,67,14,1,0,1,1,8,24,37,73,99,170,165,194,197,120,76,46,21,11,3,1,0,0,0,1,0,0,0,1,1,1,6,9,10,11,13,18,25,28,40,36,43,47,78,81,61,68,78,75,81,95,62,62,37,40,29,28,26,15,13,9,4,9,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,2,4,5,7,3,5,6,4,9,10,8,9,16,14,14,20,20,18,18,18,25,21,26,30,48,45,36,38,23,34,34,36,42,37,38,41,40,52,43,33,29,26,36,20,17,21,19,18,11,15,13,16,10,12,3,5,8,6,3,3,1,3,6,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
E012410147,0,3,36,213,379,394,274,63,9,3,0,0,1,2,10,26,80,133,174,205,195,199,188,86,37,26,7,2,2,1,0,0,0,0,0,1,0,0,1,1,3,6,4,10,13,23,39,42,53,56,59,68,93,76,83,78,76,82,72,86,83,71,56,39,25,23,10,11,13,6,4,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,2,4,1,3,5,5,6,7,12,11,17,22,18,24,24,29,21,35,33,26,32,36,47,46,40,36,44,39,29,49,41,35,41,41,34,38,41,45,44,39,38,33,34,22,23,16,12,13,12,11,4,6,4,7,7,6,4,2,3,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
20241101469-00,3,9,41,192,337,398,247,61,8,3,0,3,2,7,18,23,65,127,179,158,233,165,193,54,49,12,6,2,3,0,0,0,0,1,2,0,2,1,2,4,5,9,7,7,13,21,30,36,40,65,74,67,77,65,54,78,112,72,72,64,84,75,52,24,12,18,18,16,5,4,5,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,1,1,1,3,4,1,3,6,4,3,2,5,4,9,7,14,7,23,14,22,23,17,35,30,35,39,34,33,38,39,40,25,27,27,31,47,57,55,43,29,36,36,30,34,42,42,36,39,34,18,14,10,6,6,6,12,11,7,13,3,3,2,2,2,2,3,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
20241110684-00,0,2,39,160,287,351,200,56,10,0,0,0,0,2,10,29,60,100,155,132,172,179,119,81,42,14,8,2,0,0,0,0,0,0,0,0,0,0,0,2,1,6,9,11,12,19,23,33,36,49,54,71,53,50,59,79,61,74,84,53,51,46,39,30,34,18,12,15,7,4,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,3,6,8,3,5,7,8,11,14,9,18,15,24,12,17,32,24,30,32,39,30,23,30,20,37,22,41,38,25,36,32,42,43,41,28,25,30,21,21,25,22,17,16,14,21,13,12,6,7,5,12,3,5,2,3,1,3,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20241106979-00,1,2,42,160,289,348,246,46,9,1,0,1,0,2,13,29,56,104,120,169,189,159,149,97,31,15,8,1,1,0,0,0,0,0,1,0,0,0,1,1,2,6,9,12,13,21,22,31,51,35,43,48,64,66,68,76,75,62,62,73,62,62,47,42,33,14,13,4,11,4,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,4,2,5,4,7,5,8,5,9,12,8,14,13,18,32,19,16,19,19,24,20,28,29,35,34,32,36,32,47,29,40,35,38,24,33,29,40,33,35,27,29,33,25,22,28,14,24,9,7,7,5,8,4,0,7,4,3,1,3,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20241103116-00,0,4,113,384,726,734,574,135,23,4,0,0,0,4,29,84,160,224,366,360,368,366,343,231,88,47,19,4,3,1,0,0,0,0,0,0,0,1,1,2,9,9,18,27,50,59,59,83,75,108,136,139,158,151,142,135,142,163,153,141,144,142,113,87,88,52,26,18,20,19,10,6,6,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,6,1,8,11,7,8,19,23,27,32,27,31,28,42,41,43,32,48,60,56,80,67,72,91,67,91,60,77,65,70,65,68,74,91,72,68,85,82,59,72,72,63,79,57,56,47,40,44,44,26,26,14,12,10,8,11,9,8,11,4,6,4,2,3,3,0,1,0,0,0,1,2,0,0,0,0,0,0,1
20241101079-00,0,2,38,131,254,364,256,54,6,1,0,0,0,2,5,33,40,91,133,121,163,201,170,86,42,12,3,3,0,1,0,0,0,0,0,0,0,0,0,2,5,0,3,9,21,17,14,28,36,36,53,54,49,46,52,75,55,67,84,83,71,67,58,35,25,18,14,13,7,2,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,3,3,6,9,12,7,10,9,5,9,19,20,16,14,22,26,27,26,28,26,23,26,20,20,32,30,45,27,28,33,34,49,35,47,36,37,34,33,34,32,26,21,14,12,13,12,6,7,7,10,3,5,2,1,1,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2024-22599,0,2,11,30,55,64,79,14,10,0,0,0,1,1,6,5,9,21,28,27,31,33,52,27,8,6,7,3,0,0,0,0,0,0,0,1,0,0,1,0,1,3,3,1,3,3,4,4,7,12,10,9,15,14,7,10,16,9,5,24,26,17,20,7,9,4,3,4,2,1,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,2,1,1,0,2,1,2,1,3,1,2,2,3,4,6,6,3,7,2,7,9,6,12,2,5,2,5,5,7,9,5,4,1,4,12,12,15,11,8,9,9,11,2,5,2,7,4,0,2,1,1,3,1,1,1,0,2,1,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20241027545-00,1,12,124,503,806,909,459,130,28,1,0,1,2,10,40,84,224,279,403,403,468,441,283,176,86,44,23,5,1,0,0,0,0,0,1,1,1,1,3,6,11,18,25,34,36,60,102,112,100,129,131,195,166,161,153,172,181,219,178,159,118,120,90,63,68,33,39,23,20,15,13,5,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,2,4,5,6,9,9,11,14,17,17,16,20,32,28,53,49,62,50,60,40,62,67,57,74,97,98,77,89,91,70,81,72,79,93,85,96,115,104,101,77,82,77,65,53,61,59,45,45,33,30,27,41,19,14,23,16,14,9,10,10,9,6,6,7,2,3,5,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0
20241020518-00,0,1,10,22,50,48,40,9,1,0,0,0,0,1,3,7,7,15,24,26,21,27,26,14,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,7,2,3,5,5,7,9,11,9,14,7,7,7,12,14,8,11,8,10,10,1,1,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,4,3,0,2,2,1,2,3,2,3,3,4,7,2,2,9,4,5,6,8,6,1,4,3,4,3,7,5,8,6,6,2,3,8,1,7,7,3,6,4,1,0,0,1,3,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241014494-00,2,5,46,157,273,296,188,46,13,1,1,1,0,5,14,32,69,88,137,136,158,138,129,59,34,12,11,2,1,0,0,1,0,0,1,0,0,0,2,3,2,7,9,11,17,24,26,34,30,43,41,61,68,59,44,45,76,67,65,43,42,53,52,27,14,18,12,9,3,4,8,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,1,1,4,3,5,4,7,4,8,9,11,13,9,17,19,15,14,16,18,25,19,22,26,35,35,33,27,32,24,20,21,24,33,43,37,30,34,31,17,26,20,22,31,22,34,18,18,9,5,9,8,10,4,8,4,5,2,1,2,2,5,3,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
E012408828,0,1,23,115,281,231,130,34,8,1,0,0,0,1,7,16,41,74,154,127,129,102,76,54,23,11,4,4,1,0,0,0,0,0,0,0,0,0,1,0,2,2,6,4,9,14,16,26,21,38,49,64,73,46,49,39,63,47,35,47,33,26,27,27,17,9,10,9,4,2,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,3,3,2,2,5,4,7,7,9,7,11,15,11,10,23,15,22,27,33,31,41,32,26,20,25,24,23,16,30,33,27,20,13,22,27,20,18,15,15,11,17,10,13,14,13,4,3,6,5,5,4,5,4,0,1,1,1,1,1,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
20241021669-00,6,34,163,463,690,689,505,116,23,1,2,4,10,24,50,113,188,275,373,317,391,298,304,201,87,29,17,6,1,0,0,1,1,2,2,2,4,9,4,15,13,26,26,35,63,66,80,84,94,139,123,154,158,146,109,143,155,146,122,123,133,116,107,88,61,38,34,20,15,9,11,6,2,3,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,1,1,1,2,2,4,5,2,2,8,7,8,5,9,17,11,15,12,23,30,33,33,33,38,42,42,42,50,44,62,77,58,65,74,80,96,62,71,75,51,58,62,81,79,76,93,53,57,65,65,58,66,67,61,55,55,52,48,40,31,30,24,14,20,14,15,5,7,8,3,6,6,5,3,3,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0
20241020924-00,0,2,3,14,41,38,26,8,1,1,0,0,0,2,2,1,4,10,20,21,24,14,17,9,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,2,3,6,3,9,7,7,8,10,8,11,8,5,6,6,7,5,5,3,2,1,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0,2,1,4,2,2,1,6,3,4,3,4,3,6,2,6,4,3,5,4,7,5,3,3,2,4,2,1,5,5,2,4,1,2,3,1,2,1,1,1,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20241025706-00,0,3,53,168,302,296,219,32,12,1,0,0,2,1,14,39,58,110,145,157,148,148,132,87,20,12,10,2,1,0,0,0,0,0,0,0,1,1,1,0,4,7,8,14,20,12,31,33,43,49,42,66,67,56,71,58,64,57,60,56,52,56,47,41,24,8,9,9,1,5,8,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,2,5,3,5,6,8,8,12,8,4,12,19,15,18,21,22,24,25,26,16,35,31,37,30,32,24,47,24,32,26,34,30,26,31,30,30,36,20,26,26,27,29,25,22,19,22,19,5,3,5,4,5,3,6,1,0,4,1,4,4,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20241024377-00,1,8,115,480,788,855,607,166,23,2,0,1,3,5,31,84,188,292,406,382,471,384,363,244,133,33,18,5,1,1,0,0,0,1,0,0,1,2,1,4,8,18,19,25,45,60,86,86,104,144,131,186,173,153,145,168,201,172,154,160,167,144,111,107,78,79,42,22,12,11,10,8,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,2,2,4,4,10,8,5,14,10,15,26,19,26,34,39,47,42,44,57,47,67,77,66,65,79,107,89,84,92,61,71,74,71,97,96,105,102,70,86,68,72,88,89,78,73,71,52,59,56,51,37,41,44,35,21,21,12,10,5,7,5,6,3,7,4,4,0,2,0,1,0,2,0,0,1,0,0,0,1,0,0,0
20241009986-00,1,6,67,247,322,338,195,51,11,2,1,0,0,6,18,49,90,157,155,167,181,157,126,69,34,17,7,4,0,2,1,0,0,0,0,0,0,1,2,3,7,8,14,21,17,25,32,64,64,62,50,66,56,78,72,72,75,68,64,59,59,45,41,30,20,19,7,13,4,8,6,1,0,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,5,2,2,6,3,11,11,10,6,11,8,17,16,16,33,31,31,33,26,36,21,29,29,37,39,17,41,37,37,35,34,38,32,43,34,34,32,32,29,30,28,31,20,25,22,19,15,15,8,12,11,8,4,3,8,5,2,2,2,6,3,3,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1
E012408654,1,5,92,372,674,683,380,88,10,3,0,1,0,5,23,69,128,244,348,326,261,422,240,140,65,23,8,2,0,3,0,0,0,1,0,0,0,0,3,2,6,10,15,33,28,39,55,74,83,121,139,136,133,127,139,92,118,141,173,159,129,82,64,52,53,34,26,9,9,10,3,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,3,3,5,5,7,8,18,15,13,15,19,20,27,28,34,40,44,39,57,64,59,80,66,70,73,60,64,63,65,74,40,52,49,69,51,90,89,84,80,79,68,61,46,36,29,35,29,23,29,24,21,13,11,15,5,4,2,7,5,5,0,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
20241014719-00,0,6,33,106,136,167,123,35,5,0,0,0,0,6,9,24,35,71,69,67,86,81,90,33,25,10,3,2,0,0,0,0,0,0,0,0,0,1,3,2,4,3,4,11,11,8,17,21,29,31,33,25,23,26,29,41,32,28,35,31,36,34,26,13,14,10,13,3,6,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,2,1,2,2,2,3,8,4,7,1,7,8,9,10,11,12,17,12,19,15,18,9,16,11,12,13,13,19,10,15,26,13,19,13,15,14,21,14,17,22,14,16,18,20,6,9,4,7,7,3,7,8,5,2,1,3,3,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20241014716-00,2,17,147,414,825,882,594,137,21,4,1,1,4,13,34,113,159,255,373,452,432,450,367,227,100,37,17,4,4,0,0,1,0,0,1,2,0,4,6,5,10,16,24,42,55,48,72,79,93,122,141,166,140,199,179,166,180,175,186,175,163,127,143,106,55,58,31,24,12,12,9,6,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,2,4,2,3,2,6,4,8,8,8,16,19,23,32,23,20,28,36,36,39,40,40,53,63,59,57,84,80,86,66,74,105,94,86,93,87,79,83,97,86,89,108,78,98,77,79,84,62,65,77,66,64,42,30,25,31,27,18,13,11,13,8,4,8,4,3,6,4,2,2,0,0,2,1,1,0,0,2,0,2,0,0,0,0,0
E012408573,0,3,29,112,260,226,131,36,5,1,0,0,0,3,10,19,41,71,149,111,111,115,80,51,23,13,3,2,0,1,0,0,0,0,0,0,0,0,2,1,4,5,2,10,8,16,15,22,30,29,63,60,56,52,29,40,48,48,46,44,35,31,27,27,11,13,9,6,3,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,2,3,1,1,5,5,5,3,8,8,6,9,10,12,18,12,13,16,28,35,30,30,26,30,32,20,19,10,18,22,19,29,23,25,20,26,22,22,20,15,16,15,14,13,14,13,8,3,8,5,4,5,1,5,3,0,2,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
E012408482,0,3,39,115,229,251,141,23,4,1,0,0,0,3,13,26,40,75,124,105,99,152,107,34,14,9,4,0,0,1,0,0,0,0,0,0,0,0,2,1,5,6,7,7,14,15,11,21,30,38,55,52,38,41,43,32,45,48,68,58,54,36,27,17,7,8,6,2,4,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,4,2,2,5,4,3,4,10,7,8,5,6,14,7,16,14,19,19,29,26,27,25,17,21,19,22,27,16,13,19,20,25,22,26,33,35,26,32,30,24,20,16,17,10,12,5,1,6,3,5,3,3,0,2,4,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20241004497-00,0,7,32,154,272,292,237,36,13,1,0,0,1,6,12,20,60,94,128,144,146,146,154,83,21,15,8,5,1,0,0,0,0,0,0,0,1,1,1,4,4,4,6,13,5,20,25,32,36,41,50,55,54,59,54,68,55,47,63,59,63,60,46,49,19,8,8,8,5,7,5,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,1,3,2,2,4,2,6,7,2,3,9,11,11,14,15,17,15,21,23,18,20,30,35,20,23,31,38,21,30,24,35,33,29,26,23,24,38,25,32,27,35,28,26,34,31,15,34,15,11,8,2,6,6,2,5,3,4,1,5,2,3,2,1,1,1,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0
20241010475-00,0,6,54,170,339,351,161,36,8,1,0,0,0,6,8,46,67,103,168,171,180,171,97,64,22,14,5,3,0,1,0,0,0,0,0,0,0,2,1,3,1,4,11,15,23,26,21,32,30,61,65,59,85,72,58,73,76,56,71,75,38,45,23,29,26,10,8,11,5,2,3,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,2,2,3,8,7,8,7,16,12,14,10,11,20,12,15,15,29,32,31,34,28,31,44,41,42,30,33,25,37,36,34,42,31,25,40,31,43,32,18,20,21,24,14,9,15,14,14,12,6,4,4,4,4,7,4,1,0,2,2,1,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0
E012408322,0,2,10,53,94,97,49,17,3,0,0,0,0,2,5,5,20,33,41,53,43,54,31,18,14,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,1,4,8,6,9,14,16,15,20,20,27,12,17,18,20,28,14,12,11,11,6,9,8,5,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,0,1,2,2,3,5,3,3,6,3,7,7,8,8,5,10,12,8,6,14,17,10,8,4,11,6,12,6,8,12,18,10,8,6,5,7,4,7,8,3,2,4,5,4,5,3,4,1,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20241003694-04,0,3,42,146,271,319,220,41,1,2,0,0,1,2,10,32,62,84,127,144,166,153,133,87,29,12,1,0,1,1,0,0,0,0,0,0,1,0,0,2,2,5,6,14,15,20,22,36,33,35,46,55,51,61,58,66,68,67,75,43,51,56,50,42,21,10,13,11,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,1,3,3,7,7,5,10,10,10,6,16,20,16,16,17,16,19,19,27,32,23,26,25,31,30,28,30,35,31,31,37,32,35,41,34,19,24,23,28,29,27,26,24,20,22,11,10,5,5,6,7,6,5,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2024-21047,0,2,22,74,160,234,155,66,7,3,0,0,0,2,6,16,33,41,75,85,128,106,74,81,41,25,4,3,2,1,0,0,0,0,0,0,0,0,1,1,3,2,4,3,10,13,11,22,11,17,21,29,45,30,35,36,65,41,50,42,45,18,31,35,26,27,11,9,11,8,3,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,2,1,3,2,1,5,5,6,7,7,4,9,13,6,5,6,11,6,15,10,19,25,20,16,14,27,8,13,23,24,41,27,14,28,22,27,15,24,21,6,12,11,20,17,18,9,17,16,11,8,3,3,6,4,7,3,5,1,2,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1
