,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1178164451,(주)지엠디텔레콤  [최종낙찰],김창윤,분석,164903280.0,85.0,87.747,87.869,-0.68721 (99.31279),4 6,2024/08/21 13:45:07,
1,2,1198164802,주식회사 비아이넷,김동균,분석,164908060.0,85.0,87.75,87.871,-0.68430 (99.3157),4 6,2024/08/20 10:39:09,
2,3,1078759050,프리스타일테크놀로지 유한회사,김용선,분석,164911510.0,85.0,87.752,87.873,-0.68221 (99.31779),12 13,2024/08/20 15:54:00,
3,4,2158749469,(주)더블유에프텍,이영길,분석,164924520.0,85.2,87.759,87.88,-0.67431 (99.32569),7 3,2024/08/19 18:09:33,
4,5,1198646212,주식회사 에프에스네트웍스,이화수,분석,164928480.0,85.2,87.762,87.882,-0.67190 (99.3281),9 1,2024/08/21 09:00:52,
5,6,2308103607,주식회사 디케이앤트,양동국,분석,164930748.0,85.2,87.763,87.883,-0.67052 (99.32948),15 4,2024/08/19 17:27:02,
6,7,2208895263,주식회사 필립이엔씨,임혜란,분석,164931275.0,85.2,87.763,87.884,-0.67020 (99.3298),14 9,2024/08/20 17:25:40,
7,8,3158800929,에이블이엔씨 주식회사,김주형,분석,164932427.0,85.2,87.764,87.884,-0.66950 (99.3305),4 3,2024/08/22 09:11:50,
8,9,2208605262,주식회사 트리엠,김동수,분석,164936700.0,85.4,87.766,87.887,-0.66691 (99.33309),8 6,2024/08/20 14:19:24,
9,10,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,164939508.0,85.4,87.768,87.888,-0.66520 (99.3348),1 12,2024/08/21 17:18:30,
10,11,2148639466,(주)동방데이타테크놀러지,원덕숙,분석,164940990.0,85.4,87.769,87.889,-0.66430 (99.3357),3 5,2024/08/21 15:14:32,
11,12,1098145720,주식회사 영원텔레콤,김재성,분석,164952680.0,85.6,87.776,87.895,-0.65721 (99.34279),10 11,2024/08/19 14:07:47,
12,13,1188108054,대한신호(주),안지수,분석,164953340.0,85.6,87.776,87.895,-0.65681 (99.34319),9 1,2024/08/21 15:45:51,
13,14,2118716350,(주)비엔인더스트리,이재혁,분석,164957460.0,85.6,87.778,87.898,-0.65430 (99.3457),1 5,2024/08/20 10:52:39,
14,15,2078147814,(주)대호엔지니어링,윤용상,분석,164966730.0,85.6,87.784,87.903,-0.64867 (99.35133),14 4,2024/08/21 12:02:21,
15,16,2148886584,주식회사 수민텔레콤,이상민,분석,164973920.0,85.8,87.788,87.906,-0.64431 (99.35569),13 15,2024/08/20 09:10:32,
16,17,2148673033,대일전기통신(주),김종엽,분석,164975070.0,85.8,87.788,87.907,-0.64361 (99.35639),9 12,2024/08/19 11:56:40,
17,18,1198188750,한솔코에버 주식회사,반기동,분석,164975730.0,85.8,87.789,87.907,-0.64321 (99.35679),13 10,2024/08/21 18:38:11,
