,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1058645188,(주)삼구정보통신  [최종낙찰],강준재,분석,138080100,87.745,88.061,-0.37374 (99.62626),10 13,2024/10/25 15:05:07,
1,2,2158119769,주식회사 남일기업,이범석,분석,138082270,87.746,88.062,-0.37216 (99.62784),14 2,2024/10/25 10:51:43,
2,3,4978802495,주식회사 에이치엔링크,김남훈,분석,138084545,87.748,88.064,-0.37050 (99.6295),4 1,2024/10/28 16:19:19,
3,4,5298100062,주식회사 알에프코리아,신현성,분석,138085780,87.749,88.064,-0.36961 (99.63039),10 2,2024/10/28 09:33:52,
4,5,1208147588,서현정보통신(주),배상만,분석,138086190,87.749,88.065,-0.36931 (99.63069),3 9,2024/10/28 09:29:23,
5,6,6078616291,케이시스 주식회사,김중섭,분석,138089080,87.751,88.067,-0.36721 (99.63279),12 5,2024/10/25 10:20:33,
6,7,1288610057,주식회사 청명씨앤아이,문현민,분석,138090116,87.752,88.067,-0.36646 (99.63354),9 11,2024/10/29 09:35:23,
7,8,4048111635,홍문종합건설(주),진성동,분석,138093080,87.754,88.069,-0.36430 (99.6357),1 4,2024/10/28 12:18:36,
8,9,1198184278,주식회사엠디네트워크,이재현,분석,138094572,87.755,88.07,-0.36322 (99.63678),5 4,2024/10/28 20:08:06,
9,10,1078211162,사회복지법인한국노인생활지원재단,최종운,분석,138097477,87.756,88.072,-0.36111 (99.63889),12 2,2024/10/25 10:06:12,
10,11,1138611622,(주)이담에스티,최명순,분석,138102800,87.76,88.075,-0.35724 (99.64276),1 12,2024/10/28 19:44:53,
11,12,1058130768,세원전설 주식회사,최영래,분석,138104220,87.761,88.076,-0.35620 (99.6438),3 1,2024/10/25 16:54:12,
12,13,2148711728,에이에이씨케이(주),주수양,분석,138105400,87.762,88.077,-0.35535 (99.64465),14 5,2024/10/28 13:23:07,
13,14,2148679551,(주)에스엠인포메이션,이철환,분석,138106283,87.762,88.077,-0.35470 (99.6453),1 4,2024/10/28 11:06:10,
14,15,1058718276,에이원게이트 주식회사,이옥경,분석,138107000,87.763,88.078,-0.35418 (99.64582),8 6,2024/10/28 11:35:04,
15,16,1138157962,(주)하이눈정보통신,이희경,분석,138108485,87.764,88.079,-0.35310 (99.6469),15 7,2024/10/28 08:42:19,
16,17,6458800418,청명이엔지 주식회사,김형준,분석,138109309,87.764,88.079,-0.35251 (99.64749),3 13,2024/10/28 13:43:42,
17,18,1058688514,(주)엠티에스정보기술,신현준,분석,138109310,87.764,88.079,-0.35250 (99.6475),13 12,2024/10/25 10:11:47,
18,19,1138188878,주식회사 신영이엔티,이찬세,분석,138110280,87.765,88.08,-0.35180 (99.6482),11 8,2024/10/28 08:35:01,
19,20,1188111452,동화전자산업(주),김종화,분석,138113700,87.767,88.082,-0.34931 (99.65069),7 3,2024/10/28 14:42:07,
20,21,1058740405,(주)화성이엔지,김택환,분석,138117978,87.77,88.085,-0.34620 (99.6538),13 11,2024/10/25 16:58:46,
21,22,3988602082,(주)티포스,표현곤,분석,138121290,87.773,88.087,-0.34380 (99.6562),4 7,2024/10/29 09:22:29,
22,23,2628802128,주식회사 성우일렉콤,최종국,분석,138123080,87.774,88.088,-0.34250 (99.6575),9 4,2024/10/26 07:36:36,
23,24,6338800846,원흥이엔씨 주식회사,최재혁,분석,138125139,87.775,88.09,-0.34100 (99.659),5 1,2024/10/28 18:21:30,
24,25,1088175857,주식회사 리드앤컴퍼니,이귀남,분석,138127030,87.776,88.091,-0.33963 (99.66037),3 2,2024/10/28 09:52:09,
25,26,1198172336,정보와기술 주식회사,이충근,분석,138131880,87.78,88.094,-0.33610 (99.6639),4 12,2024/10/28 16:16:36,
26,27,2148752224,(주)아이젠시스템즈,안상용,분석,138132500,87.78,88.094,-0.33565 (99.66435),10 4,2024/10/28 17:14:50,
27,28,6458702345,거산테크 주식회사,김태남,분석,138136827,87.783,88.097,-0.33250 (99.6675),7 13,2024/10/28 09:28:45,
28,29,5138100034,주식회사 엠젠솔루션,조상환,분석,138137000,87.783,88.097,-0.33238 (99.66762),6 8,2024/10/25 17:38:38,
