,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2128197392,금수티아이주식회사,이형주,분석,654935390,65.0,87.745,88.782,0.22630 (100.2263),6 12,2024/01/17 09:08:47,
1,2,1098153915,하비넷정보통신(주),이종훈,분석,654945225,65.0,87.746,88.783,0.22781 (100.22781),1 12,2024/01/18 07:34:01,
2,3,1058197338,(주)라인정보시스템,홍상희,분석,654947300,65.0,87.746,88.783,0.22814 (100.22814),11 1,2024/01/18 09:24:42,
3,4,1138672575,주식회사 시스메이트,정종균,분석,654951570,65.0,87.747,88.784,0.22879 (100.22879),15 4,2024/01/17 09:25:23,
4,5,2158602337,지엔네텔(주),고시영,분석,654975528,65.0,87.75,88.787,0.23250 (100.2325),5 7,2024/01/18 09:24:51,
5,6,1068180878,주식회사 신보,정재문,분석,654993350,65.0,87.753,88.79,0.23525 (100.23525),7 12,2024/01/18 08:38:12,
6,7,6078616291,케이시스 주식회사,김중섭,분석,655000000,65.0,87.754,88.79,0.23628 (100.23628),2 5,2024/01/16 10:26:23,
7,8,1198602494,(주) 네오인아이텍,이경미,분석,655009830,65.2,87.755,88.792,0.23780 (100.2378),3 10,2024/01/16 17:16:00,
8,9,6458800418,청명이엔지 주식회사,김형준,분석,655014358,65.2,87.756,88.792,0.23850 (100.2385),15 12,2024/01/17 14:34:46,
9,10,2148823314,화인정보기술주식회사,이명우,분석,655020000,65.2,87.757,88.793,0.23937 (100.23937),7 3,2024/01/17 11:27:50,
10,11,2048129194,위성이앤씨(주),이양숙,분석,655026009,65.2,87.758,88.794,0.24030 (100.2403),10 1,2024/01/16 11:45:13,
11,12,2068679088,(주)한맥아이티,최예니,분석,655049950,65.2,87.761,88.797,0.24399 (100.24399),12 5,2024/01/16 15:12:46,
12,13,1078161011,(주)장수커뮤니케이션즈,김현수,분석,655050600,65.2,87.761,88.797,0.24409 (100.24409),11 15,2024/01/18 08:52:13,
13,14,1198153493,(주)경성네트웍,편해용,분석,655053190,65.2,87.762,88.798,0.24449 (100.24449),13 14,2024/01/16 14:19:05,
14,15,1078675432,(주)비젼엔텍,김종윤,분석,655059600,65.2,87.763,88.799,0.24548 (100.24548),3 8,2024/01/16 13:32:28,
15,16,1188120780,(주)웅비정보통신,강영종,분석,655065999,65.2,87.763,88.799,0.24647 (100.24647),8 3,2024/01/16 10:04:18,
16,17,7088800946,주식회사 아이티아이비전,정준호,분석,655071670,65.2,87.764,88.8,0.24735 (100.24735),6 4,2024/01/16 10:26:49,
17,18,1198118405,우광기전(주),이기진,분석,655075210,65.4,87.765,88.801,0.24790 (100.2479),8 14,2024/01/18 08:20:45,
18,19,1098603050,(주)이루기술,박지현,분석,655084900,65.4,87.766,88.802,0.24939 (100.24939),12 2,2024/01/17 10:56:51,
19,20,1388113508,(주)이엔티파워,장정수,분석,655088780,65.4,87.767,88.802,0.24999 (100.24999),6 13,2024/01/18 01:17:27,
20,21,1098178920,주식회사 보다컴,류시훈,분석,655098505,65.4,87.768,88.804,0.25150 (100.2515),5 7,2024/01/18 09:22:18,
21,22,1068674084,주식회사월드아이,신영구,분석,655101253,65.4,87.769,88.804,0.25192 (100.25192),3 14,2024/01/17 15:54:17,
22,23,1078711298,청우기전주식회사,오병호,분석,655106921,65.4,87.769,88.805,0.25280 (100.2528),11 7,2024/01/17 15:59:07,
23,24,1198649126,태광에스엠주식회사,전현용,분석,655115982,65.4,87.771,88.806,0.25420 (100.2542),13 6,2024/01/18 06:51:50,
24,25,1198130210,(주)와이드넷엔지니어링,이맹훈,분석,655150940,65.6,87.776,88.811,0.25960 (100.2596),15 10,2024/01/16 15:04:49,
25,26,1098145720,주식회사 영원텔레콤,김재성,분석,655159940,65.6,87.777,88.812,0.26099 (100.26099),13 15,2024/01/17 13:36:53,
26,27,2118743406,보성통신기술(주),오영배,분석,655168420,65.6,87.778,88.813,0.26230 (100.2623),12 11,2024/01/17 11:29:51,
27,28,1358145603,한라인포넷(주),장경민,분석,655170354,65.6,87.779,88.814,0.26260 (100.2626),11 7,2024/01/18 00:07:57,
28,29,1108131570,(주)조은시스템,김창윤,분석,655182650,65.6,87.78,88.815,0.26449 (100.26449),10 8,2024/01/16 13:28:18,
29,30,2178125840,(주)에이디엠,정채옥,분석,655196245,65.6,87.782,88.817,0.26660 (100.2666),8 15,2024/01/17 13:32:00,
30,31,1078642265,텔레플러스주식회사,황은성,분석,655201100,65.6,87.783,88.818,0.26735 (100.26735),7 14,2024/01/17 11:14:08,
31,32,2068124123,(주)세양텔레콤,김한섭,분석,655207897,65.6,87.784,88.819,0.26840 (100.2684),8 13,2024/01/17 08:53:43,
32,33,2158769714,주식회사 누리엔에스,박봉기,분석,655249323,65.8,87.79,88.824,0.27480 (100.2748),11 2,2024/01/16 13:24:36,
33,34,2098119463,(주)두레정보통신,김시영,분석,655253840,65.8,87.791,88.825,0.27549 (100.27549),15 11,2024/01/18 08:31:25,
34,35,2068182837,경안이엔지(주),금동중,분석,655253850,65.8,87.791,88.825,0.27549 (100.27549),5 2,2024/01/17 10:49:24,
35,36,1168162839,주식회사 유니포인트,안국필,분석,655266493,65.8,87.793,88.827,0.27745 (100.27745),3 11,2024/01/16 10:04:47,
36,37,1068601863,유엔넷 주식회사,김주섭,분석,655271980,65.8,87.793,88.827,0.27830 (100.2783),3 8,2024/01/17 15:34:39,
37,38,7148800617,주식회사 성진정보통신,문계철,분석,655295279,66.0,87.797,88.83,0.28189 (100.28189),8 4,2024/01/17 13:41:44,
38,39,2118193336,(주)국제비엠에스,윤도선,분석,655306283,66.0,87.798,88.832,0.28359 (100.28359),4 10,2024/01/17 15:07:22,
39,40,1018178116,(주)오경컴텍,김종근,분석,655310810,66.0,87.799,88.833,0.28429 (100.28429),1 9,2024/01/17 10:17:14,
40,41,1058773833,시큐솔루션 주식회사,남병창,분석,655312700,66.0,87.799,88.833,0.28459 (100.28459),5 12,2024/01/16 17:29:09,
41,42,1058606899,이화티티씨(주),이선정,분석,655323409,66.0,87.801,88.834,0.28624 (100.28624),6 13,2024/01/17 16:40:10,
42,43,1068198683,주식회사 포인트정보,김종필,분석,655328292,66.0,87.802,88.835,0.28700 (100.287),11 13,2024/01/17 07:31:41,
43,44,1058747280,주식회사 하이디,문이수,분석,655332170,66.0,87.802,88.835,0.28759 (100.28759),8 2,2024/01/16 10:09:12,
44,45,1068638093,(주)엘케이시스코,이기일,분석,655350170,66.2,87.805,88.838,0.29038 (100.29038),3 14,2024/01/17 11:09:46,
45,46,2208151999,현대에이치티 주식회사,이건구,분석,655374249,66.2,87.808,88.841,0.29410 (100.2941),4 15,2024/01/17 13:49:22,
46,47,1068180219,(주)네트웍리더,권철영,분석,655378779,66.2,87.809,88.842,0.29480 (100.2948),5 11,2024/01/16 17:45:49,
47,48,1108604272,소리콤 주식회사,정재홍,분석,655384610,66.2,87.81,88.843,0.29570 (100.2957),2 3,2024/01/18 00:21:55,
48,49,2048652666,주식회사 동연아이비에스,서동주,분석,655398200,66.2,87.812,88.844,0.29780 (100.2978),2 7,2024/01/17 06:06:05,
49,50,1068616518,(주)애니씨앤에스,이일규,분석,655413090,66.2,87.814,88.846,0.30010 (100.3001),10 14,2024/01/18 09:43:30,
0,51,1138157962,(주)하이눈정보통신,박종우,분석,655418920,66.4,87.815,88.847,0.30100 (100.301),1 10,2024/01/17 15:17:47,
1,52,1138680513,주식회사연수이앤씨,조운호,분석,655422147,66.4,87.815,88.848,0.30150 (100.3015),7 1,2024/01/17 09:53:26,
2,53,2298119773,양우건설 주식회사,고문철,분석,655444810,66.4,87.818,88.851,0.30500 (100.305),8 5,2024/01/17 16:40:54,
3,54,2158674452,(주)새별네트웍스,현경순,분석,655454500,66.4,87.82,88.852,0.30649 (100.30649),7 3,2024/01/16 19:26:53,
4,55,2011497895,정우이앤씨,유동환,분석,655454615,66.4,87.82,88.852,0.30651 (100.30651),3 2,2024/01/17 15:14:13,
5,56,2068613975,세인에스앤씨(주),손은숙,분석,655459043,66.4,87.821,88.853,0.30720 (100.3072),14 1,2024/01/17 08:04:16,
6,57,2188101953,주식회사 비츠로시스,이기재,분석,655478461,66.4,87.823,88.855,0.31020 (100.3102),14 5,2024/01/16 16:01:03,
7,58,1138602574,주식회사 큐디스,김성진,분석,655489470,66.6,87.825,88.857,0.31190 (100.3119),12 5,2024/01/17 15:13:13,
8,59,1068619820,주식회사유엔콘트롤,남성모,분석,655504580,66.6,87.827,88.859,0.31423 (100.31423),9 6,2024/01/16 14:37:53,
9,60,2028136758,주식회사 남양계전,민강기,분석,655508000,66.6,87.828,88.859,0.31476 (100.31476),9 13,2024/01/17 19:03:09,
10,61,2308103607,주식회사 디케이앤트,양동국,분석,655518302,66.6,87.829,88.861,0.31635 (100.31635),2 8,2024/01/16 17:06:53,
11,62,1088179135,주왕전기통신(주),권이길,분석,655533480,66.6,87.831,88.863,0.31870 (100.3187),12 14,2024/01/17 09:34:41,
