,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1078140904,대월기전(주),김승연,분석,26020036,87.745,88.559,0.59476 (100.59476),,2024/08/19 17:32:33,
1,2,2108160017,(주)누리온정보통신,박종수,분석,26021590,87.75,88.564,0.60079 (100.60079),,2024/08/20 16:32:13,
2,3,1138175034,(주)윈플러스정보기술,정재원,분석,26022550,87.754,88.567,0.60452 (100.60452),,2024/08/21 17:12:19,
3,4,1298155066,일조텔레콤(주),김문섭,분석,26023400,87.756,88.57,0.60781 (100.60781),,2024/08/21 11:19:51,
4,5,1018126108,(주)일능,심금자,분석,26024090,87.759,88.572,0.61049 (100.61049),,2024/08/20 09:09:16,
5,6,2208131391,호진산업기연(주),안형근,분석,26025380,87.763,88.577,0.61549 (100.61549),,2024/08/21 17:52:10,
6,7,1198687872,주식회사 스타버킷,김영섭,분석,26027240,87.77,88.583,0.62271 (100.62271),,2024/08/19 15:40:30,
7,8,1208742187,주식회사 미소아이티,김재욱,분석,26027804,87.772,88.585,0.62490 (100.6249),,2024/08/21 09:12:47,
8,9,1188109975,(주)부광네트워크,박경진,분석,26028500,87.774,88.588,0.62759 (100.62759),,2024/08/19 13:12:12,
9,10,1148199927,주식회사 인텔리빅스,최은수,분석,26029220,87.777,88.59,0.63039 (100.63039),,2024/08/21 09:42:42,
10,11,2148669602,(주)우호텔레콤,이강록,분석,26030740,87.782,88.595,0.63628 (100.63628),,2024/08/21 10:55:23,
11,12,2148886584,주식회사 수민텔레콤,이상민,분석,26031130,87.783,88.596,0.63780 (100.6378),,2024/08/19 10:18:22,
12,13,2308103607,주식회사 디케이앤트,양동국,분석,26031598,87.785,88.598,0.63961 (100.63961),,2024/08/19 17:42:27,
13,14,2108170441,주식회사 에이원아이티,문계숙,분석,26031870,87.786,88.599,0.64067 (100.64067),,2024/08/21 09:39:37,
14,15,2148844610,(주)제이디솔루션,제영호,분석,26032420,87.788,88.601,0.64280 (100.6428),,2024/08/19 13:34:23,
15,16,1088193869,(주)동명텔레콤,김경은,분석,26033660,87.792,88.605,0.64761 (100.64761),,2024/08/19 14:48:57,
16,17,1048643227,(주)제이더블유씨네트웍스,이동원,분석,26033680,87.792,88.605,0.64769 (100.64769),,2024/08/21 10:46:37,
17,18,5498100727,주식회사 뉴엣지,이현아,분석,26034970,87.797,88.61,0.65269 (100.65269),,2024/08/20 22:27:11,
18,19,5028131745,(주)에즈웰플러스,이기호,분석,26035152,87.797,88.61,0.65340 (100.6534),,2024/08/21 09:52:46,
19,20,8958700597,주식회사 아이티앤에스,김세영,분석,26035976,87.8,88.613,0.65659 (100.65659),,2024/08/20 16:36:58,
20,21,1050296111,중앙전자통신,김용수,분석,26038013,87.807,88.62,0.66449 (100.66449),,2024/08/21 14:36:06,
21,22,1188115778,대신통신기술(주),김지영,분석,26038810,87.81,88.623,0.66759 (100.66759),,2024/08/19 16:42:48,
22,23,1058795818,주식회사 티엠미디어,박용호,분석,26039715,87.813,88.626,0.67110 (100.6711),,2024/08/21 07:48:46,
23,24,2058140829,원앤원산업개발(주),배애순,분석,26042730,87.823,88.636,0.68279 (100.68279),,2024/08/21 13:16:05,
24,25,2018176136,(주)휴넷시스템,김초영,분석,26043092,87.825,88.637,0.68420 (100.6842),,2024/08/21 13:31:01,
25,26,7948100026,주식회사 아성엠,전세희,분석,26044980,87.831,88.644,0.69152 (100.69152),,2024/08/20 23:02:33,
26,27,1378143275,한창이웨이 주식회사,이옥희,분석,26045280,87.832,88.645,0.69268 (100.69268),,2024/08/20 10:07:13,
27,28,1068644033,(주)코맥스디에스씨,안병호,분석,26045799,87.834,88.646,0.69470 (100.6947),,2024/08/21 10:33:28,
28,29,1068669669,(주)일광통신,이병일,분석,26046910,87.838,88.65,0.69900 (100.699),,2024/08/19 07:36:27,
29,30,2068601047,왕건전기 주식회사,한미라,분석,26047295,87.839,88.651,0.70050 (100.7005),,2024/08/22 08:39:35,
30,31,1198178757,주식회사우신아이앤씨,이화세,분석,26049930,87.848,88.66,0.71072 (100.71072),,2024/08/21 16:23:18,
