,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1088181548,디에스지엔 주식회사  [최종낙찰],신재범,분석,154000537,87.745,88.415,0.13515 (100.13515),8 4,2024/07/24 09:33:44,
1,2,8978600790,로봇앤컴 주식회사,이경일,분석,154004320,87.747,88.417,0.13762 (100.13762),6 9,2024/07/24 13:27:30,
2,3,2148705513,주식회사 케이이에스 전기공사,강성진,분석,154005045,87.748,88.417,0.13810 (100.1381),15 10,2024/07/24 09:34:01,
3,4,2048133679,(주)뉴콤,배상열,분석,154008867,87.75,88.419,0.14060 (100.1406),1 7,2024/07/23 10:17:06,
4,5,2208719934,주식회사 지제이전기통신,김진수,분석,154013756,87.753,88.422,0.14379 (100.14379),2 6,2024/07/25 08:15:09,
5,6,1098651964,셀코정보기술 주식회사,임윤정,분석,154013790,87.753,88.422,0.14382 (100.14382),4 13,2024/07/25 08:20:10,
6,7,1198181214,엔텍월드주식회사,안병립,분석,154017780,87.755,88.424,0.14643 (100.14643),15 7,2024/07/25 09:12:20,
7,8,2118138895,주식회사 나라컨트롤,문찬혁,분석,154017822,87.755,88.425,0.14646 (100.14646),10 1,2024/07/24 10:44:43,
8,9,1128118909,(주)한일종합산업,박응석,분석,154019410,87.756,88.425,0.14749 (100.14749),11 7,2024/07/25 09:53:44,
9,10,1098195410,(주)신성글로벌네트워크,홍우석,분석,154019870,87.756,88.426,0.14780 (100.1478),14 3,2024/07/23 15:49:04,
10,11,2298126804,주식회사엔엠엑스이엔씨,이동윤,분석,154021264,87.757,88.426,0.14871 (100.14871),6 2,2024/07/23 10:22:48,
11,12,2158693084,주식회사 온파워아이앤티,송종희,분석,154026900,87.761,88.43,0.15240 (100.1524),6 13,2024/07/25 09:35:38,
12,13,1130259965,LG미래정보통신,황병창,분석,154030570,87.763,88.432,0.15480 (100.1548),3 8,2024/07/25 08:28:13,
13,14,2078141917,합자회사 대성전업상사,권기원,분석,154032750,87.764,88.433,0.15622 (100.15622),6 7,2024/07/23 16:18:37,
14,15,1078616772,노드링크주식회사,장용철,분석,154033013,87.764,88.433,0.15639 (100.15639),4 15,2024/07/24 14:51:42,
15,16,1018668364,헬스커넥트 주식회사,김혁,분석,154033175,87.764,88.433,0.15650 (100.1565),6 15,2024/07/24 15:32:12,
16,17,1078759050,프리스타일테크놀로지 유한회사,김용선,분석,154034080,87.765,88.434,0.15709 (100.15709),2 5,2024/07/23 16:23:05,
17,18,2208602950,(주)세연텔레콤,홍성일,분석,154035460,87.766,88.435,0.15800 (100.158),14 6,2024/07/24 10:10:20,
18,19,1198642201,주식회사 한일이앤씨,황유경,분석,154036422,87.766,88.435,0.15863 (100.15863),15 6,2024/07/24 11:33:22,
19,20,1058153698,진우에이티에스 주식회사,정진태,분석,154036804,87.767,88.435,0.15888 (100.15888),2 9,2024/07/24 17:58:27,
20,21,1078619861,주식회사 하이텍영상,최종만,분석,154041580,87.769,88.438,0.16200 (100.162),9 10,2024/07/24 10:15:32,
21,22,1108170025,(주)원비즈시스템,박의영,분석,154043468,87.771,88.439,0.16324 (100.16324),7 15,2024/07/23 10:20:42,
