,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
30,31,5088137937,(주)벨류데이터,정영두,분석,272100706.0,85.0,88.368,89.391,1.0615 (101.0615),11 14,2024/07/26 10:45:41,
31,32,1208742187,주식회사 미소아이티,김재욱,분석,272103644.0,85.0,88.369,89.392,1.0626 (101.0626),15 10,2024/07/26 13:22:51,
32,33,2208165402,서전엔지니어링(주),유경하,분석,272125720.0,85.0,88.376,89.4,1.0708 (101.0708),15 2,2024/07/26 17:36:13,
33,34,1208799720,주식회사 틴들코리아,백성주,분석,272140530.0,85.0,88.381,89.404,1.0763 (101.0763),7 12,2024/07/29 09:15:14,
34,35,2148626132,(주)오버넷,신창호,분석,272151836.0,85.0,88.385,89.408,1.0805 (101.0805),4 15,2024/07/30 08:55:55,
35,36,2208127029,盛寶建設産業 株式會社,피영길,분석,272190800.0,85.0,88.398,89.421,1.0949 (101.0949),8 6,2024/07/30 11:32:29,
36,37,1191119997,대흥전기통신공사,고미영,분석,272211013.0,85.0,88.405,89.428,1.1024 (101.1024),7 6,2024/07/29 09:47:54,
37,38,1058665689,(주)경림이앤지,김창근,분석,272229950.0,85.0,88.411,89.434,1.1095 (101.1095),6 14,2024/07/29 11:04:10,
38,39,1208782160,에스엔에스이서비스주식회사,정경식,분석,272232609.0,85.0,88.412,89.435,1.1105 (101.1105),9 7,2024/07/29 09:45:45,
39,40,1108175767,(주)에스에이치전기,김성태,분석,272268150.0,85.0,88.424,89.446,1.1237 (101.1237),8 13,2024/07/29 14:15:18,
40,41,2208865207,주식회사 소나텍,최성욱,분석,272308671.0,85.0,88.438,89.46,1.1387 (101.1387),12 7,2024/07/26 12:44:22,
41,42,2548800191,신용전기통신 주식회사,정원재,분석,272325770.0,85.0,88.443,89.465,1.1451 (101.1451),6 15,2024/07/26 17:11:51,
42,43,6618702691,(주)대창일렉스,송효양,분석,272348390.0,85.0,88.451,89.473,1.1535 (101.1535),5 13,2024/07/30 09:01:47,
43,44,1018662695,주식회사 메가시스템,김대석,분석,272374336.0,85.0,88.46,89.481,1.1631 (101.1631),5 14,2024/07/26 10:03:14,
44,45,1138632587,지성정보 주식회사,이수호,분석,272450591.0,85.0,88.485,89.506,1.1914 (101.1914),10 15,2024/07/30 08:14:23,
45,46,1058123684,주식회사 우전정보통신,이정,분석,272507506.0,85.0,88.504,89.525,1.2126 (101.2126),5 2,2024/07/29 16:42:08,
46,47,1098197140,(주)코맥스시큐리티,김종정,분석,272508045.0,85.0,88.504,89.525,1.2128 (101.2128),4 1,2024/07/29 09:50:05,
47,48,2338109463,주식회사 아이티에스서비스,지영일,분석,272519771.0,85.0,88.508,89.529,1.2171 (101.2171),2 8,2024/07/26 12:37:27,
48,49,2108165652,키코아이비에스주식회사,공재근,분석,272585471.0,85.0,88.53,89.551,1.2415 (101.2415),14 7,2024/07/29 14:38:49,
49,50,1068601621,주식회사 동양타브,이세근,분석,272630876.0,85.0,88.545,89.566,1.2584 (101.2584),12 5,2024/07/29 10:09:41,
0,51,2118603519,에쓰이씨 주식회사,이명규,분석,272644173.0,85.0,88.55,89.57,1.2633 (101.2633),14 3,2024/07/29 17:18:42,
1,52,1078793378,주식회사 보스테크,이헌웅,분석,272687743.0,85.0,88.564,89.584,1.2795 (101.2795),11 7,2024/07/30 09:21:59,
2,53,1078763383,주식회사 아이티블럭,배경원,분석,272689245.0,85.0,88.565,89.585,1.2801 (101.2801),14 8,2024/07/26 15:38:35,
3,54,2068601047,왕건전기 주식회사,한미라,분석,272786446.0,85.0,88.598,89.617,1.3162 (101.3162),15 13,2024/07/30 08:36:05,
4,55,2038164674,주식회사 컴버스테크,김보성,분석,272797800.0,85.0,88.601,89.62,1.3204 (101.3204),15 10,2024/07/26 15:00:56,
5,56,1098143872,보은전자방송통신(주),우영섭,분석,272798557.0,85.0,88.602,89.621,1.3207 (101.3207),12 14,2024/07/26 09:26:04,
6,57,2148891087,세경네트웍스 주식회사,장중석,분석,272802613.0,85.0,88.603,89.622,1.3222 (101.3222),13 6,2024/07/29 15:06:01,
7,58,1058606434,(주)케이디정보기술,이종오,분석,272829256.0,85.0,88.612,89.631,1.3321 (101.3321),1 14,2024/07/30 08:28:50,
8,59,8758100854,주식회사피앤에스네트웍솔루션,정용선,분석,272863242.0,85.0,88.623,89.642,1.3447 (101.3447),2 9,2024/07/26 14:37:12,
9,60,1108182195,주식회사 벨아이앤에스,한성욱,분석,272874250.0,85.0,88.627,89.645,1.3488 (101.3488),9 4,2024/07/30 09:46:24,
10,61,2098113590,(주)통광,박용준,분석,272890639.0,85.0,88.632,89.651,1.3549 (101.3549),9 4,2024/07/29 18:01:26,
11,62,1138141456,(주)나우아이앤씨,안남훈,분석,272899299.0,85.0,88.635,89.654,1.3581 (101.3581),5 11,2024/07/26 13:52:38,
12,63,1208793560,주식회사 아이페이지온,김영환,분석,272919450.0,85.0,88.642,89.66,1.3656 (101.3656),8 12,2024/07/26 16:23:47,
13,64,2028158261,주식회사 남두,김승균,분석,272921920.0,85.0,88.643,89.661,1.3665 (101.3665),6 5,2024/07/30 08:24:28,
14,65,2148626637,(주)아이엔지시스템,김정화,분석,272934500.0,85.0,88.647,89.665,1.3711 (101.3711),10 9,2024/07/29 16:07:00,
15,66,1098645502,주식회사 매사,강종효,분석,272937741.0,85.0,88.648,89.666,1.3723 (101.3723),15 4,2024/07/26 10:01:31,
16,67,1068606738,(주)퓨쳐아이티,정정민,분석,273045900.0,85.0,88.684,89.702,1.4125 (101.4125),13 8,2024/07/30 08:06:07,
17,68,1138670451,주식회사 코스모티어,김명동,분석,273072372.0,85.0,88.693,89.711,1.4223 (101.4223),14 8,2024/07/29 09:48:25,
18,69,1338113707,(주)대보통신,염영숙,분석,273188152.0,85.0,88.732,89.749,1.4654 (101.4654),4 9,2024/07/26 13:16:00,
19,70,2208660663,주식회사 데이타렉스,김정국,분석,273199400.0,85.0,88.736,89.752,1.4695 (101.4695),9 15,2024/07/29 15:02:48,
20,71,2158768879,주식회사 에이치씨인포,김경운,분석,273234680.0,85.0,88.748,89.764,1.4826 (101.4826),13 7,2024/07/30 05:42:29,
21,72,1048198009,대신네트웍스주식회사,김태응,분석,273337042.0,85.0,88.782,89.798,1.5207 (101.5207),3 4,2024/07/26 12:10:47,
22,73,2148860959,(주)가온글로벌,최병억,분석,273437748.0,85.0,88.816,89.831,1.5581 (101.5581),11 14,2024/07/26 09:47:36,
23,74,2208788125,다인스 주식회사,권향옥,분석,273460100.0,85.0,88.823,89.838,1.5664 (101.5664),7 15,2024/07/26 16:17:56,
24,75,1128139637,(주)씨엘에이에스,윤호중,분석,273475942.0,85.0,88.828,89.843,1.5722 (101.5722),6 2,2024/07/26 14:25:23,
25,76,1048800071,주식회사 대광사업단,박선희,분석,273550283.0,85.0,88.853,89.868,1.5999 (101.5999),3 9,2024/07/29 21:35:00,
26,77,1098120807,(주)케이비에스비즈니스,박승규,분석,273711841.0,85.0,88.907,89.921,1.6599 (101.6599),3 6,2024/07/30 09:37:29,
27,78,1198632979,성민전기 주식회사,김미영,분석,273712000.0,85.0,88.907,89.921,1.6599 (101.6599),7 1,2024/07/30 02:08:46,
28,79,1198703753,구루멘토링 주식회사,최동양,분석,273757000.0,85.0,88.922,89.935,1.6766 (101.6766),10 6,2024/07/30 07:31:15,
29,80,2048620636,(주)유시스,이경재,분석,273784500.0,85.0,88.932,89.945,1.6868 (101.6868),14 1,2024/07/29 08:50:10,
30,81,2148645634,한국전자금융주식회사,이현석,분석,273820752.0,85.0,88.944,89.956,1.7003 (101.7003),13 4,2024/07/29 08:15:30,
31,82,1138611622,(주)이담에스티,최명순,분석,273955850.0,85.0,88.989,90.001,1.7505 (101.7505),11 3,2024/07/29 08:11:22,
32,83,7948100026,주식회사 아성엠,전세희,분석,274387900.0,85.0,89.134,90.143,1.9110 (101.911),11 6,2024/07/29 08:36:44,
33,84,2148188924,우민전기(주),이학표,분석,274391667.0,85.0,89.135,90.144,1.9124 (101.9124),8 14,2024/07/29 14:45:18,
34,85,1208799924,(주)푸름데이타웨어,이광진,분석,274437740.0,85.0,89.15,90.159,1.9295 (101.9295),4 1,2024/07/26 10:17:55,
35,86,1058694239,(주)진성전력,김용일,분석,274591580.0,85.0,89.202,90.21,1.9866 (101.9866),11 14,2024/07/26 10:04:27,
36,87,1068178902,주식회사 티에스아이티,박용수,분석,274744421.0,85.0,89.253,90.26,2.0434 (102.0434),11 15,2024/07/28 15:02:08,
37,88,2098112984,(주)고덕종합건설,김진영,분석,275340680.0,85.0,89.453,90.456,2.2648 (102.2648),6 3,2024/07/29 10:41:10,
38,89,2528700223,동건이앤씨 주식회사,이정순,분석,275859310.0,85.0,89.626,90.626,2.4575 (102.4575),10 1,2024/07/30 09:00:39,
39,90,1058173369,(주)신한개발,이종순,분석,276094739.0,85.0,89.705,90.703,2.5449 (102.5449),10 12,2024/07/29 13:51:57,
40,91,1018197466,주식회사콤위즈,정윤권,분석,279428174.0,85.0,90.821,91.799,3.7830 (103.783),9 12,2024/07/26 16:40:37,
41,92,7088800946,주식회사 아이티아이비전,정준호,분석,296089953.0,85.0,96.399,97.272,9.9714 (109.9714),1 3,2024/07/26 15:38:46,
42,-1,1178169252,엠에스온(주),이경미,분석,271410611.0,87.2,88.137,89.165,0.8052 (100.8052),1 6,2024/07/29 17:20:41,순공사원가98%미만
43,-2,1858100770,(주)에이치엔와이,한정목,분석,271398684.0,87.4,88.133,89.161,0.8007 (100.8007),3 15,2024/07/29 10:13:18,순공사원가98%미만
44,-3,1288154026,(주)니트로시스템,정인교,분석,271392300.0,87.4,88.131,89.159,0.7983 (100.7983),1 13,2024/07/29 15:23:58,순공사원가98%미만
45,-4,6988700230,주식회사 스마트이엔씨,전유선,분석,271391400.0,87.4,88.13,89.158,0.7980 (100.798),1 2,2024/07/27 10:38:37,순공사원가98%미만
46,-5,2078136393,삼언전공 주식회사,공석복,분석,271388990.0,87.4,88.13,89.158,0.7971 (100.7971),3 14,2024/07/29 09:46:18,순공사원가98%미만
47,-6,1058153698,진우에이티에스 주식회사,정진태,분석,271366187.0,87.6,88.122,89.15,0.7887 (100.7887),6 3,2024/07/29 13:35:34,순공사원가98%미만
48,-7,2188120741,케이씨티정보통신(주),백형은,분석,271356100.0,87.6,88.119,89.147,0.7849 (100.7849),6 15,2024/07/30 09:35:07,순공사원가98%미만
49,-8,1068638093,(주)엘케이시스코,이기일,분석,271333450.0,87.8,88.111,89.139,0.7765 (100.7765),2 14,2024/07/29 14:16:04,순공사원가98%미만
0,-9,1138677788,(주)제이에스지테크,박혜경,분석,271332540.0,87.8,88.111,89.139,0.7762 (100.7762),12 9,2024/07/26 13:33:00,순공사원가98%미만
1,-10,2158676426,주식회사 건영이앤씨,박지명,분석,271329414.0,87.8,88.11,89.138,0.7750 (100.775),13 5,2024/07/29 13:59:16,순공사원가98%미만
2,-11,1208147588,서현정보통신(주),배상만,분석,271321490.0,87.8,88.107,89.135,0.7720 (100.772),15 9,2024/07/29 13:45:44,순공사원가98%미만
3,-12,1108170025,(주)원비즈시스템,박의영,분석,271301837.0,88.0,88.1,89.129,0.7648 (100.7648),3 11,2024/07/29 09:25:54,순공사원가98%미만
4,-13,1198123174,주식회사 도래정보시스템,이은숙,분석,271291610.0,88.0,88.097,89.126,0.7610 (100.761),4 5,2024/07/29 09:30:21,순공사원가98%미만
5,-14,2158133077,오티씨 주식회사,김희언,분석,271290799.0,88.0,88.097,89.125,0.7607 (100.7607),2 7,2024/07/26 11:13:56,순공사원가98%미만
6,-15,2068685955,주식회사 스마트웍스,정훈,분석,271269798.0,88.2,88.09,89.118,0.7529 (100.7529),4 9,2024/07/27 20:07:34,순공사원가98%미만
7,-16,1198670916,주식회사 에이치앤아이씨,정용훈,분석,271261100.0,88.2,88.087,89.116,0.7496 (100.7496),3 7,2024/07/29 07:35:50,순공사원가98%미만
8,-17,1198687872,주식회사 스타버킷,김영섭,분석,271258760.0,88.2,88.086,89.115,0.7488 (100.7488),10 5,2024/07/29 08:24:55,순공사원가98%미만
9,-18,1098655451,주식회사 투비,차인성,분석,271253500.0,88.4,88.084,89.113,0.7468 (100.7468),4 9,2024/07/30 09:51:38,순공사원가98%미만
10,-19,1018151121,주식회사 경원전력,최경택,분석,271249600.0,88.4,88.083,89.112,0.7453 (100.7453),12 1,2024/07/29 16:05:34,순공사원가98%미만
11,-20,1098172945,(주)마커스코리아,이헌철,분석,271238450.0,88.4,88.079,89.108,0.7412 (100.7412),1 8,2024/07/29 13:37:56,순공사원가98%미만
12,-21,1058622531,건웅신호산전(주),박정현,분석,271234960.0,88.4,88.078,89.107,0.7399 (100.7399),8 1,2024/07/30 09:34:23,순공사원가98%미만
13,-22,1058601287,(주)성산정보시스템,김기주,분석,271228065.0,88.4,88.076,89.105,0.7374 (100.7374),15 1,2024/07/29 17:44:59,순공사원가98%미만
14,-23,1738100419,주식회사 아이즈온솔루션,김보현,분석,271212450.0,88.6,88.071,89.1,0.7316 (100.7316),12 11,2024/07/29 08:57:58,순공사원가98%미만
15,-24,1058606899,이화티티씨(주),이선정,분석,271208823.0,88.6,88.069,89.098,0.7302 (100.7302),14 7,2024/07/29 13:39:25,순공사원가98%미만
16,-25,1098161598,(주)삼우씨앤에스,이기만,분석,271204650.0,88.6,88.068,89.097,0.7287 (100.7287),8 12,2024/07/27 12:26:12,순공사원가98%미만
17,-26,2048119395,(주)신해전기건설,이세윤,분석,271195756.0,88.6,88.065,89.094,0.7254 (100.7254),8 5,2024/07/29 10:38:02,순공사원가98%미만
18,-27,2158774105,주식회사 노비텍,이준영,분석,271123441.0,89.2,88.041,89.07,0.6985 (100.6985),3 9,2024/07/29 17:17:32,순공사원가98%미만
19,-28,1138157550,뉴코리아전자통신 주식회사,조영순,분석,271108791.0,89.2,88.036,89.065,0.6931 (100.6931),4 7,2024/07/29 17:37:27,순공사원가98%미만
20,-29,1068674463,주식회사 리번드,임성일,분석,271104066.0,89.4,88.034,89.064,0.6913 (100.6913),12 2,2024/07/26 10:03:24,순공사원가98%미만
21,-30,1138694415,건웅정보통신 주식회사,김지유,분석,271103136.0,89.4,88.034,89.064,0.6910 (100.691),14 15,2024/07/26 09:32:14,순공사원가98%미만
22,-31,1048610901,이룸유비쿼터스주식회사,김승규,분석,271093785.0,89.4,88.031,89.061,0.6875 (100.6875),6 15,2024/07/26 13:40:46,순공사원가98%미만
23,-32,1238175875,주식회사 휴톤,김영상,분석,271091613.0,89.4,88.03,89.06,0.6867 (100.6867),2 4,2024/07/26 12:26:57,순공사원가98%미만
24,-33,1198153402,고현건설(주),이화선,분석,271081900.0,89.4,88.027,89.057,0.6831 (100.6831),7 3,2024/07/29 12:16:56,순공사원가98%미만
25,-34,3158800929,에이블이엔씨 주식회사,김주형,분석,271077289.0,89.4,88.025,89.055,0.6814 (100.6814),7 2,2024/07/29 09:15:43,순공사원가98%미만
26,-35,1198649596,오렌지시스 주식회사,김성식,분석,271076810.0,89.4,88.025,89.055,0.6812 (100.6812),10 9,2024/07/29 10:25:01,순공사원가98%미만
27,-36,5138100034,주식회사 엠젠솔루션,조상환,분석,271072000.0,89.6,88.024,89.053,0.6794 (100.6794),9 15,2024/07/26 10:36:10,순공사원가98%미만
28,-37,1018635413,주식회사 더올아이티,김정순,분석,271052250.0,89.6,88.017,89.047,0.6721 (100.6721),12 14,2024/07/26 14:01:10,순공사원가98%미만
29,-38,2118199266,주식회사 다래파크텍,진정호,분석,271047134.0,89.6,88.015,89.045,0.6702 (100.6702),12 15,2024/07/29 07:29:19,순공사원가98%미만
30,-39,2148862812,(주)위드컴,서민석,분석,271044710.0,89.8,88.014,89.044,0.6693 (100.6693),1 4,2024/07/29 14:56:18,순공사원가98%미만
31,-40,7188100420,주식회사 오투정보통신,양성윤,분석,271039500.0,89.8,88.013,89.043,0.6673 (100.6673),12 11,2024/07/26 12:11:50,순공사원가98%미만
32,-41,1078640952,(주)바비젼,이주일,분석,271027280.0,89.8,88.009,89.039,0.6628 (100.6628),9 12,2024/07/29 09:27:38,순공사원가98%미만
33,-42,1018663767,비케이전기통신 주식회사,유봉근,분석,271019133.0,89.8,88.006,89.036,0.6598 (100.6598),15 12,2024/07/29 09:08:43,순공사원가98%미만
34,-43,1198616251,주식회사 누리인프라,정성우,분석,270999500.0,90.0,87.999,89.03,0.6525 (100.6525),9 15,2024/07/29 08:45:15,순공사원가98%미만
35,-44,1098651964,셀코정보기술 주식회사,임윤정,분석,270996920.0,90.0,87.998,89.029,0.6515 (100.6515),4 10,2024/07/30 09:18:47,순공사원가98%미만
36,-45,1198164229,(주) 이준시스템,한상훈,분석,270995500.0,90.0,87.998,89.028,0.6510 (100.651),6 5,2024/07/29 16:55:17,순공사원가98%미만
37,-46,1138169250,코리아이지텔주식회사,임규학,분석,270994093.0,90.0,87.997,89.028,0.6505 (100.6505),15 8,2024/07/29 09:29:17,순공사원가98%미만
38,-47,1088159691,(주)다우텔레콤,이영순,분석,270991401.0,90.0,87.997,89.027,0.6495 (100.6495),6 4,2024/07/29 21:37:26,순공사원가98%미만
39,-48,1198609084,주식회사 유니씨엔에스,박경임,분석,270973362.0,89.8,87.991,89.021,0.6428 (100.6428),1 13,2024/07/29 07:44:20,순공사원가98%미만
40,-49,2108122973,인터컴넷(주),양지호,분석,270958284.0,89.8,87.985,89.016,0.6372 (100.6372),8 4,2024/07/26 11:13:00,순공사원가98%미만
41,-50,5298103040,주식회사 명성이앤티,박명훈,분석,270956235.0,89.8,87.985,89.015,0.6364 (100.6364),3 9,2024/07/26 12:27:33,순공사원가98%미만
42,-51,1078749469,주식회사 에이엠네트웍스,서정희,분석,270952090.0,89.6,87.983,89.014,0.6348 (100.6348),14 2,2024/07/29 09:17:46,순공사원가98%미만
43,-52,1198646212,주식회사 에프에스네트웍스,이화수,분석,270916820.0,89.4,87.972,89.002,0.6218 (100.6218),1 8,2024/07/29 10:10:21,순공사원가98%미만
44,-53,3128196859,주식회사 가델,김정민,분석,270915300.0,89.4,87.971,89.002,0.6212 (100.6212),9 3,2024/07/26 16:41:17,순공사원가98%미만
45,-54,3068136157,주식회사 디지컴아이엔씨,윤영세,분석,270913051.0,89.4,87.97,89.001,0.6204 (100.6204),4 13,2024/07/29 08:42:43,순공사원가98%미만
46,-55,2948601665,누리종합전기 주식회사,천금진,분석,270899320.0,89.4,87.966,88.997,0.6153 (100.6153),2 10,2024/07/26 10:37:55,순공사원가98%미만
47,-56,6218602134,(주)플러스전력,이하일,분석,270885180.0,89.2,87.961,88.992,0.6100 (100.61),4 13,2024/07/29 09:44:40,순공사원가98%미만
48,-57,6048111797,주식회사글로벌엔씨,임채익,분석,270880203.0,89.2,87.959,88.99,0.6082 (100.6082),14 3,2024/07/30 08:39:49,순공사원가98%미만
49,-58,6428601243,주식회사 메타솔넷,임진성,분석,270880089.0,89.2,87.959,88.99,0.6081 (100.6081),13 4,2024/07/26 18:30:45,순공사원가98%미만
0,-59,1188109728,득진통신(주),김진섭,분석,270856511.0,89.0,87.951,88.983,0.5994 (100.5994),3 6,2024/07/29 11:29:08,순공사원가98%미만
1,-60,1138135425,(주)뉴넷팝,이경택,분석,270851269.0,89.0,87.95,88.981,0.5974 (100.5974),10 5,2024/07/26 10:51:17,순공사원가98%미만
2,-61,2068694508,주식회사 웰정보기술,강희춘,분석,270848972.0,89.0,87.949,88.98,0.5966 (100.5966),4 1,2024/07/30 08:07:05,순공사원가98%미만
3,-62,2158601380,세계정보시스템(주),한인창,분석,270837663.0,89.0,87.945,88.976,0.5924 (100.5924),9 1,2024/07/29 08:56:00,순공사원가98%미만
4,-63,1048635917,주식회사 비전에스엔씨,김국배,분석,270830093.0,88.8,87.943,88.974,0.5895 (100.5895),8 14,2024/07/30 13:56:56,순공사원가98%미만
5,-64,1078731896,(주)비시텍코리아,임헌욱,분석,270827440.0,88.8,87.942,88.973,0.5886 (100.5886),9 4,2024/07/28 19:19:11,순공사원가98%미만
6,-65,1138633645,주식회사 와이넷,석지윤,분석,270825360.0,88.8,87.941,88.972,0.5878 (100.5878),12 3,2024/07/29 10:17:35,순공사원가98%미만
7,-66,1058746506,(주)파워일렉,박웅,분석,270813480.0,88.8,87.937,88.968,0.5834 (100.5834),11 7,2024/07/30 09:48:05,순공사원가98%미만
8,-67,1178158978,주식회사 화일이엔에프,박광섭,분석,270813000.0,88.8,87.937,88.968,0.5832 (100.5832),12 9,2024/07/29 07:47:38,순공사원가98%미만
9,-68,1078606385,대선아이넷(주),신일자,분석,270790800.0,88.6,87.929,88.961,0.5749 (100.5749),8 7,2024/07/29 16:55:16,순공사원가98%미만
10,-69,1168173694,(주)지엠에스인터내셔날,김형준,분석,270789738.0,88.6,87.929,88.961,0.5746 (100.5746),3 6,2024/07/26 15:32:03,순공사원가98%미만
11,-70,1178108842,풍성건설(주),임명환,분석,270783546.0,88.6,87.927,88.959,0.5723 (100.5723),1 14,2024/07/30 07:57:38,순공사원가98%미만
12,-71,2068666263,세움기술 주식회사,주익중,분석,270782740.0,88.6,87.927,88.958,0.5720 (100.572),8 12,2024/07/29 08:36:23,순공사원가98%미만
13,-72,1178161473,광일이엔씨 주식회사,김현실,분석,270770083.0,88.4,87.922,88.954,0.5673 (100.5673),13 2,2024/07/29 15:36:57,순공사원가98%미만
14,-73,2158623647,주식회사 시공이엔씨,황호진,분석,270764626.0,88.4,87.921,88.952,0.5652 (100.5652),14 1,2024/07/29 13:43:57,순공사원가98%미만
15,-74,1288610057,주식회사 청명씨앤아이,문현민,분석,270758909.0,88.4,87.919,88.951,0.5631 (100.5631),4 1,2024/07/30 13:43:37,순공사원가98%미만
16,-75,1018148698,(주)석산텔레콤,박봉환,분석,270758240.0,88.4,87.919,88.95,0.5629 (100.5629),9 13,2024/07/26 09:22:59,순공사원가98%미만
17,-76,1148611926,(주)동진이앤티,김미화,분석,270755544.0,88.4,87.918,88.949,0.5619 (100.5619),5 13,2024/07/29 13:49:54,순공사원가98%미만
18,-77,1148199927,주식회사 인텔리빅스,최은수,분석,270755280.0,88.4,87.918,88.949,0.5618 (100.5618),10 13,2024/07/29 09:35:26,순공사원가98%미만
19,-78,2148687288,(주)포어링크,송기봉,분석,270746120.0,88.2,87.914,88.946,0.5584 (100.5584),1 5,2024/07/29 10:45:26,순공사원가98%미만
20,-79,4568800195,주식회사 동부코리아통신,윤미옥,분석,270725658.0,88.2,87.908,88.94,0.5508 (100.5508),8 12,2024/07/30 08:15:58,순공사원가98%미만
21,-80,2208127086,디케이엠텍 주식회사,차영문,분석,270723868.0,88.2,87.907,88.939,0.5501 (100.5501),14 4,2024/07/30 09:35:22,순공사원가98%미만
22,-81,2066762193,보성통신,문용권,분석,270716490.0,88.2,87.905,88.937,0.5473 (100.5473),5 12,2024/07/29 08:08:22,순공사원가98%미만
23,-82,1268159398,주식회사 파이런텍,이병길,분석,270716230.0,88.0,87.904,88.937,0.5472 (100.5472),2 9,2024/07/29 10:13:31,순공사원가98%미만
