,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1298126260,현대아이티에스전자(주)  [최종낙찰],정영자,분석,96736283,88.027,88.012,0.01987 (100.01987),15 11,2024/07/31 07:39:01,
1,2,1148131820,(주)대한전광,김재을,분석,96750000,88.039,88.024,0.03405 (100.03405),8 7,2024/07/24 14:56:06,
2,3,4468801407,(주)큐엔큐,장나미,분석,96813900,88.097,88.083,0.10012 (100.10012),11 12,2024/07/29 16:59:54,
3,4,1198664224,포스텍네트웍스 주식회사,김권일,분석,96867654,88.146,88.132,0.15570 (100.1557),8 10,2024/07/24 17:24:20,
4,5,1148611926,(주)동진이앤티,김미화,분석,96959420,88.23,88.215,0.25058 (100.25058),4 3,2024/07/31 06:22:14,
5,6,2308103607,주식회사 디케이앤트,양동국,분석,97232169,88.478,88.463,0.53258 (100.53258),5 4,2024/07/29 17:56:50,
6,7,1108190583,주식회사 키코,조근도,분석,97235850,88.481,88.467,0.53639 (100.53639),3 8,2024/07/31 09:41:16,
7,8,1138618789,이노뎁(주),이성진,분석,97355100,88.59,88.575,0.65969 (100.65969),7 15,2024/07/29 15:42:09,
8,9,1218140540,영현정보통신(주),김두식,분석,97663407,88.87,88.856,0.97846 (100.97846),3 14,2024/07/31 09:05:50,
9,10,1128143733,공간미디어(주),김명숙,분석,98071230,89.241,89.227,1.40013 (101.40013),4 2,2024/07/31 08:08:38,
10,-1,1048159651,(주)성우음향정보통신,송민자,분석,96549745,87.857,87.842,-0.17300 (99.827),15 12,2024/07/31 08:24:57,낙찰하한선 미달
11,-2,5298103040,주식회사 명성이앤티,박명훈,분석,96255434,87.589,87.575,-0.47730 (99.5227),10 4,2024/07/30 13:44:39,낙찰하한선 미달
12,-3,6458700672,주식회사 비앤아이테크,김혜용,분석,96243730,87.578,87.564,-0.48941 (99.51059),12 9,2024/07/29 16:31:33,낙찰하한선 미달
13,-4,1078212123,사단법인 장애인인권센터,서인환,분석,96202820,87.541,87.527,-0.53170 (99.4683),1 7,2024/07/30 16:10:08,낙찰하한선 미달
14,-5,2048610496,주식회사 김스애드,김진희,분석,96154650,87.497,87.483,-0.58151 (99.41849),6 3,2024/07/30 10:04:40,낙찰하한선 미달
15,-6,2018603701,소성정보기술 주식회사,김금남,분석,96103755,87.451,87.436,-0.63413 (99.36587),11 9,2024/07/31 09:10:46,낙찰하한선 미달
16,-7,6042996444,세일,이종보,분석,95914000,87.278,87.264,-0.83033 (99.16967),1 4,2024/07/31 08:30:49,낙찰하한선 미달
