,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1078731896,(주)비시텍코리아  [최종낙찰],임헌욱,분석,58665260,84.281,83.807,-0.51931 (99.48069),3 10,2024/11/28 05:25:52,
1,2,1108190583,주식회사 키코,조근도,분석,58828790,84.516,84.041,-0.24200 (99.758),7 10,2024/11/28 08:55:59,
2,3,1188114949,이주씨스템(주),이복균,분석,58883000,84.594,84.118,-0.15008 (99.84992),8 13,2024/11/28 09:27:53,
3,4,1138653369,(주)제이앤비이노베이션,오명숙,분석,58934000,84.667,84.191,-0.06360 (99.9364),15 6,2024/11/27 17:10:16,
4,5,2208819213,주식회사 이너시스템즈,김영찬,분석,59000000,84.762,84.285,0.04832 (100.04832),7 1,2024/11/27 00:05:39,
5,6,1208654987,(주)버츄얼드림,나성인,분석,59037785,84.816,84.339,0.11240 (100.1124),7 10,2024/11/26 13:24:36,
6,7,2018603701,소성정보기술 주식회사,김금남,분석,59050600,84.835,84.358,0.13413 (100.13413),9 11,2024/11/28 09:10:52,
7,8,1198602494,(주) 네오인아이텍,이경미,분석,59065000,84.855,84.378,0.15855 (100.15855),1 6,2024/11/27 16:39:23,
8,9,1054180243,태우산전,강정자,분석,59080250,84.877,84.4,0.18441 (100.18441),10 4,2024/11/27 09:52:38,
9,10,8568800361,주식회사 우선기술,정우영,분석,59107518,84.916,84.439,0.23065 (100.23065),6 13,2024/11/27 10:17:54,
10,11,2148823314,화인정보기술주식회사,이명우,분석,59110400,84.921,84.443,0.23553 (100.23553),14 7,2024/11/28 08:48:29,
11,12,4668601498,주식회사 일하아이티,백인석,분석,59120136,84.935,84.457,0.25204 (100.25204),1 4,2024/11/27 11:35:23,
12,13,1098651964,셀코정보기술 주식회사,임윤정,분석,59156790,84.987,84.509,0.31420 (100.3142),7 5,2024/11/27 22:54:16,
13,14,1288138083,주식회사 유앤후레쉬,우재명,분석,59176340,85.015,84.537,0.34735 (100.34735),1 14,2024/11/27 20:38:28,
14,15,2158602337,지엔네텔(주),고시영,분석,59251348,85.123,84.644,0.47454 (100.47454),9 15,2024/11/28 08:50:11,
15,16,1148190678,주식회사 에드원,김춘걸,분석,59321000,85.223,84.744,0.59265 (100.59265),4 6,2024/11/26 12:06:11,
16,17,1198703753,구루멘토링 주식회사,최동양,분석,59384180,85.314,84.834,0.69979 (100.69979),14 8,2024/11/28 06:59:46,
17,18,1078162908,(주)케이엠티엘,홍사장,분석,59442560,85.398,84.917,0.79879 (100.79879),13 6,2024/11/27 15:51:54,
18,19,7098602638,주식회사 시그널아이씨티,강민희,분석,59622100,85.656,85.174,1.10324 (101.10324),12 11,2024/11/27 23:09:05,
19,20,1138649133,빅썬시스템즈 주식회사,권태일,분석,60092800,86.332,85.846,1.90142 (101.90142),5 14,2024/11/28 09:59:53,
20,21,1058173369,(주)신한개발,이종순,분석,60150164,86.414,85.928,1.99870 (101.9987),7 6,2024/11/27 22:43:46,
21,22,2148647194,투앤원정보통신주식회사,서승호,분석,61644000,88.561,88.062,4.53185 (104.53185),1 13,2024/11/27 18:42:28,
22,23,6768601611,주식회사 루트웰,노덕권,분석,66360500,95.336,94.8,12.52978 (112.52978),2 15,2024/11/28 09:54:58,
23,-1,1098166803,(주)아이앤씨파트너스,곽준철,분석,58479560,84.014,83.542,-0.83420 (99.1658),13 1,2024/11/27 21:38:24,낙찰하한선 미달
24,-2,2208188477,(주)에이치티엠,정기채,분석,53650450,77.077,76.643,-9.02309 (90.97691),1 11,2024/11/26 14:27:34,낙찰하한선 미달
25,-3,2208626082,(주)드림텔레시스,김보영,분석,51890570,74.548,74.129,-12.00738 (87.99262),8 12,2024/11/26 15:16:59,낙찰하한선 미달
