,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1198125041,옥성정보통신(주)  [최종낙찰],황석,분석,16743430.0,92.931,93.68,4.08891 (104.08891),8 7,2024/07/08 09:25:13,
1,2,2068184529,(주)네오티엔씨,조정현,분석,17038335.0,94.568,95.33,5.92224 (105.92224),12 7,2024/07/05 11:07:23,
2,-1,1098603593,주식회사 완일이씨에스,김경창,분석,,,,,,0000/00/00 00:00:00,서류미제출
3,-2,5798700152,위더스컴퓨터 주식회사,박승갑,분석,,,,,,0000/00/00 00:00:00,서류미제출
4,-3,2018182230,주식회사 본네트시큐,최수기,분석,,,,,,0000/00/00 00:00:00,서류미제출
5,-4,2068601178,주식회사 해인이티에프,오재근,분석,,,,,,0000/00/00 00:00:00,서류미제출
6,-5,1098630066,주식회사 태양전기,홍석봉,분석,,,,,,0000/00/00 00:00:00,서류미제출
7,-6,7038102519,주식회사 맥스스마트,이경미,분석,,,,,,0000/00/00 00:00:00,서류미제출
8,-7,1058740405,(주)화성이엔지,김택환,분석,,,,,,0000/00/00 00:00:00,서류미제출
9,-8,1198606485,주식회사 에이치엠솔루션,이상진,분석,,,,,,0000/00/00 00:00:00,서류미제출
10,-9,1058123684,주식회사 우전정보통신,이정,분석,,,,,,0000/00/00 00:00:00,서류미제출
11,-10,2208132347,(주)태양기술개발,안규철,분석,,,,,,0000/00/00 00:00:00,서류미제출
12,-11,2118101156,(주)인스틴솔루션,박세준,분석,,,,,,0000/00/00 00:00:00,서류미제출
13,-12,1178167894,(주)동우이에프씨,이동술,분석,,,,,,0000/00/00 00:00:00,서류미제출
14,-13,1088153848,(주)신지전설,황경옥,분석,,,,,,0000/00/00 00:00:00,서류미제출
15,-14,2038149028,대륭중공건설(주),박임우,분석,,,,,,0000/00/00 00:00:00,서류미제출
16,-15,1138185890,(주)두손씨에스티,최수경,분석,,,,,,0000/00/00 00:00:00,서류미제출
17,-16,2208782247,(주)안국정보통신,조군행,분석,,,,,,0000/00/00 00:00:00,서류미제출
18,-17,3128196859,주식회사 가델,김정민,분석,,,,,,0000/00/00 00:00:00,서류미제출
19,-18,1058606899,이화티티씨(주),이선정,분석,,,,,,0000/00/00 00:00:00,서류미제출
20,-19,2148752525,(주)엘티네트워크,조완식,분석,,,,,,0000/00/00 00:00:00,서류미제출
21,-20,2098139213,(주)뉴타운전력,박형우,분석,,,,,,0000/00/00 00:00:00,서류미제출
22,-21,1088124659,(주)비젼텔레콤,김진수,분석,,,,,,0000/00/00 00:00:00,서류미제출
23,-22,1078143707,(주)신창전기,홍성수,분석,,,,,,0000/00/00 00:00:00,서류미제출
24,-23,2118620935,주식회사 한양티이씨,조형국,분석,,,,,,0000/00/00 00:00:00,서류미제출
25,-24,1178161473,광일이엔씨 주식회사,김현실,분석,,,,,,0000/00/00 00:00:00,서류미제출
26,-25,2148105563,(주)인성이엔씨,김규만,분석,,,,,,0000/00/00 00:00:00,서류미제출
27,-26,1018197466,주식회사콤위즈,정윤권,분석,,,,,,0000/00/00 00:00:00,서류미제출
28,-27,2208673912,(주)에스제이이에프씨,오긍환,분석,,,,,,0000/00/00 00:00:00,서류미제출
29,-28,1098194686,(주)에쎈텍네트웍스,박완선,분석,,,,,,0000/00/00 00:00:00,서류미제출
