,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,7148800617,주식회사 성진정보통신  [최종낙찰],문계철,분석,92830331,87.746,88.169,-0.35781 (99.64219),9 7,2024/04/22 16:27:48,
1,2,1288610057,주식회사 청명씨앤아이,문현민,분석,92831394,87.747,88.17,-0.35665 (99.64335),13 3,2024/04/22 12:30:01,
2,3,2158148186,주식회사 시스텍이앤씨,전진우,분석,92831530,87.747,88.17,-0.35651 (99.64349),13 12,2024/04/19 14:55:51,
3,4,2128142640,팍스코이앤아이(주),송기민,분석,92833199,87.748,88.172,-0.35470 (99.6453),6 2,2024/04/22 16:28:17,
4,5,1068682075,주식회사 세이프원,이명근,분석,92835100,87.75,88.174,-0.35264 (99.64736),1 9,2024/04/22 10:28:21,
5,6,1078757203,주식회사 비에스파워,정병섭,분석,92841500,87.757,88.18,-0.34572 (99.65428),12 4,2024/04/21 13:45:00,
6,7,1068632013,하나씨앤아이 주식회사,김용주,분석,92844550,87.76,88.183,-0.34241 (99.65759),10 8,2024/04/19 10:04:49,
7,8,1098120807,(주)케이비에스비즈니스,박승규,분석,92845589,87.761,88.184,-0.34129 (99.65871),6 10,2024/04/23 08:38:28,
8,9,1058622531,건웅신호산전(주),박정현,분석,92846680,87.762,88.185,-0.34011 (99.65989),9 14,2024/04/23 09:15:27,
9,10,2068625393,주식회사 성림전설,박상동,분석,92851950,87.768,88.19,-0.33440 (99.6656),10 13,2024/04/22 10:11:14,
10,11,1178124861,케이이피엔지니어링(주),박성진,분석,92853240,87.769,88.191,-0.33301 (99.66699),14 12,2024/04/19 14:00:42,
11,12,2098133373,주식회사 씨스넷,이명재,분석,92856490,87.772,88.194,-0.32949 (99.67051),9 11,2024/04/22 09:43:38,
12,13,1058221062,사단법인 대한장애인복지협회,박재환,분석,92856600,87.772,88.194,-0.32937 (99.67063),7 4,2024/04/22 17:41:17,
13,14,6448700081,알바이오텍 주식회사,김영국,분석,92856660,87.772,88.194,-0.32931 (99.67069),13 2,2024/04/22 10:41:00,
14,15,1108185552,한양이이씨 주식회사,문주환,분석,92857584,87.773,88.195,-0.32831 (99.67169),10 14,2024/04/22 15:28:23,
15,16,1168175601,한빛인프라소닉(주),이한철,분석,92858320,87.774,88.196,-0.32751 (99.67249),8 1,2024/04/23 09:39:35,
16,17,2178145434,주식회사 한양전자피에이,여동도,분석,92861340,87.777,88.199,-0.32424 (99.67576),15 11,2024/04/19 16:39:56,
17,18,1208711248,(주)리얼아이씨티,변성암,분석,92861370,87.777,88.199,-0.32421 (99.67579),12 8,2024/04/22 15:43:39,
18,19,1188105192,(주)효원엔지니어링,진재권,분석,92862297,87.778,88.2,-0.32320 (99.6768),9 12,2024/04/23 09:01:12,
19,20,1018144159,주식회사 넥선,박민호,분석,92864790,87.781,88.202,-0.32051 (99.67949),12 14,2024/04/22 10:49:16,
20,21,1148190678,주식회사 에드원,김춘걸,분석,92866000,87.782,88.203,-0.31920 (99.6808),5 10,2024/04/23 12:20:42,
21,22,2048124559,(주)대용와트스,남상태,분석,92866085,87.782,88.203,-0.31910 (99.6809),3 14,2024/04/19 13:22:58,
22,23,2208742003,신영에스아이 (주),박형근,분석,92866600,87.782,88.204,-0.31855 (99.68145),14 6,2024/04/22 09:25:55,
23,24,5068118803,뉴아이텍(주),오경식,분석,92866972,87.783,88.204,-0.31814 (99.68186),15 13,2024/04/22 11:56:19,
24,25,2208100563,경창계전 주식회사,이성욱,분석,92868600,87.784,88.206,-0.31638 (99.68362),14 4,2024/04/19 16:56:47,
25,26,2018603701,소성정보기술 주식회사,김금남,분석,92869994,87.786,88.207,-0.31487 (99.68513),3 9,2024/04/23 09:11:12,
26,27,1108155382,(주)굿채널시스템,백홍현,분석,92874310,87.79,88.211,-0.31020 (99.6898),8 14,2024/04/22 16:19:14,
27,28,1118114477,주식회사 대흥데이타통신,박일준,분석,92876330,87.792,88.213,-0.30801 (99.69199),14 9,2024/04/22 11:26:58,
28,29,6768601611,주식회사 루트웰,노덕권,분석,92876500,87.792,88.213,-0.30783 (99.69217),4 6,2024/04/22 09:55:38,
29,30,1138636865,주식회사 정원시큐,염승호,분석,92878479,87.794,88.215,-0.30569 (99.69431),6 2,2024/04/22 10:56:00,
30,31,1138175034,(주)윈플러스정보기술,정재원,분석,92879536,87.796,88.216,-0.30454 (99.69546),13 9,2024/04/22 17:32:16,
31,32,8028800189,주식회사 아이앤서브,박광열,분석,92879570,87.796,88.216,-0.30451 (99.69549),7 4,2024/04/22 17:28:10,
32,33,1068180219,(주)네트웍리더,권철영,분석,92880310,87.796,88.217,-0.30371 (99.69629),7 14,2024/04/22 16:20:02,
33,34,2108122823,우영정보통신(주),황태하,분석,92882720,87.799,88.219,-0.30110 (99.6989),13 6,2024/04/23 09:04:29,
34,35,1138185570,(주)승일전력산업,박광수,분석,92892229,87.808,88.228,-0.29080 (99.7092),13 14,2024/04/22 11:24:51,
