,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1138621101,(주)아이피로드,강철지,분석,54688042,87.746,88.502,0.12029 (100.12029),,2024/09/24 13:43:56,
1,2,1058199938,삼호전자통신(주),이경희,분석,54688260,87.746,88.503,0.12070 (100.1207),,2024/09/26 09:42:10,
2,3,1218140540,영현정보통신(주),김두식,분석,54688340,87.746,88.503,0.12084 (100.12084),,2024/09/26 09:59:40,
3,4,1058169109,대조전설 주식회사,장철호,분석,54689290,87.748,88.504,0.12260 (100.1226),,2024/09/26 17:13:30,
4,5,1178175429,주식회사 아이씨스템,서현권,분석,54690210,87.75,88.506,0.12429 (100.12429),,2024/09/26 10:17:04,
5,6,2138610414,(주)성창기전,지광섭,분석,54691729,87.752,88.508,0.12709 (100.12709),,2024/09/25 09:24:52,
6,7,1078155407,(주)윤익계전,안용준,분석,54691730,87.752,88.508,0.12710 (100.1271),,2024/09/20 11:35:49,
7,8,4168128895,(주)비아이씨스템,방인식,분석,54692480,87.753,88.509,0.12848 (100.12848),,2024/09/25 17:15:44,
8,9,1078140904,대월기전(주),김승연,분석,54693070,87.754,88.51,0.12957 (100.12957),,2024/09/25 10:23:25,
9,10,2068165221,유니슨전기(주),유창진,분석,54693682,87.755,88.511,0.13070 (100.1307),,2024/09/20 10:32:49,
10,11,1018635413,주식회사 더올아이티,김정순,분석,54694170,87.756,88.512,0.13160 (100.1316),,2024/09/25 10:27:34,
11,12,1018159521,(주)명지아이앤씨,서맹영,분석,54695905,87.759,88.515,0.13480 (100.1348),,2024/09/22 14:40:06,
12,13,1178158978,주식회사 화일이엔에프,박광섭,분석,54696000,87.759,88.515,0.13497 (100.13497),,2024/09/25 13:20:45,
13,14,1198637085,(주) 하이네트워크,이준수,분석,54696300,87.76,88.516,0.13552 (100.13552),,2024/09/26 12:54:12,
14,15,2148805903,리조이스통신주식회사,최공휘,분석,54696440,87.76,88.516,0.13578 (100.13578),,2024/09/26 09:45:30,
15,16,1198118405,우광기전(주),이기진,분석,54696850,87.761,88.516,0.13654 (100.13654),,2024/09/26 09:48:00,
16,17,2037683508,우리통신네트워크,김만수,분석,54697700,87.762,88.518,0.13811 (100.13811),,2024/09/25 17:33:45,
17,18,1050296111,중앙전자통신,김용수,분석,54698019,87.763,88.518,0.13870 (100.1387),,2024/09/25 16:34:03,
18,19,2158676426,주식회사 건영이앤씨,박지명,분석,54698500,87.764,88.519,0.13958 (100.13958),,2024/09/26 16:29:08,
19,20,2188103742,피에스텍(주),황재용,분석,54702311,87.77,88.525,0.14661 (100.14661),,2024/09/23 08:48:40,
20,21,1098195410,(주)신성글로벌네트워크,홍우석,분석,54702953,87.771,88.526,0.14780 (100.1478),,2024/09/20 14:59:51,
21,22,2018176136,(주)휴넷시스템,김초영,분석,54703332,87.772,88.527,0.14849 (100.14849),,2024/09/26 13:27:40,
22,23,2048129194,위성이앤씨(주),이양숙,분석,54703929,87.773,88.528,0.14960 (100.1496),,2024/09/25 09:30:15,
23,24,1058191993,링크정보통신주식회사,이재호,분석,54704363,87.774,88.529,0.15040 (100.1504),,2024/09/27 09:40:04,
24,25,1108175622,동해아이앤티(주),이기봉,분석,54704700,87.774,88.529,0.15102 (100.15102),,2024/09/25 14:57:06,
25,26,2018199051,나루씨앤씨주식회사,이상협,분석,54704797,87.774,88.529,0.15120 (100.1512),,2024/09/23 13:31:22,
26,27,1068651233,(주)나사씨엔에스,신희태,분석,54704851,87.775,88.529,0.15130 (100.1513),,2024/09/25 20:43:58,
27,28,1198173261,주식회사 현대네트웍기술,조성익,분석,54705180,87.775,88.53,0.15190 (100.1519),,2024/09/24 14:57:25,
28,29,1358178502,주식회사 디알네트웍스,이기영,분석,54705637,87.776,88.531,0.15275 (100.15275),,2024/09/26 16:00:46,
29,30,1128138147,주식회사 장광,황윤식,분석,54709970,87.783,88.538,0.16074 (100.16074),,2024/09/26 15:58:27,
30,31,1198668254,대신인포시스 주식회사,최혜경,분석,54709981,87.783,88.538,0.16076 (100.16076),,2024/09/24 15:44:52,
31,32,2068125141,주식회사 스테이지넷,임영규,분석,54710273,87.784,88.538,0.16130 (100.1613),,2024/09/25 15:02:16,
32,33,2208143387,(주)글로벌텔레콤,서승현,분석,54710500,87.784,88.539,0.16171 (100.16171),,2024/09/26 17:46:08,
33,34,1198123174,주식회사 도래정보시스템,이은숙,분석,54712660,87.788,88.542,0.16570 (100.1657),,2024/09/26 09:39:18,
34,35,2108164712,주식회사 데스카,조혜연,분석,54712930,87.788,88.542,0.16620 (100.1662),,2024/09/25 17:50:59,
35,36,4668601498,주식회사 일하아이티,백인석,분석,54713002,87.788,88.543,0.16633 (100.16633),,2024/09/23 11:48:38,
36,37,1178169252,엠에스온(주),이경미,분석,54713147,87.789,88.543,0.16660 (100.1666),,2024/09/26 09:06:52,
37,38,1068616518,(주)애니씨앤에스,이일규,분석,54713580,87.789,88.544,0.16740 (100.1674),,2024/09/25 13:26:26,
38,39,2188114856,서교정보통신(주),김기설,분석,54713730,87.79,88.544,0.16767 (100.16767),,2024/09/26 21:04:44,
39,40,1198615820,프리커스(주),최훈,분석,54714280,87.791,88.545,0.16869 (100.16869),,2024/09/23 10:37:47,
40,41,7948100026,주식회사 아성엠,전세희,분석,54714510,87.791,88.545,0.16911 (100.16911),,2024/09/25 21:11:49,
41,42,2148758567,주식회사 한빛에스아이,황명구,분석,54715694,87.793,88.547,0.17129 (100.17129),,2024/09/26 09:47:28,
42,43,1148182595,주식회사 싸인텔레콤,박영기,분석,54716563,87.795,88.548,0.17290 (100.1729),,2024/09/27 09:24:25,
43,44,8568800361,주식회사 우선기술,정우영,분석,54716860,87.795,88.549,0.17344 (100.17344),,2024/09/26 10:01:52,
