,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1208603362,자이에스앤디 주식회사  [최종낙찰],엄관석,분석,1193155120,65.0,86.746,87.306,-0.31423 (99.68577),1 7,2024/03/18 09:13:11,
1,2,1088179135,주왕전기통신(주),권이길,분석,1193155420,65.0,86.746,87.306,-0.31420 (99.6858),12 6,2024/03/18 11:25:24,
2,3,5178101428,주식회사 율이앤씨,전형숙,분석,1193164900,65.0,86.747,87.306,-0.31340 (99.6866),15 12,2024/03/18 09:54:16,
3,4,3178122949,주식회사 진정보,김소진,분석,1193179612,65.0,86.748,87.307,-0.31216 (99.68784),1 13,2024/03/18 17:55:18,
4,5,2018603701,소성정보기술 주식회사,김금남,분석,1193191844,65.0,86.749,87.308,-0.31113 (99.68887),14 7,2024/03/19 09:15:51,
5,6,1358178502,주식회사 디알네트웍스,이기영,분석,1193237200,65.0,86.752,87.312,-0.30731 (99.69269),12 9,2024/03/18 11:41:12,
6,7,7968100852,주식회사 플러스정보기술,황남연,분석,1193268280,65.04,86.755,87.314,-0.30468 (99.69532),12 3,2024/03/18 09:50:50,
7,8,2108124739,(주)한성기술개발,서창식,분석,1193272779,65.04,86.755,87.314,-0.30430 (99.6957),5 7,2024/03/16 21:52:06,
8,9,2118603519,에쓰이씨 주식회사,이명규,분석,1193292932,65.04,86.757,87.316,-0.30260 (99.6974),11 14,2024/03/18 13:43:28,
9,10,1218150354,주식회사 이명전기,이명덕,분석,1193303490,65.04,86.758,87.316,-0.30171 (99.69829),4 9,2024/03/15 14:48:22,
10,11,1068127039,진명이엔씨(주),박창호,분석,1193318766,65.04,86.759,87.318,-0.30043 (99.69957),7 14,2024/03/19 07:18:51,
11,12,2098134940,주식회사윤송이엔씨,정윤계,분석,1193333000,65.04,86.76,87.319,-0.29923 (99.70077),8 6,2024/03/18 08:36:55,
12,13,3148643106,삼화전력 주식회사,김경희,분석,1193369990,65.04,86.763,87.321,-0.29610 (99.7039),10 8,2024/03/15 15:20:47,
13,14,2278112527,(주)화창기업,정명순,분석,1193393700,65.08,86.765,87.323,-0.29410 (99.7059),7 11,2024/03/15 16:00:25,
14,15,1428800582,엘제이테크 주식회사,유혜영,분석,1193415037,65.08,86.766,87.325,-0.29230 (99.7077),13 1,2024/03/15 17:04:17,
15,16,1308124466,삼형전자 주식회사,박영원,분석,1193416223,65.08,86.766,87.325,-0.29220 (99.7078),5 4,2024/03/19 08:20:14,
16,17,2118726218,주식회사 씨그테크,이윤호,분석,1193416580,65.08,86.766,87.325,-0.29217 (99.70783),15 6,2024/03/15 10:03:39,
17,18,1148615581,대성네트웍 주식회사,백성현,분석,1193428100,65.08,86.767,87.326,-0.29120 (99.7088),10 3,2024/03/15 18:26:05,
18,19,6158168835,주식회사 세안정보통신전기,류해경,분석,1193434000,65.08,86.768,87.326,-0.29071 (99.70929),9 14,2024/03/16 14:22:23,
19,20,1018639665,(주)한양인프라넷,김주호,분석,1193436300,65.08,86.768,87.326,-0.29051 (99.70949),2 4,2024/03/18 07:57:37,
20,21,2148194561,주식회사 해오름이엔씨,김길수,분석,1193531220,65.12,86.775,87.333,-0.28250 (99.7175),7 12,2024/03/15 11:37:53,
21,22,3848702187,주식회사 엘리커뮤니티,이혜진,분석,1193564143,65.12,86.778,87.335,-0.27973 (99.72027),1 10,2024/03/19 09:51:24,
22,23,2148888151,주식회사 씨앤피테크,제해동,분석,1193583380,65.12,86.779,87.337,-0.27810 (99.7219),1 6,2024/03/15 17:15:57,
23,24,2068184529,(주)네오티엔씨,조정현,분석,1193617760,65.12,86.782,87.339,-0.27520 (99.7248),1 10,2024/03/18 14:10:06,
24,25,1098647062,주식회사 조아정보통신,박민응,분석,1193620165,65.12,86.782,87.34,-0.27500 (99.725),15 12,2024/03/16 13:20:05,
25,26,1178158978,주식회사 화일이엔에프,박광섭,분석,1193623490,65.12,86.783,87.34,-0.27472 (99.72528),3 1,2024/03/15 13:26:37,
26,27,3148182346,주식회사 엠지티,이선종,분석,1193626054,65.12,86.783,87.34,-0.27450 (99.7255),2 8,2024/03/18 20:39:07,
