,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
12,13,1078212647,사단법인 한국장애인미래정책포럼,배영환,분석,44925111,86.6,87.83,88.653,0.2682 (100.2682),5 14,2024/06/05 09:47:07,
13,14,1188114764,(주)세빛전자통신,이상호,분석,44925156,86.6,87.83,88.653,0.2683 (100.2683),5 7,2024/06/05 10:45:31,
14,15,1058606899,이화티티씨(주),이선정,분석,44926140,86.6,87.832,88.655,0.2704 (100.2704),15 7,2024/06/05 13:46:00,
15,16,1068164354,(주)코알라전자시스템,장종기,분석,44926370,86.6,87.833,88.655,0.2710 (100.271),3 8,2024/06/05 14:38:53,
16,17,1198181214,엔텍월드주식회사,안병립,분석,44927040,86.6,87.834,88.657,0.2725 (100.2725),11 14,2024/06/10 09:26:02,
17,18,1018148698,(주)석산텔레콤,박봉환,분석,44927090,86.6,87.834,88.657,0.2726 (100.2726),8 3,2024/06/07 09:15:53,
18,19,1138175669,(주)용상전기통신,권혁기,분석,44927172,86.6,87.834,88.657,0.2728 (100.2728),15 9,2024/06/10 09:12:19,
19,20,1078165206,앤아이에스(주),정성호,분석,44928875,86.8,87.838,88.66,0.2766 (100.2766),5 10,2024/06/07 15:32:09,
20,21,2148710582,모던웨이브(주),원회광,분석,44929615,86.8,87.839,88.662,0.2782 (100.2782),3 2,2024/06/05 11:36:34,
21,22,2208680918,(주)엠디엠알,이재원,분석,44930324,86.8,87.841,88.663,0.2798 (100.2798),10 11,2024/06/10 08:49:32,
22,23,1078746443,(주)라인테크놀로지,유현식,분석,44930860,86.8,87.842,88.664,0.2810 (100.281),15 13,2024/06/05 16:24:35,
23,24,1138636865,주식회사 정원시큐,염승호,분석,44931248,86.8,87.843,88.665,0.2818 (100.2818),6 14,2024/06/05 15:02:30,
24,25,2068682619,주식회사 엠플러스통신,신동수,분석,44931520,86.8,87.843,88.666,0.2825 (100.2825),1 6,2024/06/05 09:36:26,
25,26,1198609177,이유솔루션주식회사,장지호,분석,44933208,87.0,87.847,88.669,0.2862 (100.2862),15 11,2024/06/09 21:33:15,
26,27,2140875125,삼화전기정보통신공사,석동욱,분석,44934250,87.0,87.849,88.671,0.2885 (100.2885),1 6,2024/06/05 20:16:21,
27,28,2208798467,주식회사 태산이에이지,최홍석,분석,44934386,87.0,87.849,88.671,0.2889 (100.2889),14 3,2024/06/05 10:19:14,
28,29,2068617141,(주)텔코아,황민석,분석,44934790,87.0,87.85,88.672,0.2898 (100.2898),14 15,2024/06/05 17:25:11,
29,30,2068663169,(주)지엠케이정보통신,최경숙,분석,44935060,87.0,87.851,88.673,0.2904 (100.2904),2 10,2024/06/07 09:08:39,
30,31,2128169519,세진시스콤주식회사,박수환,분석,44936050,87.0,87.853,88.674,0.2926 (100.2926),13 1,2024/06/07 08:41:51,
31,32,1108127950,서경전기(주),이종환,분석,44937050,87.2,87.855,88.676,0.2948 (100.2948),3 14,2024/06/07 09:23:31,
32,33,1108609224,주식회사 두루스코,김옥연,분석,44938929,87.2,87.859,88.68,0.2990 (100.299),5 14,2024/06/10 01:35:16,
33,34,2148888151,주식회사 씨앤피테크,제해동,분석,44939590,87.2,87.86,88.681,0.3005 (100.3005),5 15,2024/06/05 14:54:32,
34,35,1078805018,주식회사 지엔아이테크,박우정,분석,44943490,87.4,87.868,88.689,0.3092 (100.3092),12 3,2024/06/05 13:09:26,
35,36,2048190516,주식회사동훈전설,정준모,분석,44944466,87.4,87.87,88.691,0.3114 (100.3114),6 12,2024/06/07 13:32:57,
36,37,5868701163,주식회사 하이텍에이브이,김라영,분석,44944553,87.4,87.87,88.691,0.3115 (100.3115),8 13,2024/06/08 10:24:00,
37,38,2098147159,(주)동방에스앤에스,정재훈,분석,44946500,87.4,87.874,88.695,0.3159 (100.3159),1 2,2024/06/07 15:56:44,
38,39,1408138536,주)파인솔라,이태동,분석,44947250,87.6,87.876,88.697,0.3176 (100.3176),11 1,2024/06/07 15:51:40,
39,40,1068609792,(주)아이티로그인,김태현,분석,44947379,87.6,87.876,88.697,0.3179 (100.3179),12 7,2024/06/07 09:09:04,
40,41,1068619820,주식회사유엔콘트롤,남성모,분석,44948500,87.6,87.878,88.699,0.3204 (100.3204),9 6,2024/06/05 14:15:35,
41,42,1138188878,주식회사 신영이엔티,이찬세,분석,44949190,87.6,87.88,88.7,0.3219 (100.3219),2 11,2024/06/05 16:15:57,
42,43,2108108684,주식회사 대금이앤아이,김종우,분석,44951370,87.6,87.884,88.705,0.3268 (100.3268),9 7,2024/06/05 14:41:58,
43,44,1018605466,금부통신 주식회사,정재학,분석,44951400,87.6,87.884,88.705,0.3268 (100.3268),11 9,2024/06/05 15:15:00,
44,45,1078212123,사단법인 장애인인권센터,서인환,분석,44953380,87.8,87.889,88.709,0.3312 (100.3312),11 10,2024/06/07 15:26:31,
45,46,2038150734,극동음향 주식회사,김상헌,분석,44953490,87.8,87.889,88.709,0.3315 (100.3315),10 2,2024/06/10 08:52:27,
46,47,1018154598,씨엔에스코리아(주),유호태,분석,44953663,87.8,87.889,88.709,0.3319 (100.3319),15 6,2024/06/10 07:43:54,
47,48,2048626080,주식회사 엘제이이엔지,임성희,분석,44953800,87.8,87.889,88.71,0.3322 (100.3322),12 2,2024/06/05 11:00:33,
48,49,1198616251,주식회사 누리인프라,정성우,분석,44953900,87.8,87.89,88.71,0.3324 (100.3324),11 7,2024/06/07 10:39:46,
49,50,1198164229,(주) 이준시스템,한상훈,분석,44954500,87.8,87.891,88.711,0.3337 (100.3337),15 2,2024/06/07 16:47:04,
0,51,2048182660,동원오비텍(주),박동을,분석,44955310,87.8,87.893,88.712,0.3356 (100.3356),4 12,2024/06/07 11:15:41,
1,52,2128140491,(주)벧엘정보통신,이효진,분석,44956048,87.8,87.894,88.714,0.3372 (100.3372),6 4,2024/06/10 07:07:42,
2,53,1088179663,주식회사 시큐뱅크,심재춘,분석,44957370,88.0,87.897,88.717,0.3402 (100.3402),13 6,2024/06/07 10:30:36,
3,54,2198111833,주식회사 대영아이오티,전인구,분석,44957595,88.0,87.897,88.717,0.3407 (100.3407),3 7,2024/06/05 12:50:21,
4,55,1200582335,델타전자통신,이성남,분석,44958210,88.0,87.899,88.718,0.3420 (100.342),6 14,2024/06/10 08:17:59,
5,56,1858100770,(주)에이치엔와이,한정목,분석,44958356,88.0,87.899,88.719,0.3424 (100.3424),3 5,2024/06/05 11:00:10,
6,57,1068147942,태양이엠씨(주),선오규,분석,44959566,88.0,87.901,88.721,0.3451 (100.3451),12 9,2024/06/07 09:17:10,
7,58,2078155629,씨티아이앤아이(주),김덕제,분석,44959894,88.0,87.902,88.722,0.3458 (100.3458),2 15,2024/06/05 16:45:35,
8,59,1018183448,(주)에이치애비뉴앤컴퍼니,정현이,분석,44960160,88.0,87.903,88.722,0.3464 (100.3464),4 3,2024/06/05 07:08:11,
9,60,2148886584,주식회사 수민텔레콤,이상민,분석,44960373,88.0,87.903,88.722,0.3469 (100.3469),9 7,2024/06/05 09:26:07,
10,61,1108190583,주식회사 키코,조근도,분석,44961180,88.2,87.905,88.724,0.3487 (100.3487),11 4,2024/06/10 08:28:27,
11,62,1058601287,(주)성산정보시스템,김기주,분석,44962434,88.2,87.907,88.727,0.3515 (100.3515),10 8,2024/06/07 13:16:23,
12,63,2108165652,키코아이비에스주식회사,공재근,분석,44962472,88.2,87.907,88.727,0.3515 (100.3515),5 14,2024/06/08 12:34:16,
13,64,2108130492,명신정보통신(주),서철,분석,44962568,88.2,87.908,88.727,0.3518 (100.3518),11 15,2024/06/07 09:23:47,
14,65,2178127061,주식회사 칸씨앤에스,강나영,분석,44965526,88.2,87.914,88.733,0.3584 (100.3584),14 6,2024/06/10 09:36:56,
15,66,2068632045,주식회사 티볼리씨앤씨,박주흠,분석,44966043,88.4,87.915,88.734,0.3595 (100.3595),6 1,2024/06/07 12:01:36,
16,67,1062873386,이행정보통신공사,오흥식,분석,44966210,88.4,87.915,88.734,0.3599 (100.3599),11 2,2024/06/07 06:55:26,
17,68,2748800123,중앙씨앤티 주식회사,윤영진,분석,44968700,88.4,87.92,88.739,0.3654 (100.3654),4 7,2024/06/10 09:19:05,
18,69,1068602542,주식회사 유셀네트웍스,김구동,분석,44969845,88.4,87.923,88.741,0.3680 (100.368),9 15,2024/06/10 07:44:07,
19,70,1108164858,(주)에스에이정보기술,김성빈,분석,44970498,88.4,87.924,88.742,0.3695 (100.3695),4 12,2024/06/10 07:40:09,
20,71,2208604531,주식회사 월드린시스템즈,류준열,분석,44970500,88.4,87.924,88.742,0.3695 (100.3695),7 1,2024/06/10 09:42:37,
21,72,4098163161,(주)동우커뮤니케이션,송준성,분석,44971510,88.6,87.926,88.744,0.3717 (100.3717),11 9,2024/06/09 13:31:45,
22,73,1018151121,주식회사 경원전력,최경택,분석,44971580,88.6,87.926,88.745,0.3719 (100.3719),6 5,2024/06/07 16:29:02,
23,74,1108131570,(주)조은시스템,김창윤,분석,44971800,88.6,87.927,88.745,0.3724 (100.3724),7 5,2024/06/05 10:10:23,
24,75,1068681756,주식회사 융창,이재진,분석,44972900,88.6,87.929,88.747,0.3748 (100.3748),13 14,2024/06/05 15:38:28,
25,76,2128606988,원강정보통신 주식회사,우강원,분석,44973510,88.6,87.93,88.748,0.3762 (100.3762),5 6,2024/06/05 07:51:00,
26,77,2108150348,승호시스템(주),이계승,분석,44974000,88.6,87.931,88.749,0.3773 (100.3773),6 5,2024/06/09 23:08:55,
27,77,5138100034,주식회사 엠젠솔루션,조상환,분석,44974000,88.6,87.931,88.749,0.3773 (100.3773),1 6,2024/06/07 14:48:30,
28,79,1138655784,주식회사 유씨큐넷,김경,분석,44975145,88.6,87.934,88.752,0.3798 (100.3798),10 14,2024/06/05 13:42:07,
29,80,2048129194,위성이앤씨(주),이양숙,분석,44975428,88.6,87.934,88.752,0.3805 (100.3805),9 5,2024/06/05 16:36:19,
30,81,1348182624,(주)이앤에스알앤디,이봉희,분석,44975590,88.8,87.935,88.753,0.3808 (100.3808),10 14,2024/06/06 13:24:45,
31,82,1648602515,주식회사 바른엔씨티,하성일,분석,44975875,88.8,87.935,88.753,0.3815 (100.3815),14 12,2024/06/07 19:02:45,
32,83,2158727392,매컴정보통신(주),장병호,분석,44976330,88.8,87.936,88.754,0.3825 (100.3825),14 5,2024/06/10 08:25:48,
33,84,2120549052,태성통신,최재석,분석,44976922,88.8,87.937,88.755,0.3838 (100.3838),4 11,2024/06/09 07:11:58,
34,85,1108139892,(주)이화텔레콤,윤영배,분석,44977720,88.8,87.939,88.757,0.3856 (100.3856),9 1,2024/06/05 10:19:28,
35,86,3548802349,(주)템피스트정보통신,강신원,분석,44978300,88.8,87.94,88.758,0.3869 (100.3869),15 14,2024/06/07 10:30:06,
36,87,1068611721,우리보안 주식회사,이명재,분석,44978564,88.8,87.941,88.758,0.3875 (100.3875),7 11,2024/06/10 08:16:57,
37,88,2158133077,오티씨 주식회사,김희언,분석,44979057,88.8,87.942,88.759,0.3886 (100.3886),10 2,2024/06/05 08:01:07,
38,89,2068601178,주식회사 해인이티에프,오재근,분석,44980209,88.8,87.944,88.762,0.3911 (100.3911),1 8,2024/06/07 16:58:40,
39,90,2048197877,주식회사 그린주의,김현미,분석,44980740,89.0,87.945,88.763,0.3923 (100.3923),5 2,2024/06/10 08:16:26,
40,90,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,44980740,89.0,87.945,88.763,0.3923 (100.3923),10 6,2024/06/10 07:48:37,
41,92,1198173261,주식회사 현대네트웍기술,조성익,분석,44980850,89.0,87.945,88.763,0.3926 (100.3926),3 11,2024/06/05 16:04:09,
42,93,1058153698,진우에이티에스 주식회사,정진태,분석,44982327,89.0,87.948,88.766,0.3959 (100.3959),7 4,2024/06/08 21:52:32,
43,94,1088182120,(주) 포스콤 에스아이,양병기,분석,44983660,89.0,87.951,88.768,0.3988 (100.3988),11 5,2024/06/05 09:18:43,
44,95,8338600103,주식회사 씨앤아이테크,서광수,분석,44983806,89.0,87.952,88.769,0.3992 (100.3992),4 6,2024/06/05 12:20:26,
45,96,2048635411,주식회사 화산에스티아이,이명재,분석,44986539,89.2,87.957,88.774,0.4053 (100.4053),10 9,2024/06/05 15:50:25,
46,97,1298104500,주식회사 상지건설,김영신,분석,44986720,89.2,87.958,88.774,0.4057 (100.4057),2 5,2024/06/07 11:05:35,
47,98,1088107572,세빈테크(주),박재영,분석,44987220,89.2,87.959,88.775,0.4068 (100.4068),6 9,2024/06/09 23:14:04,
48,99,2038101742,株式會社 革新電工社,오세화,분석,44988940,89.2,87.962,88.779,0.4106 (100.4106),11 8,2024/06/07 09:22:04,
49,100,2158669639,(주)한정원,이수환,분석,44989640,89.2,87.964,88.78,0.4122 (100.4122),12 4,2024/06/07 16:20:25,
0,101,1148661445,주식회사 아이티콘,이준형,분석,44993900,89.4,87.972,88.789,0.4217 (100.4217),3 15,2024/06/07 10:07:35,
1,102,2208886221,주식회사 지엔아이티,윤상병,분석,44995240,89.6,87.975,88.791,0.4247 (100.4247),5 12,2024/06/05 13:07:34,
2,103,2208116823,주봉정보시스템(주),김봉기,분석,44995634,89.6,87.976,88.792,0.4256 (100.4256),3 8,2024/06/07 09:26:20,
3,104,1288141176,주식회사 와이씨스템,장영찬,분석,44996889,89.6,87.979,88.795,0.4284 (100.4284),1 5,2024/06/10 09:39:59,
4,105,1198174315,주식회사 다솜이엔씨,송인주,분석,44997427,89.6,87.98,88.796,0.4296 (100.4296),2 14,2024/06/05 20:15:59,
5,106,1058682164,(주)울트라텔레콤,김성철,분석,44997650,89.6,87.98,88.796,0.4301 (100.4301),9 7,2024/06/05 17:14:16,
6,107,2188201775,사단법인 장애인동반성장협회 우리사업장,정영석,분석,44998200,89.6,87.981,88.797,0.4313 (100.4313),8 14,2024/06/05 16:06:14,
7,108,2088115241,한애전자(주),최용경,분석,44998367,89.6,87.982,88.797,0.4317 (100.4317),1 2,2024/06/07 09:01:56,
8,109,1078128574,(주)대진정보텔레콤,경완수,분석,45000030,89.8,87.985,88.801,0.4354 (100.4354),14 4,2024/06/10 09:24:53,
9,110,3178602180,주식회사 더시그넷,손법성,분석,45001503,89.8,87.988,88.804,0.4387 (100.4387),13 14,2024/06/10 09:03:08,
10,111,1058130768,세원전설 주식회사,최영래,분석,45002890,89.8,87.991,88.806,0.4417 (100.4417),3 5,2024/06/07 16:39:53,
11,112,2098127963,상승종합통신 주식회사,조남각,분석,45003157,89.8,87.992,88.807,0.4423 (100.4423),7 1,2024/06/05 12:20:23,
12,113,1178119238,주식회사 동양네트워크,김종렬,분석,45003690,89.8,87.993,88.808,0.4435 (100.4435),12 4,2024/06/10 09:13:51,
13,114,1098630066,주식회사 태양전기,홍석봉,분석,45004192,89.8,87.994,88.809,0.4447 (100.4447),14 5,2024/06/10 09:17:01,
14,115,2178145434,주식회사 한양전자피에이,여동도,분석,45005230,90.0,87.996,88.811,0.4470 (100.447),2 4,2024/06/10 09:33:01,
15,116,2648127825,"주식회사 제이원아이티 (JwonIT Co., Ltd.)",이준호,분석,45006350,90.0,87.998,88.813,0.4495 (100.4495),5 12,2024/06/10 09:18:22,
16,117,5528801885,주식회사 정도아이넷,장일석,분석,45006540,90.0,87.999,88.814,0.4499 (100.4499),13 9,2024/06/07 07:40:44,
17,118,6068665713,주식회사 두배라,김왕섭,분석,45007283,90.0,88.0,88.815,0.4516 (100.4516),14 3,2024/06/10 09:38:12,
18,119,1128148285,(주)백제이앤씨,손흥도,분석,45010583,89.8,88.007,88.822,0.4589 (100.4589),1 15,2024/06/06 08:21:10,
19,120,1058164176,(주)신보파워텍,공민우,분석,45011110,89.8,88.008,88.823,0.4601 (100.4601),2 14,2024/06/10 08:47:54,
20,121,1138183325,주식회사금강전력,오영선,분석,45011840,89.8,88.01,88.824,0.4617 (100.4617),1 10,2024/06/05 18:00:36,
21,122,2128196942,동진이앤씨(주),민진식,분석,45011980,89.8,88.01,88.824,0.4620 (100.462),7 15,2024/06/07 13:24:14,
22,123,7848600209,주식회사 아이알디통신,곽이현,분석,45012050,89.8,88.01,88.824,0.4622 (100.4622),15 7,2024/06/05 08:52:12,
23,124,2208892965,주식회사 코너스,김동오,분석,45012616,89.8,88.011,88.826,0.4635 (100.4635),13 5,2024/06/07 09:21:22,
24,125,1198137042,(주)진명연합전설,엄재준,분석,45012750,89.8,88.011,88.826,0.4638 (100.4638),13 4,2024/06/10 09:21:32,
25,126,2208143387,(주)글로벌텔레콤,서승현,분석,45015500,89.6,88.017,88.831,0.4699 (100.4699),4 9,2024/06/10 09:33:06,
26,127,1018143596,부기테크(주),은철우,분석,45018590,89.6,88.024,88.837,0.4768 (100.4768),3 15,2024/06/07 13:01:07,
27,128,2041077930,라인월드정보,박선양,분석,45019921,89.4,88.026,88.84,0.4798 (100.4798),2 1,2024/06/07 15:02:14,
28,129,1128701225,주식회사 블루인텔리전스,조축호,분석,45022204,89.4,88.031,88.845,0.4849 (100.4849),3 15,2024/06/06 12:39:17,
29,130,1188109785,주식회사 안세기술,이용안,분석,45029193,89.0,88.046,88.858,0.5005 (100.5005),3 5,2024/06/05 09:40:28,
30,131,1098651964,셀코정보기술 주식회사,임윤정,분석,45029640,89.0,88.046,88.859,0.5014 (100.5014),1 8,2024/06/09 20:58:05,
31,132,1188114949,이주씨스템(주),이복균,분석,45033830,88.8,88.055,88.867,0.5108 (100.5108),8 12,2024/06/07 15:31:01,
32,133,1238135136,(주)청남통신,최재언,분석,45035110,88.8,88.058,88.87,0.5137 (100.5137),12 1,2024/06/05 09:36:22,
33,134,2158774589,주식회사 스카이코어,최명훈,분석,45035152,88.8,88.058,88.87,0.5138 (100.5138),10 9,2024/06/05 09:00:09,
34,135,1128118909,(주)한일종합산업,박응석,분석,45035440,88.8,88.058,88.871,0.5144 (100.5144),4 15,2024/06/05 16:02:14,
35,136,2148105563,(주)인성이엔씨,김규만,분석,45036774,88.8,88.061,88.873,0.5174 (100.5174),15 9,2024/06/05 14:55:48,
36,137,1138189770,인콤아이에스(주),강점식,분석,45037040,88.8,88.062,88.874,0.5180 (100.518),12 15,2024/06/07 11:19:42,
37,138,1138628119,주식회사 아이티로그,김인희,분석,45038596,88.6,88.065,88.877,0.5214 (100.5214),3 1,2024/06/10 09:50:52,
38,139,1058133654,백상코퍼레이션(주),김중권,분석,45040000,88.6,88.068,88.88,0.5246 (100.5246),5 11,2024/06/07 14:02:26,
39,140,2128197392,금수티아이주식회사,이형주,분석,45040090,88.6,88.068,88.88,0.5248 (100.5248),9 4,2024/06/07 09:32:01,
40,141,2158199031,한소리이앤씨주식회사,안홍희,분석,45042200,88.6,88.072,88.884,0.5295 (100.5295),1 3,2024/06/10 07:53:34,
41,142,2158168275,천마정보통신(주),황범만,분석,45043581,88.4,88.075,88.887,0.5326 (100.5326),7 2,2024/06/07 23:47:41,
42,143,1088180573,다올정보기술주식회사,한숙기,분석,45044154,88.4,88.076,88.888,0.5338 (100.5338),13 6,2024/06/05 11:45:03,
43,144,1068648117,주식회사 티원엘에스,김영규,분석,45044212,88.4,88.077,88.888,0.5340 (100.534),7 14,2024/06/07 12:00:19,
44,145,6078616291,케이시스 주식회사,김중섭,분석,45045230,88.4,88.079,88.89,0.5362 (100.5362),3 5,2024/06/10 09:42:10,
45,146,2066762193,보성통신,문용권,분석,45045480,88.4,88.079,88.89,0.5368 (100.5368),10 14,2024/06/10 04:54:38,
46,147,1188117816,(주)영원정보통신,전춘식,분석,45045503,88.4,88.079,88.89,0.5369 (100.5369),1 14,2024/06/07 13:25:43,
47,148,1168147309,문엔지니어링(주),김성만,분석,45046900,88.4,88.082,88.893,0.5400 (100.54),5 4,2024/06/10 09:45:45,
48,149,1018151776,(주)지디시,김승환,분석,45046980,88.4,88.082,88.893,0.5402 (100.5402),8 5,2024/06/04 18:53:01,
49,150,1068711354,에이비씨네트워크 주식회사,안종현,분석,45047384,88.4,88.083,88.894,0.5411 (100.5411),15 8,2024/06/07 09:30:53,
0,151,2178125840,(주)에이디엠,정채옥,분석,45051770,88.2,88.092,88.903,0.5508 (100.5508),13 9,2024/06/10 09:33:14,
1,152,2208735083,주식회사 강남전기공사,나중안,분석,45052069,88.2,88.093,88.903,0.5515 (100.5515),1 12,2024/06/05 15:40:56,
2,153,1298665050,주식회사 글로벌메타,김부원,분석,45052402,88.2,88.094,88.904,0.5523 (100.5523),4 2,2024/06/05 18:58:53,
3,154,1148190678,주식회사 에드원,김춘걸,분석,45053000,88.0,88.095,88.905,0.5536 (100.5536),11 13,2024/06/10 09:43:41,
4,155,1208742187,주식회사 미소아이티,김재욱,분석,45053269,88.0,88.095,88.906,0.5542 (100.5542),8 5,2024/06/05 13:32:21,
5,156,2108131394,(주)안나시스템,문병조,분석,45054239,88.0,88.097,88.908,0.5564 (100.5564),5 9,2024/06/07 21:50:15,
6,157,1058694239,(주)진성전력,김용일,분석,45054810,88.0,88.099,88.909,0.5576 (100.5576),2 14,2024/06/05 08:16:16,
7,158,1198668254,대신인포시스 주식회사,최혜경,분석,45058115,87.8,88.105,88.915,0.5650 (100.565),15 14,2024/06/07 10:08:30,
8,159,2048642168,(주)비케이정보시스템,이용섭,분석,45058294,87.8,88.106,88.916,0.5654 (100.5654),6 1,2024/06/05 15:11:54,
9,160,2208709343,유텔레콤주식회사,한상미,분석,45058317,87.8,88.106,88.916,0.5655 (100.5655),14 1,2024/06/05 18:08:40,
10,161,7598100611,에스트랜스포트 주식회사,최제이미장국,분석,45061139,87.8,88.112,88.921,0.5718 (100.5718),12 1,2024/06/07 10:38:14,
11,162,2068666263,세움기술 주식회사,주익중,분석,45061230,87.8,88.112,88.922,0.5720 (100.572),14 2,2024/06/07 09:36:41,
12,163,7128700690,주식회사 포바이포,윤준호,분석,45064741,87.6,88.119,88.928,0.5798 (100.5798),1 10,2024/06/07 19:03:16,
13,164,2098124011,(주)주암전기통신,정한석,분석,45067948,87.4,88.126,88.935,0.5869 (100.5869),3 10,2024/06/07 09:08:45,
14,165,1078735096,주식회사 등대씨엔씨,서철승,분석,45068630,87.4,88.127,88.936,0.5885 (100.5885),6 2,2024/06/05 17:09:36,
15,166,1238609555,(주)에이알텍,이상남,분석,45069700,87.4,88.129,88.938,0.5909 (100.5909),9 11,2024/06/10 07:37:50,
16,167,1178167894,(주)동우이에프씨,이동술,분석,45070600,87.4,88.131,88.94,0.5929 (100.5929),10 9,2024/06/07 08:53:57,
17,168,2028158261,주식회사 남두,김승균,분석,45072080,87.4,88.134,88.943,0.5962 (100.5962),7 11,2024/06/10 07:40:00,
18,169,1128141680,주식회사엠케이씨티,장재철,분석,45072700,87.2,88.136,88.944,0.5976 (100.5976),12 1,2024/06/07 17:59:33,
19,170,2178601498,주식회사 엔키텍,원영춘,분석,45073290,87.2,88.137,88.945,0.5989 (100.5989),7 5,2024/06/07 09:07:43,
20,171,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,45076400,87.2,88.143,88.951,0.6058 (100.6058),13 6,2024/06/05 15:19:51,
21,172,6458700672,주식회사 비앤아이테크,김혜용,분석,45078340,87.0,88.147,88.955,0.6101 (100.6101),10 11,2024/06/05 16:45:27,
22,173,2078127900,합동전자통신(주),하명용,분석,45078960,87.0,88.149,88.957,0.6115 (100.6115),12 9,2024/06/05 18:05:21,
23,174,2128144463,동양비엠에스(주),김태수,분석,45080571,87.0,88.152,88.96,0.6151 (100.6151),10 12,2024/06/10 09:21:36,
24,175,1078162397,신용통신 주식회사,김형종,분석,45084214,86.8,88.159,88.967,0.6233 (100.6233),1 10,2024/06/04 22:20:44,
25,176,1208817900,주식회사 에이앤티플러스,김은아,분석,45084841,86.8,88.161,88.968,0.6247 (100.6247),14 9,2024/06/10 09:06:31,
26,177,1168175601,한빛인프라소닉(주),이한철,분석,45086550,86.8,88.164,88.971,0.6285 (100.6285),5 1,2024/06/10 07:51:44,
27,178,1098172945,(주)마커스코리아,이헌철,분석,45087000,86.6,88.165,88.972,0.6295 (100.6295),15 2,2024/06/10 09:00:45,
28,179,2208726454,한국랜트로비젼(주),조병진,분석,45087440,86.6,88.166,88.973,0.6305 (100.6305),11 10,2024/06/05 10:35:06,
29,180,1198195493,주식회사 인텍하우징,심인석,분석,45091115,86.6,88.174,88.98,0.6387 (100.6387),9 2,2024/06/10 09:41:00,
30,181,1078211162,사회복지법인한국노인생활지원재단,최종운,분석,45093021,86.4,88.178,88.984,0.6429 (100.6429),9 14,2024/06/07 16:43:25,
31,182,2208727337,주식회사주니파워네트웍스,노병준,분석,45093080,86.4,88.178,88.984,0.6430 (100.643),11 5,2024/06/05 14:25:29,
32,183,2018633767,주식회사 명진에스앤씨,이성훈,분석,45094026,86.4,88.18,88.986,0.6452 (100.6452),15 2,2024/06/05 08:38:00,
33,184,6048111797,주식회사글로벌엔씨,임채익,분석,45094205,86.4,88.18,88.987,0.6456 (100.6456),2 6,2024/06/10 09:47:34,
34,185,2078147814,(주)대호엔지니어링,윤용상,분석,45094820,86.4,88.181,88.988,0.6469 (100.6469),15 6,2024/06/07 15:13:13,
35,186,2298121250,(주)동곡기정,이주언,분석,45097912,86.2,88.188,88.994,0.6538 (100.6538),15 8,2024/06/05 09:36:44,
36,187,7948100026,주식회사 아성엠,전세희,분석,45098290,86.2,88.189,88.995,0.6547 (100.6547),9 2,2024/06/09 12:09:43,
37,188,6458800418,청명이엔지 주식회사,김형준,분석,45100119,86.2,88.192,88.998,0.6588 (100.6588),1 15,2024/06/09 21:15:20,
38,189,2708702044,(주)넷원시스템,김두한,분석,45103959,86.0,88.2,89.006,0.6673 (100.6673),10 8,2024/06/10 07:37:11,
39,190,1138156089,코아아이앤씨(주),김현모,분석,45105030,86.0,88.203,89.008,0.6697 (100.6697),15 5,2024/06/09 20:49:56,
