,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2148669048,보라정보통신 주식회사  [최종낙찰],송석상,분석,156102827,85.0,87.746,88.962,0.31554 (100.31554),11 2,2024/01/03 17:34:10,
1,2,2058126341,종합전기 주식회사,김유훈,분석,156102911,85.0,87.746,88.962,0.31560 (100.3156),10 11,2024/01/05 08:00:48,
2,3,1068619820,주식회사유엔콘트롤,남성모,분석,156105810,85.0,87.748,88.964,0.31748 (100.31748),6 13,2024/01/03 13:23:57,
3,4,1208612783,주식회사 나오디지탈,안병우,분석,156107220,85.0,87.749,88.964,0.31839 (100.31839),4 3,2024/01/04 09:52:00,
4,5,2188103742,피에스텍(주),황재용,분석,156108771,85.0,87.75,88.965,0.31940 (100.3194),8 11,2024/01/04 11:28:06,
5,6,1058606899,이화티티씨(주),이선정,분석,156110458,85.0,87.751,88.966,0.32050 (100.3205),6 10,2024/01/03 17:51:58,
6,7,1108131416,중앙하이텔 주식회사,윤석래,분석,156110770,85.0,87.751,88.966,0.32070 (100.3207),13 4,2024/01/04 10:44:15,
7,8,2148647194,투앤원정보통신주식회사,서승호,분석,156111071,85.0,87.751,88.967,0.32090 (100.3209),6 2,2024/01/03 10:28:39,
8,9,1198668254,대신인포시스 주식회사,최혜경,분석,156111160,85.0,87.751,88.967,0.32095 (100.32095),11 2,2024/01/03 14:16:19,
9,10,1380715369,영인 아이티 기술사 사무소,함영만,분석,156113227,85.0,87.752,88.968,0.32230 (100.3223),15 8,2024/01/04 10:04:27,
10,11,2138176895,주식회사 코젠,윤영근,분석,156115200,85.0,87.754,88.969,0.32358 (100.32358),5 4,2024/01/04 09:03:05,
11,12,1018116968,(주)넥슨정보통신,신양인,분석,156115380,85.0,87.754,88.969,0.32369 (100.32369),12 2,2024/01/03 16:29:56,
12,13,2158676426,주식회사 건영이앤씨,박지명,분석,156115700,85.0,87.754,88.969,0.32390 (100.3239),11 8,2024/01/04 11:19:27,
13,14,3158800929,에이블이엔씨 주식회사,김주형,분석,156117230,85.2,87.755,88.97,0.32490 (100.3249),12 2,2024/01/04 09:22:43,
14,15,2118612681,(주)해우정보시스템,김병헌,분석,156122002,85.2,87.758,88.973,0.32799 (100.32799),12 8,2024/01/03 12:52:34,
15,16,1138146387,(주)대산시스템,전재수,분석,156125698,85.2,87.76,88.975,0.33040 (100.3304),8 2,2024/01/04 16:27:07,
16,17,2048161869,(주)근영이엔씨,이성영,분석,156127613,85.2,87.761,88.976,0.33164 (100.33164),7 14,2024/01/03 11:32:54,
17,18,1068127039,진명이엔씨(주),박창호,분석,156128285,85.2,87.762,88.976,0.33208 (100.33208),15 4,2024/01/03 14:27:31,
18,19,2208106252,주식회사 중선아이티씨,김학선,분석,156128500,85.2,87.762,88.977,0.33222 (100.33222),11 6,2024/01/04 11:13:14,
19,20,2158690656,금성통신건설(주),윤영신,분석,156129230,85.2,87.762,88.977,0.33269 (100.33269),8 11,2024/01/04 09:45:49,
20,21,2178140711,주식회사 넥슨통신,이미영,분석,156130624,85.2,87.763,88.978,0.33359 (100.33359),7 5,2024/01/03 10:15:47,
21,22,4278601362,주식회사 케이엔테크,고범철,분석,156131500,85.2,87.764,88.978,0.33416 (100.33416),3 15,2024/01/03 20:12:54,
22,23,2118771649,주식회사 월드멀티넷,박영희,분석,156131850,85.2,87.764,88.978,0.33439 (100.33439),12 13,2024/01/03 11:11:08,
23,24,1108175767,(주)에스에이치전기,김성태,분석,156131856,85.2,87.764,88.978,0.33440 (100.3344),2 8,2024/01/04 16:48:47,
24,25,1078140904,대월기전(주),김승연,분석,156132750,85.2,87.764,88.979,0.33498 (100.33498),12 8,2024/01/03 17:16:59,
25,26,2178113330,(주)오성에스이엠,오성표,분석,156142634,85.4,87.77,88.985,0.34140 (100.3414),2 6,2024/01/04 10:00:28,
26,27,2028136990,(주)무궁화전자,이효형,분석,156144250,85.4,87.771,88.985,0.34244 (100.34244),9 1,2024/01/05 07:46:03,
27,28,2178121937,부광이앤씨 주식회사,정동국,분석,156147869,85.4,87.774,88.988,0.34480 (100.3448),11 10,2024/01/03 15:53:36,
28,29,1348182624,(주)이앤에스알앤디,이봉희,분석,156153104,85.6,87.777,88.991,0.34820 (100.3482),4 13,2024/01/04 11:54:01,
29,30,1208799924,(주)푸름데이타웨어,이광진,분석,156155555,85.6,87.778,88.992,0.34979 (100.34979),6 14,2024/01/05 08:58:31,
30,31,1208817900,주식회사 에이앤티플러스,김은아,분석,156155922,85.6,87.779,88.992,0.35003 (100.35003),11 8,2024/01/05 08:51:40,
31,32,1218700268,주식회사 우신,김명진,분석,156160033,85.6,87.781,88.994,0.35270 (100.3527),13 7,2024/01/03 11:01:25,
32,33,1128118909,(주)한일종합산업,박응석,분석,156166810,85.8,87.785,88.998,0.35710 (100.3571),12 13,2024/01/05 09:39:13,
33,34,2208132347,(주)태양기술개발,안규철,분석,156167212,85.8,87.786,88.999,0.35736 (100.35736),12 3,2024/01/04 07:08:22,
34,35,2108108684,주식회사 대금이앤아이,김종우,분석,156169890,85.8,87.787,89.0,0.35910 (100.3591),3 11,2024/01/03 12:55:55,
35,36,1148661445,주식회사 아이티콘,이준형,분석,156173500,85.8,87.789,89.002,0.36144 (100.36144),4 10,2024/01/03 10:22:34,
36,37,2068184285,주식회사 진명파워택,이명규,분석,156173638,85.8,87.79,89.002,0.36153 (100.36153),10 13,2024/01/05 09:28:41,
37,38,1168144224,제일정보건설 주식회사,김진철,분석,156174813,85.8,87.79,89.003,0.36230 (100.3623),1 5,2024/01/04 09:09:14,
38,39,2298121250,(주)동곡기정,이주언,분석,156175429,85.8,87.791,89.003,0.36270 (100.3627),14 11,2024/01/05 08:55:33,
39,40,2208100563,경창계전 주식회사,이성욱,분석,156175580,85.8,87.791,89.003,0.36279 (100.36279),15 2,2024/01/03 15:12:15,
40,41,1138163445,주식회사 삼도통신,이정경,분석,156176600,85.8,87.791,89.004,0.36346 (100.36346),2 10,2024/01/03 14:30:46,
41,42,1108124633,(주)디앤에스테크놀로지,이원우,분석,156182866,86.0,87.795,89.008,0.36753 (100.36753),8 15,2024/01/03 10:06:47,
42,43,2158640952,(주)에스티탑,민기동,분석,156194983,86.0,87.803,89.014,0.37540 (100.3754),9 4,2024/01/04 08:36:33,
43,44,2068213088,사단법인장애인동반성장협회,정영석,분석,156197500,86.0,87.804,89.016,0.37703 (100.37703),9 7,2024/01/03 13:37:34,
44,45,4178600013,블랙썬 주식회사,이희부,분석,156197910,86.0,87.804,89.016,0.37730 (100.3773),12 2,2024/01/04 14:28:36,
45,46,1068653279,주식회사 랜오아시스,서진선,분석,156199602,86.2,87.805,89.017,0.37840 (100.3784),14 13,2024/01/05 08:49:13,
46,47,2108168358,주식회사 영호전기통신,조소연,분석,156199818,86.2,87.806,89.017,0.37854 (100.37854),1 4,2024/01/04 08:33:36,
47,48,1058173369,(주)신한개발,이종순,분석,156202066,86.2,87.807,89.018,0.38000 (100.38),14 11,2024/01/03 10:19:32,
