,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,2208191439,주식회사 디투에스  [최종낙찰],이상현,분석,376823580.0,87.995,87.499,-0.56288 (99.43712),12 4,2024/01/22 09:49:13,
1,2,1198165489,주식회사 한국아이오티기술원,최창규,분석,376942470.0,88.023,87.527,-0.53151 (99.46849),12 2,2024/01/24 08:53:19,
2,3,7088700600,주식회사 이오스원,유종수,분석,377214640.0,88.087,87.59,-0.45968 (99.54032),1 7,2024/01/22 10:21:48,
3,4,6948100798,주식회사 아이티씨테크,류제종,분석,377615880.0,88.181,87.683,-0.35380 (99.6462),11 1,2024/01/21 20:04:54,
4,5,1248137312,대신네트웍스주식회사,연규현,분석,377672810.0,88.194,87.696,-0.33878 (99.66122),12 1,2024/01/22 09:52:58,
5,6,1408174696,주식회사 비엔티플러스,안세환,분석,377732598.0,88.208,87.71,-0.32300 (99.677),5 9,2024/01/22 09:43:23,
6,7,1308167432,세진텔레시스 주식회사,주대철,분석,378039328.0,88.279,87.782,-0.24206 (99.75794),1 4,2024/01/23 10:54:25,
7,8,5138100034,주식회사 엠젠솔루션,조상환,분석,378076600.0,88.288,87.79,-0.23223 (99.76777),8 15,2024/01/22 10:32:48,
8,9,1138178875,주식회사 디즈넷,최용선,분석,378461300.0,88.378,87.879,-0.13071 (99.86929),8 5,2024/01/22 16:14:02,
9,10,1388104936,대은전자 주식회사,이홍주,분석,378474900.0,88.381,87.883,-0.12712 (99.87288),2 12,2024/01/22 11:15:30,
10,11,1288625680,(주)미래엔시스,송정곤,분석,378578430.0,88.405,87.907,-0.09980 (99.9002),4 14,2024/01/23 10:00:58,
11,12,2178125840,(주)에이디엠,정채옥,분석,378921380.0,88.485,87.986,-0.00931 (99.99069),5 8,2024/01/23 16:17:22,
12,13,1428137834,주식회사 예스정보통신,김영준,분석,378987987.0,88.501,88.002,0.00827 (100.00827),14 15,2024/01/24 08:38:43,
13,14,4108656082,주식회사 영원시스템즈,우숙경,분석,379156717.0,88.54,88.041,0.05280 (100.0528),7 4,2024/01/23 13:27:53,
14,15,1408167327,주식회사이룸아이앤씨,박정용,분석,379531500.0,88.628,88.128,0.15169 (100.15169),3 11,2024/01/23 09:12:48,
15,16,1298189469,주식회사 한산피엔씨,박민우,분석,379763200.0,88.682,88.182,0.21284 (100.21284),1 13,2024/01/24 08:52:12,
16,17,4918801315,주식회사 혜성테크윈,우윤학,분석,379787760.0,88.688,88.187,0.21932 (100.21932),11 2,2024/01/24 09:29:38,
17,18,1288166726,(주)엔이아이씨,길승국,분석,379998300.0,88.737,88.236,0.27487 (100.27487),6 15,2024/01/23 09:35:35,
18,19,4748701220,(주)바른정보기술,최민영,분석,380146930.0,88.772,88.271,0.31410 (100.3141),14 12,2024/01/23 09:21:55,
19,20,2178145899,주식회사 한맥시스템,이창봉,분석,380386408.0,88.827,88.326,0.37729 (100.37729),15 14,2024/01/21 15:34:08,
20,21,1328636304,(주)경인텔레콤,박광범,분석,380411821.0,88.833,88.332,0.38400 (100.384),6 2,2024/01/23 16:38:35,
21,22,1308170126,주식회사 피씨엔,한지효,분석,380542941.0,88.864,88.363,0.41860 (100.4186),8 4,2024/01/23 19:13:02,
22,23,1248704318,주식회사텔컴,이상호,분석,380919620.0,88.952,88.45,0.51799 (100.51799),1 10,2024/01/23 09:51:03,
23,24,2678700507,(주)성혜정보통신,김재승,분석,380920423.0,88.952,88.45,0.51821 (100.51821),5 2,2024/01/23 14:58:19,
24,25,2368701351,주식회사 한빛티엔에스,이광열,분석,380927700.0,88.954,88.452,0.52013 (100.52013),9 5,2024/01/19 11:26:50,
25,26,8418801179,주식회사 태경정보통신,나정은,분석,381144340.0,89.004,88.502,0.57729 (100.57729),10 2,2024/01/20 10:24:02,
26,27,1348653522,주식회사 예강텔레콤,박균옥,분석,383013300.0,89.441,88.936,1.07048 (101.07048),8 7,2024/01/19 10:03:15,
27,28,8208802244,주식회사 에스피비,박해은,분석,384576555.0,89.806,89.299,1.48300 (101.483),11 3,2024/01/22 16:19:39,
28,29,2648122849,주식회사 태영아이앤씨,신동준,분석,384899999.0,89.881,89.375,1.56835 (101.56835),11 5,2024/01/24 00:08:18,
29,30,7198700629,(주)윈테크,김용국,분석,397100000.0,92.73,92.207,4.78771 (104.78771),3 1,2024/01/22 13:52:40,
30,31,5130276918,세원정보통신,박태수,분석,398340930.0,93.02,92.496,5.11517 (105.11517),13 15,2024/01/22 11:37:34,
31,-1,1308167830,주식회사 미디컴전자,정광영,분석,376266415.0,87.865,87.37,-0.70990 (99.2901),5 6,2024/01/19 10:06:37,낙찰하한선 미달
32,-2,8428700706,주식회사 퍼스트텍,양영선,분석,375994320.0,87.802,87.307,-0.78171 (99.21829),15 10,2024/01/23 09:09:29,낙찰하한선 미달
33,-3,2188601661,주식회사 동호이엔씨,김현진,분석,375927853.0,87.786,87.291,-0.79925 (99.20075),14 8,2024/01/23 16:06:40,낙찰하한선 미달
34,-4,1248605945,주식회사 새롬정보통신,홍연심,분석,375370903.0,87.656,87.162,-0.94621 (99.05379),8 11,2024/01/23 15:30:11,낙찰하한선 미달
35,-5,1248746088,주식회사엔에스지,양성기,분석,,,,,,0000/00/00 00:00:00,전자입찰취소신청
