,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
20,21,2188103742,피에스텍(주),황재용,분석,558227331,75.0,89.136,88.346,-1.0983 (98.9017),9 8,2024/06/13 13:25:34,
21,22,2208895263,주식회사 필립이엔씨,임혜란,분석,558241610,75.0,89.138,88.348,-1.0958 (98.9042),13 12,2024/06/17 11:36:22,
22,23,1058665689,(주)경림이앤지,김창근,분석,558277560,75.0,89.144,88.354,-1.0894 (98.9106),5 9,2024/06/14 16:05:48,
23,24,2148854189,(주)태원전기,김응식,분석,558282637,75.0,89.145,88.355,-1.0885 (98.9115),10 15,2024/06/14 17:57:56,
24,25,3628700817,씨큐리티 주식회사,공승길,분석,558309165,75.0,89.149,88.359,-1.0838 (98.9162),2 4,2024/06/14 08:42:09,
25,26,2098155983,주식회사 케이텍솔루션,임경택,분석,558331742,75.0,89.153,88.362,-1.0798 (98.9202),4 11,2024/06/13 13:50:54,
26,27,1198151253,경인계측시스템(주),전무송,분석,558345222,75.0,89.155,88.364,-1.0775 (98.9225),11 12,2024/06/14 09:45:34,
27,28,1148611926,(주)동진이앤티,김미화,분석,558389878,75.0,89.163,88.371,-1.0695 (98.9305),2 12,2024/06/13 14:24:27,
28,29,1418147931,주식회사 이리야시스템,허재혁,분석,558452292,75.0,89.173,88.381,-1.0585 (98.9415),11 6,2024/06/17 09:12:22,
29,30,1198617662,주식회사 엠토스솔루션스,김관종,분석,558454976,75.0,89.173,88.382,-1.0580 (98.942),2 8,2024/06/13 14:08:02,
30,31,1198609084,주식회사 유니씨엔에스,박경임,분석,558455352,75.0,89.174,88.382,-1.0579 (98.9421),1 2,2024/06/14 07:51:41,
31,32,6558701528,(주)스마트정보기술,박성애,분석,558468925,75.0,89.176,88.384,-1.0555 (98.9445),11 9,2024/06/14 17:52:54,
32,33,1178164451,(주)지엠디텔레콤,김창윤,분석,558506626,75.0,89.182,88.39,-1.0489 (98.9511),5 2,2024/06/14 08:22:57,
33,34,5868701163,주식회사 하이텍에이브이,김라영,분석,558565396,75.0,89.192,88.399,-1.0385 (98.9615),2 5,2024/06/17 08:35:29,
34,35,1061248998,비젼네트워크,김덕기,분석,558566892,75.0,89.192,88.4,-1.0382 (98.9618),14 15,2024/06/17 06:17:18,
35,36,1198684157,(주)이제이정보시스템,정광열,분석,558588682,75.0,89.195,88.403,-1.0343 (98.9657),7 9,2024/06/14 09:39:31,
36,37,1208164006,(주)청음미디어,박공서,분석,558614740,75.0,89.2,88.407,-1.0297 (98.9703),7 9,2024/06/13 10:34:38,
37,38,1068619820,주식회사유엔콘트롤,남성모,분석,558626000,75.0,89.202,88.409,-1.0277 (98.9723),3 4,2024/06/13 11:59:39,
38,39,1138170266,(주)리빙콘트롤,김병진,분석,558633036,75.0,89.203,88.41,-1.0265 (98.9735),4 2,2024/06/17 09:08:03,
39,40,1128152663,한국아이디정보(주),송찬호,분석,558648950,75.0,89.205,88.412,-1.0236 (98.9764),14 13,2024/06/14 10:09:43,
40,41,8978600790,로봇앤컴 주식회사,이경일,분석,558676050,75.0,89.21,88.417,-1.0188 (98.9812),8 11,2024/06/17 09:14:50,
41,42,2138198870,주식회사 근우,김재진,분석,558695853,75.0,89.213,88.42,-1.0153 (98.9847),12 2,2024/06/14 09:16:12,
42,43,2118138895,주식회사 나라컨트롤,문찬혁,분석,558697286,75.0,89.213,88.42,-1.0151 (98.9849),13 15,2024/06/13 10:11:23,
43,44,4188155516,아이피119정보통신 주식회사,김영수,분석,558758891,75.0,89.223,88.43,-1.0042 (98.9958),3 6,2024/06/13 13:34:18,
44,45,1108197970,유넷시스 주식회사,강욱,분석,558843676,75.0,89.237,88.443,-0.9891 (99.0109),14 2,2024/06/13 13:35:36,
45,46,1708601068,주식회사 와이비정보시스템,정영배,분석,558860050,75.0,89.24,88.446,-0.9862 (99.0138),12 15,2024/06/13 14:14:19,
46,47,1198609177,이유솔루션주식회사,장지호,분석,558903141,75.0,89.247,88.453,-0.9786 (99.0214),5 15,2024/06/16 14:16:09,
47,48,4168128895,(주)비아이씨스템,방인식,분석,558957280,75.0,89.256,88.461,-0.9690 (99.031),6 5,2024/06/17 06:49:06,
48,49,2118145912,영남스퀘어 주식회사,장재모,분석,558958510,75.0,89.256,88.461,-0.9688 (99.0312),13 11,2024/06/13 10:38:51,
49,50,1078640952,(주)바비젼,이주일,분석,558969574,75.0,89.258,88.463,-0.9668 (99.0332),5 9,2024/06/14 09:41:24,
0,51,2208151999,현대에이치티 주식회사,이건구,분석,558996347,75.0,89.263,88.467,-0.9621 (99.0379),8 15,2024/06/14 08:55:39,
1,52,1058649262,주식회사 노하우전기통신,임창배,분석,559011875,75.0,89.265,88.47,-0.9593 (99.0407),3 4,2024/06/14 10:09:49,
2,53,1198600157,(주)제스엔지니어링,오인수,분석,559026551,75.0,89.267,88.472,-0.9567 (99.0433),8 2,2024/06/17 08:24:55,
3,54,1178186611,주식회사 에프에이일렉콤,박인숙,분석,559054401,75.0,89.272,88.477,-0.9518 (99.0482),5 9,2024/06/13 10:56:09,
4,55,1078764946,아토리서치 주식회사,정재웅,분석,559079043,75.0,89.276,88.481,-0.9474 (99.0526),1 2,2024/06/14 15:45:39,
5,56,1198637557,주식회사제이케이데이터시스템즈,윤재근,분석,559111000,75.0,89.281,88.486,-0.9418 (99.0582),9 12,2024/06/13 15:58:21,
6,57,1060268388,현대통신기술,김성환,분석,559122250,75.0,89.283,88.487,-0.9398 (99.0602),7 3,2024/06/14 10:03:51,
7,58,2018182230,주식회사 본네트시큐,최수기,분석,559155378,75.0,89.289,88.493,-0.9339 (99.0661),9 7,2024/06/13 12:16:06,
8,59,2148626132,(주)오버넷,신창호,분석,559181203,75.0,89.293,88.497,-0.9293 (99.0707),14 2,2024/06/17 11:46:34,
9,60,1098178920,주식회사 보다컴,류시훈,분석,559185801,75.0,89.294,88.497,-0.9285 (99.0715),10 3,2024/06/13 16:28:03,
10,61,2208604531,주식회사 월드린시스템즈,류준열,분석,559213500,75.0,89.298,88.502,-0.9236 (99.0764),7 12,2024/06/14 15:12:30,
11,62,2011497895,정우이앤씨,유동환,분석,559238420,75.0,89.302,88.506,-0.9192 (99.0808),9 11,2024/06/14 09:22:23,
12,63,1108140593,(주)대건이엔씨,이황희,분석,559238690,75.0,89.302,88.506,-0.9192 (99.0808),10 1,2024/06/14 12:56:59,
13,64,1018148698,(주)석산텔레콤,박봉환,분석,559265870,75.0,89.307,88.51,-0.9143 (99.0857),14 13,2024/06/17 09:11:26,
14,65,2178125840,(주)에이디엠,정채옥,분석,559271180,75.0,89.308,88.511,-0.9134 (99.0866),15 5,2024/06/13 16:35:05,
15,66,2018643926,두전네트웍스 주식회사,김병현,분석,559275470,75.0,89.308,88.512,-0.9126 (99.0874),11 1,2024/06/14 13:16:04,
16,67,1058622531,건웅신호산전(주),박정현,분석,559286210,75.0,89.31,88.513,-0.9107 (99.0893),7 9,2024/06/17 09:18:26,
17,68,7418801210,주식회사 한국에이브이산업,이재숙,분석,559292960,75.0,89.311,88.514,-0.9095 (99.0905),15 12,2024/06/13 10:03:01,
18,69,1191119997,대흥전기통신공사,고미영,분석,559336605,75.0,89.318,88.521,-0.9018 (99.0982),4 6,2024/06/17 08:47:49,
19,70,1168162839,주식회사 유니포인트,안국필,분석,559341163,75.0,89.319,88.522,-0.9010 (99.099),6 9,2024/06/13 10:00:53,
20,71,1138618789,이노뎁(주),이성진,분석,559351096,75.0,89.321,88.524,-0.8992 (99.1008),14 2,2024/06/14 15:20:57,
21,72,2118193336,(주)국제비엠에스,윤도선,분석,559390385,75.0,89.327,88.53,-0.8923 (99.1077),2 13,2024/06/14 09:28:13,
22,73,1018126108,(주)일능,심금자,분석,559405845,75.0,89.33,88.532,-0.8895 (99.1105),8 15,2024/06/14 09:13:55,
23,74,2048620126,(주)상부사종합건설,이상만,분석,559415571,75.0,89.331,88.534,-0.8878 (99.1122),13 4,2024/06/17 07:38:31,
24,75,2448601409,주식회사 지투넥스,김용태,분석,559427532,75.0,89.333,88.536,-0.8857 (99.1143),10 6,2024/06/17 09:59:21,
25,76,1138649133,빅썬시스템즈 주식회사,권태일,분석,559428557,75.0,89.334,88.536,-0.8855 (99.1145),9 1,2024/06/13 14:08:23,
26,77,1148137386,(주)유일엔지니어링,송수길,분석,559437000,75.0,89.335,88.537,-0.8840 (99.116),14 2,2024/06/14 08:31:23,
27,78,2128144255,경방전기통신(주),장기인,분석,559514686,75.0,89.348,88.549,-0.8703 (99.1297),9 12,2024/06/17 09:43:16,
28,79,2148752525,(주)엘티네트워크,조완식,분석,559523738,75.0,89.349,88.551,-0.8687 (99.1313),9 7,2024/06/13 22:35:04,
29,80,2208110305,주식회사 일신이앤드씨,홍영남,분석,559525700,75.0,89.35,88.551,-0.8683 (99.1317),5 1,2024/06/17 09:02:27,
30,81,2100412872,유광미디어,김유성,분석,559528929,75.0,89.35,88.552,-0.8677 (99.1323),12 13,2024/06/17 09:25:33,
31,82,1018151140,(주)사운드솔루션,이홍,분석,559584190,75.0,89.359,88.56,-0.8580 (99.142),5 6,2024/06/14 10:38:31,
32,82,1988101775,주식회사 사운드허브,김민정,분석,559584190,75.0,89.359,88.56,-0.8580 (99.142),7 15,2024/06/14 11:21:21,
33,84,2068184285,주식회사 진명파워택,이명규,분석,559675380,75.0,89.374,88.575,-0.8418 (99.1582),12 4,2024/06/17 09:31:05,
34,85,1138635212,(주)아이제이일렉트론,김도형,분석,559682400,75.0,89.375,88.576,-0.8406 (99.1594),4 3,2024/06/14 13:42:47,
35,86,1108182195,주식회사 벨아이앤에스,한성욱,분석,559726970,75.0,89.383,88.583,-0.8327 (99.1673),11 13,2024/06/17 08:39:08,
36,87,1388150425,주식회사 유니와이드,김창환,분석,559752403,75.0,89.387,88.587,-0.8281 (99.1719),11 2,2024/06/13 14:40:08,
37,88,1188114949,이주씨스템(주),이복균,분석,559773880,75.0,89.39,88.591,-0.8243 (99.1757),5 12,2024/06/14 16:31:19,
38,89,1198164802,주식회사 비아이넷,김동균,분석,559777376,75.0,89.391,88.591,-0.8237 (99.1763),8 12,2024/06/13 10:08:45,
39,90,2118771649,주식회사 월드멀티넷,박영희,분석,559829730,75.0,89.4,88.599,-0.8144 (99.1856),7 6,2024/06/13 11:21:42,
40,91,1128141680,주식회사엠케이씨티,장재철,분석,559873920,75.0,89.407,88.606,-0.8066 (99.1934),4 14,2024/06/17 09:28:44,
41,92,1208163439,(주)아이엘에스씨,이병준,분석,559874401,75.0,89.407,88.606,-0.8065 (99.1935),7 5,2024/06/14 14:37:33,
42,93,1148608950,주식회사 알티솔루션,이재석,분석,559901240,75.0,89.411,88.611,-0.8018 (99.1982),11 3,2024/06/13 11:04:46,
43,94,1018642326,한우이앤에스(주),변준석,분석,559917216,75.0,89.414,88.613,-0.7989 (99.2011),6 14,2024/06/14 11:50:49,
44,95,2068629138,(주)하나윈정보기술,도수현,분석,559925409,75.0,89.415,88.615,-0.7975 (99.2025),10 8,2024/06/14 08:49:44,
45,96,8958700597,주식회사 아이티앤에스,김세영,분석,559928735,75.0,89.416,88.615,-0.7969 (99.2031),6 1,2024/06/13 12:05:37,
46,97,1048140865,다이아몬드전자(주),이건,분석,559931891,75.0,89.416,88.616,-0.7963 (99.2037),6 2,2024/06/14 13:57:57,
47,98,1088178984,(주)포소드,마명철,분석,559941063,75.0,89.418,88.617,-0.7947 (99.2053),2 1,2024/06/17 10:04:39,
48,99,1358145603,한라인포넷(주),장경민,분석,559951646,75.0,89.42,88.619,-0.7928 (99.2072),3 6,2024/06/16 23:10:27,
49,100,2048131967,(주)용백전설,곽의영,분석,559961241,75.0,89.421,88.62,-0.7911 (99.2089),8 2,2024/06/17 10:03:50,
0,101,1288618438,주식회사 엔지스웨이,최영재,분석,559985286,75.0,89.425,88.624,-0.7869 (99.2131),11 12,2024/06/13 16:55:10,
1,102,1068601621,주식회사 동양타브,이세근,분석,559994157,75.0,89.427,88.625,-0.7853 (99.2147),5 7,2024/06/13 11:36:55,
2,103,1098166803,(주)아이앤씨파트너스,곽준철,분석,559999630,75.0,89.428,88.626,-0.7843 (99.2157),10 15,2024/06/17 10:45:14,
3,104,2068125404,(주)대경인트라넷,이강열,분석,560017550,75.0,89.43,88.629,-0.7812 (99.2188),7 11,2024/06/14 16:46:47,
4,105,2208804175,주식회사 예준시스템,이인애,분석,560041838,75.0,89.434,88.633,-0.7769 (99.2231),15 6,2024/06/13 13:10:13,
5,106,2148188924,우민전기(주),이학표,분석,560051550,75.0,89.436,88.634,-0.7751 (99.2249),2 12,2024/06/14 08:36:45,
6,107,1078674016,주식회사가나이엔지,강재선,분석,560083128,75.0,89.441,88.639,-0.7696 (99.2304),15 2,2024/06/13 11:13:00,
7,108,2048129194,위성이앤씨(주),이양숙,분석,560092188,75.0,89.443,88.641,-0.7679 (99.2321),3 6,2024/06/13 10:15:14,
8,109,1108170025,(주)원비즈시스템,박의영,분석,560112055,75.0,89.446,88.644,-0.7644 (99.2356),6 14,2024/06/14 09:37:56,
9,110,2148626637,(주)아이엔지시스템,김정화,분석,560134500,75.0,89.45,88.648,-0.7605 (99.2395),7 2,2024/06/14 18:14:22,
10,111,2098134159,주식회사 피스코이엔씨,조기현,분석,560141081,75.0,89.451,88.649,-0.7593 (99.2407),2 11,2024/06/14 08:41:35,
11,112,1068669669,(주)일광통신,이병일,분석,560227660,75.0,89.465,88.662,-0.7439 (99.2561),10 15,2024/06/14 08:53:21,
12,113,1018151776,(주)지디시,김승환,분석,560250790,75.0,89.469,88.666,-0.7399 (99.2601),8 1,2024/06/13 16:34:46,
13,114,2048635411,주식회사 화산에스티아이,이명재,분석,560291995,75.0,89.476,88.673,-0.7325 (99.2675),2 12,2024/06/13 15:35:14,
14,115,2138800230,주식회사 성민전기통신,홍종애,분석,560355775,75.0,89.486,88.683,-0.7212 (99.2788),3 5,2024/06/13 23:52:40,
15,116,2048197877,주식회사 그린주의,김현미,분석,560378803,75.0,89.49,88.686,-0.7172 (99.2828),1 12,2024/06/17 08:11:16,
16,117,1058188805,(주)경성텔레콤,김천수,분석,560381780,75.0,89.49,88.687,-0.7166 (99.2834),4 2,2024/06/14 11:17:03,
17,118,2048644152,신해공영주식회사,이종범,분석,560383400,75.0,89.491,88.687,-0.7164 (99.2836),6 3,2024/06/14 10:15:23,
18,119,7098602638,주식회사 시그널아이씨티,강민희,분석,560385125,75.0,89.491,88.687,-0.7160 (99.284),5 1,2024/06/17 09:06:27,
19,120,1088179663,주식회사 시큐뱅크,심재춘,분석,560400700,75.0,89.494,88.69,-0.7133 (99.2867),1 10,2024/06/14 11:17:40,
20,121,5088137937,(주)벨류데이터,정영두,분석,560419556,75.0,89.497,88.693,-0.7099 (99.2901),5 15,2024/06/15 16:35:34,
21,122,1738100419,주식회사 아이즈온솔루션,김보현,분석,560421810,75.0,89.497,88.693,-0.7096 (99.2904),12 15,2024/06/17 09:35:07,
22,123,2148675138,(주)대호아이티에스,임진덕,분석,560438745,75.0,89.5,88.696,-0.7065 (99.2935),9 3,2024/06/13 10:52:15,
23,124,2041077930,라인월드정보,박선양,분석,560438809,75.0,89.5,88.696,-0.7065 (99.2935),6 8,2024/06/13 15:49:37,
24,125,3058138619,(주)사이버텔브릿지,남백산,분석,560471905,75.0,89.505,88.701,-0.7007 (99.2993),13 15,2024/06/13 10:03:39,
25,126,2170366237,염광통신공사,기홍용,분석,560496317,75.0,89.509,88.705,-0.6963 (99.3037),13 9,2024/06/14 17:29:50,
26,127,2108165652,키코아이비에스주식회사,공재근,분석,560540823,75.0,89.517,88.712,-0.6885 (99.3115),14 15,2024/06/14 14:16:38,
27,128,8178800099,(주)대성오토텍,신미금,분석,560552760,75.0,89.519,88.714,-0.6863 (99.3137),15 7,2024/06/13 14:02:01,
28,129,1098143173,에이스건설 주식회사,원경환,분석,560556100,75.0,89.519,88.714,-0.6858 (99.3142),2 1,2024/06/17 08:44:34,
29,130,1188111452,동화전자산업(주),김종화,분석,560557270,75.0,89.519,88.715,-0.6856 (99.3144),1 3,2024/06/17 08:36:04,
30,131,2148824685,육일정보통신 주식회사,김지곤,분석,560560670,75.0,89.52,88.715,-0.6849 (99.3151),2 14,2024/06/17 11:53:59,
31,132,1018154598,씨엔에스코리아(주),유호태,분석,560573560,75.0,89.522,88.717,-0.6827 (99.3173),10 8,2024/06/14 07:13:10,
32,133,2048601134,주식회사시원에스알아이,김종훈,분석,560631068,75.0,89.531,88.726,-0.6725 (99.3275),9 8,2024/06/16 23:04:21,
33,134,1208105711,주식회사 삼진일렉스,김성관,분석,560634100,75.0,89.532,88.727,-0.6719 (99.3281),5 6,2024/06/14 07:55:49,
34,135,1098611773,주식회사상현엔지니어링,이재권,분석,560665645,75.0,89.537,88.732,-0.6663 (99.3337),12 4,2024/06/17 06:57:50,
35,136,2158669639,(주)한정원,이수환,분석,560679990,75.0,89.539,88.734,-0.6638 (99.3362),10 3,2024/06/14 16:32:02,
36,137,1068198683,주식회사 포인트정보,강미혜,분석,560706849,75.0,89.544,88.738,-0.6590 (99.341),14 12,2024/06/17 07:50:22,
37,138,2108150348,승호시스템(주),이계승,분석,560720960,75.0,89.546,88.74,-0.6565 (99.3435),9 6,2024/06/16 19:35:16,
38,139,2158168163,블루엔이(주),정홍채,분석,560722087,75.0,89.546,88.741,-0.6563 (99.3437),12 4,2024/06/13 15:27:32,
39,140,1058686587,(주)참슬테크,정희연,분석,560731080,75.0,89.548,88.742,-0.6548 (99.3452),7 3,2024/06/14 15:01:59,
40,141,1138151895,주식회사 온리정보통신,김서규,분석,560739585,75.0,89.549,88.743,-0.6532 (99.3468),11 4,2024/06/14 13:30:40,
41,142,2108124739,(주)한성기술개발,서창식,분석,560755953,75.0,89.552,88.746,-0.6503 (99.3497),5 3,2024/06/17 00:54:21,
42,143,2208104161,대신정보기술 주식회사,이광호,분석,560767240,75.0,89.554,88.748,-0.6484 (99.3516),1 10,2024/06/14 13:27:22,
43,144,1058606899,이화티티씨(주),이선정,분석,560768733,75.0,89.554,88.748,-0.6481 (99.3519),13 1,2024/06/13 16:23:04,
44,145,3388801483,주식회사 에버그린티앤씨,최재완,분석,560778530,75.0,89.556,88.75,-0.6463 (99.3537),9 13,2024/06/13 10:49:39,
45,146,6068665713,주식회사 두배라,김왕섭,분석,560803928,75.0,89.56,88.754,-0.6419 (99.3581),2 12,2024/06/13 11:18:34,
46,147,1068641109,주식회사 피앤지텍,조홍길,분석,560814500,75.0,89.562,88.755,-0.6400 (99.36),1 13,2024/06/14 15:57:19,
47,148,1338113707,(주)대보통신,염영숙,분석,560834000,75.0,89.565,88.758,-0.6365 (99.3635),11 6,2024/06/14 14:53:34,
48,149,1068157019,(주)세호영상,박석신,분석,560834973,75.0,89.565,88.758,-0.6363 (99.3637),13 9,2024/06/14 09:14:41,
49,150,1138195613,(주)고려다이나믹스,변희만,분석,560842320,75.0,89.566,88.76,-0.6350 (99.365),3 11,2024/06/13 14:51:44,
0,151,8338600103,주식회사 씨앤아이테크,서광수,분석,560849084,75.0,89.567,88.761,-0.6338 (99.3662),7 13,2024/06/13 17:12:30,
1,152,2028159713,거산음향통신(주),김기만,분석,560856420,75.0,89.568,88.762,-0.6326 (99.3674),14 1,2024/06/13 12:04:59,
2,153,2068611905,(주)한포넷,이현우,분석,560877399,75.0,89.572,88.765,-0.6288 (99.3712),13 1,2024/06/14 08:44:44,
3,154,1018178116,(주)오경컴텍,김종근,분석,560882950,75.0,89.573,88.766,-0.6278 (99.3722),7 5,2024/06/14 09:22:43,
4,155,2158712055,주식회사 인더스웰,이문숙,분석,560884700,75.0,89.573,88.766,-0.6275 (99.3725),5 3,2024/06/17 09:15:26,
5,156,1068147942,태양이엠씨(주),선오규,분석,560916251,75.0,89.578,88.771,-0.6219 (99.3781),7 9,2024/06/14 14:23:39,
6,157,5208801248,주식회사 해주정보통신,임나영,분석,560922459,75.0,89.579,88.772,-0.6208 (99.3792),13 14,2024/06/14 09:06:17,
7,158,2158643395,민네트워크(주),황상택,분석,560940670,75.0,89.582,88.775,-0.6176 (99.3824),15 12,2024/06/14 16:09:47,
8,159,1018139321,(주)세웅정보통신,장우진,분석,560947858,75.0,89.584,88.776,-0.6163 (99.3837),9 12,2024/06/13 10:36:16,
9,160,8878700825,주식회사 수인정보통신,김옥환,분석,560977310,75.0,89.588,88.781,-0.6111 (99.3889),6 9,2024/06/16 20:41:38,
10,161,1098603593,주식회사 완일이씨에스,김경창,분석,560984921,75.0,89.59,88.782,-0.6098 (99.3902),12 15,2024/06/14 07:54:40,
11,162,1178152009,동아신호 주식회사,최종수,분석,560992000,75.0,89.591,88.783,-0.6085 (99.3915),6 2,2024/06/14 17:21:36,
12,163,6078616291,케이시스 주식회사,김중섭,분석,561000000,75.0,89.592,88.785,-0.6071 (99.3929),4 2,2024/06/13 10:03:14,
13,164,7478702262,주식회사테크윤,구연희,분석,561004273,75.0,89.593,88.785,-0.6064 (99.3936),6 15,2024/06/14 16:40:54,
14,165,1198635243,(주)다룸정보기술,이혜경,분석,561004301,75.0,89.593,88.785,-0.6063 (99.3937),1 11,2024/06/13 18:40:24,
15,166,1068136902,대일전기산업(주),임태원,분석,561026822,75.0,89.596,88.789,-0.6024 (99.3976),14 15,2024/06/14 15:04:38,
16,167,1888601171,에이케이에스정보주식회사,안기수,분석,561040988,75.0,89.599,88.791,-0.5998 (99.4002),6 1,2024/06/17 08:22:13,
17,168,1168111572,남성기전(주),최전남,분석,561042682,75.0,89.599,88.791,-0.5995 (99.4005),9 12,2024/06/13 10:01:57,
18,169,4028141375,주식회사 이레유비크,박임철,분석,561088598,75.0,89.607,88.799,-0.5914 (99.4086),1 8,2024/06/13 16:45:36,
19,170,2048626080,주식회사 엘제이이엔지,임성희,분석,561093900,75.0,89.608,88.799,-0.5905 (99.4095),2 15,2024/06/14 17:46:02,
20,171,1068651233,(주)나사씨엔에스,신희태,분석,561104122,75.0,89.609,88.801,-0.5887 (99.4113),7 15,2024/06/13 21:26:34,
21,172,2068125141,주식회사 스테이지넷,임영규,분석,561160120,75.0,89.618,88.81,-0.5787 (99.4213),11 6,2024/06/13 11:27:50,
22,173,1098643839,주식회사 케이비정보통신,지인현,분석,561172499,75.0,89.62,88.812,-0.5766 (99.4234),4 15,2024/06/17 09:12:37,
23,174,1088154468,(주)이젠정보통신,이동필,분석,561184679,75.0,89.622,88.814,-0.5744 (99.4256),12 2,2024/06/15 16:38:24,
24,175,2148724941,한빛시스템주식회사,윤명호,분석,561216671,75.0,89.628,88.819,-0.5687 (99.4313),10 5,2024/06/14 09:22:18,
25,176,2188109765,(주)웨이브컴,채인석,분석,561224428,75.0,89.629,88.82,-0.5673 (99.4327),2 9,2024/06/13 14:58:35,
26,177,1068180183,보람정보통신서비스(주),정승원,분석,561231800,75.0,89.63,88.821,-0.5660 (99.434),11 13,2024/06/14 00:00:52,
27,178,1138640850,주식회사 우솔네트웍스,유상열,분석,561256260,75.0,89.634,88.825,-0.5617 (99.4383),13 1,2024/06/13 10:34:13,
28,179,1868701018,주식회사 소담정보통신,주옥,분석,561277484,75.0,89.638,88.828,-0.5579 (99.4421),9 3,2024/06/13 10:29:31,
29,180,2048651425,주식회사 메이사운드,심문섭,분석,561290460,75.0,89.64,88.831,-0.5557 (99.4443),12 10,2024/06/14 14:10:37,
30,181,1068710898,(주)다온에스디,이수진,분석,561315830,75.0,89.644,88.835,-0.5512 (99.4488),13 5,2024/06/13 13:44:48,
31,182,2188114856,서교정보통신(주),김기설,분석,561334491,75.0,89.647,88.838,-0.5478 (99.4522),15 11,2024/06/14 21:30:02,
32,183,1178108842,풍성건설(주),임명환,분석,561356729,75.0,89.651,88.841,-0.5439 (99.4561),3 15,2024/06/17 09:09:33,
33,184,2148679551,(주)에스엠인포메이션,이철환,분석,561377387,75.0,89.654,88.844,-0.5402 (99.4598),3 5,2024/06/14 09:40:24,
34,185,2048170015,(주)하남통신,김종화,분석,561437949,75.0,89.664,88.854,-0.5295 (99.4705),1 4,2024/06/16 18:31:01,
35,186,1078619629,염광전기통신(주),최인재,분석,561442860,75.0,89.665,88.855,-0.5286 (99.4714),14 3,2024/06/13 13:34:12,
36,187,1108175622,동해아이앤티(주),이기봉,분석,561443424,75.0,89.665,88.855,-0.5285 (99.4715),1 11,2024/06/13 12:07:59,
37,188,1098145720,주식회사 영원텔레콤,김재성,분석,561453030,75.0,89.667,88.856,-0.5268 (99.4732),4 7,2024/06/17 08:50:15,
