,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1138611622,(주)이담에스티  [최종낙찰],최명순,분석,143550300.0,87.747,87.823,0.09000 (100.09),3 13,2024/11/19 08:16:20,
1,2,1088149704,썬시큐원(주),백석환,분석,143551300.0,87.748,87.824,0.09069 (100.09069),7 3,2024/11/19 05:25:45,
2,3,1200582335,델타전자통신,이성남,분석,143554180.0,87.75,87.826,0.09270 (100.0927),3 4,2024/11/20 07:15:59,
3,4,1428136631,주식회사 만사시스템,조호진,분석,143558180.0,87.752,87.828,0.09549 (100.09549),4 12,2024/11/18 14:56:18,
4,5,2150786744,영진전기통신공사,정재인,분석,143579701.0,87.765,87.841,0.11049 (100.11049),15 8,2024/11/19 09:26:14,
5,6,1088167041,(주)가디엘,최혜심,분석,143583154.0,87.767,87.844,0.11290 (100.1129),13 8,2024/11/19 15:30:24,
6,7,1298126260,현대아이티에스전자(주),정영자,분석,143583316.0,87.768,87.844,0.11302 (100.11302),6 13,2024/11/20 08:18:48,
7,8,1058694239,(주)진성전력,김용일,분석,143586510.0,87.769,87.846,0.11524 (100.11524),11 1,2024/11/19 08:40:35,
8,9,1098154781,(주)공항엔지니어링,이소영,분석,143588590.0,87.771,87.847,0.11669 (100.11669),8 3,2024/11/19 19:00:42,
9,10,2128196243,신광씨앤티 주식회사,박광선,분석,143609100.0,87.783,87.859,0.13099 (100.13099),14 9,2024/11/18 15:45:22,
10,11,6758102266,주식회사 정현이엔지,김종현,분석,143629010.0,87.795,87.872,0.14488 (100.14488),15 10,2024/11/20 08:15:44,
11,12,1198153514,다린전력(주),오승한,분석,143644900.0,87.805,87.881,0.15595 (100.15595),13 1,2024/11/19 13:26:09,
12,13,6158139437,이수이 주식회사,권득윤,분석,143653800.0,87.811,87.887,0.16216 (100.16216),13 10,2024/11/19 13:46:36,
13,14,2158754394,씨스존 주식회사,정찬원,분석,143658050.0,87.813,87.889,0.16512 (100.16512),13 4,2024/11/20 11:09:09,
14,15,1098643839,주식회사 케이비정보통신,지인현,분석,143662599.0,87.816,87.892,0.16830 (100.1683),4 7,2024/11/20 09:27:31,
