,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1138663611,주식회사 엠브이씨앤에스  [최종낙찰],오남림,분석,37605492,87.745,88.621,0.72878 (100.72878),8 11,2024/04/12 14:56:07,
1,2,2048190516,주식회사동훈전설,정준모,분석,37605795,87.746,88.621,0.72960 (100.7296),10 6,2024/04/15 15:54:49,
2,3,1148190678,주식회사 에드원,김춘걸,분석,37607000,87.749,88.624,0.73283 (100.73283),10 1,2024/04/15 18:05:54,
3,4,2158676426,주식회사 건영이앤씨,박지명,분석,37610800,87.758,88.633,0.74304 (100.74304),15 4,2024/04/15 14:01:16,
4,5,1138663095,아이투케이코리아 주식회사,인여훈,분석,37611253,87.759,88.634,0.74426 (100.74426),6 15,2024/04/15 09:58:23,
5,6,2078155629,씨티아이앤아이(주),김덕제,분석,37613048,87.763,88.638,0.74908 (100.74908),12 11,2024/04/11 11:01:57,
6,7,2678600140,주식회사 티앤아이씨티,김한수,분석,37613316,87.764,88.639,0.74980 (100.7498),15 2,2024/04/15 10:13:18,
7,8,1058773833,시큐솔루션 주식회사,남병창,분석,37614200,87.766,88.641,0.75217 (100.75217),6 5,2024/04/15 09:40:43,
8,9,2018176136,(주)휴넷시스템,김초영,분석,37614767,87.767,88.642,0.75369 (100.75369),3 7,2024/04/15 14:21:14,
9,10,1168144224,제일정보건설 주식회사,김진철,분석,37617970,87.775,88.65,0.76230 (100.7623),12 1,2024/04/16 08:48:18,
10,11,1050296111,중앙전자통신,김용수,분석,37618528,87.776,88.651,0.76380 (100.7638),13 8,2024/04/16 09:59:18,
11,12,6078616291,케이시스 주식회사,김중섭,분석,37618560,87.776,88.651,0.76388 (100.76388),15 5,2024/04/15 12:49:13,
12,13,4278601362,주식회사 케이엔테크,고범철,분석,37621000,87.782,88.657,0.77043 (100.77043),6 12,2024/04/15 19:12:15,
13,14,1328127945,부민통신 주식회사,박창욱,분석,37621284,87.783,88.658,0.77120 (100.7712),6 14,2024/04/12 08:52:26,
14,15,1198616251,주식회사 누리인프라,정성우,분석,37622000,87.784,88.66,0.77312 (100.77312),7 6,2024/04/12 14:40:13,
15,16,1068644033,(주)코맥스디에스씨,안병호,분석,37622028,87.785,88.66,0.77320 (100.7732),7 14,2024/04/16 09:51:24,
16,17,1058153698,진우에이티에스 주식회사,정진태,분석,37624151,87.79,88.665,0.77890 (100.7789),15 14,2024/04/15 17:06:18,
17,18,1078738017,(주)애린테크,박을순,분석,37625826,87.794,88.669,0.78340 (100.7834),13 11,2024/04/16 09:28:06,
18,19,1068611721,우리보안 주식회사,이명재,분석,37626236,87.795,88.67,0.78450 (100.7845),8 2,2024/04/16 09:02:54,
19,20,2068679088,(주)한맥아이티,최예니,분석,37626900,87.796,88.671,0.78628 (100.78628),10 12,2024/04/12 16:20:07,
20,21,2118612681,(주)해우정보시스템,김병헌,분석,37626905,87.796,88.671,0.78629 (100.78629),11 3,2024/04/15 09:27:14,
21,22,1078154150,주식회사 케이원,송관섭,분석,37627503,87.798,88.673,0.78790 (100.7879),1 9,2024/04/11 09:41:16,
22,23,3058627650,한결아이씨티 주식회사,이해경,분석,37628172,87.799,88.674,0.78970 (100.7897),15 3,2024/04/12 16:41:50,
23,24,1298137942,주식회사 자이온티앤에스,예용기,분석,37629884,87.803,88.678,0.79429 (100.79429),10 5,2024/04/12 15:51:57,
24,25,1108175113,이에스콘트롤스 (주),김영준,분석,37629900,87.803,88.678,0.79434 (100.79434),10 13,2024/04/16 09:12:51,
25,26,5348702778,주식회사 텝섹,양홍열,분석,37630440,87.805,88.679,0.79579 (100.79579),13 10,2024/04/12 09:16:31,
26,27,2268153113,주식회사 이앤디비즈,이상집,분석,37645522,87.841,88.715,0.83629 (100.83629),5 10,2024/04/15 14:31:52,
27,28,8228700717,주식회사 해나정보통신,이창현,분석,37645820,87.841,88.716,0.83709 (100.83709),1 4,2024/04/11 12:51:11,
28,29,2048140753,(주)청효이씨이,이범석,분석,37649059,87.849,88.723,0.84579 (100.84579),4 1,2024/04/12 15:42:37,
29,30,3548802349,(주)템피스트정보통신,강신원,분석,37650140,87.852,88.726,0.84870 (100.8487),3 8,2024/04/15 16:14:56,
30,31,2068182837,경안이엔지(주),금동중,분석,37651610,87.855,88.729,0.85265 (100.85265),10 13,2024/04/11 10:07:48,
31,32,1128148359,(주)펜타콤씨엔씨,최상록,분석,37654848,87.863,88.737,0.86134 (100.86134),15 7,2024/04/16 09:28:38,
32,33,1198195493,주식회사 인텍하우징,심인석,분석,37656545,87.867,88.741,0.86590 (100.8659),6 3,2024/04/16 09:22:44,
33,34,1018151121,주식회사 경원전력,최경택,분석,37659790,87.875,88.749,0.87461 (100.87461),5 11,2024/04/15 15:44:44,
34,35,2298126804,주식회사엔엠엑스이엔씨,이동윤,분석,37664376,87.886,88.759,0.88693 (100.88693),9 14,2024/04/11 12:46:38,
35,36,1018154598,씨엔에스코리아(주),유호태,분석,37665432,87.888,88.762,0.88977 (100.88977),14 9,2024/04/15 07:59:13,
36,37,2068157319,주식회사 에스엘정보통신,채용석,분석,37667425,87.893,88.767,0.89512 (100.89512),2 10,2024/04/15 16:23:53,
37,38,1098613335,주식회사 스마트씨앤아이,임요웅,분석,37667790,87.894,88.767,0.89610 (100.8961),10 2,2024/04/12 14:19:29,
38,39,2108118504,보성전기산업(주),강명구,분석,37668200,87.895,88.768,0.89720 (100.8972),7 9,2024/04/11 09:50:33,
39,40,1138628119,주식회사 아이티로그,김인희,분석,37669724,87.898,88.772,0.90129 (100.90129),12 4,2024/04/11 22:02:20,
40,41,7038102519,주식회사 맥스스마트,이경미,분석,37672323,87.904,88.778,0.90827 (100.90827),1 12,2024/04/12 15:06:58,
41,42,7128702247,주식회사 파인네트웍스,김미정,분석,37675905,87.913,88.787,0.91790 (100.9179),14 13,2024/04/15 10:10:33,
42,43,1380715369,영인 아이티 기술사 사무소,함영만,분석,37676911,87.915,88.789,0.92060 (100.9206),13 9,2024/04/12 16:05:39,
43,44,2158712055,주식회사 인더스웰,이문숙,분석,37680260,87.923,88.797,0.92959 (100.92959),14 7,2024/04/15 09:52:22,
44,45,1288717950,주식회사 비상정보통신,배경해,분석,37681100,87.925,88.799,0.93185 (100.93185),13 1,2024/04/11 09:55:31,
45,46,3058701977,주식회사 다옴아이티,문정희,분석,37682681,87.929,88.803,0.93609 (100.93609),3 14,2024/04/15 22:23:08,
46,47,1418147931,주식회사 이리야시스템,허재혁,분석,37684580,87.934,88.807,0.94119 (100.94119),11 5,2024/04/16 09:15:16,
47,48,1088603042,주식회사 서남아이에스,양선원,분석,37689830,87.946,88.819,0.95529 (100.95529),4 5,2024/04/12 11:20:38,
48,49,2108108684,주식회사 대금이앤아이,김종우,분석,37692480,87.953,88.826,0.96241 (100.96241),7 4,2024/04/10 16:58:03,
49,50,2168600026,주식회사 세인엔에스,김종술,분석,37694811,87.958,88.831,0.96867 (100.96867),2 5,2024/04/11 14:54:28,
0,51,2098134159,주식회사 피스코이엔씨,조기현,분석,37695788,87.96,88.833,0.97130 (100.9713),8 2,2024/04/15 09:02:17,
1,52,2338109463,주식회사 아이티에스서비스,지영일,분석,37697176,87.964,88.837,0.97502 (100.97502),11 15,2024/04/12 08:45:49,
2,53,1018663767,비케이전기통신 주식회사,유봉근,분석,37699520,87.969,88.842,0.98132 (100.98132),4 3,2024/04/15 15:30:25,
3,54,1098643839,주식회사 케이비정보통신,지인현,분석,37702190,87.976,88.849,0.98849 (100.98849),8 6,2024/04/15 18:06:42,
4,55,2158691790,에이브이에스텍(주),박주영,분석,37702900,87.977,88.85,0.99040 (100.9904),13 14,2024/04/11 16:34:24,
5,56,1068178902,주식회사 티에스아이티,박용수,분석,37703004,87.978,88.85,0.99068 (100.99068),3 15,2024/04/11 11:34:37,
6,57,1088107572,세빈테크(주),박재영,분석,37703325,87.978,88.851,0.99154 (100.99154),3 2,2024/04/15 23:01:24,
7,58,2208781006,주식회사 테트라,신용욱,분석,37705430,87.983,88.856,0.99719 (100.99719),13 11,2024/04/15 09:58:26,
8,59,2148665907,미래아이티 주식회사,송정화,분석,37706600,87.986,88.859,1.00033 (101.00033),13 15,2024/04/12 14:24:41,
9,60,2148710582,모던웨이브(주),원회광,분석,37710776,87.996,88.869,1.01155 (101.01155),2 6,2024/04/16 09:38:42,
10,61,2068650742,한선씨앤씨 주식회사,장홍식,분석,37713547,88.003,88.875,1.01899 (101.01899),12 2,2024/04/15 09:46:27,
11,62,1088607693,(주)가온데이터,이태재,분석,37714032,88.004,88.876,1.02029 (101.02029),11 9,2024/04/11 20:14:29,
12,63,6728100065,케이비드 주식회사,원용춘,분석,37715960,88.009,88.881,1.02547 (101.02547),12 15,2024/04/16 09:19:37,
13,64,1068609792,(주)아이티로그인,김태현,분석,37718910,88.016,88.888,1.03340 (101.0334),12 3,2024/04/15 09:37:23,
14,65,6338200301,사단법인 행복일자리운동본부,정덕환,분석,37719544,88.017,88.889,1.03510 (101.0351),12 8,2024/04/12 13:13:50,
15,66,2198114499,(주)이레에너지테크,강래원,분석,37719900,88.018,88.89,1.03605 (101.03605),11 3,2024/04/15 09:08:03,
16,67,2098139213,(주)뉴타운전력,박형우,분석,37723453,88.026,88.899,1.04560 (101.0456),8 10,2024/04/15 17:06:40,
17,68,1018183448,(주)에이치애비뉴앤컴퍼니,정현이,분석,37723530,88.027,88.899,1.04580 (101.0458),15 13,2024/04/15 06:05:01,
18,69,2030130565,이수정보통신,이한수,분석,37733133,88.05,88.921,1.07159 (101.07159),15 10,2024/04/15 14:54:24,
19,70,2200459632,하나정보통신,현광섭,분석,37734920,88.054,88.926,1.07639 (101.07639),12 1,2024/04/15 10:11:29,
20,71,1078606385,대선아이넷(주),신일자,분석,37736260,88.057,88.929,1.07999 (101.07999),5 9,2024/04/15 15:43:54,
21,72,2198106704,유복전기(주),유정식,분석,37736337,88.057,88.929,1.08020 (101.0802),6 3,2024/04/16 09:12:59,
22,73,1068619586,엠앨캐스트주식회사,김철호,분석,37738642,88.063,88.934,1.08639 (101.08639),6 8,2024/04/15 16:20:58,
23,74,1068648117,주식회사 티원엘에스,김영규,분석,37739602,88.065,88.937,1.08897 (101.08897),1 11,2024/04/12 19:01:50,
24,75,1068684748,주식회사고도기술,고동현,분석,37741564,88.07,88.941,1.09424 (101.09424),14 2,2024/04/13 11:40:47,
25,76,1058676906,(주)디엠씨정보,윤성인,분석,37744000,88.075,88.947,1.10078 (101.10078),4 8,2024/04/11 16:52:57,
26,77,1178124861,케이이피엔지니어링(주),박성진,분석,37745110,88.078,88.95,1.10376 (101.10376),4 11,2024/04/12 11:01:23,
27,78,7748102302,주식회사 그린도트,이화진,분석,37748743,88.087,88.958,1.11352 (101.11352),6 5,2024/04/15 16:03:38,
28,79,2048161869,(주)근영이엔씨,이성영,분석,37754940,88.102,88.973,1.13016 (101.13016),1 5,2024/04/14 09:58:14,
29,80,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,37756851,88.106,88.977,1.13530 (101.1353),1 14,2024/04/16 09:11:35,
30,81,2158706984,도드람정보기술 주식회사,이명석,분석,37758500,88.11,88.981,1.13972 (101.13972),1 7,2024/04/11 17:27:55,
31,82,1148188624,주식회사 케이씨에이,문대원,분석,37759457,88.112,88.983,1.14229 (101.14229),3 15,2024/04/12 08:51:04,
32,83,1058746506,(주)파워일렉,박웅,분석,37761670,88.118,88.989,1.14824 (101.14824),5 8,2024/04/16 09:25:07,
33,84,2178113330,(주)오성에스이엠,오성표,분석,37762659,88.12,88.991,1.15089 (101.15089),4 10,2024/04/15 17:56:17,
34,85,5878600398,주식회사 엑사엔시스,나정환,분석,37768058,88.133,89.004,1.16539 (101.16539),12 15,2024/04/15 07:28:41,
35,86,1138135425,(주)뉴넷팝,이경택,분석,37771931,88.142,89.013,1.17580 (101.1758),11 12,2024/04/12 10:47:33,
36,87,2098132812,주식회사 피치테크,이현철,분석,37774053,88.147,89.018,1.18150 (101.1815),15 9,2024/04/16 07:56:40,
37,88,1078165206,앤아이에스(주),정성호,분석,37774873,88.149,89.02,1.18370 (101.1837),11 8,2024/04/12 10:36:48,
38,89,1978600685,주식회사 에스에이텍,남기출,분석,37780940,88.164,89.034,1.19999 (101.19999),6 14,2024/04/15 09:07:37,
39,90,1138141456,(주)나우아이앤씨,안남훈,분석,37783473,88.17,89.04,1.20679 (101.20679),14 6,2024/04/12 10:24:19,
40,91,1138622662,퍼스트아이앤씨 주식회사,박상호,분석,37785298,88.174,89.044,1.21170 (101.2117),3 15,2024/04/15 10:32:26,
41,92,2208895263,주식회사 필립이엔씨,임혜란,분석,37789319,88.184,89.054,1.22250 (101.2225),11 12,2024/04/15 11:01:41,
42,93,1288610057,주식회사 청명씨앤아이,문현민,분석,37790231,88.186,89.056,1.22494 (101.22494),1 13,2024/04/15 16:38:35,
43,94,2148854189,(주)태원전기,김응식,분석,37796393,88.2,89.071,1.24149 (101.24149),15 8,2024/04/15 17:29:09,
44,95,3578702230,(주)신화시큐리티,이규종,분석,37803728,88.218,89.088,1.26119 (101.26119),15 1,2024/04/15 13:06:44,
45,96,1078746443,(주)라인테크놀로지,유현식,분석,37803953,88.218,89.088,1.26180 (101.2618),7 8,2024/04/15 16:58:29,
46,97,1108130339,(주)기양상사,조효진,분석,37804700,88.22,89.09,1.26380 (101.2638),2 8,2024/04/11 15:33:07,
