,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2148752525,(주)엘티네트워크,조완식,분석,159101452,87.75,88.124,-0.33606 (99.66394),,2024/04/05 15:26:38,
1,2,1138163218,(주)신성하이텍,성성모,분석,159101934,87.75,88.125,-0.33576 (99.66424),,2024/04/05 11:32:38,
2,3,2128604113,주식회사 아리아,장시진,분석,159102960,87.75,88.125,-0.33511 (99.66489),,2024/04/05 09:09:01,
3,4,2208151999,현대에이치티 주식회사,이건구,분석,159104074,87.751,88.126,-0.33440 (99.6656),,2024/04/03 09:44:12,
4,5,1138622662,퍼스트아이앤씨 주식회사,박상호,분석,159105980,87.752,88.127,-0.33320 (99.6668),,2024/04/08 13:40:52,
5,6,2158643395,민네트워크(주),황상택,분석,159106290,87.752,88.127,-0.33301 (99.66699),,2024/04/03 18:45:21,
6,7,1078738017,(주)애린테크,박을순,분석,159106608,87.753,88.127,-0.33280 (99.6672),,2024/04/08 09:42:58,
7,8,1138649133,빅썬시스템즈 주식회사,권태일,분석,159108335,87.754,88.128,-0.33171 (99.66829),,2024/04/08 13:44:53,
8,9,1108185552,한양이이씨 주식회사,문주환,분석,159113736,87.757,88.131,-0.32831 (99.67169),,2024/04/08 10:09:49,
9,10,1178158978,주식회사 화일이엔에프,박광섭,분석,159115980,87.758,88.132,-0.32689 (99.67311),,2024/04/05 13:14:00,
10,11,1088178984,(주)포소드,마명철,분석,159119646,87.76,88.135,-0.32457 (99.67543),,2024/04/08 16:14:22,
11,12,1138159301,삼인제어시스템 주식회사,최민성,분석,159122980,87.762,88.136,-0.32247 (99.67753),,2024/04/08 10:21:56,
12,13,1298137942,주식회사 자이온티앤에스,예용기,분석,159124033,87.763,88.137,-0.32181 (99.67819),,2024/04/08 10:05:05,
13,14,2048182660,동원오비텍(주),박동을,분석,159125430,87.764,88.138,-0.32092 (99.67908),,2024/04/04 10:46:14,
14,15,2148180640,(주)남인정보통신,김남호,분석,159125777,87.764,88.138,-0.32070 (99.6793),,2024/04/04 13:51:10,
15,16,1138185570,(주)승일전력산업,박광수,분석,159125936,87.764,88.138,-0.32060 (99.6794),,2024/04/03 16:20:52,
16,17,1178167894,(주)동우이에프씨,이동술,분석,159129270,87.766,88.14,-0.31850 (99.6815),,2024/04/08 10:36:10,
17,18,2148886584,주식회사 수민텔레콤,이상민,분석,159129500,87.766,88.14,-0.31835 (99.68165),,2024/04/05 09:26:32,
18,19,1191396324,우리통신,윤순옥,분석,159131638,87.767,88.141,-0.31700 (99.683),,2024/04/08 10:16:11,
19,20,4048131290,주식회사 아이앤씨코리아,박규성,분석,159133530,87.768,88.142,-0.31581 (99.68419),,2024/04/06 19:23:20,
20,21,2058140829,원앤원산업개발(주),배애순,분석,159134650,87.769,88.143,-0.31510 (99.6849),,2024/04/08 16:23:35,
21,22,1138658592,위너시스텍 주식회사,조용걸,분석,159136100,87.77,88.144,-0.31419 (99.68581),,2024/04/08 11:02:21,
22,23,1138148366,주식회사 레이어스,조인선,분석,159136232,87.77,88.144,-0.31410 (99.6859),,2024/04/05 10:04:18,
23,24,1078757203,주식회사 비에스파워,정병섭,분석,159137100,87.771,88.144,-0.31356 (99.68644),,2024/04/06 17:44:58,
24,25,2078147814,(주)대호엔지니어링,윤용상,분석,159142860,87.774,88.147,-0.30992 (99.69008),,2024/04/08 11:37:15,
25,26,1198629800,주식회사 메카넷,천수연,분석,159145419,87.775,88.149,-0.30831 (99.69169),,2024/04/04 19:47:48,
26,27,2148891087,세경네트웍스 주식회사,장중석,분석,159147320,87.777,88.15,-0.30711 (99.69289),,2024/04/05 15:10:39,
27,28,2108122823,우영정보통신(주),황태하,분석,159147800,87.777,88.15,-0.30680 (99.6932),,2024/04/09 09:06:20,
28,29,4108607408,주식회사 천운정보통신,김복중,분석,159148200,87.777,88.15,-0.30655 (99.69345),,2024/04/08 09:28:24,
29,30,1298141752,에이플시스템즈(주),윤진경,분석,159150490,87.778,88.152,-0.30510 (99.6949),,2024/04/04 18:02:08,
30,31,2208725440,(주) 매그넷,김종민,분석,159154850,87.781,88.154,-0.30235 (99.69765),,2024/04/03 09:50:11,
31,32,1198602494,(주) 네오인아이텍,이경미,분석,159158570,87.783,88.156,-0.30000 (99.7),,2024/04/04 14:18:34,
32,33,2098101546,교보디티에스 주식회사,권창기,분석,159159044,87.783,88.156,-0.29970 (99.7003),,2024/04/08 09:42:13,
