,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
23,24,1168111572,남성기전(주),최전남,분석,835880504.0,75.0,88.589,87.914,-0.9895 (99.0105),1 8,2024/06/13 10:01:22,
24,25,1708601068,주식회사 와이비정보시스템,정영배,분석,835908370.0,75.0,88.592,87.917,-0.9862 (99.0138),14 5,2024/06/13 14:15:06,
25,26,1058622531,건웅신호산전(주),박정현,분석,835981470.0,75.0,88.6,87.925,-0.9776 (99.0224),4 3,2024/06/17 09:19:12,
26,27,1098145720,주식회사 영원텔레콤,김재성,분석,835987730.0,75.0,88.601,87.925,-0.9768 (99.0232),12 2,2024/06/17 08:57:10,
27,28,1298126260,현대아이티에스전자(주),정영자,분석,836063825.0,75.0,88.609,87.933,-0.9678 (99.0322),14 5,2024/06/17 07:32:27,
28,29,1048607916,대신브이씨에스주식회사,김창선,분석,836079830.0,75.0,88.611,87.935,-0.9659 (99.0341),4 12,2024/06/14 12:30:34,
29,30,3148701175,주식회사 윈스타비투비,강가현,분석,836097740.0,75.0,88.613,87.937,-0.9638 (99.0362),8 13,2024/06/13 11:13:18,
30,31,2148645634,한국전자금융주식회사,이현석,분석,836110326.0,75.0,88.614,87.938,-0.9623 (99.0377),3 2,2024/06/17 07:46:49,
31,32,1148615000,셔블테크놀러지(주),이상욱,분석,836131071.0,75.0,88.616,87.94,-0.9599 (99.0401),5 15,2024/06/14 17:22:54,
32,33,1148642486,주식회사 큐브정보통신,유봉수,분석,836136307.0,75.0,88.617,87.941,-0.9592 (99.0408),7 9,2024/06/14 10:58:46,
33,34,2118726218,주식회사 씨그테크,이윤호,분석,836163280.0,75.0,88.62,87.944,-0.9561 (99.0439),3 12,2024/06/13 10:18:25,
34,35,1178186611,주식회사 에프에이일렉콤,박인숙,분석,836199130.0,75.0,88.624,87.948,-0.9518 (99.0482),5 12,2024/06/13 10:56:52,
35,36,1148676763,유토피아정보기술(주),안종섭,분석,836235927.0,75.0,88.628,87.951,-0.9474 (99.0526),3 9,2024/06/14 10:19:19,
36,37,2198125754,알티엘산업 주식회사,이근태,분석,836294750.0,75.0,88.634,87.958,-0.9405 (99.0595),4 14,2024/06/13 23:49:53,
37,38,1180673427,한마음정보시스템,정인숙,분석,836322940.0,75.0,88.637,87.961,-0.9371 (99.0629),8 15,2024/06/13 16:06:57,
38,39,2018182230,주식회사 본네트시큐,최수기,분석,836350102.0,75.0,88.64,87.963,-0.9339 (99.0661),13 3,2024/06/13 12:16:50,
39,40,2048160050,(주)신화데이타,최용준,분석,836387888.0,75.0,88.644,87.967,-0.9294 (99.0706),8 6,2024/06/13 11:59:36,
40,41,1088186937,(주)네오텔링크,박귀남,분석,836396018.0,75.0,88.645,87.968,-0.9285 (99.0715),6 12,2024/06/17 09:54:09,
41,42,1138611108,(주)도원디에스,이정우,분석,836426720.0,75.0,88.649,87.971,-0.9249 (99.0751),12 15,2024/06/13 16:18:50,
42,43,1068641109,주식회사 피앤지텍,조홍길,분석,836443500.0,75.0,88.651,87.973,-0.9229 (99.0771),3 4,2024/06/14 15:55:48,
43,44,2958800474,주식회사 원정보기술원,송은자,분석,836455260.0,75.0,88.652,87.974,-0.9215 (99.0785),14 13,2024/06/17 08:56:05,
44,45,1108140593,(주)대건이엔씨,이황희,분석,836474790.0,75.0,88.654,87.977,-0.9192 (99.0808),5 7,2024/06/14 12:57:49,
45,46,2018643926,두전네트웍스 주식회사,김병현,분석,836528040.0,75.0,88.66,87.982,-0.9128 (99.0872),4 15,2024/06/14 13:14:49,
46,47,5568600996,주영전자통신 주식회사,임채열,분석,836549982.0,75.0,88.662,87.984,-0.9102 (99.0898),6 12,2024/06/14 10:21:54,
47,48,1048198009,대신네트웍스주식회사,김태응,분석,836556735.0,75.0,88.663,87.985,-0.9094 (99.0906),2 6,2024/06/13 11:25:02,
48,49,1068638093,(주)엘케이시스코,이기일,분석,836606290.0,75.0,88.668,87.99,-0.9036 (99.0964),2 12,2024/06/17 09:47:39,
49,50,1028135124,현대에이치디에스(주),이철규,분석,836642003.0,75.0,88.672,87.994,-0.8993 (99.1007),13 5,2024/06/13 13:53:22,
0,51,1138192902,(주)대성정보통신기술,이덕남,분석,836642962.0,75.0,88.672,87.994,-0.8992 (99.1008),14 8,2024/06/13 10:33:33,
1,52,1388150425,주식회사 유니와이드,김창환,분석,836643691.0,75.0,88.672,87.994,-0.8991 (99.1009),2 13,2024/06/13 14:38:29,
2,53,5518600929,주식회사마글론이에프씨,김광석,분석,836645990.0,75.0,88.673,87.995,-0.8989 (99.1011),9 13,2024/06/14 09:16:45,
3,54,1148189360,(주)지오,오광연,분석,836678418.0,75.0,88.676,87.998,-0.8950 (99.105),8 14,2024/06/14 09:59:59,
4,55,1138677788,(주)제이에스지테크,박혜경,분석,836679150.0,75.0,88.676,87.998,-0.8949 (99.1051),9 14,2024/06/15 16:56:34,
5,56,2018179526,중앙케이블네트워크(주),노상우,분석,836688846.0,75.0,88.677,87.999,-0.8938 (99.1062),15 5,2024/06/14 10:53:02,
6,57,2108122973,인터컴넷(주),양지호,분석,836707347.0,75.0,88.679,88.001,-0.8916 (99.1084),11 8,2024/06/13 10:03:16,
7,58,1148137386,(주)유일엔지니어링,송수길,분석,836770327.0,75.0,88.686,88.008,-0.8841 (99.1159),2 9,2024/06/14 08:32:37,
8,59,1078163703,아이티에스엔지니어링 주식회사,김정구,분석,836788000.0,75.0,88.688,88.009,-0.8821 (99.1179),10 4,2024/06/17 09:17:24,
9,60,1138636865,주식회사 정원시큐,염승호,분석,836808719.0,75.0,88.69,88.012,-0.8796 (99.1204),10 5,2024/06/14 10:03:39,
10,61,2168107645,(주)한신기전통신,한아름,분석,836809480.0,75.0,88.691,88.012,-0.8795 (99.1205),8 11,2024/06/14 02:50:08,
11,62,1198656229,주식회사 경진네트워크,김응환,분석,836813850.0,75.0,88.691,88.012,-0.8790 (99.121),8 3,2024/06/14 16:05:20,
12,63,1138645971,주식회사 포딕스시스템,정재호,분석,836821678.0,75.0,88.692,88.013,-0.8781 (99.1219),13 12,2024/06/13 15:00:16,
13,64,2948601665,누리종합전기 주식회사,천금진,분석,836841479.0,75.0,88.694,88.015,-0.8757 (99.1243),9 2,2024/06/14 22:00:59,
14,65,1068660843,세중물산 주식회사,김용욱,분석,836963656.0,75.0,88.707,88.028,-0.8612 (99.1388),12 15,2024/06/13 14:55:44,
15,66,1258180919,(주)경일전공,정요진,분석,836989183.0,75.0,88.71,88.031,-0.8582 (99.1418),15 3,2024/06/14 14:44:03,
16,67,1018151140,(주)사운드솔루션,이홍,분석,836991490.0,75.0,88.71,88.031,-0.8580 (99.142),10 13,2024/06/14 10:39:33,
17,67,1988101775,주식회사 사운드허브,김민정,분석,836991490.0,75.0,88.71,88.031,-0.8580 (99.142),10 13,2024/06/14 11:22:54,
18,69,2128145574,콤시스(주),서경환,분석,837019150.0,75.0,88.713,88.034,-0.8547 (99.1453),5 2,2024/06/14 09:34:26,
19,70,2158601380,세계정보시스템(주),한인창,분석,837026974.0,75.0,88.714,88.035,-0.8537 (99.1463),4 14,2024/06/17 11:21:57,
20,71,3628700817,씨큐리티 주식회사,공승길,분석,837033729.0,75.0,88.715,88.035,-0.8529 (99.1471),13 11,2024/06/14 08:43:10,
21,72,1118124994,오리엔트주식회사,이경호,분석,837104650.0,75.0,88.723,88.043,-0.8445 (99.1555),3 14,2024/06/17 09:05:30,
22,73,2118668579,(주)아이정보기술,이훈희,분석,837131009.0,75.0,88.726,88.046,-0.8414 (99.1586),11 15,2024/06/17 09:18:41,
23,74,1138635212,(주)아이제이일렉트론,김도형,분석,837138400.0,75.0,88.726,88.046,-0.8406 (99.1594),2 11,2024/06/14 13:43:40,
24,75,1138137229,두복산전(주),이영두,분석,837237800.0,75.0,88.737,88.057,-0.8288 (99.1712),10 13,2024/06/14 15:41:17,
25,76,1198164802,주식회사 비아이넷,김동균,분석,837262823.0,75.0,88.74,88.059,-0.8258 (99.1742),4 3,2024/06/13 10:10:22,
26,77,2128197392,금수티아이주식회사,이형주,분석,837279400.0,75.0,88.742,88.061,-0.8238 (99.1762),1 7,2024/06/14 08:55:11,
27,78,2208188477,(주)에이치티엠,정기채,분석,837331233.0,75.0,88.748,88.067,-0.8177 (99.1823),3 9,2024/06/13 14:46:04,
28,79,1081154276,영우정보통신,이영우,분석,837339030.0,75.0,88.748,88.067,-0.8168 (99.1832),1 15,2024/06/17 11:43:30,
29,80,5728702483,주식회사 케이제이에스랩,나봉채,분석,837348724.0,75.0,88.749,88.068,-0.8156 (99.1844),12 1,2024/06/13 10:48:33,
30,81,1108155460,주식회사 자유전설,김상중,분석,837373110.0,75.0,88.752,88.071,-0.8127 (99.1873),7 8,2024/06/17 08:31:59,
31,82,1168173694,(주)지엠에스인터내셔날,김형준,분석,837374799.0,75.0,88.752,88.071,-0.8125 (99.1875),1 8,2024/06/13 11:28:16,
32,83,2118606665,주식회사 아라랏,황지홍,분석,837376942.0,75.0,88.753,88.071,-0.8123 (99.1877),7 10,2024/06/16 16:22:31,
33,84,1198181214,엔텍월드주식회사,안병립,분석,837378010.0,75.0,88.753,88.072,-0.8122 (99.1878),8 4,2024/06/17 09:27:29,
34,85,2208680918,(주)엠디엠알,이재원,분석,837425506.0,75.0,88.758,88.076,-0.8065 (99.1935),7 12,2024/06/13 10:01:37,
35,86,1078805018,주식회사 지엔아이테크,박우정,분석,837450530.0,75.0,88.761,88.079,-0.8036 (99.1964),5 4,2024/06/13 13:07:25,
36,87,1048159651,(주)성우음향정보통신,송민자,분석,837496369.0,75.0,88.766,88.084,-0.7981 (99.2019),12 7,2024/06/17 08:57:59,
37,88,8958700597,주식회사 아이티앤에스,김세영,분석,837507264.0,75.0,88.767,88.085,-0.7969 (99.2031),14 11,2024/06/13 12:06:47,
38,89,4568800195,주식회사 동부코리아통신,윤미옥,분석,837517052.0,75.0,88.768,88.086,-0.7957 (99.2043),13 7,2024/06/14 08:02:58,
39,90,1128126393,주식회사 승도이엔씨,신종성,분석,837524230.0,75.0,88.769,88.087,-0.7948 (99.2052),15 6,2024/06/17 09:17:50,
40,91,1088178984,(주)포소드,마명철,분석,837525284.0,75.0,88.769,88.087,-0.7947 (99.2053),12 3,2024/06/17 10:05:26,
41,92,1358145603,한라인포넷(주),장경민,분석,837541113.0,75.0,88.77,88.089,-0.7928 (99.2072),15 4,2024/06/16 23:11:28,
42,93,1288618438,주식회사 엔지스웨이,최영재,분석,837591525.0,75.0,88.776,88.094,-0.7869 (99.2131),8 9,2024/06/13 16:55:59,
43,94,4048800118,주식회사 앙츠,박창진,분석,837625536.0,75.0,88.78,88.098,-0.7828 (99.2172),7 2,2024/06/14 18:07:59,
44,95,2068125404,(주)대경인트라넷,이강열,분석,837639680.0,75.0,88.781,88.099,-0.7812 (99.2188),5 3,2024/06/14 16:48:25,
45,96,2298126804,주식회사엔엠엑스이엔씨,이동윤,분석,837667047.0,75.0,88.784,88.102,-0.7779 (99.2221),3 1,2024/06/13 11:02:12,
46,97,1078674016,주식회사가나이엔지,강재선,분석,837673595.0,75.0,88.785,88.103,-0.7772 (99.2228),15 3,2024/06/13 11:15:19,
47,98,2208804175,주식회사 예준시스템,이인애,분석,837675786.0,75.0,88.785,88.103,-0.7769 (99.2231),10 5,2024/06/13 13:11:08,
48,99,2208605262,주식회사 트리엠,김동수,분석,837692230.0,75.0,88.787,88.105,-0.7749 (99.2251),11 15,2024/06/14 08:03:29,
49,100,7088800946,주식회사 아이티아이비전,정준호,분석,837710128.0,75.0,88.789,88.106,-0.7728 (99.2272),4 3,2024/06/14 10:40:48,
0,101,1508700266,주식회사 씨에쓰정보기술,박충순,분석,837728000.0,75.0,88.791,88.108,-0.7707 (99.2293),7 14,2024/06/13 10:47:00,
1,102,2048129194,위성이앤씨(주),이양숙,분석,837743729.0,75.0,88.793,88.11,-0.7688 (99.2312),10 13,2024/06/13 10:16:57,
2,103,1138683368,주식회사 에스엠시스템즈,이승환,분석,837814500.0,75.0,88.8,88.117,-0.7605 (99.2395),6 4,2024/06/14 15:31:58,
3,104,1858100770,(주)에이치엔와이,한정목,분석,837814644.0,75.0,88.8,88.117,-0.7604 (99.2396),2 13,2024/06/13 10:21:10,
4,105,2098134159,주식회사 피스코이엔씨,조기현,분석,837824286.0,75.0,88.801,88.118,-0.7593 (99.2407),4 11,2024/06/14 08:42:08,
5,106,2158197106,주식회사통해,전용일,분석,837830263.0,75.0,88.802,88.119,-0.7586 (99.2414),6 15,2024/06/14 08:27:10,
6,107,1191396324,우리통신,윤순옥,분석,837847738.0,75.0,88.804,88.121,-0.7565 (99.2435),14 15,2024/06/13 10:15:08,
7,108,1288141176,주식회사 와이씨스템,장영찬,분석,837849253.0,75.0,88.804,88.121,-0.7564 (99.2436),4 15,2024/06/17 08:57:48,
8,109,2158623647,주식회사 시공이엔씨,황호진,분석,837851961.0,75.0,88.804,88.121,-0.7560 (99.244),6 14,2024/06/13 15:25:44,
9,110,1018138303,주식회사 비엘에스,안홍서,분석,837854053.0,75.0,88.805,88.122,-0.7558 (99.2442),8 14,2024/06/17 09:10:12,
10,111,1060115808,영진정보통신,이종규,분석,837881925.0,75.0,88.808,88.125,-0.7525 (99.2475),3 14,2024/06/14 08:55:18,
11,112,2148811443,(주)우신지엘에스,문경종,분석,837892320.0,75.0,88.809,88.126,-0.7512 (99.2488),15 7,2024/06/17 00:59:58,
12,113,1198195493,주식회사 인텍하우징,심인석,분석,837910044.0,75.0,88.811,88.127,-0.7491 (99.2509),5 7,2024/06/17 09:28:34,
13,114,2130230588,태극정보통신,이상호,분석,837937706.0,75.0,88.814,88.13,-0.7459 (99.2541),3 7,2024/06/16 22:05:50,
14,115,1078165206,앤아이에스(주),정성호,분석,837942124.0,75.0,88.814,88.131,-0.7453 (99.2547),14 3,2024/06/13 15:51:09,
15,116,1018151776,(주)지디시,김승환,분석,837988550.0,75.0,88.819,88.136,-0.7399 (99.2601),7 1,2024/06/13 16:36:23,
16,117,1098643839,주식회사 케이비정보통신,지인현,분석,838016416.0,75.0,88.822,88.139,-0.7365 (99.2635),13 14,2024/06/17 09:13:49,
17,118,1208633380,(주)에스에스통신,이종필,분석,838050186.0,75.0,88.826,88.142,-0.7325 (99.2675),15 10,2024/06/13 10:06:17,
18,118,2048635411,주식회사 화산에스티아이,이명재,분석,838050186.0,75.0,88.826,88.142,-0.7325 (99.2675),1 3,2024/06/13 15:36:48,
19,120,2308103607,주식회사 디케이앤트,양동국,분석,838087518.0,75.0,88.83,88.146,-0.7281 (99.2719),3 13,2024/06/14 13:23:39,
20,121,2138800230,주식회사 성민전기통신,홍종애,분석,838145585.0,75.0,88.836,88.152,-0.7212 (99.2788),12 4,2024/06/13 23:54:31,
21,122,1188117816,(주)영원정보통신,전춘식,분석,838170067.0,75.0,88.839,88.155,-0.7183 (99.2817),9 7,2024/06/13 13:20:42,
22,123,2048644152,신해공영주식회사,이종범,분석,838186900.0,75.0,88.841,88.157,-0.7164 (99.2836),7 5,2024/06/14 10:14:35,
23,124,7098602638,주식회사 시그널아이씨티,강민희,분석,838189485.0,75.0,88.841,88.157,-0.7160 (99.284),9 2,2024/06/17 09:07:42,
24,125,1088179663,주식회사 시큐뱅크,심재춘,분석,838212780.0,75.0,88.844,88.159,-0.7133 (99.2867),15 8,2024/06/14 11:19:00,
25,126,8018600805,세인트로그 주식회사,김세연,분석,838218189.0,75.0,88.844,88.16,-0.7126 (99.2874),5 3,2024/06/16 01:22:30,
26,127,2148132740,(주)융시스템,박진기,분석,838269786.0,75.0,88.85,88.165,-0.7065 (99.2935),4 12,2024/06/13 10:06:01,
27,128,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,838281210.0,75.0,88.851,88.166,-0.7052 (99.2948),13 5,2024/06/13 10:26:47,
28,129,1088107572,세빈테크(주),박재영,분석,838290118.0,75.0,88.852,88.167,-0.7041 (99.2959),6 1,2024/06/16 22:32:20,
29,130,2188114856,서교정보통신(주),김기설,분석,838300923.0,75.0,88.853,88.169,-0.7028 (99.2972),14 13,2024/06/14 21:29:16,
30,131,2148188924,우민전기(주),이학표,분석,838303450.0,75.0,88.854,88.169,-0.7026 (99.2974),4 6,2024/06/14 08:37:50,
31,132,5028131745,(주)에즈웰플러스,이기호,분석,838322873.0,75.0,88.856,88.171,-0.7002 (99.2998),8 14,2024/06/13 11:50:03,
32,133,2148647194,투앤원정보통신주식회사,서승호,분석,838335693.0,75.0,88.857,88.172,-0.6987 (99.3013),9 7,2024/06/13 11:46:59,
33,134,8178800099,(주)대성오토텍,신미금,분석,838355798.0,75.0,88.859,88.174,-0.6963 (99.3037),6 14,2024/06/13 13:57:33,
34,135,2068184285,주식회사 진명파워택,이명규,분석,838372580.0,75.0,88.861,88.176,-0.6944 (99.3056),13 11,2024/06/17 09:32:00,
35,136,1238135136,(주)청남통신,최재언,분석,838375800.0,75.0,88.862,88.176,-0.6940 (99.306),13 6,2024/06/13 10:19:38,
36,137,1078151890,주식회사유진솔루션,이훈희,분석,838384248.0,75.0,88.863,88.177,-0.6930 (99.307),9 1,2024/06/13 11:28:42,
37,138,4768602548,주식회사드림전자피에이,박미영,분석,838385347.0,75.0,88.863,88.177,-0.6928 (99.3072),12 7,2024/06/13 10:00:41,
38,139,1078825334,스마트네트웍스 주식회사,박정옥,분석,838401300.0,75.0,88.864,88.179,-0.6910 (99.309),9 5,2024/06/15 10:05:18,
39,140,1098178920,주식회사 보다컴,류시훈,분석,838422457.0,75.0,88.867,88.181,-0.6885 (99.3115),4 3,2024/06/13 16:29:06,
40,141,2048188475,주식회사 오파스넷,장수현,분석,838432614.0,75.0,88.868,88.182,-0.6873 (99.3127),8 10,2024/06/16 21:00:14,
41,142,1058773833,시큐솔루션 주식회사,남병창,분석,838433468.0,75.0,88.868,88.183,-0.6871 (99.3129),11 8,2024/06/13 11:01:13,
42,143,2338109798,구스텍 주식회사,고중구,분석,838440222.0,75.0,88.869,88.183,-0.6863 (99.3137),3 13,2024/06/14 09:36:11,
43,144,1098143173,에이스건설 주식회사,원경환,분석,838445300.0,75.0,88.869,88.184,-0.6857 (99.3143),5 2,2024/06/17 08:43:31,
44,145,2148824685,육일정보통신 주식회사,김지곤,분석,838452050.0,75.0,88.87,88.184,-0.6849 (99.3151),1 12,2024/06/17 11:53:05,
45,146,1018154598,씨엔에스코리아(주),유호태,분석,838492562.0,75.0,88.874,88.189,-0.6802 (99.3198),6 2,2024/06/14 07:13:52,
46,147,1058718276,에이원게이트 주식회사,이옥경,분석,838508000.0,75.0,88.876,88.19,-0.6783 (99.3217),2 14,2024/06/13 12:44:11,
47,148,1098611773,주식회사상현엔지니어링,이재권,분석,838524645.0,75.0,88.878,88.192,-0.6763 (99.3237),10 5,2024/06/17 06:56:57,
48,149,1018635413,(주)씨유앰앤아이,김정순,분석,838555882.0,75.0,88.881,88.195,-0.6726 (99.3274),3 10,2024/06/13 10:37:42,
49,150,1208105711,주식회사 삼진일렉스,김성관,분석,838561850.0,75.0,88.882,88.196,-0.6719 (99.3281),13 8,2024/06/14 07:56:45,
0,151,1318672272,주식회사 디지오디오,김정구,분석,838595016.0,75.0,88.886,88.2,-0.6680 (99.332),4 9,2024/06/13 17:26:11,
1,152,2158168163,블루엔이(주),정홍채,분석,838609069.0,75.0,88.887,88.201,-0.6663 (99.3337),12 8,2024/06/13 15:26:03,
2,153,1068198683,주식회사 포인트정보,강미혜,분석,838670698.0,75.0,88.894,88.207,-0.6590 (99.341),15 8,2024/06/17 07:45:49,
3,154,1188110211,(주)텔레텍코리아,윤광수,분석,838684651.0,75.0,88.895,88.209,-0.6574 (99.3426),3 13,2024/06/14 21:20:05,
4,155,3388801483,주식회사 에버그린티앤씨,최재완,분석,838693492.0,75.0,88.896,88.21,-0.6563 (99.3437),15 6,2024/06/13 10:48:43,
5,156,1058686587,(주)참슬테크,정희연,분석,838706919.0,75.0,88.898,88.211,-0.6548 (99.3452),13 4,2024/06/14 15:03:00,
6,157,1138151895,주식회사 온리정보통신,김서규,분석,838719664.0,75.0,88.899,88.213,-0.6532 (99.3468),7 3,2024/06/14 13:29:47,
7,158,1058747280,주식회사 하이디,문이수,분석,838734020.0,75.0,88.901,88.214,-0.6515 (99.3485),2 9,2024/06/13 16:32:51,
8,159,3058138619,(주)사이버텔브릿지,남백산,분석,838735915.0,75.0,88.901,88.214,-0.6513 (99.3487),7 8,2024/06/13 10:02:24,
9,160,2088100603,(주)전우사,김한재,분석,838736540.0,75.0,88.901,88.214,-0.6513 (99.3487),2 5,2024/06/14 14:26:36,
10,161,1138169250,코리아이지텔주식회사,임규학,분석,838742458.0,75.0,88.902,88.215,-0.6505 (99.3495),2 12,2024/06/13 10:15:43,
11,162,2108124739,(주)한성기술개발,서창식,분석,838744147.0,75.0,88.902,88.215,-0.6503 (99.3497),8 11,2024/06/17 00:55:19,
12,163,2208104161,대신정보기술 주식회사,이광호,분석,838761000.0,75.0,88.904,88.217,-0.6484 (99.3516),5 7,2024/06/14 13:28:48,
13,164,1068157019,(주)세호영상,박석신,분석,838777915.0,75.0,88.906,88.219,-0.6463 (99.3537),6 8,2024/06/14 09:13:30,
14,165,2548800191,신용전기통신 주식회사,정지택,분석,838804090.0,75.0,88.908,88.221,-0.6432 (99.3568),2 6,2024/06/14 10:31:24,
15,166,6068665713,주식회사 두배라,김왕섭,분석,838815906.0,75.0,88.91,88.223,-0.6418 (99.3582),6 15,2024/06/13 11:19:25,
16,167,2198111833,주식회사 대영아이오티,전인구,분석,838820972.0,75.0,88.91,88.223,-0.6412 (99.3588),13 12,2024/06/13 13:29:18,
17,168,1068180183,보람정보통신서비스(주),정승원,분석,838822700.0,75.0,88.91,88.223,-0.6410 (99.359),7 9,2024/06/14 00:02:46,
18,169,2068193673,지에스네트웍스(주),임동배,분석,838836168.0,75.0,88.912,88.225,-0.6394 (99.3606),7 10,2024/06/13 10:13:41,
19,170,2158138510,신신이앤씨주식회사,하상청,분석,838836881.0,75.0,88.912,88.225,-0.6394 (99.3606),15 14,2024/06/14 11:17:00,
20,171,2208658565,주식회사 주인정보시스템,김근호,분석,838838500.0,75.0,88.912,88.225,-0.6392 (99.3608),9 11,2024/06/14 17:25:13,
21,172,2128178492,주식회사 제이에치코리아,이주환,분석,838850650.0,75.0,88.914,88.226,-0.6377 (99.3623),14 12,2024/06/13 16:07:05,
22,173,8878700825,주식회사 수인정보통신,김옥환,분석,838874330.0,75.0,88.916,88.229,-0.6349 (99.3651),5 2,2024/06/16 20:42:34,
23,174,1098154781,(주)공항엔지니어링,박필립,분석,838880470.0,75.0,88.917,88.23,-0.6342 (99.3658),8 9,2024/06/14 18:13:50,
24,175,1138188878,주식회사 신영이엔티,이찬세,분석,838882220.0,75.0,88.917,88.23,-0.6340 (99.366),9 2,2024/06/14 11:13:54,
25,176,1178188899,주식회사 시큐렉스,최영희,분석,838934099.0,75.0,88.923,88.235,-0.6278 (99.3722),5 4,2024/06/17 09:02:28,
26,177,1018139321,(주)세웅정보통신,장우진,분석,838946762.0,75.0,88.924,88.236,-0.6263 (99.3737),1 12,2024/06/13 10:35:13,
27,178,1068147942,태양이엠씨(주),선오규,분석,838983909.0,75.0,88.928,88.24,-0.6219 (99.3781),8 2,2024/06/14 14:24:15,
28,179,2148798098,주식회사 에이스뷰,김종오,분석,839009000.0,75.0,88.931,88.243,-0.6190 (99.381),11 12,2024/06/14 09:43:09,
29,180,1198635243,(주)다룸정보기술,이혜경,분석,839031186.0,75.0,88.933,88.245,-0.6163 (99.3837),2 3,2024/06/13 18:39:23,
30,181,2068124123,(주)세양텔레콤,김한섭,분석,839039629.0,75.0,88.934,88.246,-0.6153 (99.3847),8 4,2024/06/14 08:48:05,
31,182,2158727392,매컴정보통신(주),장병호,분석,839048920.0,75.0,88.935,88.247,-0.6142 (99.3858),2 6,2024/06/14 06:19:13,
32,183,1178152009,동아신호 주식회사,최종수,분석,839097200.0,75.0,88.94,88.252,-0.6085 (99.3915),15 7,2024/06/14 17:22:32,
