,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,7948100026,주식회사 아성엠  [최종낙찰],전세희,분석,136065500,84.404,83.469,-0.92100 (99.079),3 14,2024/11/27 13:57:07,
1,2,2158602337,지엔네텔(주),고시영,분석,136471548,84.656,83.718,-0.62533 (99.37467),8 10,2024/11/29 11:21:35,
2,3,7478702262,주식회사테크윤,구연희,분석,136807349,84.864,83.924,-0.38080 (99.6192),11 8,2024/11/27 23:45:20,
3,4,1108609224,주식회사 두루스코,김옥연,분석,136891862,84.916,83.976,-0.31926 (99.68074),12 1,2024/11/29 09:43:29,
4,5,1018116968,(주)넥슨정보통신,신양인,분석,136901690,84.922,83.982,-0.31211 (99.68789),7 1,2024/11/27 14:28:48,
5,6,8028800189,주식회사 아이앤서브,박광열,분석,136985000,84.974,84.033,-0.25144 (99.74856),7 5,2024/11/29 11:45:35,
6,7,2208143387,(주)글로벌텔레콤,서승현,분석,137134500,85.067,84.124,-0.14258 (99.85742),10 6,2024/11/28 17:27:33,
7,8,8228700717,주식회사 해나정보통신,이창현,분석,137148257,85.075,84.133,-0.13256 (99.86744),4 10,2024/11/28 13:49:51,
8,9,1088149704,썬시큐원(주),백석환,분석,137203700,85.11,84.167,-0.09219 (99.90781),15 2,2024/11/28 06:06:43,
9,10,4658102956,주식회사 이더넷,양희연,분석,137442250,85.258,84.313,0.08151 (100.08151),2 1,2024/11/28 21:27:05,
10,11,1148683959,제이엔에스텍주식회사,안종기,분석,137582000,85.344,84.399,0.18327 (100.18327),12 2,2024/11/28 16:44:07,
11,12,1298196937,주식회사 진인프라,김성용,분석,137719370,85.43,84.483,0.28330 (100.2833),10 13,2024/11/27 10:36:05,
12,13,1208782160,에스엔에스이서비스주식회사,정경식,분석,137786900,85.472,84.525,0.33248 (100.33248),1 15,2024/11/28 10:13:28,
13,14,1098167078,(주)에스씨네트,이계영,분석,137843780,85.507,84.559,0.37390 (100.3739),5 13,2024/11/27 10:13:05,
14,15,1188114949,이주씨스템(주),이복균,분석,137887300,85.534,84.586,0.40559 (100.40559),8 7,2024/11/29 09:15:11,
15,16,1058740405,(주)화성이엔지,김택환,분석,138061450,85.642,84.693,0.53240 (100.5324),5 8,2024/11/27 15:51:57,
16,17,2037666794,금성텔레콤,정용상,분석,138102647,85.667,84.718,0.56239 (100.56239),1 10,2024/11/27 12:37:30,
17,18,1048159651,(주)성우음향정보통신,송민자,분석,138389120,85.845,84.894,0.77100 (100.771),8 9,2024/11/29 08:24:04,
18,19,2048626080,주식회사 엘제이이엔지,임성희,분석,138423620,85.867,84.915,0.79612 (100.79612),4 1,2024/11/28 12:42:10,
19,20,8978600790,로봇앤컴 주식회사,이경일,분석,138461170,85.89,84.938,0.82346 (100.82346),12 9,2024/11/28 14:42:22,
20,21,2068184285,주식회사 진명파워택,이명규,분석,138589698,85.97,85.017,0.91705 (100.91705),15 3,2024/11/29 09:39:47,
21,22,2148752525,(주)엘티네트워크,조완식,분석,138599688,85.976,85.023,0.92433 (100.92433),1 14,2024/11/28 14:20:16,
22,23,1108604272,소리콤 주식회사,정재홍,분석,138642090,86.002,85.049,0.95520 (100.9552),11 3,2024/11/29 01:16:52,
23,24,1058625329,주식회사 윈미디텍,강명환,분석,138993620,86.22,85.265,1.21118 (101.21118),12 2,2024/11/27 15:25:44,
24,25,1138163445,주식회사 삼도통신,이정경,분석,138996200,86.222,85.266,1.21305 (101.21305),13 4,2024/11/28 14:41:36,
25,26,1170233690,화진정보통신,김병철,분석,139018453,86.236,85.28,1.22926 (101.22926),2 9,2024/11/28 15:15:07,
26,27,1138137229,두복산전(주),이영두,분석,139457620,86.508,85.549,1.54905 (101.54905),9 3,2024/11/28 09:35:39,
27,28,2158192566,(주)열림정보기술,고동민,분석,139551000,86.566,85.607,1.61704 (101.61704),12 4,2024/11/28 15:12:53,
28,29,8348600218,주식회사 코리아통신,박정현,분석,143050347,88.737,87.753,4.16517 (104.16517),14 13,2024/11/27 22:44:01,
29,30,5728702483,주식회사 케이제이에스랩,나봉채,분석,143498450,89.015,88.028,4.49146 (104.49146),4 11,2024/11/28 11:30:50,
30,31,2148647194,투앤원정보통신주식회사,서승호,분석,155705000,96.587,95.516,13.37992 (113.37992),4 1,2024/11/27 18:57:41,
31,32,1078677070,씨지에스아이티(주),최규식,분석,160499000,99.56,98.457,16.87078 (116.87078),11 7,2024/11/28 16:38:44,
32,33,7098602638,주식회사 시그널아이씨티,강민희,분석,161545800,100.2102,99.099,17.63303 (117.63303),14 5,2024/11/28 22:10:18,예가초과
