,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1208105711,주식회사 삼진일렉스,김성관,분석,272962000,87.747,88.781,0.20128 (100.20128),,2024/04/23 15:39:10,
1,2,2118645407,흥일정보통신(주),정본영,분석,272968797,87.75,88.783,0.20380 (100.2038),,2024/04/22 11:09:33,
2,3,1128143733,공간미디어(주),김명숙,분석,272972305,87.751,88.784,0.20510 (100.2051),,2024/04/24 07:47:27,
3,4,2098101546,교보디티에스 주식회사,권창기,분석,272978779,87.753,88.786,0.20750 (100.2075),,2024/04/22 18:16:58,
4,5,1098153915,하비넷정보통신(주),이종훈,분석,272978780,87.753,88.786,0.20750 (100.2075),,2024/04/24 08:06:15,
5,6,1178122655,셀렉트정보기술(주),임윤정,분석,272984510,87.755,88.788,0.20962 (100.20962),,2024/04/21 17:17:14,
6,7,6428601243,주식회사 기가넷시스템,방영락,분석,272985472,87.755,88.788,0.20998 (100.20998),,2024/04/19 18:49:40,
7,8,2148860959,(주)가온글로벌,최병억,분석,272986332,87.756,88.789,0.21029 (100.21029),,2024/04/22 10:31:19,
8,9,6338800846,원흥이엔씨 주식회사,최재혁,분석,272988400,87.756,88.789,0.21106 (100.21106),,2024/04/23 20:11:27,
9,10,6078616291,케이시스 주식회사,김중섭,분석,273000000,87.76,88.793,0.21536 (100.21536),,2024/04/22 17:45:27,
10,11,2128166939,주식회사 연일전력,최희성,분석,273021403,87.768,88.8,0.22329 (100.22329),,2024/04/22 16:00:36,
11,12,1208137120,(주)지티일렉콘,고광열,분석,273030500,87.771,88.803,0.22667 (100.22667),,2024/04/24 05:09:01,
12,13,2208106252,주식회사 중선아이티씨,김학선,분석,273042700,87.775,88.807,0.23119 (100.23119),,2024/04/23 11:48:18,
13,14,2118899396,주식회사 피에스콤,최정환,분석,273043930,87.776,88.807,0.23165 (100.23165),,2024/04/22 16:32:50,
14,15,1078165206,앤아이에스(주),정성호,분석,273052428,87.779,88.81,0.23480 (100.2348),,2024/04/22 18:28:36,
15,16,1198609084,주식회사 유니씨엔에스,박경임,분석,273063489,87.783,88.814,0.23890 (100.2389),,2024/04/22 16:36:56,
16,17,1078735096,주식회사 등대씨엔씨,서철승,분석,273064570,87.783,88.814,0.23930 (100.2393),,2024/04/22 16:53:08,
17,18,2108164712,주식회사 데스카,조혜연,분석,273066880,87.784,88.815,0.24015 (100.24015),,2024/04/17 10:32:54,
18,19,1078162422,프라미스유 주식회사,박정은,분석,273069150,87.785,88.816,0.24099 (100.24099),,2024/04/22 22:47:31,
19,20,2178601498,주식회사 엔키텍,원영춘,분석,273070233,87.785,88.816,0.24140 (100.2414),,2024/04/23 07:35:10,
20,21,1068660843,세중물산 주식회사,김용욱,분석,273071300,87.785,88.816,0.24179 (100.24179),,2024/04/22 10:24:56,
21,22,2068165221,유니슨전기(주),유창진,분석,273078223,87.788,88.819,0.24436 (100.24436),,2024/04/17 09:32:03,
22,23,1068606683,로버무트 주식회사,송태하,분석,273080620,87.789,88.819,0.24525 (100.24525),,2024/04/22 11:01:45,
23,24,2068183592,(주)신광티앤이,이일환,분석,273081293,87.789,88.82,0.24549 (100.24549),,2024/04/23 16:06:25,
24,25,2108130492,명신정보통신(주),서철,분석,273087229,87.791,88.822,0.24770 (100.2477),,2024/04/23 09:39:21,
25,26,2018199051,나루씨앤씨주식회사,이상협,분석,273087499,87.791,88.822,0.24780 (100.2478),,2024/04/19 10:32:00,
26,27,4108633207,(유)대원엔지니어링,박윤규,분석,273088580,87.791,88.822,0.24820 (100.2482),,2024/04/23 09:59:16,
27,28,2068606891,수미디어통신 주식회사,하학수,분석,273109360,87.799,88.829,0.25590 (100.2559),,2024/04/22 11:36:15,
28,29,2158133077,오티씨 주식회사,김희언,분석,273110734,87.799,88.829,0.25641 (100.25641),,2024/04/17 08:35:14,
29,30,1058773833,시큐솔루션 주식회사,남병창,분석,273114200,87.8,88.83,0.25769 (100.25769),,2024/04/22 09:07:54,
30,31,1108179327,(주) 유엘네트웍스,정재순,분석,273117983,87.802,88.832,0.25909 (100.25909),,2024/04/18 15:03:12,
31,32,2118743406,보성통신기술(주),오영배,분석,273126620,87.805,88.834,0.26230 (100.2623),,2024/04/23 14:36:35,
32,33,2128196942,동진이앤씨(주),민진식,분석,273128200,87.805,88.835,0.26288 (100.26288),,2024/04/23 13:31:24,
33,34,1058676906,(주)디엠씨정보,윤성인,분석,273129800,87.806,88.835,0.26348 (100.26348),,2024/04/22 14:17:04,
34,35,1048603486,우영메카(주),김규승,분석,273133631,87.807,88.837,0.26490 (100.2649),,2024/04/21 21:32:41,
35,36,1138604679,(주) 투데이게이트,김익훈,분석,273136787,87.808,88.838,0.26607 (100.26607),,2024/04/22 09:43:25,
36,37,2098133373,주식회사 씨스넷,이명재,분석,273149120,87.813,88.842,0.27064 (100.27064),,2024/04/22 10:14:01,
37,38,2148724941,한빛시스템주식회사,윤명호,분석,273150896,87.813,88.842,0.27130 (100.2713),,2024/04/23 09:27:31,
38,39,1078711298,청우기전주식회사,오병호,분석,273157371,87.815,88.844,0.27370 (100.2737),,2024/04/22 15:35:09,
39,40,1198158412,애드넷정보통신(주),박상흥,분석,273158580,87.816,88.845,0.27414 (100.27414),,2024/04/19 16:43:42,
40,41,2158674452,(주)새별네트웍스,현경순,분석,273158580,87.816,88.845,0.27414 (100.27414),,2024/04/22 16:10:20,
41,42,4168128895,(주)비아이씨스템,방인식,분석,273162410,87.817,88.846,0.27556 (100.27556),,2024/04/23 07:03:17,
42,43,1058164176,(주)신보파워텍,공민우,분석,273162508,87.817,88.846,0.27560 (100.2756),,2024/04/24 11:35:40,
43,44,1058641085,(주)에스엠전력,김동율,분석,273163414,87.817,88.846,0.27594 (100.27594),,2024/04/19 11:20:37,
44,45,6458800418,청명이엔지 주식회사,김형준,분석,273165464,87.818,88.847,0.27670 (100.2767),,2024/04/23 15:18:56,
45,46,2158602337,지엔네텔(주),고시영,분석,273170328,87.82,88.849,0.27850 (100.2785),,2024/04/24 11:36:27,
46,47,2168701696,주식회사 투비콤,유수정,분석,273173929,87.821,88.85,0.27983 (100.27983),,2024/04/18 09:17:08,
47,48,2068125141,주식회사 스테이지넷,임영규,분석,273177873,87.823,88.851,0.28129 (100.28129),,2024/04/22 16:08:10,
48,49,1138163218,(주)신성하이텍,성성모,분석,273178278,87.823,88.851,0.28145 (100.28145),,2024/04/22 10:52:18,
49,50,1058714080,(주) 한일이앤에스,박완교,분석,273184349,87.825,88.853,0.28370 (100.2837),,2024/04/23 10:23:30,
0,51,2178127061,주식회사 칸씨앤에스,강나영,분석,273187586,87.826,88.854,0.28490 (100.2849),,2024/04/24 09:39:02,
