,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1288610057,주식회사 청명씨앤아이,문현민,분석,7022622,87.755,87.482,-0.29905 (99.70095),,2024/10/31 16:36:53,1순위
1,2,4818802660,이지씨엔티 주식회사,이종기,분석,7023428,87.765,87.492,-0.28761 (99.71239),,2024/10/30 16:21:56,2순위
2,3,2098133373,주식회사 씨스넷,이명재,분석,7024470,87.778,87.505,-0.27282 (99.72718),,2024/11/04 09:27:55,3순위
3,4,1068167098,코스믹전기통신 주식회사,이규선,분석,7024500,87.779,87.505,-0.27239 (99.72761),,2024/10/31 09:11:45,4순위
4,5,2066762193,보성통신,문용권,분석,7024860,87.783,87.51,-0.26728 (99.73272),,2024/11/03 07:44:30,5순위
5,6,1288154026,(주)니트로시스템,정인교,분석,7025270,87.788,87.515,-0.26146 (99.73854),,2024/10/31 14:02:31,6순위
6,7,3148189882,주식회사 제이케이씨엔에스,이동호,분석,7025470,87.791,87.518,-0.25862 (99.74138),,2024/11/01 09:35:58,7순위
7,8,6218602134,(주)플러스전력,이하일,분석,7025950,87.797,87.524,-0.25181 (99.74819),,2024/10/31 15:17:23,8순위
8,9,1138683636,주식회사 온택,허윤훈,분석,7026260,87.801,87.527,-0.24740 (99.7526),,2024/10/31 12:30:23,9순위
9,10,1138640850,주식회사 우솔네트웍스,유상열,분석,7026852,87.808,87.535,-0.23900 (99.761),,2024/11/01 09:58:59,10순위
10,11,1078649711,주식회사 백선통신,황선호,분석,7027010,87.81,87.537,-0.23676 (99.76324),,2024/10/31 14:58:04,11순위
11,12,6758102266,주식회사 정현이엔지,김종현,분석,7027080,87.811,87.538,-0.23576 (99.76424),,2024/11/04 09:36:22,12순위
12,13,1138649133,빅썬시스템즈 주식회사,권태일,분석,7027320,87.814,87.541,-0.23235 (99.76765),,2024/10/30 14:57:04,13순위
13,14,2048170015,(주)하남통신,김종화,분석,7027687,87.819,87.545,-0.22714 (99.77286),,2024/11/03 13:48:01,14순위
14,15,2120549052,태성통신,최재석,분석,7027837,87.821,87.547,-0.22502 (99.77498),,2024/11/04 06:29:08,15순위
15,16,1148680379,주식회사 다경시스템,김대원,분석,7028114,87.824,87.551,-0.22108 (99.77892),,2024/10/31 10:45:46,16순위
16,17,7148800617,주식회사 성진정보통신,문계철,분석,7028274,87.826,87.553,-0.21881 (99.78119),,2024/10/31 15:06:01,17순위
17,18,2158602337,지엔네텔(주),고시영,분석,7028846,87.833,87.56,-0.21069 (99.78931),,2024/11/04 08:42:40,18순위
18,19,2108149521,주식회사 구일일무인경비시스템,박종철,분석,7030860,87.858,87.585,-0.18210 (99.8179),,2024/10/31 13:10:31,19순위
19,20,1078658471,비케이앤파워컴 주식회사,김정훈,분석,7031260,87.863,87.59,-0.17642 (99.82358),,2024/10/30 14:58:59,20순위
20,21,1138672177,주식회사 재연이엔씨,이성일,분석,7031350,87.864,87.591,-0.17514 (99.82486),,2024/10/31 15:32:48,21순위
21,22,1078162397,신용통신 주식회사,김형종,분석,7031800,87.87,87.596,-0.16875 (99.83125),,2024/10/31 07:59:27,22순위
22,23,3388801483,주식회사 에버그린티앤씨,최재완,분석,7032163,87.875,87.601,-0.16360 (99.8364),,2024/11/01 18:12:03,23순위
23,24,3808700630,주식회사 퍼니포커스,김환영,분석,7032270,87.876,87.602,-0.16208 (99.83792),,2024/11/04 09:35:37,24순위
24,25,1198642201,주식회사 한일이앤씨,황유경,분석,7032461,87.878,87.605,-0.15937 (99.84063),,2024/11/01 10:49:26,25순위
25,26,1118126196,(주)광성통신,김성철,분석,7032474,87.879,87.605,-0.15918 (99.84082),,2024/10/31 15:33:40,26순위
26,27,1068128718,서광통신 주식회사,최경석,분석,7032783,87.882,87.609,-0.15480 (99.8452),,2024/11/01 12:59:14,27순위
27,28,2048131439,중앙텔콤(주),오충석,분석,7032974,87.885,87.611,-0.15208 (99.84792),,2024/10/30 15:19:56,28순위
28,29,6768601611,주식회사 루트웰,노덕권,분석,7033500,87.891,87.618,-0.14462 (99.85538),,2024/10/31 07:53:59,29순위
29,30,2928100573,주식회사 코코아플러스,최용석,분석,7033700,87.894,87.62,-0.14178 (99.85822),,2024/11/01 08:25:35,30순위
30,31,1058663420,(주)엠비에스엔지니어링,강형주,분석,7033900,87.896,87.623,-0.13894 (99.86106),,2024/10/30 22:01:09,31순위
31,32,2098160768,금호이엔지 주식회사,김승규,분석,7034120,87.899,87.625,-0.13581 (99.86419),,2024/11/01 18:49:22,32순위
32,33,2068124123,(주)세양텔레콤,김한섭,분석,7034156,87.9,87.626,-0.13530 (99.8647),,2024/11/01 09:00:19,33순위
33,34,1018154491,엘케이테크넷(주),이만형,분석,7034440,87.903,87.629,-0.13127 (99.86873),,2024/10/31 12:57:33,34순위
34,35,1098150316,(주)건우통신,노형환,분석,7034570,87.905,87.631,-0.12943 (99.87057),,2024/11/01 09:13:00,35순위
35,36,2148647194,투앤원정보통신주식회사,서승호,분석,7035200,87.913,87.639,-0.12048 (99.87952),,2024/10/30 11:17:22,36순위
36,37,2128197392,금수티아이주식회사,이형주,분석,7035460,87.916,87.642,-0.11679 (99.88321),,2024/11/01 08:56:50,37순위
37,38,7608700874,주식회사 에스비엠,정한철,분석,7035545,87.917,87.643,-0.11558 (99.88442),,2024/11/03 20:37:27,38순위
