순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2138620455,주식회사 아이원이엔씨  [최종낙찰],박진정,분석,71445900.0,87.782,89.419,1.60573 (101.60573),1 7,2021/05/26 17:11:02,
2,8328600094,티엔에스아이(주),이재민,분석,71485819.0,87.832,89.469,1.66267 (101.66267),11 10,2021/05/27 10:51:50,
3,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,71493690.0,87.842,89.478,1.67390 (101.6739),1 6,2021/05/31 09:40:39,
4,1218600688,주식회사 유티스,신현길,분석,71498806.0,87.848,89.485,1.68120 (101.6812),13 6,2021/05/31 09:57:08,
5,1358644012,주식회사 아주건설,김병문,분석,71500000.0,87.85,89.486,1.68290 (101.6829),11 13,2021/05/30 10:17:21,
6,1358173773,주식회사 새별테크,이민경,분석,71508800.0,87.861,89.497,1.69545 (101.69545),3 8,2021/05/27 09:58:24,
7,2078131175,(주)경우이앤씨,이성일,분석,71511530.0,87.864,89.501,1.69935 (101.69935),7 14,2021/05/28 16:06:07,
8,2068650742,한선씨앤씨 주식회사,장홍식,분석,71513284.0,87.867,89.503,1.70185 (101.70185),10 2,2021/05/26 16:30:29,
9,2038143228,백영전자 주식회사(白榮電子 株式會社),임대순,분석,71605990.0,87.983,89.619,1.83408 (101.83408),6 5,2021/05/29 20:42:43,
10,2298130972,(주)태주이엔지,원미숙,분석,71636900.0,88.022,89.658,1.87817 (101.87817),11 13,2021/05/30 22:56:28,
11,2958100102,주식회사 이노테크,김기은,분석,71643560.0,88.031,89.666,1.88767 (101.88767),7 15,2021/05/26 19:25:16,
12,1328132147,덕성전력(주),김덕성,분석,71651220.0,88.04,89.676,1.89859 (101.89859),3 5,2021/05/27 15:39:59,
13,2088130806,인성테크이엔시 주식회사,이상룡,분석,71672534.0,88.067,89.702,1.92900 (101.929),6 3,2021/05/27 15:13:38,
14,1268143974,(주) 앤쏘,최원진,분석,71715000.0,88.121,89.755,1.98957 (101.98957),5 4,2021/05/26 11:35:26,
15,1058694239,(주)진성전력,김용일,분석,71722440.0,88.13,89.765,2.00018 (102.00018),4 15,2021/05/28 08:13:58,
16,1148680379,주식회사 다경시스템,김대원,분석,72352000.0,88.923,90.553,2.89816 (102.89816),11 14,2021/05/27 08:08:51,
17,5568600846,주식회사 아이콘정보통신,박종일,분석,74422388.0,91.529,93.144,5.85129 (105.85129),10 6,2021/05/28 10:35:26,
18,1368130272,(주)다남정보통신,김석용,분석,75564970.0,92.968,94.574,7.48103 (107.48103),3 12,2021/05/27 10:54:14,
19,1198147967,주식회사 에스티씨네트웍스,신선우,분석,78151880.0,96.225,97.812,11.17091 (111.17091),2 4,2021/05/31 09:51:24,
20,1408110372,(주)지성하이텍,송혜선,분석,97398988.0,120.4603,121.901,38.62432 (138.62432),9 13,2021/05/31 09:23:00,예가초과
-1,1048159651,(주)성우음향정보통신,송민자,분석,71406122.0,87.732,89.369,1.54900 (101.549),3 8,2021/05/31 08:46:54,낙찰하한선 미달
-2,1228179903,주식회사신화전기,김수,분석,71390900.0,87.712,89.35,1.52728 (101.52728),3 2,2021/05/26 09:46:54,낙찰하한선 미달
-3,1228643768,주식회사 비알인포텍,김경님,분석,71387474.0,87.708,89.346,1.52240 (101.5224),14 2,2021/05/28 15:31:52,낙찰하한선 미달
-4,1258107581,동광기업(주),주명숙,분석,71386700.0,87.707,89.345,1.52129 (101.52129),6 9,2021/05/28 15:00:54,낙찰하한선 미달
-5,1108123600,주식회사 서우전설,정혜남,분석,71380323.0,87.699,89.337,1.51220 (101.5122),8 2,2021/05/31 09:31:23,낙찰하한선 미달
-6,1108175767,(주)에스에이치전기,김성태,분석,71342960.0,87.652,89.29,1.45890 (101.4589),5 15,2021/05/26 13:54:43,낙찰하한선 미달
-7,1278631549,(주) 큐브정보기술,박찬신,분석,71339200.0,87.647,89.285,1.45354 (101.45354),7 8,2021/05/28 14:46:52,낙찰하한선 미달
-8,1308634130,주식회사 유앤테크,지승현,분석,71333561.0,87.64,89.278,1.44550 (101.4455),15 3,2021/05/31 09:10:24,낙찰하한선 미달
-9,1168144224,제일정보건설 주식회사,김진철,분석,71319889.0,87.623,89.261,1.42600 (101.426),5 13,2021/05/31 09:20:36,낙찰하한선 미달
-10,3108113681,에이엠테크주식회사,노병훈,분석,71319539.0,87.623,89.261,1.42550 (101.4255),12 10,2021/05/31 09:27:43,낙찰하한선 미달
-11,6388700747,기마테크 주식회사,최병진,분석,71304100.0,87.603,89.241,1.40347 (101.40347),7 13,2021/05/27 10:13:52,낙찰하한선 미달
-12,1238186315,케이에스아이주식회사,김경숙,분석,71303131.0,87.602,89.24,1.40209 (101.40209),4 1,2021/05/27 10:52:19,낙찰하한선 미달
-13,1058640413,(주)지앤에스이엔지,박선영,분석,71300821.0,87.599,89.237,1.39880 (101.3988),3 15,2021/05/31 08:38:22,낙찰하한선 미달
-14,1178115663,한빛기전 주식회사,최태정,분석,71297570.0,87.595,89.233,1.39416 (101.39416),7 14,2021/05/28 17:19:08,낙찰하한선 미달
-15,2148194561,주식회사 해오름이엔씨,김길수,분석,71293179.0,87.589,89.228,1.38790 (101.3879),5 14,2021/05/28 08:39:46,낙찰하한선 미달
-16,1058749236,(주)명가씨앤씨,이동원,분석,71289761.0,87.585,89.223,1.38302 (101.38302),8 5,2021/05/28 09:31:57,낙찰하한선 미달
-17,1328624055,주식회사 아이티아이씨앤씨,한치성,분석,71285700.0,87.58,89.218,1.37723 (101.37723),14 9,2021/05/31 09:16:06,낙찰하한선 미달
-18,1078167709,온세텔레콤(주),박준학,분석,71276500.0,87.568,89.207,1.36411 (101.36411),15 14,2021/05/28 09:15:31,낙찰하한선 미달
-19,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,71276300.0,87.568,89.206,1.36382 (101.36382),12 11,2021/05/28 12:51:33,낙찰하한선 미달
-20,1248152502,명진전력(주),윤근의,분석,71269692.0,87.56,89.198,1.35440 (101.3544),7 13,2021/05/30 02:50:02,낙찰하한선 미달
-21,2758700978,(주)가람이앤씨,이승현,분석,71268640.0,87.559,89.197,1.35290 (101.3529),12 5,2021/05/27 17:14:00,낙찰하한선 미달
-22,1378607518,주식회사만성,최은정,분석,71265980.0,87.555,89.193,1.34910 (101.3491),3 7,2021/05/27 15:38:53,낙찰하한선 미달
-23,1188119473,주식회사 부송,백장호,분석,71253988.0,87.54,89.178,1.33200 (101.332),3 13,2021/05/27 13:02:25,낙찰하한선 미달
-24,2068601047,왕건전기 주식회사,한미라,분석,71250637.0,87.536,89.174,1.32722 (101.32722),14 15,2021/05/31 08:05:22,낙찰하한선 미달
-25,1328182633,주식회사 삼일,강원민,분석,71232370.0,87.513,89.151,1.30116 (101.30116),8 5,2021/05/28 08:47:23,낙찰하한선 미달
-26,2068125141,주식회사 스테이지넷,임영규,분석,71225453.0,87.504,89.143,1.29130 (101.2913),4 14,2021/05/27 14:02:09,낙찰하한선 미달
-27,8758100854,주식회사피앤에스네트웍솔루션,정용선,분석,71224490.0,87.503,89.142,1.28992 (101.28992),13 1,2021/05/25 10:19:21,낙찰하한선 미달
-28,1288100516,재성전기(주),유한성,분석,71223560.0,87.502,89.14,1.28859 (101.28859),8 7,2021/05/26 16:41:15,낙찰하한선 미달
-29,1238122892,한국디지탈콘트롤 주식회사,신숙향,분석,71220195.0,87.498,89.136,1.28380 (101.2838),9 10,2021/05/27 17:50:03,낙찰하한선 미달
-30,1428170925,주식회사 신우일렉스,곽태호,분석,71218442.0,87.495,89.134,1.28129 (101.28129),1 14,2021/05/27 10:32:43,낙찰하한선 미달
-31,1068641638,(주)매트릭스미디어,김진성,분석,71214750.0,87.491,89.129,1.27603 (101.27603),13 2,2021/05/31 09:18:27,낙찰하한선 미달
-32,1328198436,주식회사 유신,서경숙,분석,71212247.0,87.488,89.126,1.27246 (101.27246),12 6,2021/05/28 17:17:24,낙찰하한선 미달
-33,1278188799,(주)재성이엔씨,신찬용,분석,71211431.0,87.486,89.125,1.27129 (101.27129),14 4,2021/05/28 13:23:54,낙찰하한선 미달
-34,2068611905,(주)한포넷,이현우,분석,71210516.0,87.485,89.124,1.26999 (101.26999),13 3,2021/05/28 09:49:26,낙찰하한선 미달
