순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,4448800760,지인정보통신 주식회사,송필홍,분석,11489607,87.749,87.864,-0.57029 (99.42971),7 1,2021/04/12 11:50:27,
2,1062873386,이행정보통신공사,오흥식,분석,11489700,87.75,87.864,-0.56948 (99.43052),9 3,2021/04/12 10:12:44,
3,2148840477,주식회사 알비에스테크  [최종낙찰],김동헌,분석,11489720,87.75,87.864,-0.56931 (99.43069),13 3,2021/04/13 08:26:59,
4,1108131570,(주)조은시스템,김창윤,분석,11491800,87.767,87.88,-0.55118 (99.44882),12 3,2021/04/09 08:25:59,
5,1188114764,(주)세빛전자통신,이상호,분석,11491850,87.768,87.881,-0.55074 (99.44926),14 4,2021/04/09 11:13:26,
6,1138621101,(주)아이피로드,강철지,분석,11491981,87.769,87.882,-0.54960 (99.4504),8 15,2021/04/09 14:08:04,
7,1268620466,(주)진원엔지니어링,이규황,분석,11492170,87.77,87.883,-0.54796 (99.45204),3 11,2021/04/06 14:55:20,
8,1018139321,(주)세웅정보통신,장우진,분석,11493030,87.777,87.89,-0.54046 (99.45954),11 6,2021/04/12 09:39:58,
9,6218602134,(주)플러스전력,이하일,분석,11493087,87.778,87.89,-0.53996 (99.46004),7 4,2021/04/12 22:16:28,
10,1138632307,(주)인투에스,남기융,분석,11493163,87.778,87.891,-0.53930 (99.4607),14 11,2021/04/12 10:04:17,
11,1078651497,모바일파킹 유한회사,김중근,분석,11493175,87.778,87.891,-0.53920 (99.4608),6 5,2021/04/09 10:55:17,
12,1098613335,주식회사 스마트씨앤아이,임요웅,분석,11493890,87.784,87.896,-0.53296 (99.46704),8 4,2021/04/12 14:45:17,
13,3078147074,주식회사성우네트웍스,최성봉,분석,11494870,87.792,87.904,-0.52442 (99.47558),14 6,2021/04/12 23:39:57,
14,1198649126,태광에스엠주식회사,전현용,분석,11495423,87.797,87.908,-0.51960 (99.4804),7 10,2021/04/13 09:34:44,
15,2148736980,(주)인타임정보,노영두,분석,11495690,87.799,87.91,-0.51728 (99.48272),13 2,2021/04/09 10:04:41,
16,1178119238,주식회사 동양네트워크,김종렬,분석,11496101,87.802,87.913,-0.51370 (99.4863),12 15,2021/04/13 08:15:30,
17,1058606899,이화티티씨(주),이선정,분석,11496340,87.804,87.915,-0.51161 (99.48839),9 12,2021/04/12 17:32:51,
18,2158607273,(주)미주전통,장원식,분석,11496376,87.804,87.915,-0.51130 (99.4887),7 10,2021/04/11 20:46:05,
19,1058153698,진우산전(주),정진태,분석,11497466,87.813,87.924,-0.50180 (99.4982),8 6,2021/04/09 14:54:25,
20,3028128918,주식회사 가시,강우석,분석,11497730,87.815,87.926,-0.49950 (99.5005),1 10,2021/04/13 09:30:58,
21,2158159534,주식회사 하이텍이피씨,정구천,분석,11498108,87.818,87.929,-0.49620 (99.5038),3 6,2021/04/12 08:54:01,
22,1088155278,금하개발(주),김채모,분석,11498350,87.82,87.93,-0.49409 (99.50591),5 13,2021/04/12 13:50:28,
23,1068644033,(주)코맥스디에스씨,안병호,분석,11498452,87.821,87.931,-0.49321 (99.50679),11 12,2021/04/13 09:28:00,
24,1018176627,(주)엔터정보통신,이용구,분석,11498925,87.825,87.935,-0.48908 (99.51092),5 11,2021/04/09 11:26:33,
25,2178141893,주식회사대웅텔레콤,전진숙,분석,11499180,87.827,87.937,-0.48686 (99.51314),11 15,2021/04/12 09:55:44,
26,5298100062,주식회사 알에프코리아,신현성,분석,11499450,87.829,87.939,-0.48451 (99.51549),15 14,2021/04/12 09:43:34,
