순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2028138682,협진통신(주),이승훈,분석,2384351779,86.335,86.693,-0.40520 (99.5948),13 8,2021/01/05 11:00:00,
2,1408177811,주식회사 네오비젼,유정식,분석,2384366030,86.336,86.694,-0.40460 (99.5954),14 2,2021/01/05 11:00:00,
3,1358138266,(주)고광,이원주,분석,2384366700,86.336,86.694,-0.40458 (99.59542),11 15,2021/01/05 11:00:00,
4,1188111020,한영정보통신(주),박대서,분석,2384432530,86.338,86.696,-0.40180 (99.5982),2 9,2021/01/05 11:00:00,
5,1218149196,(주)나라이엔씨,김리선,분석,2384452695,86.339,86.697,-0.40095 (99.59905),2 3,2021/01/05 11:00:00,
6,6038186257,우주정보통신 주식회사,강병열,분석,2384455700,86.339,86.697,-0.40083 (99.59917),3 4,2021/01/05 11:00:00,
7,2028163084,조이웰네트웍스(주),방광설,분석,2384631960,86.346,86.703,-0.39341 (99.60659),13 9,2021/01/05 11:00:00,
8,2066762193,보성통신,문용권,분석,2384671230,86.348,86.705,-0.39175 (99.60825),5 8,2021/01/05 11:00:00,
9,1312753486,아이정보시스템,김미녀,분석,2384760800,86.351,86.708,-0.38798 (99.61202),1 9,2021/01/05 11:00:00,
10,7988800880,뉴테크정보통신 주식회사,정대웅,분석,2384781970,86.352,86.709,-0.38709 (99.61291),1 4,2021/01/05 11:00:00,
11,1088180573,다올정보기술주식회사,주재선,분석,2384875300,86.355,86.712,-0.38316 (99.61684),15 9,2021/01/05 11:00:00,
12,2148104884,두원이에프씨주식회사,황운천,분석,2384914533,86.357,86.714,-0.38150 (99.6185),12 13,2021/01/05 11:00:00,
13,1218166104,새천년이엔씨 주식회사,정임재,분석,2385152460,86.366,86.722,-0.37148 (99.62852),10 11,2021/01/05 11:00:00,
14,2178113330,(주)오성에스이엠,오성표,분석,2385277830,86.371,86.727,-0.36620 (99.6338),13 6,2021/01/05 11:00:00,
15,1068641638,(주)매트릭스미디어,김진성,분석,2385313447,86.372,86.728,-0.36470 (99.6353),1 13,2021/01/05 11:00:00,
16,7848600209,주식회사 아이알디통신,곽이현,분석,2385355595,86.374,86.73,-0.36293 (99.63707),2 8,2021/01/05 11:00:00,
17,3448700497,주식회사 이앤엠테크,김수희,분석,2385358900,86.374,86.73,-0.36279 (99.63721),4 6,2021/01/05 11:00:00,
18,2268102180,정화통신(주),우동명,분석,2385454140,86.378,86.733,-0.35878 (99.64122),1 13,2021/01/05 11:00:00,
19,1308640307,케이씨전기주식회사,김선주,분석,2385588890,86.383,86.738,-0.35310 (99.6469),2 6,2021/01/05 11:00:00,
20,1228136791,합자회사 동양통신,최필규,분석,2385646060,86.385,86.74,-0.35070 (99.6493),14 8,2021/01/05 11:00:00,
21,6048113515,주식회사 명신하이넷,윤명생,분석,2385662500,86.386,86.741,-0.35000 (99.65),6 9,2021/01/05 11:00:00,
22,4538100144,주식회사 파란아이티,성기빈,분석,2385733730,86.389,86.743,-0.34701 (99.65299),12 3,2021/01/05 11:00:00,
23,2048174554,주식회사 창흥텔레콤,진경미,분석,2385778300,86.39,86.745,-0.34513 (99.65487),13 4,2021/01/05 11:00:00,
24,2048159043,이앤씨텔레콤(주),김진갑,분석,2385807300,86.391,86.746,-0.34391 (99.65609),10 13,2021/01/05 11:00:00,
25,1348648747,도원아이앤씨(주),고찬수,분석,2385926066,86.396,86.75,-0.33890 (99.6611),12 5,2021/01/05 11:00:00,
26,4120554062,천연테크놀러지,이미자,분석,2385930000,86.396,86.75,-0.33874 (99.66126),14 9,2021/01/05 11:00:00,
27,1138175669,(주)용상전기통신,권혁기,분석,2385961680,86.397,86.752,-0.33741 (99.66259),5 6,2021/01/05 11:00:00,
28,7688100745,주식회사 에이치더블유,이상민,분석,2386015110,86.399,86.754,-0.33515 (99.66485),11 3,2021/01/05 11:00:00,
29,4158126972,(주)승주정보,김선아,분석,2386030550,86.4,86.754,-0.33450 (99.6655),1 12,2021/01/05 11:00:00,
30,2068706603,주식회사 온품,김유혁,분석,2386094660,86.402,86.756,-0.33180 (99.6682),15 3,2021/01/05 11:00:00,
31,2118836479,(주)에스피엔이,이정임,분석,2386097029,86.403,86.757,-0.33170 (99.6683),3 6,2021/01/05 11:00:00,
32,1228634124,주식회사 에이치엠정보기술,김미화,분석,2386149900,86.405,86.758,-0.32948 (99.67052),12 14,2021/01/05 11:00:00,
33,1398601257,이광이엔씨주식회사,지은별,분석,2386173013,86.405,86.759,-0.32850 (99.6715),10 3,2021/01/05 11:00:00,
