순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1018151776,(주)지디시,,분석,1040183298,89.299,89.688,-0.2165 (99.7835),13 3,2021/11/17 13:40:41,미심사
2,1068143494,합자회사 화인에스앤컴퍼니,,분석,1040219780,89.303,89.691,-0.2131 (99.7869),12 14,2021/11/15 11:20:21,미심사
3,1138672575,주식회사 시스메이트,,분석,1040229170,89.304,89.692,-0.2121 (99.7879),10 1,2021/11/16 13:27:41,미심사
4,1208100598,(주)삼지엔지니어링,,분석,1040246886,89.305,89.694,-0.2104 (99.7896),6 9,2021/11/15 16:54:45,미심사
5,2308103607,주식회사 디케이앤트,,분석,1040260130,89.306,89.695,-0.2092 (99.7908),2 4,2021/11/15 17:09:43,미심사
6,2108130492,명신정보통신(주),,분석,1040335494,89.313,89.701,-0.2019 (99.7981),3 2,2021/11/15 10:56:46,미심사
7,5568600996,주영전자통신 주식회사,,분석,1040337578,89.314,89.702,-0.2017 (99.7983),15 8,2021/11/15 13:52:54,미심사
8,1188117816,(주)영원정보통신,,분석,1040359470,89.316,89.704,-0.1996 (99.8004),2 7,2021/11/16 09:44:35,미심사
9,2208114219,서림기전개발(주),,분석,1040379020,89.317,89.705,-0.1978 (99.8022),8 2,2021/11/15 16:34:51,미심사
10,2148607396,(주) 리노스,,분석,1040417510,89.321,89.709,-0.1941 (99.8059),13 2,2021/11/16 09:42:59,미심사
11,3148166007,월드정보통신(주),,분석,1040422228,89.321,89.709,-0.1936 (99.8064),15 8,2021/11/16 10:18:06,미심사
12,2148781807,(주)창리정보통신,,분석,1040442071,89.323,89.711,-0.1917 (99.8083),12 5,2021/11/17 09:54:07,미심사
12,2158191475,(주)디앤씨코퍼레이션,,분석,1040442071,89.323,89.711,-0.1917 (99.8083),15 8,2021/11/16 10:37:55,미심사
14,1074870357,영진정보통신,,분석,1040455380,89.324,89.712,-0.1904 (99.8096),1 4,2021/11/15 11:31:37,미심사
15,1208802896,주식회사 라임에스엔씨,,분석,1040461629,89.325,89.712,-0.1898 (99.8102),2 3,2021/11/16 16:24:37,미심사
16,2158603049,유니넷텍(주),,분석,1040479350,89.326,89.714,-0.1881 (99.8119),7 12,2021/11/16 14:04:27,미심사
17,2128145574,콤시스(주),,분석,1040484570,89.327,89.714,-0.1876 (99.8124),10 15,2021/11/16 11:13:23,미심사
18,6988600820,주식회사 삼일이엔씨,,분석,1040486648,89.327,89.714,-0.1874 (99.8126),2 4,2021/11/16 17:48:55,미심사
19,1138618964,주식회사 에스엠플러스정보통신,,분석,1040497700,89.328,89.715,-0.1864 (99.8136),2 3,2021/11/16 09:11:47,미심사
20,1188113673,동해정보통신 주식회사,,분석,1040509581,89.329,89.716,-0.1852 (99.8148),13 11,2021/11/16 16:29:41,미심사
21,1078713433,(주)스마트게이트,,분석,1040510065,89.329,89.717,-0.1852 (99.8148),6 8,2021/11/15 16:43:01,미심사
22,1058645500,태지종합건설(주),,분석,1040518900,89.33,89.717,-0.1844 (99.8156),7 12,2021/11/16 18:48:53,미심사
23,1208105711,주식회사 삼진일렉스,,분석,1040535640,89.332,89.719,-0.1828 (99.8172),7 5,2021/11/17 09:55:41,미심사
24,1108131570,(주)조은시스템,,분석,1040540860,89.332,89.719,-0.1822 (99.8178),5 6,2021/11/15 11:29:15,미심사
25,2068601047,왕건전기 주식회사,,분석,1040549194,89.333,89.72,-0.1814 (99.8186),4 14,2021/11/16 15:22:40,미심사
26,5278600284,주식회사 수앤씨,,분석,1040575255,89.335,89.722,-0.1789 (99.8211),7 1,2021/11/16 10:20:09,미심사
27,1048142446,주식회사 디에스 이앤티,,분석,1040613303,89.339,89.725,-0.1753 (99.8247),11 9,2021/11/16 16:04:03,미심사
28,1138629419,(주)에스이든,,분석,1040616950,89.339,89.726,-0.1750 (99.825),2 14,2021/11/15 23:11:29,미심사
29,1128148359,(주)펜타콤씨엔씨,,분석,1040632430,89.34,89.727,-0.1735 (99.8265),15 10,2021/11/17 09:18:28,미심사
