순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1048635974,주식회사 성원통신,,분석,505676684,90.393,90.987,0.3197 (100.3197),7 12,2021/08/17 08:13:53,미심사
2,2148675138,(주)대호아이티에스,,분석,505684245,90.394,90.988,0.3212 (100.3212),7 9,2021/08/13 09:31:36,미심사
3,1208110951,(주)세아네트웍스,,분석,505686800,90.395,90.988,0.3217 (100.3217),11 1,2021/08/17 11:04:55,미심사
4,2148647194,투앤원정보통신주식회사,,분석,505706423,90.398,90.992,0.3256 (100.3256),15 9,2021/08/13 15:48:42,미심사
5,1238175875,주식회사 휴톤,,분석,505712473,90.399,90.993,0.3268 (100.3268),11 3,2021/08/12 09:33:01,미심사
6,1148642486,주식회사 큐브정보통신,,분석,505717513,90.4,90.994,0.3278 (100.3278),4 7,2021/08/13 10:38:31,미심사
7,1068127039,진명이엔씨(주),,분석,505721042,90.401,90.994,0.3285 (100.3285),13 4,2021/08/12 14:43:39,미심사
8,2188120741,케이씨티정보통신(주),,분석,505736163,90.404,90.997,0.3315 (100.3315),1 13,2021/08/17 08:59:22,미심사
9,1198635243,(주)다룸정보기술,,분석,505737675,90.404,90.997,0.3318 (100.3318),11 3,2021/08/16 17:03:22,미심사
10,1088611746,에스비엠텔레콤(주),,분석,505742710,90.405,90.998,0.3327 (100.3327),7 4,2021/08/17 07:46:43,미심사
11,1138169250,코리아이지텔주식회사,,분석,505767919,90.41,91.003,0.3378 (100.3378),3 6,2021/08/12 15:03:29,미심사
12,1138195331,(주)한남이앤씨,,분석,505788082,90.413,91.007,0.3418 (100.3418),8 3,2021/08/13 20:23:04,미심사
13,2038101742,株式會社 革新電工社,,분석,505805000,90.417,91.01,0.3451 (100.3451),7 3,2021/08/13 10:28:37,미심사
14,1138148411,(주)풍천정보네트웍,,분석,505818326,90.419,91.012,0.3478 (100.3478),12 6,2021/08/13 08:48:43,미심사
15,2048182660,동원오비텍(주),,분석,505823870,90.42,91.013,0.3489 (100.3489),5 11,2021/08/13 09:53:21,미심사
16,2078148017,(주)명신시스템,,분석,505837980,90.423,91.016,0.3516 (100.3516),1 12,2021/08/13 15:37:12,미심사
17,2188106400,한양전자산업(주),,분석,505838488,90.423,91.016,0.3518 (100.3518),13 15,2021/08/17 10:13:25,미심사
18,1018105457,주식회사동오전력,,분석,505845546,90.424,91.017,0.3532 (100.3532),11 12,2021/08/13 10:35:47,미심사
19,2048614338,(주)오성에이브이시스템,,분석,505854260,90.426,91.018,0.3549 (100.3549),5 15,2021/08/17 08:54:20,미심사
20,1198656476,주식회사 엠스텍,,분석,505864500,90.428,91.02,0.3569 (100.3569),11 6,2021/08/13 15:29:05,미심사
21,7898801167,(주)계림테크,,분석,505865420,90.428,91.02,0.3571 (100.3571),6 2,2021/08/16 19:39:27,미심사
22,2118895916,주식회사 지오통신,,분석,505868732,90.428,91.021,0.3578 (100.3578),4 10,2021/08/13 15:23:31,미심사
23,5208801248,주식회사 해주정보통신,,분석,505870240,90.429,91.021,0.3580 (100.358),2 6,2021/08/17 09:32:36,미심사
24,1128143733,공간미디어(주),,분석,505888392,90.432,91.025,0.3617 (100.3617),7 14,2021/08/17 08:24:04,미심사
25,2158774589,주식회사 스카이코어,,분석,505888895,90.432,91.025,0.3618 (100.3618),4 8,2021/08/17 10:14:51,미심사
26,1358178502,주식회사 디알네트웍스,,분석,505910880,90.436,91.029,0.3661 (100.3661),14 4,2021/08/17 11:10:05,미심사
27,1188119624,탑정보통신(주),,분석,505915781,90.437,91.03,0.3671 (100.3671),13 9,2021/08/13 19:01:24,미심사
28,1198655462,지티에스솔루션즈 주식회사,,분석,505919139,90.438,91.03,0.3678 (100.3678),8 1,2021/08/13 15:14:20,미심사
29,2108160017,(주)누리온정보통신,,분석,505923660,90.439,91.031,0.3686 (100.3686),5 3,2021/08/13 14:18:33,미심사
30,2188100686,주식회사 윈피앤에스,,분석,505935269,90.441,91.033,0.3710 (100.371),11 1,2021/08/12 09:05:17,미심사
31,1408177811,주식회사 네오비젼,,분석,505939301,90.441,91.034,0.3718 (100.3718),6 11,2021/08/13 13:28:38,미심사
32,2148115227,대상전설(주),,분석,505939562,90.442,91.034,0.3718 (100.3718),3 11,2021/08/13 18:31:41,미심사
33,2108168358,주식회사 영호정보통신,,분석,505959464,90.445,91.037,0.3758 (100.3758),7 10,2021/08/17 07:02:58,미심사
34,1198656229,주식회사 경진네트워크,,분석,505965440,90.446,91.038,0.3769 (100.3769),12 11,2021/08/13 15:11:31,미심사
35,1068160552,(주)금산트리피아,,분석,505968780,90.447,91.039,0.3776 (100.3776),6 10,2021/08/12 09:47:57,미심사
36,1198670032,주식회사 한컴모빌리티,,분석,505969545,90.447,91.039,0.3778 (100.3778),4 5,2021/08/12 09:30:23,미심사
37,1078636235,(주)대교이앤에스,,분석,505973074,90.448,91.04,0.3785 (100.3785),7 1,2021/08/17 08:59:39,미심사
38,1198192370,(주)신관산업,,분석,505977984,90.449,91.041,0.3794 (100.3794),4 5,2021/08/13 17:47:11,미심사
39,7188100420,주식회사 오투정보통신,,분석,505982300,90.449,91.041,0.3803 (100.3803),10 4,2021/08/17 10:31:38,미심사
40,2178114305,주식회사 케이엠씨앤아이,,분석,505983500,90.45,91.042,0.3805 (100.3805),15 8,2021/08/16 11:47:32,미심사
41,1108175622,동해아이앤티(주),,분석,505984240,90.45,91.042,0.3807 (100.3807),12 6,2021/08/12 14:00:31,미심사
42,1198618088,주식회사 하이넷 네트웍스,,분석,505989708,90.451,91.043,0.3818 (100.3818),12 15,2021/08/17 11:01:40,미심사
43,2066762193,보성통신,,분석,505991725,90.451,91.043,0.3822 (100.3822),1 3,2021/08/16 07:55:30,미심사
44,1068188579,(주)키월드정보통신,,분석,505992400,90.451,91.043,0.3823 (100.3823),7 14,2021/08/13 14:22:04,미심사
45,1018151140,(주)사운드솔루션,,분석,505993690,90.452,91.044,0.3825 (100.3825),11 7,2021/08/13 09:05:42,미심사
46,2208106252,(주)중선아이티씨,,분석,505993741,90.452,91.044,0.3826 (100.3826),6 5,2021/08/13 09:42:27,미심사
47,1128107625,(주)삼정전기통신,,분석,505996765,90.452,91.044,0.3832 (100.3832),3 12,2021/08/17 03:59:40,미심사
48,2118774990,(주)제이에프텍,,분석,506019952,90.456,91.048,0.3878 (100.3878),12 11,2021/08/12 12:23:32,미심사
49,1058746675,(주)양지이엔지,,분석,506028520,90.458,91.05,0.3894 (100.3894),6 2,2021/08/14 10:51:58,미심사
50,1138615856,(주)서원티에스,,분석,506040114,90.46,91.052,0.3918 (100.3918),1 3,2021/08/12 13:10:44,미심사
51,1128141680,주식회사엠케이씨티,,분석,506063800,90.465,91.056,0.3964 (100.3964),5 9,2021/08/17 08:16:33,미심사
52,1068615668,(주)솔로몬기술단기술사사무소,,분석,506070358,90.466,91.057,0.3978 (100.3978),11 4,2021/08/12 09:02:05,미심사
53,1098153822,서울텔엔지니어링(주),,분석,506108667,90.473,91.064,0.4054 (100.4054),11 10,2021/08/13 13:09:35,미심사
54,2118101156,(주)인스틴솔루션,,분석,506127544,90.476,91.068,0.4091 (100.4091),6 14,2021/08/12 11:04:59,미심사
55,1198195493,주식회사 인텍하우징,,분석,506148993,90.48,91.071,0.4134 (100.4134),7 11,2021/08/15 19:13:02,미심사
56,2148766621,(주)포유네트웍스,,분석,506170170,90.484,91.075,0.4176 (100.4176),11 8,2021/08/12 16:00:06,미심사
57,1068147942,태양이엠씨(주),,분석,506170668,90.484,91.075,0.4177 (100.4177),14 10,2021/08/17 08:22:38,미심사
58,1248127925,대명지이씨 주식회사,,분석,506178780,90.486,91.077,0.4193 (100.4193),10 4,2021/08/17 08:47:51,미심사
59,2158148186,시스텍전기통신(주),,분석,506208357,90.491,91.082,0.4251 (100.4251),4 5,2021/08/13 15:23:16,미심사
60,2148811443,(주)우신지엘에스,,분석,506216530,90.493,91.084,0.4267 (100.4267),15 1,2021/08/13 10:28:36,미심사
61,1098161598,(주)삼우씨앤에스,,분석,506221580,90.494,91.085,0.4278 (100.4278),15 5,2021/08/14 12:40:09,미심사
62,1078128574,(주)대진정보텔레콤,,분석,506222390,90.494,91.085,0.4279 (100.4279),6 12,2021/08/13 10:40:00,미심사
63,1138175669,(주)용상전기통신,,분석,506235000,90.496,91.087,0.4304 (100.4304),15 10,2021/08/17 09:41:06,미심사
64,1208637260,에스피케이인크 주식회사,,분석,506249812,90.499,91.09,0.4334 (100.4334),6 11,2021/08/13 14:44:27,미심사
65,2138634018,(주)비트정보통신,,분석,506265936,90.502,91.093,0.4366 (100.4366),8 15,2021/08/13 09:51:09,미심사
66,2048188475,주식회사 오파스넷,,분석,506278185,90.504,91.095,0.4390 (100.439),6 10,2021/08/12 09:19:36,미심사
67,1098603050,(주)이루기술,,분석,506278537,90.504,91.095,0.4391 (100.4391),8 9,2021/08/13 15:41:48,미심사
68,1128148285,(주)백제이앤씨,,분석,506302730,90.509,91.099,0.4438 (100.4438),15 1,2021/08/12 12:38:46,미심사
69,1188117645,(주)유투넷,,분석,506322400,90.512,91.103,0.4478 (100.4478),5 3,2021/08/13 19:52:44,미심사
70,2208657396,(주)가온네트,,분석,506329347,90.514,91.104,0.4491 (100.4491),8 15,2021/08/17 09:09:22,미심사
71,1078127876,동하시티개발주식회사,,분석,506355660,90.519,91.109,0.4544 (100.4544),2 1,2021/08/16 21:26:57,미심사
72,1148190678,주식회사 에드원,,분석,506359692,90.519,91.109,0.4552 (100.4552),1 6,2021/08/13 14:58:38,미심사
73,1168169996,세리정보기술 주식회사,,분석,506361243,90.52,91.11,0.4555 (100.4555),4 9,2021/08/17 10:04:58,미심사
74,1058192352,한아름정보통신(주),,분석,506363220,90.52,91.11,0.4559 (100.4559),9 5,2021/08/12 15:05:00,미심사
75,2150786744,영진전기통신공사,,분석,506368900,90.521,91.111,0.4570 (100.457),12 3,2021/08/13 10:27:03,미심사
76,3958800527,주식회사 에스에이치아이티,,분석,506372800,90.522,91.112,0.4578 (100.4578),8 6,2021/08/17 09:28:32,미심사
77,8418601383,주식회사 미리내통신,,분석,506378040,90.523,91.113,0.4588 (100.4588),6 10,2021/08/13 20:03:48,미심사
78,2018603701,소성정보기술 (주),,분석,506410131,90.529,91.118,0.4652 (100.4652),7 8,2021/08/17 08:38:50,미심사
79,1098611773,주식회사상현엔지니어링,,분석,506423210,90.531,91.121,0.4678 (100.4678),4 6,2021/08/17 08:55:44,미심사
80,1208147588,서현정보통신(주),,분석,506423850,90.531,91.121,0.4679 (100.4679),5 15,2021/08/16 11:56:46,미심사
81,1018154598,씨엔에스코리아(주),,분석,506438326,90.534,91.124,0.4708 (100.4708),5 7,2021/08/13 11:20:46,미심사
82,2158620617,미디어텔레콤(주),,분석,506441351,90.534,91.124,0.4714 (100.4714),12 15,2021/08/17 09:19:45,미심사
