순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,7788700161,주식회사 테크인,,분석,319294200,90.744,90.763,-0.2783 (99.7217),6 13,2021/04/09 13:29:52,심사중
2,1198668254,디에스인포시스(주),,분석,319294780,90.744,90.763,-0.2781 (99.7219),9 11,2021/04/07 14:22:25,미심사
3,1098195410,(주)신성글로벌네트워크,,분석,319298623,90.745,90.765,-0.2769 (99.7231),13 6,2021/04/07 11:49:59,미심사
4,1248714892,피에스이엔지 주식회사,,분석,319299904,90.745,90.765,-0.2765 (99.7235),7 2,2021/04/08 17:53:56,미심사
5,2178127061,주식회사 칸씨앤에스,,분석,319300544,90.746,90.765,-0.2763 (99.7237),8 2,2021/04/08 17:58:32,미심사
6,2108157604,주식회사 유니원이엔지,,분석,319302750,90.746,90.766,-0.2757 (99.7243),5 9,2021/04/08 14:46:37,미심사
7,8318100359,주식회사 태영이엔지,,분석,319305000,90.747,90.766,-0.2750 (99.725),12 6,2021/04/09 07:39:38,미심사
8,2158637817,(주)스마트비전,,분석,319305666,90.747,90.767,-0.2748 (99.7252),10 9,2021/04/07 19:26:00,미심사
9,1330390778,신화정보통신공사,,분석,319306300,90.747,90.767,-0.2746 (99.7254),10 9,2021/04/07 18:41:31,미심사
10,5208600435,주식회사 이안씨엔티,,분석,319307909,90.748,90.767,-0.2740 (99.726),2 12,2021/04/07 17:47:59,미심사
11,1198179983,(주)에이피텔,,분석,319308220,90.748,90.767,-0.2740 (99.726),3 14,2021/04/08 10:43:24,미심사
12,1178115663,한빛기전 주식회사,,분석,319309199,90.748,90.768,-0.2736 (99.7264),14 10,2021/04/07 17:44:36,미심사
13,1248137312,대신네트웍스주식회사,,분석,319309790,90.748,90.768,-0.2735 (99.7265),15 6,2021/04/07 13:05:23,미심사
14,4488700784,주식회사 성광이앤씨,,분석,319310470,90.749,90.768,-0.2732 (99.7268),2 12,2021/04/09 09:59:45,미심사
15,1278647828,주식회사 대륙미디어,,분석,319312452,90.749,90.768,-0.2726 (99.7274),3 8,2021/04/08 17:43:20,미심사
16,1538700076,태경정보통신 주식회사,,분석,319312712,90.749,90.769,-0.2725 (99.7275),5 10,2021/04/09 08:15:53,미심사
17,2160258566,인터엠 B I Z,,분석,319314300,90.75,90.769,-0.2721 (99.7279),4 2,2021/04/08 09:24:00,미심사
18,6378101421,주식회사 도현이앤지,,분석,319316090,90.75,90.769,-0.2715 (99.7285),4 5,2021/04/07 15:54:44,미심사
19,8518801292,주식회사 아텍정보시스템,,분석,319319660,90.751,90.77,-0.2704 (99.7296),4 7,2021/04/07 13:12:02,미심사
20,1198635582,아람이엔테크 주식회사,,분석,319324750,90.753,90.772,-0.2688 (99.7312),2 8,2021/04/09 09:49:35,미심사
21,1138619605,비젼텔링크(주),,분석,319326243,90.753,90.772,-0.2683 (99.7317),14 9,2021/04/07 13:24:34,미심사
22,1288182750,주식회사 에프알에쓰,,분석,319326800,90.753,90.773,-0.2681 (99.7319),14 11,2021/04/07 09:13:34,미심사
23,2158731085,주식회사 백운전기통신,,분석,319328721,90.754,90.773,-0.2675 (99.7325),2 14,2021/04/07 10:19:15,미심사
24,1308601153,인포스텔주식회사,,분석,319331620,90.755,90.774,-0.2666 (99.7334),9 14,2021/04/07 14:04:13,미심사
25,1228633052,주식회사 하픽스,,분석,319332346,90.755,90.774,-0.2664 (99.7336),15 9,2021/04/08 10:19:11,미심사
26,1068602542,주식회사 유셀네트웍스,,분석,319334484,90.756,90.775,-0.2657 (99.7343),1 5,2021/04/07 17:47:33,미심사
27,1350454251,청명엔지니어링,,분석,319338650,90.757,90.776,-0.2644 (99.7356),14 9,2021/04/07 09:39:44,미심사
28,1028135124,현대에이치디에스(주),,분석,319339607,90.757,90.776,-0.2641 (99.7359),10 6,2021/04/07 13:25:12,미심사
29,1358192479,에스케이네트웍스서비스 주식회사,,분석,319340890,90.758,90.777,-0.2637 (99.7363),14 1,2021/04/07 15:25:27,미심사
30,8758100854,주식회사피앤에스네트웍솔루션,,분석,319345127,90.759,90.778,-0.2624 (99.7376),15 13,2021/04/07 11:04:32,미심사
31,1078212123,사단법인 장애인인권센터,,분석,319345700,90.759,90.778,-0.2622 (99.7378),8 11,2021/04/07 09:05:11,미심사
32,1078606385,대선아이넷(주),,분석,319346600,90.759,90.778,-0.2620 (99.738),13 11,2021/04/07 15:51:21,미심사
33,1018143596,부기테크(주),,분석,319347260,90.759,90.778,-0.2618 (99.7382),12 6,2021/04/09 09:32:02,미심사
34,5728701937,주식회사 심넷,,분석,319348250,90.76,90.779,-0.2615 (99.7385),14 5,2021/04/08 20:33:12,미심사
35,2128140491,(주)벧엘정보통신,,분석,319348251,90.76,90.779,-0.2614 (99.7386),15 8,2021/04/09 06:05:21,미심사
36,1388113342,지에스 주식회사,,분석,319350300,90.76,90.779,-0.2608 (99.7392),15 1,2021/04/08 08:35:57,미심사
37,1328136032,두손 주식회사,,분석,319355940,90.762,90.781,-0.2590 (99.741),2 9,2021/04/07 17:42:57,미심사
38,1328141933,(주)대해전기통신,,분석,319358180,90.763,90.781,-0.2583 (99.7417),14 1,2021/04/08 10:52:42,미심사
39,2158753003,주식회사 이예스피,,분석,319359850,90.763,90.782,-0.2578 (99.7422),10 1,2021/04/07 15:06:55,미심사
40,1348707665,행복네트웍스주식회사,,분석,319362180,90.764,90.783,-0.2571 (99.7429),4 6,2021/04/09 08:38:19,미심사
41,1268128712,(주)성원정보통신,,분석,319363011,90.764,90.783,-0.2568 (99.7432),4 2,2021/04/07 10:20:12,미심사
42,1198130210,(주)와이드넷엔지니어링,,분석,319364900,90.765,90.783,-0.2563 (99.7437),5 9,2021/04/07 14:48:04,미심사
43,3038132152,창조통신(주),,분석,319366305,90.765,90.784,-0.2558 (99.7442),13 10,2021/04/07 09:06:19,미심사
44,1281694919,신우전기통신공사,,분석,319366822,90.765,90.784,-0.2556 (99.7444),3 1,2021/04/08 16:39:04,미심사
45,1268194167,(주)인포인네트웍스,,분석,319371522,90.767,90.785,-0.2542 (99.7458),5 2,2021/04/08 14:02:44,미심사
46,1058727284,(주)조은네트웍스,,분석,319374254,90.767,90.786,-0.2533 (99.7467),12 8,2021/04/07 20:47:58,미심사
47,4098127957,주식회사 미광이티씨,,분석,319374859,90.768,90.786,-0.2531 (99.7469),12 1,2021/04/08 18:44:55,미심사
48,8418801179,주식회사 태경정보통신,,분석,319376430,90.768,90.787,-0.2526 (99.7474),14 5,2021/04/09 08:21:53,미심사
49,1188117816,(주)영원정보통신,,분석,319378349,90.769,90.787,-0.2520 (99.748),9 12,2021/04/07 11:43:58,미심사
50,2148768177,(주)프라임엔시스템,,분석,319382500,90.77,90.788,-0.2508 (99.7492),10 15,2021/04/09 09:31:14,미심사
51,1208748987,주식회사 인씨스,,분석,319382900,90.77,90.788,-0.2506 (99.7494),5 9,2021/04/08 14:09:40,미심사
