bidNtceNo,bidNtceNm,opengDate,opengRank,bidprcCorpNm
20091220871,태광고 교실증축공사,2010-01-04,,광명산업(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1648,(주)정웅기업
20091220871,태광고 교실증축공사,2010-01-04,,에스엠종합건설(주)
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,주식회사 한창종합건설
20091220871,태광고 교실증축공사,2010-01-04,,화인종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,824,연화전기
20091220871,태광고 교실증축공사,2010-01-04,,제이와이종합건설주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,웰컨스건설[주]
20091220871,태광고 교실증축공사,2010-01-04,,유한회사 호성토건
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1650,영일전설주식회사
20091220871,태광고 교실증축공사,2010-01-04,,탑이앤씨건설 주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,주식회사빌텍종합건설
20091220871,태광고 교실증축공사,2010-01-04,,(주)성현종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,412,국제엔지이 주식회사
20091220871,태광고 교실증축공사,2010-01-04,,유한회사 서령종합건설
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,(주)인택종합건설
20091220871,태광고 교실증축공사,2010-01-04,,(주)강림건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1652,화영일렉콤 주식회사
20091220871,태광고 교실증축공사,2010-01-04,,주식회사 한영이앤지
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,태원종합건설 주식회사
20091220871,태광고 교실증축공사,2010-01-04,,(주)거보건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,826,도영솔라이트 주식회사
20091220871,태광고 교실증축공사,2010-01-04,,효성종합건설기술공사 주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,흥성건설주식회사
20091220871,태광고 교실증축공사,2010-01-04,,(주)삼보
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1654,(주)태산전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,2,태웅종합건설 주식회사
20091220952,내동중학교 교과교실제 지원 시설사업 건축공사,2010-01-04,,(주)대광상사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,4,세광종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,206,봉신이앤씨(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,6,주식회사 열우
20091220952,내동중학교 교과교실제 지원 시설사업 건축공사,2010-01-04,,형내산업(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,8,탐라산업개발주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1656,일우전설(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,10,벽강종합건설주식회사
20091221061,남해해성고등학교 사택 보수 및 기숙사 증축공사(건축),2010-01-04,2,(주) 에스앤유종합건설
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,12,우방종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,828,국제전력(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,14,예진종합건설(주)
20091221061,남해해성고등학교 사택 보수 및 기숙사 증축공사(건축),2010-01-04,4,주식회사 금강종합건설
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,16,신진종합토건주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1658,(주)가원전력
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,18,지큐종합건설 주식회사
20091221061,남해해성고등학교 사택 보수 및 기숙사 증축공사(건축),2010-01-04,6,삼보종합건설(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,20,주식회사 일영종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,414,주식회사 태평양전설
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,22,보광종합건설주식회사
20091221061,남해해성고등학교 사택 보수 및 기숙사 증축공사(건축),2010-01-04,,와이앤씨종합건설((주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,24,용우종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1660,(주)에스티엔비
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,26,에덴종합건설주식회사
20091221162,길원여자고등학교 급식소 개축 기계설비공사(긴급),2010-01-04,1,주식회사 삼성시스템공조
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,28,서정건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,830,삼조전력(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,30,주식회사 남훈건설
20091221162,길원여자고등학교 급식소 개축 기계설비공사(긴급),2010-01-04,3,주식회사 태진산업
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,32,동현종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1662,주남전기건설(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,34,신대홍종합건설 주식회사
20091221162,길원여자고등학교 급식소 개축 기계설비공사(긴급),2010-01-04,5,서울냉동공조
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,36,주식회사 동보종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,12,주식회사 한성에스티
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,38,주식회사 한성종합건설
20091221162,길원여자고등학교 급식소 개축 기계설비공사(긴급),2010-01-04,7,주식회사 삼영이엔지
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,40,아산종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1664,대신전기조명
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,42,(주)승신건설
20091221162,길원여자고등학교 급식소 개축 기계설비공사(긴급),2010-01-04,,(주)현대샤인개발
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,44,만진건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,832,미리내전력 주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,46,장엄건설(주)
20091221162,길원여자고등학교 급식소 개축 기계설비공사(긴급),2010-01-04,,주식회사건우설비
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,48,클로버종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1666,주식회사 삼성이엔지
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,50,주식회사 아프로건설
20091221162,길원여자고등학교 급식소 개축 기계설비공사(긴급),2010-01-04,,(주)지에스엔지니어링
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,52,제동종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,416,합자회사 경도산업
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,54,주식회사 아름종합건설
20091221270,학내피난구유도등 LED등 교체 공사,2010-01-04,2,(자)동남전력
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,56,세원종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1668,주식회사 쌍용건설전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,58,주식회사이조종합건설
20091221270,학내피난구유도등 LED등 교체 공사,2010-01-04,4,효림기업 주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,60,영주종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,834,청석전기(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,62,大昌建設 株式會社
20091221270,학내피난구유도등 LED등 교체 공사,2010-01-04,,동양전력공사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,64,이상종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1670,양주전기공사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,66,부경종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,1,한일전기(합)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,68,기덕종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,208,주식회사 유신전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,70,은하종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,3,삼진기업주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,72,주식회사 삼국씨앤디
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1672,(주)동원전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,74,덕구종합건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,5,주식회사 재승
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,76,동서종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,836,경안전기공사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,78,대아토건 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,7,두루이엔지(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,80,흥남종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1674,(주)코아옵틱스
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,82,주식회사 영보
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,9,주식회사 미래전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,84,장성종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,418,(주)광화기업
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,86,동우종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,11,주식회사 가가전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,88,성은건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1676,주식회사 도원전력
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,90,이루종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,13,(주)성원이앤지
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,92,주식회사 고려건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,838,(주)대광전설
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,94,송우종합건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,15,신세기전기주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,96,기산건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1678,양평전기주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,98,황보종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,17,(주)대공전력
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,100,(주)일흥종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,104,(주)경기전력
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,102,한양종합건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,19,(합자회사)대산전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,104,영풍종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1680,(주)동보안전
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,106,서진종합건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,21,주식회사 이수전력
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,108,주식회사 동인종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,840,삼성전설(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,110,주식회사 용인종합건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,23,(주) 문일전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,112,(주)재운종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1682,(주)수이엔지
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,114,재영종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,25,(주)동연전력
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,116,금성종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,420,두원신호
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,118,신산종합건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,27,대흥전력주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,120,성림건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1684,시몬전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,122,두영종합건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,29,진우전력(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,124,이룸건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,842,태영전력
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,126,주식회사 영도종합건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,31,청인건설 주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,128,서강종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1686,미송전기 주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,130,합자회사 동남종합건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,33,안면전기공사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,132,신도종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,210,(주)대서전설
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,,(주)솔토종합건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,35,주식회사플러스전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,,주식회사 대웅건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1688,대종엔지니어링주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,,(주)천일종합건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,37,(주)현대종합전기
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,,수봉건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,844,지더블유이엔지 주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,,부건종합건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,39,주식회사 대일
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,1,합자회사국제전기조명
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1690,(주)신안이앤에스
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,3,주식회사세명전기소방
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,41,(주)천우
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,5,한성전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,422,주식회사 백율
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,7,주식회사 쌍용전기.통신.소방
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,43,쌍룡전력 주식회사
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,9,주식회사 도원이에프씨
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1692,우진전기
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,11,주식회사 우리생명연구원
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,45,주식회사 대광기술단
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,13,합자회사  대명전기공사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,846,주식회사 대호전설
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,15,원일종합전기
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,47,성인전업사
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,17,(주)에스엠전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1694,일진파워텍 주식회사
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,19,주식회사 대영전설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,49,주식회사 성화전력
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,21,이오산전
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,52,삼덕전기주식회사
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,23,(주)남강전기
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,51,(자)원일전기
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,25,남진건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1696,(주)원전사
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,27,합자회사 기명전기소방
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,53,(자)미광전기
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,29,주식회사 세진기업
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,848,제이오전력
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,31,대호산업 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,55,광진전기공사
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,33,주식회사 청호산업전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1698,(주)신세계토건
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,35,부강전기
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,57,(자)유신전기
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,37,주식회사 진성전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,424,(주)효성이엔씨
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,39,주식회사 씨제이전력
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,59,(주)경신
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,41,합자회사 세기전력
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1700,주식회사 신호전력
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,43,흥한건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,61,주식회사 우석건설
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,45,우성전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,850,유한회사 신우 ENG
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,47,도성전기 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,63,합자회사 당진전기
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,49,주식회사  덕경전기사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1702,주식회사 세웅이앤지
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,51,부경전기
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,65,현대전기공사
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,53,해동전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,212,주식회사 스마트이앤씨
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,55,株式會社 三友建設
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,67,궁남전기
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,57,주식회사 광명전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1704,(주)인호이엔지
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,59,주식회사 태일이엔씨
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,69,(주)동성종합전기
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,61,청운전력(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,852,광진전기공사
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,63,경영전기(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,71,주식회사 백호엔지니어링
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,65,덕신건업 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1706,태양전설
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,,주식회사 선광전력
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,73,호성전력(주)
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,1,엘에스건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,426,(주)경성전력
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,3,엠투온 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,75,주식회사 유림전기
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,5,마리텍건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1708,(주)광동
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,7,서영건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,77,합자회사 충일종합건설
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,9,(주)태송건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,854,한일기전
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,11,(주)태창토건
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,79,무한전기 주식회사
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,13,보문건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1710,주식회사삼부전력
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,15,주식회사 효자건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,81,(주)홍성전기
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,17,(주)신해주건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,106,대기전력
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,19,옥진건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,83,株式會社 明電社
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,21,뉴웨이건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1712,영보전기건설
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,23,드림건설개발(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,85,한광전기(주)
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,25,넥스트종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,856,경우전기
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,27,주인건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,87,성원이엔씨주식회사
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,29,주식회사그린엔지니어링
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1714,주식회사신아디앤씨
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,보산건설주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,89,천호전력(주)
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,(주)광성토건
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,428,건하전력 주식회사
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,보룡건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,91,대교전설 주식회사
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,(주)익종건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1716,(주)광신엔지니어링
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,(주)현대안전공사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,93,이화전기(주)
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,(주)창익건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,858,대동전력주식회사
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,(주)사우건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,95,(합)공주전기
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,석정건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1718,보람전설(주)
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,(주)진환토건
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,97,(합)대림전기
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,(주)순흥건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,214,주식회사 도아(到我)
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,대호이엔씨(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,99,천동전산(주)
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,무지개산업개발 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1720,대주전력
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,유진건설주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,101,주호전력 주식회사
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,(주)서광건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,860,(주)상일중전기
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,백호건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,103,세영이엔지 주식회사
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,주식회사 조현건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1722,화승전력
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,2,승지건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,104,(주)세종이엔씨
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,4,성림건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,430,와우전기공사
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,6,미래개발(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,107,네오서진건설 주식회사(neo)
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,8,(주)대명
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1724,미성전력
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,10,(주)토종환경
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,109,(주)코원
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,12,구미녹색환경(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,862,우경건설 주식회사
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,14,광신건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,111,대원전설주식회사
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,16,동방환경산업(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1726,국민전기
