순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1138148411,(주)풍천정보네트웍  [최종낙찰],김학봉,분석,89974460,87.762,89.589,1.25150 (101.2515),10 1,2023/11/16 09:19:05,
2,1018183448,(주)에이치애비뉴앤컴퍼니,정현이,분석,89988910,87.777,89.603,1.26789 (101.26789),11 1,2023/11/15 12:58:47,
3,2138198870,주식회사 근우,김재진,분석,89996132,87.784,89.61,1.27609 (101.27609),7 11,2023/11/16 12:43:14,
4,3578702230,(주)신화시큐리티,이규종,분석,90000897,87.789,89.615,1.28150 (101.2815),1 14,2023/11/15 16:53:56,
5,3128196859,주식회사 가델,김정민,분석,90015300,87.804,89.629,1.29784 (101.29784),10 14,2023/11/15 20:24:37,
6,1078128574,(주)대진정보텔레콤,경완수,분석,90017900,87.807,89.632,1.30079 (101.30079),2 5,2023/11/16 15:00:45,
7,1148188624,주식회사 케이씨에이,문대원,분석,90026628,87.816,89.641,1.31069 (101.31069),1 2,2023/11/15 16:25:02,
8,6758102266,주식회사 정현이엔지,김종현,분석,90027010,87.817,89.641,1.31113 (101.31113),2 4,2023/11/17 09:14:04,
9,2168600026,주식회사 세인엔에스,김종술,분석,90035772,87.826,89.65,1.32107 (101.32107),14 3,2023/11/16 09:49:14,
10,2068682619,주식회사 엠플러스통신,신동수,분석,90061437,87.853,89.675,1.35020 (101.3502),10 1,2023/11/17 09:14:30,
11,2018634956,주식회사 신성전자통신,전용한,분석,90071394,87.863,89.685,1.36149 (101.36149),14 12,2023/11/16 18:31:45,
12,1128143733,공간미디어(주),김명숙,분석,90075951,87.868,89.69,1.36667 (101.36667),2 4,2023/11/17 07:12:57,
13,4278601362,주식회사 케이엔테크,고범철,분석,90088900,87.881,89.703,1.38136 (101.38136),4 13,2023/11/16 20:40:56,
14,6218602134,(주)플러스전력,이하일,분석,90091660,87.884,89.705,1.38449 (101.38449),3 7,2023/11/16 12:27:33,
