순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1098651964,셀코정보기술 주식회사,권영용,분석,185357180,87.75,89.289,0.92758 (100.92758),,2023/06/27 07:44:51,1순위
2,2038143228,백영전자 주식회사(白榮電子 株式會社),임대순,분석,185359220,87.751,89.29,0.92870 (100.9287),,2023/06/26 07:21:33,2순위
3,2128166939,주식회사 연일전력,최희성,분석,185368509,87.756,89.294,0.93380 (100.9338),,2023/06/23 15:37:03,3순위
4,2068184529,(주)네오티엔씨,조정현,분석,185373610,87.758,89.297,0.93660 (100.9366),,2023/06/23 16:55:06,4순위
5,2158168275,천마정보통신(주),황범만,분석,185380000,87.762,89.3,0.94010 (100.9401),,2023/06/25 15:06:55,5순위
6,1018151140,(주)사운드솔루션,이홍,분석,185389190,87.766,89.304,0.94515 (100.94515),,2023/06/23 10:01:45,6순위
7,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,185395285,87.769,89.307,0.94849 (100.94849),,2023/06/23 17:51:27,7순위
8,1198195493,주식회사 인텍하우징,심인석,분석,185408945,87.776,89.314,0.95599 (100.95599),,2023/06/26 21:50:10,8순위
9,1148135087,장한전산(주),이상철,분석,185427525,87.786,89.323,0.96619 (100.96619),,2023/06/26 12:03:17,9순위
10,1148680379,주식회사 다경시스템,김대원,분석,185435300,87.79,89.326,0.97046 (100.97046),,2023/06/26 13:51:08,10순위
11,1178188899,주식회사 시큐렉스,최영희,분석,185479438,87.812,89.348,0.99469 (100.99469),,2023/06/26 18:40:13,11순위
12,2068193673,지에스네트웍스(주),임동배,분석,185489093,87.817,89.352,0.99999 (100.99999),,2023/06/26 10:33:56,12순위
13,1058622531,건웅신호산전(주),박정현,분석,185489110,87.817,89.352,1.00000 (101),,2023/06/26 09:33:43,13순위
14,1018197466,주식회사콤위즈,정윤권,분석,185500030,87.823,89.357,1.00600 (101.006),,2023/06/23 13:17:23,14순위
15,1058649262,주식회사 노하우전기통신,임창배,분석,185526900,87.836,89.37,1.02075 (101.02075),,2023/06/22 15:54:14,15순위
16,2158192566,(주)열림정보기술,고동민,분석,185526954,87.836,89.37,1.02078 (101.02078),,2023/06/26 09:40:59,16순위
17,2188117964,(주)투윈스컴,박성하,분석,185534632,87.84,89.374,1.02500 (101.025),,2023/06/26 07:58:13,17순위
18,1198658528,진솔이앤에스 주식회사,김정현,분석,185540096,87.843,89.377,1.02800 (101.028),,2023/06/26 14:32:44,18순위
19,1078636517,주식회사 국일이앤씨,서남석,분석,185540848,87.843,89.377,1.02841 (101.02841),,2023/06/22 20:10:00,19순위
20,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,185547560,87.847,89.38,1.03209 (101.03209),,2023/06/23 16:12:07,20순위
21,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,185570300,87.858,89.391,1.04458 (101.04458),,2023/06/23 11:05:48,21순위
22,1068603240,태경이엘피 주식회사,김평석,분석,185581082,87.864,89.397,1.05050 (101.0505),,2023/06/22 21:50:36,22순위
23,7418801210,주식회사 한국에이브이산업,이재숙,분석,185591800,87.869,89.402,1.05638 (101.05638),,2023/06/23 09:31:15,23순위
24,1098155422,창공정보통신 주식회사,김배명,분석,185599600,87.873,89.405,1.06066 (101.06066),,2023/06/22 14:36:54,24순위
25,1078724454,정일씨엔아이(주),유지봉,분석,185618000,87.882,89.414,1.07076 (101.07076),,2023/06/23 09:14:57,25순위
26,2068601047,왕건전기 주식회사,한미라,분석,185631354,87.889,89.421,1.07810 (101.0781),,2023/06/27 08:22:24,26순위
27,5178101428,주식회사 율이앤씨,전형숙,분석,185636815,87.892,89.423,1.08109 (101.08109),,2023/06/27 08:57:48,27순위
28,1148633857,에스엠이엔지(주),이관휴,분석,185652997,87.9,89.431,1.08998 (101.08998),,2023/06/26 09:31:35,28순위
29,1108174749,유프로시스(주),김종본,분석,185690300,87.919,89.449,1.11046 (101.11046),,2023/06/26 10:15:47,29순위
30,1068674600,주식회사세나텍,이미경,분석,185695234,87.922,89.452,1.11316 (101.11316),,2023/06/23 09:08:38,30순위
31,1198618088,주식회사 하이넷 네트웍스,김동순,분석,185737900,87.943,89.472,1.13659 (101.13659),,2023/06/26 09:56:47,31순위
32,2158691790,에이브이에스텍(주),박주영,분석,185745000,87.947,89.475,1.14049 (101.14049),,2023/06/26 07:03:28,32순위
33,1068194348,(주)퓨젼아이앤씨,임영출,분석,185800200,87.975,89.502,1.17079 (101.17079),,2023/06/22 16:19:28,33순위
34,1188111020,주식회사 한영씨앤이,박대서,분석,185836000,87.993,89.519,1.19044 (101.19044),,2023/06/26 09:51:24,34순위
35,1108155460,주식회사 자유전설,김상중,분석,185847390,87.999,89.525,1.19670 (101.1967),,2023/06/27 08:55:30,35순위
36,1078104441,진화전기(주),문충모,분석,185853779,88.002,89.528,1.20021 (101.20021),,2023/06/27 09:14:24,36순위
37,7128701175,주식회사 미미엔지니어링,김진희,분석,185854800,88.002,89.528,1.20077 (101.20077),,2023/06/22 17:24:00,37순위
38,1138618789,이노뎁(주),이성진,분석,185880100,88.015,89.541,1.21466 (101.21466),,2023/06/22 16:31:56,38순위
39,2098134713,키엔컴 주식회사,최성덕,분석,185909600,88.03,89.555,1.23085 (101.23085),,2023/06/22 14:44:51,39순위
40,1068178635,(주)지아이테크놀러지,홍영우,분석,185927100,88.039,89.563,1.24046 (101.24046),,2023/06/23 10:53:51,40순위
41,2148104884,두원이에프씨 주식회사,황운천,분석,185936275,88.044,89.568,1.24549 (101.24549),,2023/06/23 11:01:18,41순위
42,2108170441,주식회사 에이원아이티,문계숙,분석,185945900,88.049,89.572,1.25078 (101.25078),,2023/06/26 09:40:33,42순위
43,1058727284,(주)조은네트웍스,김장열,분석,185963700,88.058,89.581,1.26055 (101.26055),,2023/06/26 16:46:31,43순위
44,2118771649,주식회사 월드멀티넷,박영희,분석,185968936,88.06,89.583,1.26343 (101.26343),,2023/06/27 07:25:14,44순위
45,1148642486,주식회사 큐브정보통신,유봉수,분석,186037100,88.095,89.616,1.30085 (101.30085),,2023/06/22 14:33:47,45순위
46,1198670032,주식회사 엠디에스모빌리티,김재욱,분석,186054600,88.104,89.625,1.31045 (101.31045),,2023/06/23 11:19:30,46순위
47,1408177811,주식회사 네오비젼,유정식,분석,186145900,88.15,89.669,1.36058 (101.36058),,2023/06/22 16:07:35,47순위
48,1048198009,대신네트웍스주식회사,김태응,분석,186455700,88.307,89.818,1.53066 (101.53066),,2023/06/23 15:48:51,48순위
49,2048124559,(주)대용와트스,남상태,분석,186608234,88.385,89.891,1.61440 (101.6144),,2023/06/22 09:31:51,49순위
50,2128107793,호곡종합건설(주),박성환,분석,186737090,88.45,89.953,1.68514 (101.68514),,2023/06/26 16:55:37,50순위
51,1058694239,(주)진성전력,김용일,분석,186875600,88.52,90.02,1.76118 (101.76118),,2023/06/22 07:05:32,51순위
52,2068183592,(주)신광티앤이,이일환,분석,187024776,88.596,90.092,1.84307 (101.84307),,2023/06/26 13:55:02,52순위
53,2148768992,주식회사 앤샵,장진화,분석,187738490,88.958,90.436,2.23490 (102.2349),,2023/06/26 08:52:13,53순위
-1,1138195331,(주)한남이앤씨,조성호,분석,185344400,87.744,89.283,0.92056 (100.92056),,2023/06/23 09:34:42,낙찰하한가미만
-2,1138633645,주식회사 와이넷,석지윤,분석,185330360,87.736,89.276,0.91285 (100.91285),,2023/06/23 13:23:58,낙찰하한가미만
-3,1108153161,(주)나이츠넷,이용현,분석,185326400,87.734,89.274,0.91068 (100.91068),,2023/06/27 09:57:07,낙찰하한가미만
-4,1198174315,주식회사 다솜이엔씨,송인주,분석,185316960,87.73,89.269,0.90550 (100.9055),,2023/06/23 10:20:51,낙찰하한가미만
-5,2118774990,(주)제이에프텍,김중규,분석,185308500,87.725,89.265,0.90085 (100.90085),,2023/06/23 12:22:11,낙찰하한가미만
-6,1198632979,성민전기 주식회사,김미영,분석,185296000,87.719,89.259,0.89399 (100.89399),,2023/06/25 14:15:57,낙찰하한가미만
-7,1198655462,지티에스솔루션즈 주식회사,김민수,분석,185290000,87.716,89.256,0.89069 (100.89069),,2023/06/26 13:11:46,낙찰하한가미만
-8,2178121937,부광이앤씨 주식회사,정동국,분석,185281441,87.712,89.252,0.88600 (100.886),,2023/06/22 11:36:21,낙찰하한가미만
