순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,8908701311,(주)에이디넷,주종명,분석,478582180,86.745,87.237,-0.31630 (99.6837),,2020/09/09 16:36:28,
2,2158643395,민네트워크(주),황상택,분석,478584900,86.746,87.237,-0.31573 (99.68427),,2020/09/10 08:27:40,
3,1302676311,대민정보통신,정상구,분석,478587414,86.746,87.238,-0.31520 (99.6848),,2020/09/14 18:30:56,
4,1198609177,이유솔루션주식회사,장지호,분석,478591221,86.747,87.238,-0.31440 (99.6856),,2020/09/15 00:58:42,
5,1138663208,주식회사 유영정보통신,박경순,분석,478592170,86.747,87.238,-0.31421 (99.68579),,2020/09/14 11:24:35,
6,1308172139,주식회사 광일전기통신,이상균,분석,478593125,86.747,87.239,-0.31400 (99.686),,2020/09/15 09:06:12,
7,2128145574,콤시스(주),서경환,분석,478594600,86.748,87.239,-0.31369 (99.68631),,2020/09/14 10:23:28,
8,1398115682,백상건설 주식회사,정홍훈,분석,478608800,86.75,87.241,-0.31071 (99.68929),,2020/09/15 08:26:15,
9,2078131175,(주)경우이앤씨,이성일,분석,478612280,86.751,87.242,-0.30998 (99.69002),,2020/09/11 16:48:32,
10,1218199473,(주)진성정보통신,소보영,분석,478617870,86.752,87.243,-0.30880 (99.6912),,2020/09/14 09:23:34,
11,1348197923,대승정보통신 주식회사,최승곤,분석,478631671,86.755,87.246,-0.30590 (99.6941),,2020/09/11 09:55:16,
12,3188600619,주식회사 태정이앤아이,정태용,분석,478632623,86.755,87.246,-0.30570 (99.6943),,2020/09/15 05:44:32,
13,1191396324,우리통신,윤순옥,분석,478635907,86.756,87.246,-0.30501 (99.69499),,2020/09/14 11:21:55,
14,1198168638,주식회사 연훈,박정호,분석,478639761,86.756,87.247,-0.30420 (99.6958),,2020/09/14 10:45:27,
15,1308196960,일성미디어통신 주식회사,서정란,분석,478642620,86.757,87.248,-0.30360 (99.6964),,2020/09/15 09:32:25,
16,2158140525,(주)신세계전기,구본주,분석,478644520,86.757,87.248,-0.30320 (99.6968),,2020/09/15 09:06:12,
17,2108118504,보성전기산업(주),강명구,분석,478647200,86.758,87.248,-0.30264 (99.69736),,2020/09/08 09:12:35,
18,5128114665,(주)성운이엔씨,신승훈,분석,478647376,86.758,87.248,-0.30260 (99.6974),,2020/09/14 09:31:58,
19,2118652626,(주)금성보안,송동주,분석,478652492,86.759,87.249,-0.30153 (99.69847),,2020/09/14 17:49:43,
20,1358174490,(주)신화전공,최준원,분석,478661890,86.761,87.251,-0.29955 (99.70045),,2020/09/11 18:00:04,
21,8328600094,티엔에스아이(주),이재민,분석,478672908,86.763,87.253,-0.29724 (99.70276),,2020/09/09 16:55:02,
22,8968600064,주식회사 이든솔,조혜진,분석,478677926,86.764,87.254,-0.29619 (99.70381),,2020/09/15 09:20:44,
23,1308634130,주식회사 유앤테크,지승현,분석,478678784,86.764,87.254,-0.29600 (99.704),,2020/09/14 17:45:28,
24,2068184591,신명네트워크(주),임은수,분석,478683070,86.765,87.255,-0.29510 (99.7049),,2020/09/10 13:13:31,
25,1138175034,(주)윈플러스정보기술,정재원,분석,478685638,86.765,87.255,-0.29456 (99.70544),,2020/09/15 09:14:45,
26,3588800697,주식회사 에스피정보기술,전수표,분석,478690086,86.766,87.256,-0.29363 (99.70637),,2020/09/14 17:35:07,
27,1258191959,주식회사 에이원정보통신,장효덕,분석,478692770,86.767,87.257,-0.29307 (99.70693),,2020/09/09 11:00:28,
28,1298118493,미래정보통신(주),최순재,분석,478696900,86.767,87.257,-0.29220 (99.7078),,2020/09/14 08:10:30,
29,1238190158,주식회사두성미디어,정재득,분석,478700750,86.768,87.258,-0.29139 (99.70861),,2020/09/11 14:54:47,
30,2098134940,주식회사윤송이엔씨,정윤계,분석,478703000,86.769,87.259,-0.29092 (99.70908),,2020/09/11 13:55:23,
31,1238603283,제이디미디어 주식회사,김석호,분석,478709500,86.77,87.26,-0.28955 (99.71045),,2020/09/14 09:09:22,
32,6068191273,주식회사 성찬정보통신,이언순,분석,478710334,86.77,87.26,-0.28938 (99.71062),,2020/09/14 19:36:14,
33,6378101421,주식회사 도현이앤지,양효진,분석,478712080,86.77,87.26,-0.28901 (99.71099),,2020/09/09 11:16:08,
34,2148829787,주식회사 노바에스앤씨,최성운,분석,478715902,86.771,87.261,-0.28820 (99.7118),,2020/09/11 15:00:51,
35,1098143173,에이스건설 주식회사,권보식,분석,478716380,86.771,87.261,-0.28810 (99.7119),,2020/09/15 09:01:06,
36,1208147588,서현정보통신(주),배상만,분석,478717330,86.771,87.261,-0.28790 (99.7121),,2020/09/14 10:52:25,
37,3108113681,에이엠테크주식회사,노병훈,분석,478738269,86.775,87.265,-0.28350 (99.7165),,2020/09/15 07:48:16,
38,1428157387,(주)엠알솔루텍,정명옥,분석,478739170,86.776,87.265,-0.28332 (99.71668),,2020/09/11 16:32:37,
39,7468101628,주식회사 천호정보통신,백종현,분석,478743500,86.776,87.266,-0.28241 (99.71759),,2020/09/15 11:55:50,
40,2208865207,주식회사 소나텍,최성욱,분석,478747306,86.777,87.267,-0.28161 (99.71839),,2020/09/14 14:42:44,
41,1238169811,주식회사 에이엠알시스템,김민태,분석,478753021,86.778,87.268,-0.28040 (99.7196),,2020/09/11 09:28:19,
42,1058199938,삼호전자통신(주),이경희,분석,478754340,86.779,87.268,-0.28013 (99.71987),,2020/09/14 14:32:07,
43,1428114068,주식회사 호맘코리아,한유선,분석,478754450,86.779,87.268,-0.28010 (99.7199),,2020/09/13 22:08:32,
44,1058188805,(주)경성텔레콤,김천수,분석,478760300,86.78,87.269,-0.27888 (99.72112),,2020/09/15 10:02:32,
45,1298622236,(주)건우엔지니어링,김연옥,분석,478777767,86.783,87.272,-0.27520 (99.7248),,2020/09/14 09:50:02,
46,1232964633,샛별정보통신공사,최경주,분석,478785860,86.785,87.274,-0.27350 (99.7265),,2020/09/12 09:12:54,
47,2158168275,천마정보통신(주),황범만,분석,478802000,86.788,87.277,-0.27011 (99.72989),,2020/09/14 22:25:48,
48,1228181544,주식회사 윌테크,박동환,분석,478808700,86.789,87.278,-0.26870 (99.7313),,2020/09/14 07:29:30,
49,2148613923,(주)영국전자,김배훈,분석,478809651,86.789,87.278,-0.26850 (99.7315),,2020/09/15 09:47:38,
50,6158117317,주식회사 케이투,박성환,분석,478814886,86.79,87.279,-0.26740 (99.7326),,2020/09/14 13:40:07,
51,1148148258,신동아종합건설 주식회사,김장욱,분석,478821070,86.791,87.28,-0.26611 (99.73389),,2020/09/14 09:15:07,
52,1320975247,세계전자,김영선,분석,478822500,86.792,87.28,-0.26580 (99.7342),,2020/09/15 09:22:00,
53,1068616518,(주)애니씨앤에스,이일규,분석,478825270,86.792,87.281,-0.26522 (99.73478),,2020/09/14 13:02:39,
54,1128107625,(주)삼정전기통신,김상민,분석,478828600,86.793,87.281,-0.26452 (99.73548),,2020/09/14 17:14:11,
55,2158753003,주식회사 이예스피,민은정,분석,478829120,86.793,87.282,-0.26441 (99.73559),,2020/09/11 11:59:49,
56,2038150302,도남정보통신 주식회사,이경우,분석,478829170,86.793,87.282,-0.26440 (99.7356),,2020/09/15 10:02:01,
57,1348652483,주식회사아이넷텔,김원용,분석,478832000,86.794,87.282,-0.26381 (99.73619),,2020/09/14 17:31:59,
58,2078136393,삼언전공 주식회사,공석복,분석,478837730,86.795,87.283,-0.26260 (99.7374),,2020/09/14 15:36:04,
59,2158665588,주식회사 지준시스템,김동현,분석,478840583,86.795,87.284,-0.26201 (99.73799),,2020/09/11 11:22:50,
60,1170233690,화진정보통신,김병철,분석,478845343,86.796,87.285,-0.26100 (99.739),,2020/09/14 09:14:22,
61,1298148041,주식회사 경원,안귀영,분석,478846294,86.796,87.285,-0.26080 (99.7392),,2020/09/15 08:54:29,
62,1098647062,주식회사 조아정보통신,박민응,분석,478857077,86.798,87.287,-0.25854 (99.74146),,2020/09/14 14:36:30,
63,1198108907,(주)아이엔아이,이상우,분석,478858190,86.799,87.287,-0.25831 (99.74169),,2020/09/10 13:29:00,
64,1348653522,주식회사 예강텔레콤,박균옥,분석,478859500,86.799,87.287,-0.25803 (99.74197),,2020/09/10 10:59:40,
65,1358130420,주식회사위드텍,김남욱,분석,478861590,86.799,87.287,-0.25759 (99.74241),,2020/09/10 13:27:08,
66,2168100638,원흥전설(주),이제호,분석,478867600,86.801,87.289,-0.25633 (99.74367),,2020/09/14 12:11:06,
67,1248743738,주식회사지투기술,이태용,분석,478872943,86.802,87.29,-0.25521 (99.74479),,2020/09/15 09:39:30,
68,1238626044,(주)유비텍,송연숙,분석,478874684,86.802,87.29,-0.25484 (99.74516),,2020/09/08 10:55:21,
69,1258138992,인남정보통신 주식회사,한현희,분석,478899259,86.807,87.294,-0.24968 (99.75032),,2020/09/09 16:26:01,
70,2118101156,(주)인스틴솔루션,박세준,분석,478901800,86.807,87.295,-0.24914 (99.75086),,2020/09/10 10:53:20,
71,6818700095,주식회사 진영이엔씨,조근호,분석,478904827,86.808,87.295,-0.24851 (99.75149),,2020/09/11 09:45:02,
72,1268634029,(주)토탈음향,심영록,분석,478905303,86.808,87.295,-0.24841 (99.75159),,2020/09/11 15:20:19,
73,1428125997,엘케이전력 주식회사,이규석,분석,478910060,86.809,87.296,-0.24741 (99.75259),,2020/09/11 16:21:32,
74,1418124656,주식회사 미르종합건설,장영희,분석,478911729,86.809,87.297,-0.24705 (99.75295),,2020/09/11 13:18:59,
75,4038141077,주식회사 송원이앤씨,이금미,분석,478917670,86.81,87.298,-0.24581 (99.75419),,2020/09/11 16:12:25,
76,1308147023,가락전자(주),장성준,분석,478918630,86.81,87.298,-0.24560 (99.7544),,2020/09/11 10:18:10,
77,1288647952,주식회사 기산이앤씨,조기복,분석,478924810,86.812,87.299,-0.24431 (99.75569),,2020/09/11 17:46:35,
78,1298147756,(주)씨제이텔레콤,정성건,분석,478926845,86.812,87.299,-0.24388 (99.75612),,2020/09/14 11:30:58,
79,1188100203,株式會社 協成機電 (주식회사 협성기전),김경현,분석,478930000,86.813,87.3,-0.24322 (99.75678),,2020/09/14 14:27:06,
80,1238173692,(주)인트로통신기술,전제남,분석,478930100,86.813,87.3,-0.24319 (99.75681),,2020/09/15 09:34:41,
81,6078616291,케이시스 주식회사,김중섭,분석,478930526,86.813,87.3,-0.24310 (99.7569),,2020/09/11 13:31:35,
82,2298100750,(주)세홍산전,김태형,분석,478933857,86.813,87.301,-0.24240 (99.7576),,2020/09/15 08:23:57,
83,8908100339,주식회사 미강전력,최은기,분석,478938620,86.814,87.302,-0.24140 (99.7586),,2020/09/15 09:44:41,
84,7928700191,미래정보기술 주식회사,정정이,분석,478939610,86.815,87.302,-0.24120 (99.7588),,2020/09/14 11:30:40,
85,1258133115,(주)한국데이타통신,최만기,분석,478940043,86.815,87.302,-0.24110 (99.7589),,2020/09/14 13:52:14,
86,3988601370,주식회사 한통엔지니어링,장명수,분석,478945278,86.816,87.303,-0.24000 (99.76),,2020/09/09 19:51:55,
