순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1328101794,주식회사 남양이앤씨,원용선,분석,4589053420,85.495,85.896,-0.54141 (99.45859),5 9,2020/06/05 11:00:00,
2,2158171237,(주)모빌텍,오승환,분석,4589053780,85.495,85.896,-0.54140 (99.4586),3 8,2020/06/05 11:00:00,
3,1288135320,수호정보통신(주),김성수,분석,4589057990,85.495,85.896,-0.54131 (99.45869),12 8,2020/06/05 11:00:00,
4,2208660663,주식회사 데이타렉스,김정국,분석,4589281700,85.499,85.9,-0.53641 (99.46359),15 9,2020/06/05 11:00:00,
5,6098129268,대형웍스(주),이동의,분석,4589477600,85.503,85.904,-0.53212 (99.46788),12 6,2020/06/05 11:00:00,
6,1688600896,주식회사 다산정보통신,임원재,분석,4589482700,85.503,85.904,-0.53201 (99.46799),1 9,2020/06/05 11:00:00,
7,1238186315,케이에스아이주식회사,김경숙,분석,4589574130,85.505,85.906,-0.53001 (99.46999),11 13,2020/06/05 11:00:00,
8,6058182844,(주)은광유비텍,김철환,분석,4589683750,85.507,85.908,-0.52761 (99.47239),14 2,2020/06/05 11:00:00,
9,3018184014,누리정보통신(주),정역래,분석,4589698690,85.507,85.908,-0.52728 (99.47272),10 5,2020/06/05 11:00:00,
10,3148194314,주식회사 케이에스,김태호,분석,4589938315,85.512,85.912,-0.52203 (99.47797),14 2,2020/06/05 11:00:00,
11,5158119882,주식회사 건호정보통신,이천석,분석,4590032000,85.514,85.914,-0.51998 (99.48002),15 7,2020/06/05 11:00:00,
12,1318152849,(주)성창시스템,김창용,분석,4590178000,85.517,85.917,-0.51678 (99.48322),15 3,2020/06/05 11:00:00,
13,6108631570,신성아이시티 주식회사,김성기,분석,4590350629,85.521,85.92,-0.51300 (99.487),15 3,2020/06/05 11:00:00,
14,1148190678,(주)에드원텔레콤,김춘걸,분석,4590359770,85.521,85.92,-0.51280 (99.4872),1 7,2020/06/05 11:00:00,
15,4108607408,주식회사 천운정보통신,김복중,분석,4590431500,85.522,85.922,-0.51123 (99.48877),13 15,2020/06/05 11:00:00,
16,6188123083,금강통신(주),이영자,분석,4590477800,85.523,85.922,-0.51022 (99.48978),1 14,2020/06/05 11:00:00,
17,1328127945,부민통신 주식회사,박창욱,분석,4590647524,85.526,85.926,-0.50650 (99.4935),2 7,2020/06/05 11:00:00,
18,3148158884,주식회사 엘에스아이정보기술,김경희,분석,4590706900,85.528,85.927,-0.50521 (99.49479),10 7,2020/06/05 11:00:00,
19,6178607445,주식회사 금양이앤에스,강용환,분석,4590877600,85.531,85.93,-0.50147 (99.49853),1 12,2020/06/05 11:00:00,
20,4098604361,신한시스템즈(주),이창선,분석,4591065080,85.535,85.933,-0.49736 (99.50264),11 14,2020/06/05 11:00:00,
21,2068690079,주식회사 제이넷시스템즈,이재천,분석,4591067744,85.535,85.933,-0.49731 (99.50269),13 5,2020/06/05 11:00:00,
22,2208691701,주식회사 뉴젠스,임영필,분석,4591089030,85.535,85.934,-0.49684 (99.50316),3 6,2020/06/05 11:00:00,
23,3148151765,(주)새암정보기술,이효섭,분석,4591255100,85.539,85.937,-0.49320 (99.5068),5 8,2020/06/05 11:00:00,
24,1308611501,주식회사 성호넷,두인환,분석,4591332660,85.54,85.938,-0.49151 (99.50849),10 14,2020/06/05 11:00:00,
25,1218165819,주식회사 에스엠텔,정혜경,분석,4591355505,85.541,85.939,-0.49100 (99.509),14 15,2020/06/05 11:00:00,
26,1298129419,지에스앤티(주),이득연,분석,4591617001,85.546,85.944,-0.48528 (99.51472),4 5,2020/06/05 11:00:00,
27,3148185080,기룡전기주식회사,이중선,분석,4591707210,85.548,85.945,-0.48331 (99.51669),10 6,2020/06/05 11:00:00,
28,3068126116,마이크로닉 시스템(주),전명숙,분석,4591734616,85.548,85.946,-0.48270 (99.5173),11 14,2020/06/05 11:00:00,
29,1058601287,(주)성산정보시스템,김기주,분석,4591752890,85.549,85.946,-0.48230 (99.5177),14 5,2020/06/05 11:00:00,
30,1068180878,주식회사 신보,정재문,분석,4591811150,85.55,85.947,-0.48103 (99.51897),1 3,2020/06/05 11:00:00,
31,1428100754,(주) 원테크놀로지,김종달,분석,4591816833,85.55,85.948,-0.48090 (99.5191),12 15,2020/06/05 11:00:00,
32,5028170243,주식회사태영정보,배인상,분석,4591862000,85.551,85.948,-0.47992 (99.52008),2 3,2020/06/05 11:00:00,
33,4118125379,미르텍 주식회사,김미선,분석,4591878230,85.551,85.949,-0.47956 (99.52044),7 9,2020/06/05 11:00:00,
34,6178602756,참빛파워텍 주식회사,남찬우,분석,4591926456,85.552,85.95,-0.47850 (99.5215),12 15,2020/06/05 11:00:00,
35,1248605945,주식회사 새롬정보통신,홍연심,분석,4592081430,85.555,85.952,-0.47511 (99.52489),15 7,2020/06/05 11:00:00,
36,1248746088,주식회사엔에스지,양성기,분석,4592167400,85.557,85.954,-0.47323 (99.52677),11 12,2020/06/05 11:00:00,
37,2148134127,(주)대경텔레콤,오병도,분석,4592186810,85.557,85.954,-0.47280 (99.5272),13 14,2020/06/05 11:00:00,
38,4028171767,유한회사 창우,강욱,분석,4592301000,85.56,85.957,-0.47030 (99.5297),1 10,2020/06/05 11:00:00,
39,1318183508,주식회사 와이엘테크,유한종,분석,4592483700,85.563,85.96,-0.46631 (99.53369),12 4,2020/06/05 11:00:00,
40,2048182243,주식회사 동방텔레콤,이동열,분석,4592815770,85.57,85.966,-0.45903 (99.54097),13 14,2020/06/05 11:00:00,
41,1278161863,휴먼테크 주식회사,장현근,분석,4592903926,85.572,85.968,-0.45710 (99.5429),14 3,2020/06/05 11:00:00,
42,1058625329,주식회사 윈미디텍,강명환,분석,4592989500,85.573,85.969,-0.45523 (99.54477),7 8,2020/06/05 11:00:00,
43,1288139059,주식회사 신우텔렉시스,이수호,분석,4593301300,85.58,85.975,-0.44841 (99.55159),3 5,2020/06/05 11:00:00,
44,1388113508,(주)이엔티파워,장정수,분석,4593333820,85.58,85.976,-0.44769 (99.55231),11 9,2020/06/05 11:00:00,
45,4028128523,(유)황우엔지니어링,양규송,분석,4593735780,85.588,85.983,-0.43889 (99.56111),3 4,2020/06/05 11:00:00,
46,1348176082,(주)화인전설,류옥현,분석,4593753500,85.589,85.984,-0.43851 (99.56149),3 5,2020/06/05 11:00:00,
47,2268102180,정화통신(주),우동명,분석,4593998780,85.594,85.988,-0.43314 (99.56686),13 6,2020/06/05 11:00:00,
48,4028126447,(유)딕스,박상진,분석,4594070000,85.595,85.99,-0.43158 (99.56842),11 6,2020/06/05 11:00:00,
49,1358157661,(주)삼흥정보통신,오영규,분석,4594189700,85.597,85.992,-0.42896 (99.57104),5 7,2020/06/05 11:00:00,
50,4118125175,유한회사 가나통신,김문옥,분석,4594325810,85.6,85.994,-0.42598 (99.57402),14 3,2020/06/05 11:00:00,
51,2018604729,주식회사 케이티 서비스 북부,이성규,분석,4594329021,85.6,85.995,-0.42590 (99.5741),1 9,2020/06/05 11:00:00,
52,6018126156,삼영이엔씨주식회사,황혜경,분석,4594489340,85.603,85.998,-0.42240 (99.5776),1 7,2020/06/05 11:00:00,
53,6108187308,월드이엔텍(주),이상곤,분석,4594593860,85.605,86.0,-0.42011 (99.57989),6 9,2020/06/05 11:00:00,
54,5058131706,한창텔콤(주),김정순,분석,4594657888,85.607,86.001,-0.41871 (99.58129),12 5,2020/06/05 11:00:00,
55,4120554062,천연테크놀러지,이미자,분석,4594707000,85.608,86.002,-0.41763 (99.58237),3 4,2020/06/05 11:00:00,
56,1218147617,주식회사 한라인프라코어,유수상,분석,4594817750,85.61,86.004,-0.41521 (99.58479),3 7,2020/06/05 11:00:00,
57,1018662695,주식회사 메가시스템,김대석,분석,4594931900,85.612,86.006,-0.41271 (99.58729),11 8,2020/06/05 11:00:00,
58,3068112489,대신네트웍스 주식회사,황장성,분석,4594963940,85.613,86.006,-0.41200 (99.588),12 9,2020/06/05 11:00:00,
59,4028144708,(주)경원통신건설,김중석,분석,4595152333,85.617,86.01,-0.40788 (99.59212),10 12,2020/06/05 11:00:00,
60,1068135107,주식회사동산텔레콤,송동조,분석,4595169500,85.617,86.01,-0.40750 (99.5925),13 2,2020/06/05 11:00:00,
61,5048177295,(주)신라이앤씨,김용호,분석,4595293880,85.619,86.013,-0.40478 (99.59522),3 6,2020/06/05 11:00:00,
62,1348611522,(주)조은커뮤니케이션,최은실,분석,4595317910,85.62,86.013,-0.40425 (99.59575),13 4,2020/06/05 11:00:00,
63,1208137120,(주)지티일렉콘,고광열,분석,4595329248,85.62,86.013,-0.40401 (99.59599),13 5,2020/06/05 11:00:00,
64,2018193998,주식회사 마임정보기술,김한균,분석,4595685000,85.627,86.02,-0.39622 (99.60378),2 7,2020/06/05 11:00:00,
65,2318102601,주식회사 우정정보통신,박시우,분석,4595868310,85.631,86.023,-0.39220 (99.6078),6 8,2020/06/05 11:00:00,
66,1198178757,주식회사우신아이앤씨,이화세,분석,4595977930,85.633,86.025,-0.38980 (99.6102),13 15,2020/06/05 11:00:00,
67,8328600094,티엔에스아이(주),이재민,분석,4596000000,85.634,86.026,-0.38932 (99.61068),11 5,2020/06/05 11:00:00,
68,6138151814,주식회사 인피니티네트웍스,이인재,분석,4596142363,85.636,86.028,-0.38621 (99.61379),1 6,2020/06/05 11:00:00,
69,1078713262,주식회사 엔제이엠,하수경,분석,4596265689,85.639,86.031,-0.38350 (99.6165),3 4,2020/06/05 11:00:00,
70,4018127967,유한회사 제이케이건설,김대백,분석,4596375310,85.641,86.033,-0.38111 (99.61889),12 5,2020/06/05 11:00:00,
71,1298142746,주식회사 하이브시스템,박정실,분석,4596447000,85.643,86.034,-0.37954 (99.62046),11 14,2020/06/05 11:00:00,
72,1108190166,(주)페타네트워크,강인희,분석,4596790599,85.649,86.041,-0.37201 (99.62799),11 8,2020/06/05 11:00:00,
73,1138141456,(주)나우아이앤씨,안남훈,분석,4596813800,85.65,86.041,-0.37151 (99.62849),12 6,2020/06/05 11:00:00,
74,2158138510,신신이앤씨주식회사,하대청,분석,4596818599,85.65,86.041,-0.37140 (99.6286),12 14,2020/06/05 11:00:00,
75,3448700497,주식회사 이앤엠테크,김수희,분석,4596935000,85.652,86.043,-0.36885 (99.63115),2 3,2020/06/05 11:00:00,
76,1238152246,주식회사아이엘,김재환,분석,4596964534,85.653,86.044,-0.36820 (99.6318),1 10,2020/06/05 11:00:00,
77,4128122448,(주)송림정보통신,김송모,분석,4596969100,85.653,86.044,-0.36811 (99.63189),14 6,2020/06/05 11:00:00,
78,1188111020,한영정보통신(주),박대서,분석,4597011500,85.654,86.045,-0.36718 (99.63282),10 15,2020/06/05 11:00:00,
79,5128112648,(주)아이영남,우경배,분석,4597085500,85.655,86.046,-0.36556 (99.63444),14 8,2020/06/05 11:00:00,
80,1288630446,플라이넷 주식회사,오군명,분석,4597124401,85.656,86.047,-0.36470 (99.6353),12 9,2020/06/05 11:00:00,
81,2188117964,(주)투윈스컴,박성하,분석,4597156380,85.657,86.047,-0.36400 (99.636),1 13,2020/06/05 11:00:00,
82,2088115241,한애전자(주),최용경,분석,4597252294,85.659,86.049,-0.36190 (99.6381),12 3,2020/06/05 11:00:00,
83,3128143575,주식회사 광진통신,김홍열,분석,4597386570,85.661,86.052,-0.35897 (99.64103),4 9,2020/06/05 11:00:00,
84,2048197353,(주)제이피파워정보통신,정재구,분석,4597425860,85.662,86.053,-0.35811 (99.64189),11 14,2020/06/05 11:00:00,
85,3058196448,지에이치정보통신주식회사,이원준,분석,4597430400,85.662,86.053,-0.35801 (99.64199),14 2,2020/06/05 11:00:00,
86,2018146253,한진정보통신(주),원문경,분석,4597486170,85.663,86.054,-0.35678 (99.64322),14 2,2020/06/05 11:00:00,
87,1188113673,동해정보통신 주식회사,이창원,분석,4597622270,85.666,86.056,-0.35381 (99.64619),10 8,2020/06/05 11:00:00,
88,2178121937,부광이앤씨 주식회사,정동국,분석,4597626838,85.666,86.056,-0.35370 (99.6463),15 8,2020/06/05 11:00:00,
89,2248114190,설악이앤씨(주),안종관,분석,4597709000,85.668,86.058,-0.35191 (99.64809),2 7,2020/06/05 11:00:00,
90,5088126648,주식회사 보명전설,황성수,분석,4597727330,85.668,86.058,-0.35150 (99.6485),12 7,2020/06/05 11:00:00,
91,5048154327,주식회사 얼라이드 시스템,조창현,분석,4597965990,85.673,86.063,-0.34628 (99.65372),15 8,2020/06/05 11:00:00,
92,1058198360,주식회사 서울기전,박정규,분석,4598000000,85.674,86.063,-0.34554 (99.65446),13 4,2020/06/05 11:00:00,
93,2068124123,(주)세양텔레콤,김한섭,분석,4598051627,85.675,86.064,-0.34440 (99.6556),1 12,2020/06/05 11:00:00,
94,1208782160,에스엔에스이서비스주식회사,정경식,분석,4598088167,85.675,86.065,-0.34360 (99.6564),11 15,2020/06/05 11:00:00,
95,1238626952,주식회사 동인시스템,곽동달,분석,4598122500,85.676,86.066,-0.34285 (99.65715),15 2,2020/06/05 11:00:00,
96,1358138266,(주)고광,이원주,분석,4598126900,85.676,86.066,-0.34276 (99.65724),13 8,2020/06/05 11:00:00,
97,3128141349,삼성디지컴 주식회사,조풍래,분석,4598184090,85.677,86.067,-0.34150 (99.6585),2 5,2020/06/05 11:00:00,
98,4098184598,(주)한올통신,김용택,분석,4598192360,85.678,86.067,-0.34132 (99.65868),12 9,2020/06/05 11:00:00,
99,2068120414,(주)일광기업,오도진,분석,4598351261,85.681,86.07,-0.33785 (99.66215),2 3,2020/06/05 11:00:00,
100,1258124955,평송정보통신(주),천낙훈,분석,4598372715,85.681,86.07,-0.33738 (99.66262),14 3,2020/06/05 11:00:00,
101,6228117654,주식회사 금맥,박남기,분석,4598381540,85.681,86.07,-0.33718 (99.66282),15 5,2020/06/05 11:00:00,
102,1128135723,주식회사 우광,장애정,분석,4598395580,85.682,86.071,-0.33687 (99.66313),14 8,2020/06/05 11:00:00,
103,2148626637,(주)아이엔지시스템,김정화,분석,4598400500,85.682,86.071,-0.33677 (99.66323),12 15,2020/06/05 11:00:00,
104,1208117027,세안이엔씨 주식회사,이은상,분석,4598403332,85.682,86.071,-0.33671 (99.66329),14 7,2020/06/05 11:00:00,
105,4118119538,(주)케이아이앤티티,박훈정,분석,4598430740,85.682,86.071,-0.33610 (99.6639),2 7,2020/06/05 11:00:00,
106,1088114068,(주)대인정보통신,유재호,분석,4598434544,85.682,86.071,-0.33602 (99.66398),10 5,2020/06/05 11:00:00,
107,1308113106,신양통신주식회사,박인규,분석,4598567767,85.685,86.074,-0.33310 (99.6669),14 7,2020/06/05 11:00:00,
108,1098607342,(주)신평통신,이정민,분석,4598665056,85.687,86.076,-0.33098 (99.66902),1 6,2020/06/05 11:00:00,
