순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1358167679,원일 정보통신 주식회사,김영석,분석,7130242385,85.495,86.836,0.56489 (100.56489),1 5,2020/06/09 11:00:00,
2,2118745307,주식회사 인텔리안테크놀로지스,성상엽,분석,7130284507,85.495,86.836,0.56550 (100.5655),13 6,2020/06/09 11:00:00,
3,2118879240,주식회사 시티건설,김태호,분석,7130305570,85.496,86.837,0.56580 (100.5658),1 14,2020/06/09 11:00:00,
4,1138604679,(주) 투데이게이트,김익훈,분석,7130502130,85.498,86.839,0.56860 (100.5686),15 8,2020/06/09 11:00:00,
5,4168109772,주식회사 국민,윤풍식,분석,7130516170,85.498,86.839,0.56880 (100.5688),2 4,2020/06/09 11:00:00,
6,1198183944,(주)선인프라,엄선식,분석,7130565310,85.499,86.84,0.56950 (100.5695),3 6,2020/06/09 11:00:00,
7,6168165302,인켈전기통신주식회사,권태성,분석,7130680000,85.5,86.841,0.57113 (100.57113),3 5,2020/06/09 11:00:00,
8,3018149564,(주)영보정보통신,안병일,분석,7130688864,85.501,86.841,0.57126 (100.57126),10 7,2020/06/09 11:00:00,
9,3148142645,주식회사 이솔이티씨,이윤행,분석,7131119897,85.506,86.847,0.57739 (100.57739),13 2,2020/06/09 11:00:00,
10,1208742187,주식회사 미소아이티,김재욱,분석,7131138860,85.506,86.847,0.57767 (100.57767),1 11,2020/06/09 11:00:00,
11,1328141933,(주)대해전기통신,김상문,분석,7131265220,85.508,86.848,0.57947 (100.57947),1 2,2020/06/09 11:00:00,
12,2108160017,(주)누리온정보통신,박종수,분석,7131562560,85.512,86.852,0.58370 (100.5837),11 2,2020/06/09 11:00:00,
13,1238128751,세종텔레콤 주식회사,유기윤,분석,7131820000,85.515,86.855,0.58737 (100.58737),2 5,2020/06/09 11:00:00,
