순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1058684745,(주)대곤아이엔씨  [최종낙찰],이체범,분석,27771280.0,87.745,88.21,0.08893 (100.08893),8 5,2020/05/06 13:19:03,
2,1068601621,주식회사 동양타브,이세근,분석,27772073.0,87.747,88.212,0.09180 (100.0918),11 13,2020/05/06 15:18:41,
3,1062873386,이행정보통신공사,오흥식,분석,27772870.0,87.75,88.215,0.09469 (100.09469),9 5,2020/05/07 05:39:46,
4,2158691790,에이브이에스텍(주),박주영,분석,27773920.0,87.753,88.218,0.09849 (100.09849),5 12,2020/05/06 16:38:47,
5,2148632162,신영전자통신(주),김성식,분석,27775300.0,87.758,88.223,0.10348 (100.10348),14 9,2020/05/06 10:59:37,
6,1068128718,서광통신 주식회사,최경석,분석,27775359.0,87.758,88.223,0.10370 (100.1037),8 3,2020/05/06 16:55:14,
7,1108190808,노드정보기술(주),정상권,분석,27775550.0,87.758,88.223,0.10439 (100.10439),13 3,2020/05/08 10:47:51,
8,1058680303,주식회사 제이엔디케이,이재식,분석,27776500.0,87.762,88.226,0.10783 (100.10783),15 7,2020/05/07 23:01:43,
9,7508600152,육일전기공사주식회사,공삼례,분석,27776620.0,87.762,88.227,0.10826 (100.10826),3 5,2020/05/08 14:06:28,
10,1258180919,(주)경일전공,정요진,분석,27777928.0,87.766,88.231,0.11300 (100.113),3 1,2020/05/07 13:19:21,
11,1068683638,주식회사 엔씨씨디지탈,이상호,분석,27778535.0,87.768,88.233,0.11519 (100.11519),1 15,2020/05/07 08:46:13,
12,1058747280,주식회사 하이디,문이수,분석,27778563.0,87.768,88.233,0.11530 (100.1153),15 13,2020/05/06 15:08:55,
13,1054180243,태우산전,강정자,분석,27778782.0,87.769,88.234,0.11609 (100.11609),7 1,2020/05/07 14:33:59,
14,1198664224,포스텍네트웍스 주식회사,김권일,분석,27778910.0,87.77,88.234,0.11655 (100.11655),3 13,2020/05/06 16:02:09,
15,2098119463,(주)두레정보통신,임창용,분석,27779200.0,87.77,88.235,0.11760 (100.1176),4 6,2020/05/07 15:21:18,
16,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,27780620.0,87.775,88.24,0.12274 (100.12274),6 1,2020/05/07 08:08:12,
17,1078658471,우암정보통신 주식회사,김정훈,분석,27782350.0,87.781,88.245,0.12901 (100.12901),7 5,2020/05/07 09:27:25,
18,2048188475,주식회사 오파스넷,장수현,분석,27782756.0,87.782,88.246,0.13047 (100.13047),11 3,2020/05/08 09:35:51,
19,2138198870,근우이엔비 주식회사,김재진,분석,27783500.0,87.785,88.249,0.13317 (100.13317),15 3,2020/05/06 15:28:11,
20,1138633645,주식회사 와이넷,석지윤,분석,27783680.0,87.785,88.249,0.13382 (100.13382),2 3,2020/05/06 09:45:23,
21,1108127950,서경전기(주),이종환,분석,27784093.0,87.786,88.251,0.13531 (100.13531),7 10,2020/05/07 10:00:11,
22,2068179706,(주)씨엠유니버샬,전재용,분석,27784226.0,87.787,88.251,0.13580 (100.1358),8 6,2020/05/07 09:39:07,
23,2198128028,(주)성신네트워크,강성범,분석,27785600.0,87.791,88.255,0.14077 (100.14077),3 2,2020/05/06 13:03:04,
24,2128196243,신광씨앤티 주식회사,박광선,분석,27786270.0,87.794,88.258,0.14320 (100.1432),11 2,2020/05/06 11:17:40,
25,1188109728,득진통신(주),김진섭,분석,27787956.0,87.799,88.263,0.14930 (100.1493),4 11,2020/05/07 10:56:11,
26,1098160416,(주)용진정보통신,도용석,분석,27788424.0,87.801,88.264,0.15099 (100.15099),2 9,2020/05/06 10:50:14,
27,1018605466,금부통신 주식회사,정재학,분석,27788700.0,87.802,88.265,0.15199 (100.15199),14 5,2020/05/07 16:08:59,
28,2208865207,주식회사 소나텍,최성욱,분석,27790746.0,87.808,88.272,0.15940 (100.1594),4 13,2020/05/06 10:02:20,
29,1108177407,시큐에스주식회사,정재량,분석,27791436.0,87.811,88.274,0.16190 (100.1619),11 1,2020/05/07 04:07:29,
30,1138618417,(주)씨에스플러스,장준영,분석,27791600.0,87.811,88.274,0.16249 (100.16249),7 9,2020/05/08 08:15:33,
31,1088611746,에스비엠텔레콤(주),홍은수,분석,27791790.0,87.812,88.275,0.16318 (100.16318),13 9,2020/05/08 08:12:42,
32,2028138682,협진통신(주),이승훈,분석,27792070.0,87.813,88.276,0.16419 (100.16419),8 10,2020/05/06 15:20:35,
33,2048648634,주식회사 디에스에스지,이주미,분석,27793612.0,87.818,88.281,0.16977 (100.16977),8 5,2020/05/06 20:32:11,
34,1178169252,엠에스온(주),이경미,분석,27794724.0,87.821,88.284,0.17380 (100.1738),10 14,2020/05/07 09:45:04,
35,2148661411,(주)엘리시스,이시정,분석,27797490.0,87.83,88.293,0.18381 (100.18381),6 7,2020/05/06 09:19:06,
36,2198123760,기찬정보통신(주),홍석기,분석,27798000.0,87.832,88.295,0.18566 (100.18566),7 4,2020/05/07 09:42:30,
37,1108604272,소리콤 주식회사,정재홍,분석,27798039.0,87.832,88.295,0.18580 (100.1858),9 5,2020/05/07 23:40:54,
38,1098603593,주식회사 완일이씨에스,김경창,분석,27798260.0,87.833,88.296,0.18660 (100.1866),12 11,2020/05/07 16:45:23,
39,1198118405,우광기전(주),이기진,분석,27799100.0,87.836,88.298,0.18964 (100.18964),11 3,2020/05/07 09:04:34,
40,2118168569,삼익정보통신(주),김진섭,분석,27799393.0,87.837,88.299,0.19070 (100.1907),13 8,2020/05/08 10:26:49,
41,1428136631,주식회사 만사시스템,조호진,분석,27799500.0,87.837,88.3,0.19109 (100.19109),6 14,2020/05/07 10:19:52,
42,1138640850,주식회사 우솔네트웍스,유상열,분석,27799800.0,87.838,88.3,0.19217 (100.19217),12 13,2020/05/06 19:05:02,
43,1188117816,(주)영원정보통신,전춘식,분석,27800028.0,87.839,88.301,0.19300 (100.193),7 8,2020/05/06 16:37:25,
44,1078640952,(주)바비젼,이주일,분석,27801590.0,87.844,88.306,0.19865 (100.19865),4 15,2020/05/07 09:10:51,
45,8178800099,(주)대성오토텍,신미금,분석,27801796.0,87.845,88.307,0.19940 (100.1994),1 15,2020/05/07 07:23:05,
46,1198800016,주식회사 태영정보통신공사,김석주,분석,27802350.0,87.846,88.309,0.20140 (100.2014),9 1,2020/05/07 05:28:30,
47,2208719934,주식회사 지제이전기통신,김진수,분석,27802650.0,87.847,88.31,0.20249 (100.20249),12 13,2020/05/07 13:46:36,
48,2148669048,보라정보통신 주식회사,송석상,분석,27803889.0,87.851,88.313,0.20697 (100.20697),11 9,2020/05/07 14:20:24,
49,1118128082,(주)디투엔지니어링,김낙경,분석,27805030.0,87.855,88.317,0.21111 (100.21111),11 1,2020/05/08 13:30:33,
50,1188113673,동해정보통신 주식회사,이창원,분석,27806160.0,87.859,88.321,0.21520 (100.2152),15 1,2020/05/08 08:00:18,
51,1198195493,주식회사 인텍하우징,심인석,분석,27806298.0,87.859,88.321,0.21570 (100.2157),12 5,2020/05/07 10:58:00,
52,1018154491,엘케이테크넷(주),이만형,분석,27806575.0,87.86,88.322,0.21670 (100.2167),7 8,2020/05/08 08:47:39,
