순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1068185252,(주)우리전설,이동원,분석,279615790,87.745,87.864,-0.71250 (99.2875),,2020/05/12 10:38:31,
2,2128197392,금수티아이주식회사,이형주,분석,279620260,87.746,87.866,-0.71090 (99.2891),,2020/05/11 11:50:48,
3,1058622531,건웅신호산전(주),박정현,분석,279641820,87.754,87.872,-0.70318 (99.29682),,2020/05/08 14:59:48,
4,2118606665,주식회사 아라랏,오선환,분석,279683395,87.768,87.885,-0.68829 (99.31171),,2020/05/05 16:45:18,
5,1052261721,오성전업사,임후연,분석,279694530,87.771,87.889,-0.68430 (99.3157),,2020/05/11 15:28:58,
6,2118100384,(주)빛과사람,김상호,분석,279703470,87.774,87.892,-0.68110 (99.3189),,2020/05/11 13:44:08,
7,1178181576,주식회사 창조전기,김명택,분석,279718263,87.779,87.896,-0.67581 (99.32419),,2020/05/11 16:39:54,
8,1078682044,명승파워넷 주식회사,공건식,분석,279722450,87.781,87.898,-0.67431 (99.32569),,2020/05/08 09:33:33,
9,2098111933,건양전기(주),홍순문,분석,279767130,87.796,87.912,-0.65830 (99.3417),,2020/05/12 12:40:14,
10,2058125376,주식회사 명성라이픽스,황석고,분석,279769922,87.797,87.913,-0.65730 (99.3427),,2020/05/11 08:43:15,
11,1058708894,(주)금호에스코,박남식,분석,279771597,87.797,87.913,-0.65671 (99.34329),,2020/05/09 16:39:23,
12,2118730901,주식회사 우리이엔이,주남석,분석,279772430,87.798,87.913,-0.65641 (99.34359),,2020/05/11 14:47:10,
13,7038600379,주식회사 언주전기건설,강태호,분석,279778300,87.8,87.915,-0.65430 (99.3457),,2020/05/08 14:19:05,
14,1138630202,(주)유성이엔씨,최용석,분석,279791569,87.804,87.919,-0.64955 (99.35045),,2020/05/12 10:01:50,
15,2098147159,(주)동방에스앤에스,정재훈,분석,279798963,87.806,87.922,-0.64690 (99.3531),,2020/05/11 16:55:44,
16,8808800118,주식회사 골드만인터네셔날,이상구,분석,279806220,87.809,87.924,-0.64431 (99.35569),,2020/05/08 15:12:25,
17,1118101759,신원전설(주),심한섭,분석,279818790,87.813,87.928,-0.63980 (99.3602),,2020/05/11 10:28:42,
18,1108161337,주식회사 태영이엔티,이태구,분석,279819068,87.813,87.928,-0.63970 (99.3603),,2020/05/11 15:29:30,
19,1108175433,승림이앤씨(주),서영식,분석,279826330,87.816,87.93,-0.63710 (99.3629),,2020/05/11 15:52:18,
20,1110206384,진명전기,오진택,분석,279827445,87.816,87.931,-0.63670 (99.3633),,2020/05/11 16:53:45,
21,2068666263,세움기술 주식회사,주익중,분석,279830796,87.817,87.932,-0.63550 (99.3645),,2020/05/08 17:24:12,
22,1058661835,숭일전기주식회사,이환룡,분석,279834150,87.818,87.933,-0.63430 (99.3657),,2020/05/08 14:30:41,
23,2108115074,수림전력(주),민병삼,분석,279841750,87.821,87.935,-0.63158 (99.36842),,2020/05/11 14:40:07,
24,3078123844,주식회사 진안이엔지,전현자,분석,279849640,87.824,87.938,-0.62876 (99.37124),,2020/05/07 16:35:08,
25,1208764366,한국발전기술주식회사,백남호,분석,279850630,87.824,87.938,-0.62840 (99.3716),,2020/05/12 10:02:35,
26,1288110974,주식회사 승원에이씨오,박태환,분석,279853700,87.825,87.939,-0.62730 (99.3727),,2020/05/12 09:27:28,
27,1188117437,탑인더스트리(주),이정임,분석,279855368,87.825,87.94,-0.62670 (99.3733),,2020/05/11 08:34:21,
28,2158745177,주식회사 티에이치이앤씨,권태국,분석,279859278,87.827,87.941,-0.62530 (99.3747),,2020/05/11 14:25:05,
29,1088171147,경원산전주식회사,배종근,분석,279862070,87.828,87.942,-0.62430 (99.3757),,2020/05/11 14:17:47,
30,1058714080,(주) 한일이앤에스,박완교,분석,279878544,87.833,87.947,-0.61841 (99.38159),,2020/05/08 16:57:47,
31,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,279889350,87.837,87.95,-0.61454 (99.38546),,2020/05/11 09:31:52,
32,3138111440,선영기전주식회사,이두경,분석,279889990,87.837,87.95,-0.61431 (99.38569),,2020/05/12 09:12:45,
33,1198188750,(주)코에버정보기술,반기동,분석,279893000,87.838,87.951,-0.61323 (99.38677),,2020/05/11 16:25:48,
34,1118129252,광원전설(주),김영선,분석,279913170,87.845,87.958,-0.60600 (99.394),,2020/05/12 12:24:14,
35,2048168770,(주)대성파워텍,차의환,분석,279917920,87.847,87.959,-0.60430 (99.3957),,2020/05/11 18:17:19,
36,1098160416,(주)용진정보통신,도용석,분석,279932715,87.852,87.964,-0.59901 (99.40099),,2020/05/06 09:41:42,
37,1068160552,(주)금산트리피아,김백순,분석,279933400,87.852,87.964,-0.59876 (99.40124),,2020/05/11 16:36:03,
38,2128174900,대승일렉트릭(주),한윤근,분석,279970970,87.864,87.976,-0.58531 (99.41469),,2020/05/11 12:18:11,
39,1178167894,(주)동우이에프씨,이동술,분석,279998890,87.874,87.985,-0.57531 (99.42469),,2020/05/11 18:04:15,
40,1138139080,(주)성강통신기술사사무소,안치영,분석,280003650,87.875,87.986,-0.57360 (99.4264),,2020/05/12 09:44:15,
