순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
50,4088143838,주식회사 조인트리,,분석,4546447100,87.015,87.694,-0.1412 (99.8588),11 9,2020/08/05 17:27:59,미심사
51,1288183458,주식회사 파워텔레콤,,분석,4546451620,87.015,87.694,-0.1411 (99.8589),6 12,2020/08/07 09:26:59,미심사
52,1078658471,우암정보통신 주식회사,,분석,4546456170,87.015,87.694,-0.1411 (99.8589),1 7,2020/08/06 17:18:49,미심사
53,1068602542,주식회사 유셀네트웍스,,분석,4546460725,87.015,87.695,-0.1409 (99.8591),2 14,2020/08/07 09:09:47,미심사
54,6178146176,주식회사 한울정보통신,,분석,4546549962,87.017,87.696,-0.1390 (99.861),10 8,2020/08/06 11:29:28,미심사
55,1138163616,(주)인콘,,분석,4546565441,87.018,87.697,-0.1386 (99.8614),12 9,2020/08/06 10:39:24,미심사
56,1388100487,합자회사동화,,분석,4546565441,87.018,87.697,-0.1386 (99.8614),15 11,2020/08/07 09:18:36,미심사
57,1258180919,(주)경일전공,,분석,4546661051,87.02,87.698,-0.1365 (99.8635),6 9,2020/08/06 13:47:16,미심사
58,1278195155,주식회사 대흥디씨티,,분석,4546666980,87.02,87.699,-0.1364 (99.8636),15 7,2020/08/06 18:20:04,미심사
59,2208191439,주식회사 디투에스,,분석,4546695500,87.02,87.699,-0.1358 (99.8642),1 12,2020/08/05 15:55:59,미심사
60,2148669602,(주)우호텔레콤,,분석,4546829500,87.023,87.702,-0.1329 (99.8671),6 9,2020/08/06 14:29:24,미심사
61,1068609792,(주)아이티로그인,,분석,4546891309,87.024,87.703,-0.1315 (99.8685),11 3,2020/08/06 12:47:02,미심사
62,1238135228,(주)한미,,분석,4546911460,87.025,87.703,-0.1310 (99.869),6 12,2020/08/06 11:06:54,미심사
63,1248650187,(주)성창엔지니어링,,분석,4546993412,87.026,87.705,-0.1292 (99.8708),8 10,2020/08/05 14:35:17,미심사
64,2148122183,(주)하나전기,,분석,4547002520,87.027,87.705,-0.1290 (99.871),15 2,2020/08/06 20:25:28,미심사
65,1108170025,(주)원비즈시스템,,분석,4547017997,87.027,87.705,-0.1287 (99.8713),9 4,2020/08/05 10:00:28,미심사
66,1058660665,(주)일신전업,,분석,4547043494,87.028,87.706,-0.1281 (99.8719),8 10,2020/08/07 04:53:01,미심사
67,1228181544,주식회사 윌테크,,분석,4547070810,87.028,87.706,-0.1275 (99.8725),8 4,2020/08/07 05:40:18,미심사
68,1358131171,(주)금성전기통신공사,,분석,4547070810,87.028,87.706,-0.1275 (99.8725),15 5,2020/08/05 16:30:44,미심사
69,2158102574,株式會社 基電社,,분석,4547121000,87.029,87.707,-0.1264 (99.8736),5 9,2020/08/06 09:00:01,미심사
70,1028135124,현대에이치디에스(주),,분석,4547152763,87.03,87.708,-0.1257 (99.8743),5 12,2020/08/05 10:36:23,미심사
71,3068126116,마이크로닉 시스템(주),,분석,4547252925,87.032,87.71,-0.1235 (99.8765),12 13,2020/08/07 09:08:41,미심사
72,2048137258,대신엔에스(주),,분석,4547362190,87.034,87.712,-0.1212 (99.8788),5 3,2020/08/06 15:16:13,미심사
73,1398601257,이광이엔씨주식회사,,분석,4547430488,87.036,87.713,-0.1196 (99.8804),10 6,2020/08/06 23:51:36,미심사
74,1318167871,주식회사 화성이엔씨,,분석,4547453250,87.036,87.714,-0.1192 (99.8808),5 6,2020/08/06 13:19:06,미심사
75,1058606899,이화티티씨(주),,분석,4547469625,87.036,87.714,-0.1188 (99.8812),7 10,2020/08/06 17:31:29,미심사
76,1198184278,주식회사엠디네트워크,,분석,4547503333,87.037,87.715,-0.1180 (99.882),2 14,2020/08/07 09:53:58,미심사
77,2078131175,(주)경우이앤씨,,분석,4547548870,87.038,87.716,-0.1170 (99.883),7 1,2020/08/06 16:40:48,미심사
78,2048170015,(주)하남통신,,분석,4547566163,87.038,87.716,-0.1167 (99.8833),3 5,2020/08/06 14:30:50,미심사
79,5058112640,(주)태림,,분석,4547583470,87.039,87.716,-0.1163 (99.8837),2 5,2020/08/05 10:25:26,미심사
80,1378168164,서부네트웍스(주),,분석,4547676343,87.041,87.718,-0.1142 (99.8858),13 3,2020/08/06 14:12:21,미심사
81,1138608831,주식회사 이수,,분석,4547699110,87.041,87.718,-0.1137 (99.8863),11 12,2020/08/05 17:03:25,미심사
82,1238184001,주식회사 삼도텔레콤,,분석,4547738262,87.042,87.719,-0.1129 (99.8871),1 10,2020/08/06 11:06:11,미심사
83,2148636421,(주)태광네트웍정보,,분석,4547858457,87.044,87.721,-0.1102 (99.8898),5 11,2020/08/06 18:18:10,미심사
84,2128196942,동진이앤씨(주),,분석,4547868600,87.045,87.722,-0.1100 (99.89),12 14,2020/08/06 15:13:45,미심사
85,8898700952,주식회사 선인,,분석,4547945418,87.046,87.723,-0.1083 (99.8917),10 2,2020/08/06 08:44:44,미심사
86,2208626821,한성씨앤엔(주),,분석,4548031500,87.048,87.725,-0.1064 (99.8936),4 7,2020/08/05 09:50:37,미심사
87,1058169109,대조전설 주식회사,,분석,4548067900,87.049,87.726,-0.1056 (99.8944),1 11,2020/08/05 11:16:48,미심사
88,1198656229,주식회사 경진네트워크,,분석,4548087566,87.049,87.726,-0.1052 (99.8948),8 4,2020/08/06 16:02:29,미심사
89,1198675906,대경정보통신 주식회사,,분석,4548108866,87.05,87.726,-0.1047 (99.8953),5 9,2020/08/07 07:24:53,미심사
90,1278168793,주식회사 경기방재,,분석,4548136183,87.05,87.727,-0.1041 (99.8959),5 4,2020/08/06 16:46:53,미심사
91,2068650742,한선씨앤씨 주식회사,,분석,4548245452,87.052,87.729,-0.1017 (99.8983),7 2,2020/08/05 14:05:03,미심사
92,3148142645,주식회사 이솔이티씨,,분석,4548277322,87.053,87.73,-0.1010 (99.899),1 5,2020/08/06 00:49:46,미심사
93,2198107469,하나이앤지 주식회사,,분석,4548313966,87.054,87.73,-0.1002 (99.8998),3 13,2020/08/06 09:25:27,미심사
94,2068188409,주식회사 넥스파시스템,,분석,4548396061,87.056,87.732,-0.0984 (99.9016),2 1,2020/08/05 10:54:19,미심사
95,1138169250,코리아이지텔주식회사,,분석,4548404802,87.056,87.732,-0.0982 (99.9018),10 5,2020/08/06 11:21:51,미심사
96,4048131290,(주)아이앤씨코리아,,분석,4548453540,87.057,87.733,-0.0972 (99.9028),8 14,2020/08/07 09:52:05,미심사
97,2148811443,(주)우신지엘에스,,분석,4548655211,87.061,87.737,-0.0927 (99.9073),5 9,2020/08/06 15:51:56,미심사
98,6178103560,삼원에프에이주식회사,,분석,4548675120,87.061,87.737,-0.0923 (99.9077),8 6,2020/08/05 09:54:38,미심사
99,3058187274,한화통신(주),,분석,4548750820,87.063,87.739,-0.0907 (99.9093),11 5,2020/08/06 09:22:21,미심사
100,2198125754,알티엘산업 주식회사,,분석,4548769380,87.063,87.739,-0.0902 (99.9098),11 5,2020/08/07 04:48:45,미심사
101,1088178984,(주)포소드,,분석,4548845050,87.065,87.741,-0.0886 (99.9114),1 11,2020/08/05 09:03:01,미심사
102,1068197777,(주)서울영상테크,,분석,4548860090,87.065,87.741,-0.0882 (99.9118),11 1,2020/08/06 09:44:12,미심사
103,2068184591,신명네트워크(주),,분석,4548987010,87.068,87.743,-0.0855 (99.9145),1 7,2020/08/06 18:45:58,미심사
104,2108149521,주식회사 구일일무인경비시스템,,분석,4549000000,87.068,87.744,-0.0852 (99.9148),9 14,2020/08/07 09:26:15,미심사
105,2158620617,미디어텔레콤(주),,분석,4549014888,87.068,87.744,-0.0848 (99.9152),6 12,2020/08/06 07:02:22,미심사
106,2148710582,모던웨이브(주),,분석,4549048003,87.069,87.744,-0.0841 (99.9159),10 2,2020/08/05 11:10:44,미심사
107,6098160876,건수정보통신 주식회사,,분석,4549110498,87.07,87.746,-0.0827 (99.9173),2 6,2020/08/06 09:22:37,미심사
108,1258191959,주식회사 에이원정보통신,,분석,4549217646,87.073,87.748,-0.0804 (99.9196),8 9,2020/08/06 10:23:20,미심사
109,2148639466,(주)동방데이타테크놀러지,,분석,4549274000,87.074,87.749,-0.0792 (99.9208),5 9,2020/08/06 18:02:11,미심사
110,5048168817,서광정보통신(주),,분석,4549314923,87.075,87.75,-0.0783 (99.9217),1 12,2020/08/05 18:09:49,미심사
111,1138195331,(주)한남이앤씨,,분석,4549315378,87.075,87.75,-0.0782 (99.9218),7 6,2020/08/06 20:56:08,미심사
112,2208110402,정안전기(주),,분석,4549315379,87.075,87.75,-0.0782 (99.9218),2 1,2020/08/06 16:53:51,미심사
113,2148759208,(주)로드반,,분석,4549343000,87.075,87.75,-0.0776 (99.9224),12 5,2020/08/05 09:21:42,미심사
114,1028137710,서광종합개발 주식회사,,분석,4549360910,87.076,87.75,-0.0772 (99.9228),5 13,2020/08/07 09:38:00,미심사
115,3118117318,주식회사 시온,,분석,4549429200,87.077,87.752,-0.0757 (99.9243),15 2,2020/08/05 09:42:46,미심사
116,2048174554,주식회사 창흥텔레콤,,분석,4549481500,87.078,87.753,-0.0746 (99.9254),9 14,2020/08/07 08:30:09,미심사
117,2068625883,주식회사 누리제어시스템,,분석,4549565786,87.08,87.754,-0.0727 (99.9273),4 2,2020/08/07 09:18:26,미심사
118,1018116968,(주)넥슨정보통신,,분석,4549583997,87.08,87.755,-0.0723 (99.9277),1 12,2020/08/06 09:05:53,미심사
119,2158753003,주식회사 이예스피,,분석,4549641820,87.081,87.756,-0.0711 (99.9289),9 5,2020/08/05 10:25:23,미심사
120,2188120741,케이씨티정보통신(주),,분석,4549655250,87.082,87.756,-0.0708 (99.9292),14 13,2020/08/07 09:38:58,미심사
121,1018662695,주식회사 메가시스템,,분석,4549732000,87.083,87.758,-0.0691 (99.9309),2 3,2020/08/05 11:50:33,미심사
122,5028156940,한진영상정보 주식회사,,분석,4549732000,87.083,87.758,-0.0691 (99.9309),14 13,2020/08/05 12:05:56,미심사
123,1058674193,(주)다인트론,,분석,4549770665,87.084,87.758,-0.0682 (99.9318),7 9,2020/08/06 10:27:06,미심사
124,5078106538,주식회사 이로,,분석,4549770665,87.084,87.758,-0.0682 (99.9318),10 11,2020/08/06 15:52:29,미심사
125,1238157125,이앤비정보통신(주),,분석,4549782500,87.084,87.759,-0.0680 (99.932),4 13,2020/08/06 09:12:55,미심사
126,5048168082,(주)에이치에스,,분석,4549788880,87.084,87.759,-0.0678 (99.9322),15 3,2020/08/07 08:54:29,미심사
127,1078746443,(주)라인테크놀로지,,분석,4549809974,87.085,87.759,-0.0674 (99.9326),13 14,2020/08/06 14:16:11,미심사
128,5158129420,주식회사 훈민아이티,,분석,4549919000,87.087,87.761,-0.0650 (99.935),2 11,2020/08/07 08:56:26,미심사
129,1318160941,(주)비라인커뮤니케이션,,분석,4549957333,87.088,87.762,-0.0641 (99.9359),14 10,2020/08/05 19:05:50,미심사
130,1138107384,지에스네오텍 주식회사,,분석,4549970000,87.088,87.762,-0.0639 (99.9361),15 8,2020/08/06 16:30:48,미심사
131,2208658565,주식회사 주인정보시스템,,분석,4550021073,87.089,87.763,-0.0627 (99.9373),3 5,2020/08/05 17:47:26,미심사
132,2148749151,주식회사 왈도시스템,,분석,4550025672,87.089,87.763,-0.0626 (99.9374),3 5,2020/08/05 11:17:45,미심사
133,4168144691,아주통신 주식회사,,분석,4550090858,87.091,87.765,-0.0612 (99.9388),5 9,2020/08/05 13:56:01,미심사
134,1208105711,주식회사 삼진일렉스,,분석,4550135000,87.092,87.765,-0.0602 (99.9398),10 9,2020/08/07 09:00:47,미심사
135,2208602950,(주)세연텔레콤,,분석,4550166650,87.092,87.766,-0.0596 (99.9404),13 8,2020/08/06 11:08:32,미심사
136,2148843964,동은엔지니어링 주식회사,,분석,4550166766,87.092,87.766,-0.0595 (99.9405),5 13,2020/08/07 09:37:19,미심사
137,1298638418,한국정보기술 주식회사,,분석,4550221400,87.093,87.767,-0.0583 (99.9417),13 8,2020/08/06 22:52:52,미심사
138,2158168163,블루엔이(주),,분석,4550225953,87.093,87.767,-0.0582 (99.9418),9 8,2020/08/05 14:24:14,미심사
139,4318600057,주식회사 엘제이텍,,분석,4550386000,87.097,87.77,-0.0547 (99.9453),10 11,2020/08/07 08:44:05,미심사
140,1358178502,주식회사 디알네트웍스,,분석,4550476360,87.099,87.772,-0.0528 (99.9472),4 8,2020/08/05 13:30:46,미심사
141,1078156371,아주전자시스템(주),,분석,4550476361,87.099,87.772,-0.0527 (99.9473),3 6,2020/08/06 13:22:10,미심사
142,1248127925,대명지이씨 주식회사,,분석,4550524780,87.1,87.773,-0.0517 (99.9483),7 11,2020/08/07 08:38:48,미심사
143,1218142077,(주)알파인테크,,분석,4550554670,87.1,87.774,-0.0510 (99.949),7 2,2020/08/06 17:07:48,미심사
144,1218140540,영현정보통신(주),,분석,4550599289,87.101,87.774,-0.0500 (99.95),5 1,2020/08/06 09:03:14,미심사
145,1078161011,(주)장수커뮤니케이션즈,,분석,4550681240,87.103,87.776,-0.0482 (99.9518),4 14,2020/08/06 09:30:17,미심사
146,4128110054,이리텔레콤(주),,분석,4550739200,87.104,87.777,-0.0470 (99.953),13 1,2020/08/06 11:50:03,미심사
147,2118895916,주식회사 지오통신,,분석,4550931648,87.108,87.781,-0.0427 (99.9573),6 13,2020/08/05 15:25:05,미심사
148,2158643395,민네트워크(주),,분석,4551057240,87.111,87.783,-0.0400 (99.96),4 15,2020/08/06 16:58:42,미심사
149,1288194561,(주)석원시엔씨,,분석,4551071880,87.111,87.783,-0.0397 (99.9603),7 5,2020/08/06 16:06:03,미심사
150,1228615184,유피이엔씨 주식회사,,분석,4551089500,87.111,87.784,-0.0393 (99.9607),11 14,2020/08/05 10:53:44,미심사
151,5028169066,(주)프론텍,,분석,4551141000,87.112,87.785,-0.0382 (99.9618),11 9,2020/08/06 17:33:32,미심사
152,5028178115,주식회사 현진이앤씨,,분석,4551236230,87.114,87.787,-0.0361 (99.9639),11 4,2020/08/06 10:44:46,미심사
153,1148135087,장한전산(주),,분석,4551245797,87.115,87.787,-0.0358 (99.9642),2 10,2020/08/06 10:04:39,미심사
154,1348611522,(주)조은커뮤니케이션,,분석,4551318650,87.116,87.788,-0.0342 (99.9658),5 15,2020/08/05 20:48:09,미심사
155,2118774990,(주)제이에프텍,,분석,4551386936,87.118,87.79,-0.0327 (99.9673),8 9,2020/08/05 14:16:36,미심사
156,1178124861,케이이피엔지니어링(주),,분석,4551559490,87.121,87.793,-0.0290 (99.971),8 3,2020/08/05 22:22:50,미심사
157,2068629138,(주)하나윈정보기술,,분석,4551576973,87.121,87.793,-0.0286 (99.9714),8 11,2020/08/05 11:32:54,미심사
158,1148642486,주식회사 큐브정보통신,,분석,4551591815,87.122,87.794,-0.0282 (99.9718),15 2,2020/08/07 02:36:34,미심사
159,3088118553,주식회사 우리기업,,분석,4551591815,87.122,87.794,-0.0282 (99.9718),11 8,2020/08/06 10:18:52,미심사
160,1378186463,한솔정보통신(주),,분석,4551705630,87.124,87.796,-0.0258 (99.9742),14 7,2020/08/05 09:36:44,미심사
161,1238195565,(주)지엔텔,,분석,4551724700,87.125,87.796,-0.0253 (99.9747),9 14,2020/08/07 09:30:35,미심사
162,2068663169,(주)지엠케이정보통신,,분석,4551728400,87.125,87.796,-0.0253 (99.9747),8 11,2020/08/06 10:10:06,미심사
163,2158169556,네이버시스템 주식회사,,분석,4551783690,87.126,87.797,-0.0240 (99.976),15 2,2020/08/06 10:09:01,미심사
164,2068113024,(주)신우콤,,분석,4551827170,87.127,87.798,-0.0231 (99.9769),3 1,2020/08/06 09:57:41,미심사
165,2188114856,서교정보통신(주),,분석,4551842224,87.127,87.798,-0.0227 (99.9773),1 7,2020/08/05 14:27:11,미심사
166,2148661411,(주)엘리시스,,분석,4551915000,87.128,87.8,-0.0212 (99.9788),10 14,2020/08/07 09:27:16,미심사
167,1198153493,(주)경성네트웍,,분석,4552047103,87.131,87.802,-0.0182 (99.9818),12 2,2020/08/06 12:10:52,미심사
168,4168184276,대한정보통신(주),,분석,4552136340,87.133,87.804,-0.0163 (99.9837),7 1,2020/08/07 09:27:07,미심사
169,2208716640,주식회사 아이텍파워,,분석,4552242880,87.135,87.806,-0.0139 (99.9861),7 10,2020/08/05 10:14:12,미심사
170,3148609073,금성정보기술 주식회사,,분석,4552279300,87.136,87.807,-0.0131 (99.9869),9 12,2020/08/05 11:07:37,미심사
171,4118128191,주식회사대양정보통신,,분석,4552297511,87.136,87.807,-0.0127 (99.9873),11 5,2020/08/07 09:08:54,미심사
172,1208117027,세안이엔씨 주식회사,,분석,4552297512,87.136,87.807,-0.0127 (99.9873),12 8,2020/08/06 11:17:45,미심사
173,1098195410,(주)신성글로벌네트워크,,분석,4552347592,87.137,87.808,-0.0117 (99.9883),2 11,2020/08/05 13:57:17,미심사
174,3128640160,대원정보통신 주식회사,,분석,4552349688,87.137,87.808,-0.0116 (99.9884),5 11,2020/08/05 09:50:56,미심사
175,1268670710,주식회사 에디넷,,분석,4552383990,87.138,87.809,-0.0109 (99.9891),5 14,2020/08/06 17:10:19,미심사
176,6030894356,동남통신건설,,분석,4552470530,87.14,87.81,-0.0089 (99.9911),11 2,2020/08/07 09:08:52,미심사
177,1098166803,(주)아이앤씨파트너스,,분석,4552502391,87.141,87.811,-0.0082 (99.9918),6 8,2020/08/06 10:10:02,미심사
178,2208151999,현대통신(주),,분석,4552512157,87.141,87.811,-0.0080 (99.992),12 8,2020/08/06 12:43:44,미심사
179,1138629419,(주)에스이든,,분석,4552670848,87.144,87.814,-0.0045 (99.9955),7 3,2020/08/05 10:15:15,미심사
180,1218632948,주식회사 우리기술,,분석,4552679953,87.144,87.814,-0.0043 (99.9957),3 15,2020/08/05 13:44:59,미심사
181,1328176131,씨엠정보통신(주),,분석,4552812020,87.147,87.817,-0.0014 (99.9986),4 13,2020/08/05 11:27:23,미심사
182,1108157338,(주)메트로컴넷,,분석,4552875726,87.148,87.818,0.0000 (100),7 13,2020/08/06 09:26:11,미심사
183,4128119924,엔에이치네트웍스 주식회사,,분석,4552966340,87.15,87.82,0.0019 (100.0019),10 15,2020/08/05 15:46:40,미심사
184,2098119463,(주)두레정보통신,,분석,4553121580,87.153,87.823,0.0053 (100.0053),14 8,2020/08/06 14:41:57,미심사
185,1288615450,주식회사파워네트웍,,분석,4553381095,87.159,87.828,0.0110 (100.011),11 1,2020/08/07 09:22:09,미심사
186,2048109261,영한산업(주),,분석,4553420000,87.16,87.829,0.0119 (100.0119),10 2,2020/08/07 09:10:38,미심사
187,1308196960,일성미디어통신 주식회사,,분석,4553447820,87.16,87.829,0.0125 (100.0125),8 7,2020/08/07 09:12:30,미심사
188,1138663208,주식회사 유영정보통신,,분석,4553490500,87.161,87.83,0.0135 (100.0135),8 7,2020/08/05 16:16:38,미심사
189,4098131960,(주)누리일렉콤,,분석,4553708910,87.166,87.834,0.0183 (100.0183),10 1,2020/08/06 09:17:14,미심사
190,1188109785,주식회사 안세기술,,분석,4553809000,87.168,87.836,0.0204 (100.0204),9 12,2020/08/06 13:51:49,미심사
191,1128141680,주식회사엠케이씨티,,분석,4553899669,87.17,87.838,0.0224 (100.0224),5 3,2020/08/06 15:11:50,미심사
192,2248136762,주식회사 희성,,분석,4553972970,87.171,87.839,0.0241 (100.0241),6 13,2020/08/06 16:29:05,미심사
193,1288141176,주식회사 와이씨스템,,분석,4553979206,87.171,87.84,0.0242 (100.0242),15 4,2020/08/06 10:52:08,미심사
194,1118126196,(주)광성통신,,분석,4553994648,87.172,87.84,0.0245 (100.0245),9 6,2020/08/05 14:59:29,미심사
195,1078212123,사단법인 장애인인권센터,,분석,4554058800,87.173,87.841,0.0259 (100.0259),7 12,2020/08/07 08:50:26,미심사
196,5028198182,에스정보통신 주식회사,,분석,4554296224,87.178,87.846,0.0312 (100.0312),8 10,2020/08/05 14:21:43,미심사
197,1208134161,(주)파코코리아인더스,,분석,4554314436,87.178,87.846,0.0316 (100.0316),7 11,2020/08/06 16:08:32,미심사
198,6058166688,(주)세계아이티씨,,분석,4554318990,87.178,87.846,0.0317 (100.0317),14 7,2020/08/05 13:08:40,미심사
199,1278606550,주식회사 원진티앤씨,,분석,4554388640,87.18,87.847,0.0332 (100.0332),4 15,2020/08/07 09:23:48,미심사
200,2078136393,삼언전공 주식회사,,분석,4554489270,87.182,87.849,0.0354 (100.0354),7 6,2020/08/06 11:34:38,미심사
201,1108155382,(주)굿채널시스템,,분석,4554519300,87.182,87.85,0.0360 (100.036),14 12,2020/08/06 17:53:56,미심사
202,1278185676,주식회사 삼화종합건설,,분석,4554569400,87.183,87.851,0.0372 (100.0372),3 7,2020/08/07 08:10:46,미심사
203,6178624653,주식회사 더누리정보통신,,분석,4554574000,87.184,87.851,0.0373 (100.0373),9 3,2020/08/05 11:59:54,미심사
204,1188120761,(주)동화이엔씨,,분석,4554637690,87.185,87.852,0.0387 (100.0387),6 7,2020/08/06 09:45:27,미심사
