id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
7,20201233348-00,대회의실 LED 스크린 제작 설치,한국수출입은행,서울/인천/경기,118778000,119729475.0,+2% ~ -2%,0,87.745,281,기/수의,0.80105,0,0,2,14,16,33,12,4,0,0,0,0,0,0,1,1,3,11,8,8,19,14,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,5,6,1,6,1,5,3,8,6,9,6,4,1,3,2,3,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,3,2,3,3,1,0,3,3,1,0,4,1,2,1,3,5,2,4,5,4,1,5,2,2,1,0,3,0,2,0,1,2,1,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20201228511-00,2020년 혁신지원사업 산업맞춤형 역량강화 강의실 및 컴퓨터실습실 구축 통신공사,대림대학교,서울/인천/경기,21946120,21815600.0,+2% ~ -2%,411584,87.745,2048,기/A값/순,-0.59473,2,7,74,278,494,724,342,89,25,1,1,1,3,4,14,60,102,176,218,276,403,321,226,116,65,24,19,6,1,0,0,0,1,1,0,0,1,2,2,2,5,6,8,22,33,30,45,58,74,71,71,92,95,125,111,127,179,156,127,134,115,82,57,45,44,37,19,15,8,10,13,4,3,1,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,1,1,1,2,3,3,3,3,5,10,12,16,17,13,17,17,28,27,31,41,33,35,36,29,42,38,54,55,40,74,51,51,60,52,75,80,99,97,59,80,47,75,59,61,54,45,37,30,27,22,23,18,26,17,20,11,8,9,6,3,5,7,3,10,3,2,2,2,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0
19,20201224314-00,관광경찰대 신축공사(통신),경찰청,서울,114554000,114644250.0,+2% ~ -2%,7581361,87.745,1037,기/A값/순,0.07878,2,3,63,132,289,333,165,33,6,1,1,1,2,1,21,42,68,64,127,162,189,144,106,59,21,12,4,2,0,1,1,0,0,0,1,0,2,0,1,0,5,12,7,17,22,23,27,26,23,33,32,60,68,73,56,72,70,73,61,57,59,34,29,23,20,11,7,6,6,3,3,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,4,5,7,4,3,7,10,11,11,12,11,12,15,18,8,13,10,16,17,10,22,25,35,35,33,43,30,34,22,30,42,31,39,47,26,29,32,25,32,28,31,14,20,13,16,12,11,11,9,5,6,3,4,3,3,3,3,2,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21,20201226203-01,숭실중학교 재구조화사업 협력종합예술실 정보통신공사[긴급] 전자입찰 공고 (정정공고),서울특별시서부교육청,서울,66440000,66700175.0,+2% ~ -2%,1493510,87.745,1054,기/정/A값/순,0.39159,36,12,36,148,201,220,124,38,7,2,19,17,4,8,13,23,49,99,104,97,115,105,71,53,22,16,5,2,0,2,7,4,14,9,2,2,1,4,1,4,2,6,8,9,11,11,26,26,22,63,35,47,39,39,41,52,41,47,38,42,31,24,28,25,16,10,7,8,7,6,5,0,1,1,0,0,0,0,1,1,4,3,4,0,8,6,3,6,2,0,2,0,0,1,1,3,0,1,2,2,1,1,3,3,5,3,3,6,4,7,5,6,12,14,12,14,7,15,33,30,14,21,16,31,22,17,23,16,16,25,25,27,24,17,22,25,23,15,20,22,18,13,10,14,16,12,11,14,9,7,2,8,4,3,5,3,4,3,1,5,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
49,20201218655-01,동구마케팅고등학교 학과 재구조화사업 통신 공사 수의계약 견적서 제출 (정정공고),서울특별시교육청,서울,64460000,65112400.0,+2% ~ -2%,0,87.745,1109,정/수의,1.01210,0,1,43,158,324,339,175,54,6,1,0,0,0,1,14,29,63,95,150,174,166,173,98,77,39,15,3,3,0,1,0,0,0,0,0,0,0,0,0,1,4,5,8,11,15,25,27,26,38,42,50,61,74,76,63,72,72,49,71,75,44,42,34,29,26,16,19,5,10,4,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,5,3,7,4,6,9,11,14,11,16,11,15,23,15,20,22,21,29,24,37,39,35,39,37,35,28,30,42,41,31,22,27,42,29,39,36,23,21,19,23,12,22,15,14,14,12,7,9,10,9,4,1,2,8,4,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
67,20201214949-00,본관 급식실 개선(증축) 통신공사,서울특별시교육청,서울,12532000,12464775.0,+2% ~ -2%,0,87.745,735,수의,-0.53643,0,5,34,68,201,241,126,46,10,0,0,0,2,3,6,28,18,50,88,113,113,128,67,59,26,20,8,2,0,0,0,0,0,0,0,0,2,0,0,3,3,0,6,11,14,9,5,11,15,28,25,46,35,45,50,49,42,58,56,36,26,30,23,28,19,12,9,11,6,8,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,2,0,0,3,3,6,5,8,6,3,6,1,4,4,7,11,4,14,14,10,15,19,27,17,18,29,16,31,19,24,25,17,25,22,36,35,21,20,16,13,13,10,20,11,12,13,15,13,6,4,8,4,5,5,6,4,2,6,2,2,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
109,20201116097-00,영등포세무서 청사 및 어린이집 신축공사 (통신공사),서울지방조달청/국세청,전국/서울,1591919000,1593379650.0,+2% ~ -2%,106735231,86.745,1033,기/A값/순/의무,0.09175,4,10,49,173,280,270,177,48,11,3,2,2,4,6,14,35,63,110,161,119,151,119,110,67,32,16,4,7,2,1,1,1,0,0,2,3,0,2,1,4,5,0,9,19,16,17,32,33,35,56,65,60,60,58,37,50,81,51,50,38,43,42,41,35,16,15,13,8,10,2,1,3,0,5,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,3,0,0,1,1,0,1,1,3,3,2,0,0,9,0,6,13,5,11,9,8,13,19,14,19,16,19,25,31,30,35,28,32,36,24,31,27,18,19,21,29,42,39,20,31,24,26,20,18,18,25,19,23,25,16,22,13,13,3,10,5,6,7,4,4,6,4,0,2,0,1,2,1,0,0,2,3,1,1,0,2,0,0,0,0,0,0,0,1
116,20201201787-00,서울대학교치과병원 원스톱협진센터(2층) 공사(통신),서울대학교치과병원,서울,74461000,74574225.0,+2% ~ -2%,0,87.745,1139,기/수의,0.15205,0,2,40,177,271,432,165,41,8,1,0,0,1,1,12,28,66,111,155,116,190,242,105,60,28,13,5,3,0,1,0,0,0,0,0,0,0,1,0,1,7,3,6,8,16,24,26,35,51,41,58,63,58,50,42,68,88,81,101,94,44,44,32,20,25,10,9,12,7,3,5,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,3,0,2,4,5,3,4,12,13,11,11,15,16,19,24,27,26,15,25,33,25,38,34,24,33,17,17,25,30,38,38,50,34,47,59,42,61,33,24,20,19,25,17,15,9,11,13,12,5,5,5,4,9,3,3,4,1,2,1,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
119,20201139958-00,일산선 및 용산선 백석등 6역 화장실 비상통화장치 개량공사,한국철도공사,서울/경기,119086000,117738900.0,+2% ~ -2%,0,87.745,2676,기/수의,-1.13120,0,10,115,451,816,691,436,127,21,4,0,0,1,9,22,93,161,290,397,419,291,400,265,171,85,42,16,5,4,0,0,0,0,0,0,0,1,0,2,7,10,8,16,41,40,52,66,87,121,125,167,149,164,183,153,102,129,137,185,138,132,96,85,77,46,38,31,28,19,11,10,5,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,5,5,6,2,4,12,20,21,20,20,22,30,35,31,43,44,56,65,65,60,66,101,80,69,81,83,106,77,68,85,40,62,54,75,60,77,98,87,69,69,67,65,49,47,37,48,40,37,22,24,23,15,16,15,16,12,13,6,5,6,4,6,5,0,1,0,1,1,1,2,1,0,1,1,1,0,0,0,0,0
122,E012010969,은평녹번#2T/L등3개T/L 계통보호용 송변전광단말장치 시설공사,한국전력공사,서울,53848300,53774230.0,+2% ~ -2%,0,87.745,787,기/수의,-0.13756,0,5,35,103,240,221,140,28,4,0,0,0,2,3,8,27,38,65,119,121,88,133,86,54,17,11,3,1,0,0,0,0,0,0,0,0,2,0,2,1,2,5,5,13,10,9,12,22,27,33,53,40,57,57,33,27,53,32,53,56,44,25,32,19,20,7,8,3,5,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,2,2,3,1,4,6,7,5,5,2,7,8,4,17,5,17,10,21,12,23,30,20,20,26,31,36,21,17,16,15,12,29,24,8,24,27,26,25,31,21,23,11,14,17,15,12,7,9,11,3,4,3,5,2,1,4,1,4,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
