id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
1,E012212121,연서로1차 지중화관련 배전계통 자가 광통신망 지중화 공사,한국전력공사,서울,106453600,106408871,+2% ~ -2%,6484463,87.745,738,기/A값/순,-0.04202,0,3,38,84,239,237,92,35,4,0,0,0,0,3,13,25,41,43,122,117,132,105,53,39,25,10,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,9,4,11,12,17,17,11,16,23,44,54,46,65,30,36,60,59,36,46,29,12,25,14,12,11,9,7,5,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3,6,2,2,7,4,4,8,6,11,7,10,7,4,6,10,11,12,25,19,30,24,24,22,36,29,19,11,18,18,21,39,36,23,26,10,23,23,14,15,6,6,12,13,11,3,8,4,5,6,3,6,5,2,2,3,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,20221239827-01,연구관리동 전화 및 전산 개선공사 (정정공고),환경부,서울/인천,165000000,166566275,+2% ~ -2%,0,87.745,1251,기/정/수의,0.94925,1,7,56,156,334,425,210,50,9,1,1,0,2,5,16,40,56,100,171,163,236,189,133,77,30,20,5,4,1,0,0,0,1,0,0,0,1,1,3,2,6,5,9,19,17,19,23,32,41,41,59,65,80,72,58,94,93,99,74,65,67,42,39,39,23,17,9,9,5,10,3,1,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,5,1,1,4,5,4,8,11,5,12,11,8,13,10,14,18,23,18,19,22,22,37,31,34,47,33,39,33,30,28,42,52,34,59,49,50,39,35,37,28,35,32,21,21,24,15,21,18,12,11,11,6,8,1,4,5,1,4,9,1,1,2,1,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
5,20221237910-00,한세사이버보안고등학교 관리실 환경개선 공사(통신),서울특별시교육청,서울,15739000,15709525,+2% ~ -2%,0,87.745,745,수의,-0.18728,0,6,39,100,183,213,134,52,12,1,0,0,1,5,15,24,35,65,99,84,105,108,77,57,40,12,7,5,0,1,0,0,0,0,0,0,1,0,2,3,6,5,8,8,12,19,10,15,21,35,42,35,39,36,31,34,46,51,38,44,26,41,32,23,12,22,12,8,2,8,2,3,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,4,2,2,3,4,4,5,3,6,6,10,9,5,5,6,9,10,11,17,18,20,22,14,21,22,17,26,10,20,11,17,17,19,27,25,26,18,20,23,21,15,11,24,17,10,22,8,15,6,6,11,11,10,2,6,2,1,1,3,5,1,1,2,1,2,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0
7,2022-30125,(22-신-19) 3여본석면건축물개선(통신),공군,서울,23920588,23841441,+2% ~ -2%,0,87.745,691,기/수의,-0.33088,2,3,21,75,153,213,147,56,13,2,2,0,0,3,6,15,23,52,67,86,111,102,88,59,33,23,12,1,1,1,1,1,0,0,0,0,0,0,1,2,0,6,3,5,7,9,8,12,21,25,34,20,29,25,45,42,45,50,38,38,37,30,37,23,20,15,12,16,7,6,8,2,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5,0,3,3,2,4,3,5,4,6,2,6,6,13,8,10,15,21,13,9,11,13,16,13,12,25,20,17,25,19,26,24,26,23,15,16,22,20,17,10,20,21,16,15,8,13,7,8,7,4,8,6,10,4,3,5,1,6,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18,2022-30023,OO부대 취사식당 신축 통신공사(22-220-3),수도방위사령부,서울/경기,51249000,51449271,+2% ~ -2%,0,87.745,2484,기/수의,0.39078,4,8,79,246,647,790,532,121,38,0,3,1,1,7,13,66,91,155,319,328,358,432,330,202,78,43,25,13,0,0,2,0,1,0,1,0,1,1,3,3,6,6,11,23,33,34,36,44,52,80,119,136,127,125,140,120,151,183,174,162,159,127,95,89,62,37,31,18,16,19,16,6,7,5,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,1,1,2,4,2,3,3,1,10,10,13,14,19,16,18,16,20,21,23,30,22,44,36,55,64,62,74,64,63,76,49,71,69,58,62,56,95,87,96,103,71,90,72,79,80,63,64,44,51,48,41,34,28,22,15,14,17,10,8,6,10,11,8,10,6,5,1,3,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0
19,2022-30003,OO부대 취사식당 신축 통신공사(22-218-3),수도방위사령부,서울/경기,52907000,52569207,+2% ~ -2%,0,87.745,2475,기/수의,-0.63847,4,6,77,243,678,752,526,136,31,6,3,1,0,6,13,64,87,156,326,352,325,427,323,203,96,40,23,8,6,0,2,0,1,1,0,0,0,1,2,3,6,5,11,20,35,30,29,50,51,83,136,125,137,130,150,112,128,181,177,154,142,134,105,78,67,49,35,21,12,19,15,5,4,3,4,6,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,5,1,1,4,2,9,10,10,16,19,14,16,12,17,28,22,32,19,44,39,53,83,54,71,65,72,72,58,80,70,47,65,40,88,85,96,105,72,91,63,71,71,65,69,47,58,44,34,32,35,28,21,17,18,12,9,5,7,15,4,9,6,3,2,3,1,0,3,3,1,5,1,0,0,0,0,0,0,0,0
20,2022-29864,OO부대 경계시설 신축 통신공사(22-170-2),수도방위사령부,서울/경기,19828000,19976679,+2% ~ -2%,0,87.745,1852,기/수의,0.74984,2,9,49,174,475,562,420,118,29,7,2,0,2,7,10,39,64,110,232,243,243,319,253,167,84,34,19,10,5,2,2,0,0,0,0,0,1,3,3,2,4,5,10,15,15,18,24,36,39,57,92,100,86,104,93,83,96,134,110,139,106,111,80,82,41,45,29,19,16,9,11,6,5,2,5,4,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,2,3,1,2,3,1,9,6,9,7,8,5,13,9,15,22,14,22,17,32,25,39,53,47,53,40,46,59,45,41,52,39,44,42,54,64,70,59,51,81,58,54,52,62,49,36,44,42,40,22,19,26,19,17,12,10,9,8,8,6,3,6,5,3,3,2,3,2,0,2,3,4,0,0,1,0,0,1,0,1,0
25,20221228874-00,경문고등학교 운화관 대수선공사 통신공사 전자입찰 공고,서울특별시교육청,서울,38154000,38106175,+2% ~ -2%,0,87.745,969,수의,-0.12535,1,7,35,150,230,273,208,55,6,2,0,1,1,6,6,29,52,98,118,112,141,132,130,78,36,19,6,0,2,0,0,0,0,1,0,1,0,3,1,2,1,4,6,14,10,10,29,35,32,44,45,50,42,42,51,58,57,46,46,66,60,44,46,36,22,17,14,12,2,10,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,2,0,1,1,3,1,5,8,6,5,5,5,5,12,17,13,22,16,16,21,23,19,26,28,22,23,19,23,19,21,30,31,27,29,28,26,20,27,19,40,26,22,38,19,25,26,20,22,14,14,8,10,7,8,6,5,7,1,1,7,3,1,2,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29,2022-29060,00지역 취사식당 개수공사(통신),육군사관학교,서울,70057000,70198206,+2% ~ -2%,0,87.745,903,기/수의,0.20155,1,2,25,122,233,309,143,56,9,0,1,0,0,2,8,17,53,69,128,105,143,166,87,56,41,15,4,5,0,0,1,0,0,0,0,0,0,0,0,2,1,3,7,8,6,14,21,23,31,33,45,57,48,40,43,58,59,58,60,74,37,36,33,20,17,19,13,13,7,4,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,4,3,5,3,1,5,4,10,7,14,18,5,17,14,18,15,20,25,24,33,26,22,18,22,27,16,28,30,25,34,26,32,35,25,36,38,20,17,18,18,14,19,12,8,8,9,8,11,6,7,9,4,4,3,4,0,1,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32,20221218714-00,동양중 방송선로 및 네트워크설비 환경개선공사,서울특별시교육청,서울,189530000,188106225,+2% ~ -2%,5502627,87.745,1039,기/A값/순,-0.75122,2,12,42,198,264,295,179,42,2,0,0,2,2,10,17,25,66,132,134,130,149,146,116,63,26,16,2,0,0,0,0,0,1,1,0,1,1,2,3,5,6,6,12,14,4,22,33,32,47,64,45,62,50,56,51,55,60,69,51,60,58,33,39,32,17,9,14,8,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,3,2,3,2,4,4,2,5,7,8,6,0,4,7,15,12,21,11,21,15,32,26,38,22,23,31,31,27,23,30,26,24,27,28,27,21,39,34,35,25,26,24,36,28,30,16,17,25,14,21,11,8,9,2,7,7,7,3,5,4,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
