Unnamed: 0,id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
,573.0,20180433804-00,은평서 석면제거 및 타공사(통신),경찰청,서울,22086900.0,22055725.0,+2% ~ -2%,0.0,87.745,788.0,기,-0.14115,1,1,37,114,192,225,149,52,8,0,0,1,1,0,9,28,54,60,91,101,124,101,106,43,35,17,8,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,8,10,13,18,19,24,24,29,27,45,39,47,34,38,60,51,41,35,52,44,17,17,19,20,12,10,10,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,3,5,4,6,5,8,9,9,12,7,17,7,11,13,17,12,15,12,22,23,19,20,32,15,18,16,20,18,26,34,26,25,25,16,17,18,26,26,26,18,10,7,7,10,12,7,13,7,7,5,3,7,6,4,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,574.0,20180431562-00,경찰병원 장례식장 빈소 안내시스템(ERP)교체,경찰청,서울/인천/경기,38040200.0,38126400.0,+2% ~ -2%,0.0,88,117.0,물품/기,0.2266,0,0,4,10,25,39,19,15,2,0,0,0,0,0,0,4,2,8,12,13,21,18,9,10,10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,4,1,5,7,2,6,5,9,11,3,11,5,5,3,2,3,6,3,6,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,3,3,1,0,1,4,1,5,2,0,2,3,3,3,2,5,4,7,4,1,2,6,5,3,2,2,3,1,2,1,1,3,0,1,5,2,1,3,3,1,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,580.0,20180412650-00,서울대학교 의과대학 실험동물실 환경개선 통신 공사,서울대학교,서울/경기,29137000.0,28973300.0,+2% ~ -2%,0.0,87.745,1555.0,,-0.56183,3,5,54,220,416,478,275,75,13,2,0,3,0,5,16,38,92,128,222,194,254,224,188,87,46,29,8,5,1,1,0,0,1,0,2,0,0,0,2,3,4,8,11,17,14,30,38,45,51,56,83,84,81,81,87,99,114,87,91,87,78,71,60,39,27,24,18,10,16,7,5,3,1,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,1,3,1,3,5,4,7,9,8,12,2,15,15,22,16,24,21,23,28,27,29,48,35,38,46,55,26,35,46,47,40,45,54,44,70,41,46,37,54,47,40,39,39,38,33,39,21,21,18,19,8,11,13,8,10,4,6,9,7,3,4,2,3,1,2,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,0
,595.0,20180410550-00,김포공항 항공훈련센터 확장 정보통신공사,한국공항공사,서울,92339328.0,92766925.0,+2% ~ -2%,0.0,87.745,953.0,,0.46307,0,2,42,126,274,280,164,51,10,2,0,0,0,2,9,33,51,75,134,140,132,148,97,67,41,10,6,4,0,2,0,0,0,0,0,0,0,0,1,1,2,4,5,10,21,17,22,29,22,36,45,58,65,53,53,54,58,46,68,54,40,33,43,28,20,12,22,10,5,2,6,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,3,2,4,6,12,9,7,10,11,11,12,17,10,12,24,12,22,23,26,32,31,34,28,25,25,28,31,23,32,26,20,26,28,40,31,23,22,18,17,16,24,19,15,13,15,5,6,6,11,11,7,3,1,4,2,0,3,3,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1
,596.0,20180344341-00,김포공항 외곽울타리 개량에 따른 장력시스템 교체공사,한국공항공사,전국/서울,1274598000.0,1274222050.0,+2% ~ -2%,0.0,86.745,865.0,의무,-0.0295,0,6,36,112,220,256,146,50,27,6,0,0,0,6,12,24,41,71,111,109,131,125,90,56,38,12,16,11,2,4,0,0,0,0,0,0,0,3,1,2,5,5,3,7,16,10,22,24,22,34,24,61,50,37,48,41,67,39,55,54,43,31,30,24,18,18,9,14,4,5,11,2,5,6,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,4,3,2,2,1,3,4,11,5,4,6,10,12,9,15,9,13,20,14,12,12,25,36,26,24,20,17,21,27,10,31,35,32,23,16,33,22,28,26,20,23,15,16,16,14,12,12,11,7,7,11,3,6,11,3,3,1,3,2,7,4,1,1,3,2,4,2,3,0,1,1,0,0,0,0,1,0,2,1
,635.0,20180234956-00,강서경찰서 청사 신축 통신공사,서울지방조달청/경찰청,전국/서울,1653721000.0,1653679700.0,+2% ~ -2%,0.0,86.745,882.0,기/의무,-0.0025,0,6,40,124,238,266,119,47,25,10,0,0,1,5,13,27,49,75,117,121,132,134,85,34,29,18,14,11,6,4,0,0,0,0,0,0,0,2,2,2,4,6,8,10,12,14,20,27,29,34,32,61,52,48,45,51,57,59,49,50,43,30,22,13,11,11,13,11,6,6,5,5,8,3,4,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,3,1,3,3,3,5,7,3,9,3,9,5,8,12,15,12,18,11,17,17,11,21,25,36,24,28,22,26,29,16,21,30,23,34,24,35,28,21,29,21,26,17,15,15,12,10,8,5,7,4,7,4,7,6,5,6,2,4,5,1,4,1,1,4,4,4,2,1,3,1,1,3,1,1,0,0,2,2,0,0
,638.0,20180317773-00,서울대학교치과병원 융복합치의료센터 통신공사,서울대학교치과병원,서울,667315000.0,662865725.0,+2% ~ -2%,0.0,86.745,929.0,기,-0.66675,1,5,33,133,266,318,115,39,15,1,1,0,1,4,7,26,47,86,111,155,169,149,78,37,27,12,10,5,1,0,0,1,0,0,0,0,1,0,1,3,2,4,8,10,9,9,24,32,39,29,38,54,43,54,77,59,75,71,59,54,38,26,20,16,15,10,10,12,2,5,3,4,4,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,4,1,7,3,7,5,4,4,5,7,17,14,18,24,15,15,14,25,13,20,34,19,24,27,27,42,35,33,26,34,41,35,36,38,21,25,29,26,12,14,12,14,6,8,8,7,8,3,7,3,7,7,5,0,2,4,1,3,0,0,4,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
,642.0,20180236881-00,보안수사대 통합청사 신축공사(통신),서울지방조달청/경찰청,서울,736152000.0,744236825.0,+2% ~ -2%,0.0,86.745,876.0,기/협정,1.09825,0,5,31,146,254,242,141,39,5,3,0,0,0,5,3,28,64,82,123,131,123,119,99,42,28,11,2,3,2,1,0,0,0,0,0,0,0,0,3,2,0,2,5,10,14,14,32,30,39,31,40,55,42,48,69,43,54,59,50,36,50,33,21,22,15,11,11,11,2,4,0,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,1,4,4,6,6,8,5,9,12,20,18,12,22,17,18,13,20,20,27,28,28,14,24,24,37,32,17,26,22,32,26,33,29,21,17,19,24,26,15,18,16,5,8,14,6,9,4,7,4,7,6,5,0,2,2,2,0,0,1,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1
,658.0,20180301115-00,정부서울청사 공무직 사무실 통신망 구축공사,행정안전부,서울,42900000.0,42740250.0,+2% ~ -2%,0.0,87.745,987.0,,-0.37238,0,6,41,144,312,289,144,44,3,1,0,0,1,5,8,33,53,91,123,189,134,155,86,58,28,16,1,2,1,0,0,0,0,0,0,0,1,1,3,1,0,7,5,12,17,14,26,29,28,47,42,49,64,85,72,52,59,72,59,47,40,35,27,21,21,9,16,9,6,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,7,1,4,6,6,9,8,2,12,9,17,13,16,14,14,21,26,20,22,20,29,32,32,49,36,31,41,24,28,27,32,23,49,31,28,22,25,23,17,16,19,11,16,11,10,12,9,5,4,7,9,3,6,5,1,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,664.0,20180229939-00,서울우정교육센터 리모델링 정보통신공사,과학기술정보통신부,서울,243070000.0,243961525.0,+2% ~ -2%,0.0,87.745,982.0,기,0.36677,2,7,39,152,312,285,132,42,6,2,0,2,0,7,10,29,64,88,147,165,140,145,75,57,36,6,4,2,0,2,0,0,0,0,2,0,0,0,2,5,5,2,8,9,15,19,32,24,32,45,50,63,64,56,79,58,54,65,56,52,31,34,22,30,15,25,9,3,3,2,3,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,3,2,3,0,2,3,5,4,5,8,7,10,9,16,16,13,11,16,16,24,21,21,29,30,33,34,30,28,28,48,31,28,30,28,26,28,37,34,22,30,22,18,13,21,13,10,12,14,16,9,6,17,8,7,2,2,1,3,0,2,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0
,673.0,20180214208-00,병원동 2층 리노베이션 공사(정보통신),서울지방조달청/한국원자력의학원,서울,267548000.0,270339925.0,+2% ~ -2%,0.0,87.745,927.0,기/협정,1.04352,1,5,36,134,283,295,135,33,3,1,0,1,1,4,9,27,58,76,145,138,160,135,93,42,24,9,2,1,1,0,0,0,0,1,0,1,0,0,2,2,4,3,6,11,12,16,26,32,26,34,45,67,51,65,55,55,71,69,54,46,47,36,18,17,17,10,7,10,4,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,2,2,1,2,2,4,5,6,5,7,6,10,9,17,16,16,14,12,14,20,17,28,38,29,33,18,46,19,38,17,31,24,38,33,34,35,29,25,28,18,26,21,19,17,10,8,10,7,10,7,7,3,3,4,7,3,4,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,681.0,20180212479-00,해동학술정보실 외 3건 조성 통신공사 입찰 공고,서울과학기술대학교,서울,111461000.0,111408400.0,+2% ~ -2%,0.0,87.745,957.0,,-0.0472,0,8,34,116,301,304,144,30,4,2,0,0,3,5,12,22,45,71,155,146,125,179,96,48,20,10,2,2,2,0,0,0,0,0,0,0,3,2,3,0,4,5,7,6,12,18,14,18,36,30,53,71,49,61,67,39,54,62,73,76,40,36,31,19,18,11,6,8,2,3,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,3,0,0,2,2,2,3,3,4,4,2,6,6,9,9,8,6,13,5,20,16,20,10,17,36,37,34,31,18,40,21,40,27,18,21,21,33,32,30,35,38,33,43,23,17,17,19,20,11,11,8,9,9,6,5,3,3,3,5,1,1,3,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
,682.0,20180211734-00,서울과학기술대학교 학생회관 리모델링 통신공사,서울과학기술대학교,서울,166072000.0,165962025.0,+2% ~ -2%,0.0,87.745,994.0,,-0.06623,1,6,33,135,308,316,146,36,2,4,0,1,2,4,13,20,57,78,164,144,142,174,106,40,24,12,2,0,1,3,0,0,0,0,1,0,2,2,2,0,3,7,5,6,12,17,23,22,39,34,56,73,54,64,61,46,66,63,64,77,46,41,31,12,16,6,12,11,2,5,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,2,0,0,1,2,3,4,3,2,5,1,6,6,8,9,12,11,17,5,24,15,19,15,20,36,39,34,35,19,38,26,37,24,16,30,31,35,30,33,29,35,33,44,29,17,20,21,19,12,6,6,9,7,3,3,6,6,6,5,0,2,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
,699.0,20180203127-00,충암초등학교 열람실 및 특별실 설치 공사(통신),서울특별시서부교육청,서울,24021000.0,23866575.0,+2% ~ -2%,0.0,87.745,907.0,,-0.64288,1,6,30,123,246,264,159,62,7,3,1,0,1,5,8,22,55,68,124,122,122,142,95,64,40,22,5,2,2,1,1,0,0,0,0,0,1,0,5,0,0,5,7,7,11,20,24,20,27,32,42,53,40,56,55,49,50,56,62,47,42,30,42,21,24,14,14,17,11,6,5,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,4,3,4,2,5,4,7,9,11,13,11,11,9,15,12,13,19,20,22,22,31,29,11,37,19,30,25,23,26,27,23,23,33,26,36,23,24,20,22,10,20,23,19,9,12,13,11,9,5,5,9,12,5,5,6,3,3,3,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
,701.0,20180208394-00,서일국제경영고 전관방송설비 개선공사 (긴급공고),서울특별시교육청,서울,49901000.0,49827575.0,+2% ~ -2%,0.0,87.745,933.0,기,-0.14715,0,7,65,127,248,268,169,41,3,0,0,0,1,6,11,54,59,68,99,149,94,174,106,63,30,11,3,0,0,0,0,0,0,0,0,0,0,3,3,1,1,5,14,14,31,16,26,27,25,33,32,45,51,58,62,37,38,49,65,79,37,47,39,25,21,17,12,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,1,0,1,4,5,9,4,10,15,16,9,7,11,15,17,10,19,6,18,15,11,21,23,22,22,29,42,16,35,27,23,14,20,18,19,30,32,33,44,35,17,20,23,24,22,17,16,9,10,11,12,5,3,9,1,4,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,719.0,20180124347-00,한국자산관리공사 홍릉 지식협력단지 시설물 공사(정보통신),한국자산관리공사,서울,159940000.0,159713725.0,+2% ~ -2%,0.0,87.745,976.0,,-0.14148,0,9,37,163,300,242,163,48,6,1,0,0,3,6,9,28,55,108,146,154,119,123,108,55,33,15,5,1,1,0,0,0,0,0,0,1,1,1,3,3,3,5,8,12,9,21,19,28,32,63,50,64,51,55,80,54,44,52,42,50,63,27,26,20,27,14,10,15,7,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,3,0,0,3,1,4,1,7,6,6,5,4,8,13,6,13,15,13,14,18,31,32,22,28,33,31,32,19,29,26,35,45,27,27,19,25,21,31,19,23,29,21,30,33,16,11,18,8,9,11,17,10,6,8,5,5,9,6,2,5,2,0,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
,727.0,20180116062-00,중대부중 노후방송설비 교체공사 (긴급공고),서울특별시동작교육청,서울,107800000.0,107188275.0,+2% ~ -2%,0.0,87.745,911.0,기,-0.56747,0,10,35,151,265,268,126,44,6,3,0,0,3,7,13,22,60,91,129,136,135,133,80,46,36,8,4,2,3,0,0,0,0,0,0,1,2,1,3,3,4,4,8,5,14,16,24,38,30,43,29,59,63,49,65,51,59,55,70,33,33,34,21,26,12,17,10,12,4,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,0,0,3,0,4,0,4,5,3,4,1,8,6,6,10,10,14,20,18,15,15,18,25,16,13,25,34,41,22,26,23,27,38,25,26,27,32,25,30,44,26,17,16,18,15,10,24,13,8,15,11,5,7,11,6,4,6,9,3,4,0,1,0,1,2,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
,34.0,E011812442,154kV 지축E/C 전력통신설비 시설공사,한국전력공사,서울/경기,131637000.0,132326094.0,+2% ~ -2%,0.0,87.745,1735.0,,0.52348,3,7,76,353,505,409,282,72,11,2,3,0,3,4,17,59,125,228,237,268,203,206,194,88,48,24,9,2,2,0,1,2,0,0,0,0,1,2,1,3,9,4,13,22,28,53,56,59,95,90,93,106,94,111,101,79,86,76,87,81,70,89,60,40,23,21,19,12,15,5,6,3,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,5,4,2,2,4,9,15,7,14,14,20,33,26,30,16,43,48,47,41,49,49,44,46,60,38,56,57,54,54,47,40,39,38,48,38,38,46,41,42,39,35,35,45,44,35,25,23,17,9,14,12,9,13,6,8,4,11,4,2,3,2,4,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
,210.0,E011810304,신정변전소 무인보안시스템 교체공사,한국전력공사,서울,91979800.0,92103667.0,+2% ~ -2%,0.0,87.745,742.0,,0.13466,1,8,27,134,217,209,102,29,6,1,0,1,1,7,7,20,68,66,95,122,109,100,65,37,21,8,4,2,1,0,0,0,0,0,1,0,1,2,3,2,4,3,2,10,8,16,36,28,28,26,31,40,38,53,55,43,45,42,45,34,30,22,17,17,16,9,9,5,4,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,2,3,1,0,3,0,2,3,7,3,5,6,10,15,21,16,12,13,15,17,9,10,21,20,20,24,14,19,34,25,30,24,19,26,19,21,21,21,24,16,18,15,15,8,14,13,4,9,8,6,10,3,6,3,6,3,2,2,2,2,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
,235.0,E011810152,154kV 교대S/S 노후 무인보안시스템 교체공사,한국전력공사,서울,148657300.0,146917110.0,+2% ~ -2%,0.0,87.745,794.0,,-1.17061,1,2,29,129,285,187,121,19,6,1,0,1,0,2,10,19,57,72,127,158,110,77,75,46,13,6,2,4,1,0,0,0,0,0,1,0,0,1,0,1,2,5,5,7,10,11,26,36,27,29,44,62,44,61,74,44,49,39,27,28,40,26,17,20,18,7,3,6,2,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,3,2,3,4,8,2,4,7,13,13,20,16,17,10,14,15,20,24,29,33,21,23,29,32,38,36,24,20,23,26,17,22,13,14,13,15,23,17,16,10,9,8,11,9,10,8,4,3,2,1,3,3,2,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0
,238.0,E011810215,당인리S/S 보안감시시스템 교체공사,한국전력공사,서울,73125583.0,73487811.0,+2% ~ -2%,0.0,87.745,817.0,,0.49535,0,2,25,156,253,221,130,20,0,1,0,0,0,2,8,17,59,97,112,141,98,123,80,50,17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,4,5,10,15,26,37,40,38,47,45,37,55,69,40,40,40,53,47,44,33,13,23,18,7,7,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,2,0,5,4,6,4,11,15,11,18,19,18,22,24,14,15,32,20,25,20,17,28,27,41,28,21,19,19,21,18,22,25,28,26,21,24,20,15,18,4,9,19,4,10,8,3,4,4,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,240.0,E011810068,남서울본부 송변전 광단말장치 시설공사(전자제어부),한국전력공사,서울/경기,251029900.0,249693577.0,+2% ~ -2%,0.0,87.745,1761.0,,-0.53234,1,5,78,316,558,444,260,74,9,7,1,0,0,5,29,49,136,180,235,323,204,240,143,117,56,18,7,2,5,2,0,1,0,0,0,0,0,0,3,2,12,14,10,21,21,48,50,65,74,79,78,91,137,112,140,79,88,89,89,98,75,49,50,36,51,24,19,17,9,5,6,1,0,1,1,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,9,3,5,9,3,7,9,12,10,11,22,26,23,27,38,27,34,40,34,45,31,47,37,54,66,71,62,50,79,61,31,48,41,47,37,52,39,50,55,43,38,37,24,25,20,30,23,13,25,26,11,13,8,11,13,4,2,7,2,3,2,4,0,1,0,0,0,1,1,0,3,1,1,0,0,0,1,1,0,0
,241.0,E011810014,남서울본부 송변전계통 광통신선로 시설공사(전자제어부),한국전력공사,서울,171826600.0,171688923.0,+2% ~ -2%,0.0,87.745,766.0,,-0.08013,0,4,27,108,243,221,119,30,3,4,0,0,1,3,13,14,46,62,113,130,106,115,73,46,26,4,1,2,3,1,0,0,0,0,0,0,0,1,3,0,4,6,6,2,9,17,16,26,21,28,38,54,56,61,34,33,50,46,36,56,38,25,23,14,19,9,13,6,2,0,1,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,2,5,1,3,3,0,2,5,4,6,11,9,7,13,13,13,8,16,12,19,19,27,27,21,35,32,29,19,15,17,16,26,24,23,23,15,21,31,25,20,18,17,8,10,13,10,4,9,10,6,3,8,5,4,2,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0
,268.0,E011809829,154kV 풍납S/S 노후 무인보안시스템 교체공사,한국전력공사,서울,122607100.0,122565073.0,+2% ~ -2%,0.0,87.745,761.0,,-0.03428,3,2,25,150,244,209,100,17,5,2,0,3,1,1,10,15,53,97,107,137,105,104,62,38,12,5,4,1,2,0,0,0,0,0,3,0,0,1,0,1,4,3,3,5,10,14,26,28,46,36,44,41,56,55,48,47,42,40,38,42,28,26,12,16,18,6,5,1,2,3,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,2,2,0,3,3,0,4,1,4,6,3,11,6,20,13,15,29,17,17,19,12,32,17,24,22,34,29,26,23,25,24,23,27,15,16,24,21,17,20,22,16,12,10,16,8,4,9,7,9,9,4,2,3,2,1,0,2,0,2,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
,302.0,E011809348,18년 하반기 변압기공동이용 자고객 원격검침 통신망 시설공사,한국전력공사,서울,442388100.0,441936463.0,+2% ~ -2%,0.0,86.745,699.0,,-0.1021,2,0,29,119,204,214,104,12,6,1,1,1,0,0,10,19,47,72,126,78,99,115,53,51,9,3,4,2,1,0,1,0,0,1,0,0,0,0,0,0,2,6,4,9,8,11,27,22,26,33,40,61,45,27,31,32,42,50,55,35,33,16,14,17,24,4,5,1,0,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,2,2,4,5,1,7,2,9,13,14,9,13,14,12,15,18,21,19,30,31,25,20,19,8,16,15,16,16,20,22,25,25,36,19,19,16,19,14,8,8,4,10,9,8,9,15,1,3,3,2,0,1,0,0,1,1,0,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
,312.0,E011809058,"154kV 여의,노들S/S 노후 무인보안시스템 교체공사(전자제어부)",한국전력공사,서울,225764000.0,225643100.0,+2% ~ -2%,0.0,87.745,747.0,,-0.05356,0,0,28,127,195,233,133,19,5,4,0,0,0,0,6,22,55,72,97,98,118,115,83,50,15,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,2,1,6,10,9,16,23,29,29,30,33,38,43,39,42,42,50,54,51,36,37,29,28,23,16,9,6,1,3,0,2,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3,3,7,3,6,9,7,12,11,16,13,12,17,14,16,13,20,14,24,26,17,21,18,25,17,22,20,21,29,26,28,31,20,19,17,22,15,15,14,17,11,11,12,11,5,3,6,4,2,0,1,3,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0
,323.0,E011808857,대치S/S ICT실 이전공사,한국전력공사,서울,94286500.0,94013748.0,+2% ~ -2%,0.0,87.745,711.0,,-0.28929,0,5,22,122,207,208,115,21,4,1,0,0,1,4,6,16,44,78,120,87,87,121,58,57,15,6,2,2,1,0,0,0,0,0,0,1,0,0,1,3,3,3,2,6,8,13,18,29,34,28,46,52,39,35,35,33,32,54,60,29,26,26,20,21,22,8,5,3,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,1,1,2,0,2,3,3,5,3,6,7,7,11,13,16,13,21,18,10,22,24,27,25,22,17,16,19,20,15,13,20,13,19,22,32,33,27,19,10,9,17,13,13,6,14,14,7,14,8,7,1,2,3,2,1,0,3,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
,328.0,E011808954,2018년 송변전 광단말장치 시설공사,한국전력공사,서울,61352214.0,61750985.0,+2% ~ -2%,0.0,87.745,737.0,,0.64997,0,2,21,153,203,215,102,32,2,0,0,0,1,1,5,16,65,88,109,94,103,112,65,37,22,10,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,3,7,6,18,33,38,37,27,43,47,42,40,31,25,58,39,48,45,30,20,23,15,14,14,3,9,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3,0,3,4,3,3,3,6,12,16,17,14,24,16,21,14,13,22,21,22,25,19,23,23,17,17,14,11,14,28,30,20,19,25,23,24,21,14,16,10,10,15,8,10,5,8,6,9,5,1,2,5,4,1,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,361.0,E011808253,마곡 택지지구 2차 DAS용 자가광통신망 구축공사(ICT운영부),한국전력공사,서울,292843677.0,294288742.0,+2% ~ -2%,0.0,87.745,762.0,,0.49345,2,4,16,128,226,217,124,27,5,3,0,2,2,2,5,11,54,74,118,108,104,113,79,45,19,8,4,1,2,1,0,0,0,2,0,0,2,0,1,1,2,1,4,4,5,12,26,28,29,33,42,50,51,41,42,51,40,40,56,30,32,32,22,20,18,11,7,4,2,3,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,2,0,1,0,2,2,1,3,4,1,5,7,14,12,16,12,16,13,14,19,18,24,23,27,26,25,25,16,22,20,26,25,22,18,13,27,33,23,13,17,18,14,15,17,15,7,6,14,8,10,5,6,5,2,1,3,2,0,2,1,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
