순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2148669048,보라정보통신 주식회사,송석상,분석,403365620,86.746,87.419,-0.19805 (99.80195),,2021/12/12 18:34:02,
2,1180673427,한마음정보시스템,정인숙,분석,403377874,86.749,87.422,-0.19499 (99.80501),,2021/12/13 09:10:59,
3,2098113590,(주)통광,박응성,분석,403379025,86.75,87.422,-0.19470 (99.8053),,2021/12/10 14:22:59,
4,2148798098,주식회사 에이스뷰테크,김종오,분석,403380000,86.75,87.422,-0.19446 (99.80554),,2021/12/08 09:32:17,
5,2208865207,주식회사 소나텍,최성욱,분석,403385430,86.751,87.424,-0.19310 (99.8069),,2021/12/10 10:12:29,
6,2108124739,(주)한성기술개발,서창식,분석,403391433,86.752,87.425,-0.19160 (99.8084),,2021/12/14 01:12:46,
7,1198688435,시큐리티앤맵 주식회사,정동회,분석,403394234,86.753,87.425,-0.19091 (99.80909),,2021/12/10 13:35:11,
8,2068679088,(주)한맥아이티,최예니,분석,403405160,86.756,87.428,-0.18818 (99.81182),,2021/12/13 10:46:51,
9,2148647194,투앤원정보통신주식회사,서승호,분석,403412246,86.757,87.429,-0.18640 (99.8136),,2021/12/06 18:20:24,
10,1068150525,주식회사 캐스트윈,김낙희,분석,403412503,86.757,87.429,-0.18634 (99.81366),,2021/12/13 17:21:21,
11,2068184285,주식회사 진명파워택,이명규,분석,403412646,86.757,87.429,-0.18630 (99.8137),,2021/12/14 09:51:16,
12,1018642796,주식회사 나이스포유,조향심,분석,403413046,86.757,87.43,-0.18621 (99.81379),,2021/12/10 14:40:51,
13,1078197085,(주)코어넷,소흥섭,분석,403413050,86.757,87.43,-0.18620 (99.8138),,2021/12/08 16:42:36,
14,2098211809,사단법인 해오름장애인협회,노영주,분석,403433499,86.762,87.434,-0.18109 (99.81891),,2021/12/13 15:32:51,
15,2148619081,주식회사 유신테크,김용근,분석,403437460,86.763,87.435,-0.18011 (99.81989),,2021/12/13 17:40:30,
16,2078147814,(주)대호엔지니어링,윤용상,분석,403438490,86.763,87.435,-0.17985 (99.82015),,2021/12/13 09:44:37,
17,2158199031,한소리이앤씨주식회사,안홍희,분석,403439060,86.763,87.435,-0.17971 (99.82029),,2021/12/09 10:08:54,
18,1041890207,삼정정보통신,이순봉,분석,403451471,86.766,87.438,-0.17660 (99.8234),,2021/12/10 17:36:54,
19,1068619761,(주) 한걸음정보통신,정진원,분석,403453070,86.767,87.438,-0.17621 (99.82379),,2021/12/10 15:45:16,
20,2158119769,주식회사 남일기업,이범석,분석,403460277,86.768,87.44,-0.17440 (99.8256),,2021/12/14 07:50:22,
21,2138198870,주식회사 근우,김재진,분석,403464635,86.769,87.441,-0.17332 (99.82668),,2021/12/13 16:22:39,
22,2208110402,정안전기(주),이학용,분석,403470680,86.771,87.442,-0.17181 (99.82819),,2021/12/12 23:12:54,
23,2117299696,성원전자통신,성기신,분석,403495100,86.776,87.447,-0.16570 (99.8343),,2021/12/10 19:37:44,
24,1088124659,(주)비젼텔레콤,김진수,분석,403510709,86.78,87.451,-0.16180 (99.8382),,2021/12/08 16:00:12,
25,2068165221,유니슨전기(주),유창진,분석,403514711,86.781,87.452,-0.16080 (99.8392),,2021/12/09 13:56:19,
