,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,6448700548,주식회사한국픽셀,홍상의,분석,94451800.0,88.044,88.0,0.00055 (100.00055),3 2,2024/12/06 11:21:10,
1,2,2148661411,(주)엘리시스,이시정,분석,95524600.0,89.044,89.0,1.13637 (101.13637),12 11,2024/12/11 11:01:56,
2,3,3578702230,(주)신화시큐리티,이규종,분석,95535300.0,89.054,89.009,1.14770 (101.1477),9 2,2024/12/11 10:25:32,
3,4,1358126192,주식회사 부림,배우상,분석,100000000.0,93.216,93.169,5.87469 (105.87469),2 6,2024/12/11 09:30:42,
4,-1,1138185890,(주)두손씨에스티,최수경,분석,,,,,,0000/00/00 00:00:00,서류미제출
5,-2,2368701351,주식회사 한빛티엔에스,이광열,분석,,,,,,0000/00/00 00:00:00,서류미제출
6,-3,1138653369,(주)제이앤비이노베이션,오명숙,분석,,,,,,0000/00/00 00:00:00,서류미제출
7,-4,1078677070,씨지에스아이티(주),최규식,분석,,,,,,0000/00/00 00:00:00,서류미제출
8,-5,1138178875,주식회사 디즈넷,최용선,분석,,,,,,0000/00/00 00:00:00,서류미제출
9,-6,1278650643,이터널 주식회사,임종규,분석,,,,,,0000/00/00 00:00:00,서류미제출
10,-7,6838602199,주식회사 더시스,이남복,분석,,,,,,0000/00/00 00:00:00,서류미제출
11,-8,1198602494,(주) 네오인아이텍,이경미,분석,,,,,,0000/00/00 00:00:00,서류미제출
12,-9,3918601817,다알시스 주식회사,최윤호,분석,,,,,,0000/00/00 00:00:00,서류미제출
13,-10,8858100619,주식회사 엔트론,이정호,분석,,,,,,0000/00/00 00:00:00,서류미제출
14,-11,2208188477,(주)에이치티엠,정기채,분석,,,,,,0000/00/00 00:00:00,서류미제출
15,-12,4348801516,(주)엔제이정보통신,김녀진,분석,,,,,,0000/00/00 00:00:00,서류미제출
16,-13,1258140479,주식회사 코럽시스템,조만희,분석,,,,,,0000/00/00 00:00:00,서류미제출
17,-14,1308678555,주식회사 에스앤티,강중구,분석,,,,,,0000/00/00 00:00:00,서류미제출
18,-15,2208626082,(주)드림텔레시스,김보영,분석,,,,,,0000/00/00 00:00:00,서류미제출
19,-16,1238187726,(주)인컴에스엔,강인식,분석,,,,,,0000/00/00 00:00:00,시공실적미만
20,-17,1298173953,유닉디지털(주),오기현,분석,,,,,,0000/00/00 00:00:00,서류미제출
21,-18,1448138727,주식회사 상상티엔에스,윤영애,분석,,,,,,0000/00/00 00:00:00,서류미제출
22,-19,1258802756,주식회사 포앤솔루션,김장한,분석,,,,,,0000/00/00 00:00:00,서류미제출
23,-20,2188601661,주식회사 동호이엔씨,김현진,분석,,,,,,0000/00/00 00:00:00,서류미제출
24,-21,2130230588,태극정보통신,이상호,분석,,,,,,0000/00/00 00:00:00,서류미제출
25,-22,1268670457,주식회사나래정보통신,강인구,분석,,,,,,0000/00/00 00:00:00,서류미제출
26,-23,1298661597,주군이앤씨주식회사,권규향,분석,,,,,,0000/00/00 00:00:00,서류미제출
27,-24,1318174028,"주식회사 에이치케이 (HK Co., Ltd.)",장해각,분석,,,,,,0000/00/00 00:00:00,서류미제출
28,-25,1328136032,두손 주식회사,윤태호,분석,,,,,,0000/00/00 00:00:00,서류미제출
29,-26,1058173369,(주)신한개발,이종순,분석,,,,,,0000/00/00 00:00:00,서류미제출
30,-27,6768601611,주식회사 루트웰,노덕권,분석,,,,,,0000/00/00 00:00:00,시공실적미만
