,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1350462367,성훈정보전기,주대식,분석,72766220,85.4,87.768,88.201,-0.69092 (99.30908),13 1,2024/10/30 07:29:02,
1,2,1198157669,주식회사 유진네트웍스,박종길,분석,72792216,86.0,87.803,88.232,-0.65500 (99.345),6 1,2024/10/30 10:00:51,
2,3,2338108902,주식회사 빛이라,임영기,분석,72839000,87.4,87.865,88.289,-0.59038 (99.40962),1 13,2024/10/29 15:03:07,
3,4,2108150348,승호시스템(주),이계승,분석,72981000,88.8,88.055,88.461,-0.39422 (99.60578),15 9,2024/10/29 17:13:09,
4,5,1018178116,(주)오경컴텍,김종근,분석,72983130,88.8,88.058,88.464,-0.39127 (99.60873),3 6,2024/10/30 10:18:30,
5,6,1198137042,(주)진명연합전설,엄재준,분석,72990000,88.6,88.067,88.472,-0.38178 (99.61822),2 8,2024/10/29 10:03:03,
6,7,1348139151,성우정보통신(주),장병호,분석,73005765,88.2,88.088,88.491,-0.36000 (99.64),9 11,2024/10/29 09:19:36,
7,8,1978802182,주식회사 신성전력,이성우,분석,73103620,85.6,88.219,88.61,-0.22483 (99.77517),9 1,2024/10/30 09:42:48,
8,9,1138137229,두복산전(주),이영두,분석,73113600,85.4,88.233,88.622,-0.21104 (99.78896),6 4,2024/10/29 14:55:12,
9,10,2528700223,동건이앤씨 주식회사,이정순,분석,73122000,85.2,88.244,88.632,-0.19944 (99.80056),7 12,2024/10/30 09:37:59,
10,11,1108155266,(주)성산전기통신,이해붕,분석,73149241,85.0,88.28,88.665,-0.16180 (99.8382),4 3,2024/10/29 21:51:09,
11,12,1348145027,(주)신세기전력,최병구,분석,73172000,85.0,88.311,88.693,-0.13037 (99.86963),6 9,2024/10/30 11:03:23,
12,13,2038149028,대륭중공건설(주),박임우,분석,73185060,85.0,88.328,88.709,-0.11232 (99.88768),8 11,2024/10/28 17:36:29,
13,14,2068606585,(주)상지일렉스,정원상,분석,73188664,85.0,88.333,88.713,-0.10735 (99.89265),11 2,2024/10/29 20:21:46,
14,15,2068184285,주식회사 진명파워택,이명규,분석,73199950,85.0,88.348,88.727,-0.09175 (99.90825),2 6,2024/10/30 09:52:13,
15,16,1298626678,두성이앤씨주식회사,정윤수,분석,73201804,85.0,88.351,88.729,-0.08919 (99.91081),3 10,2024/10/30 09:26:58,
16,17,1178168836,(주)유한이엔씨,신정식,분석,73224800,85.0,88.381,88.757,-0.05743 (99.94257),9 5,2024/10/30 10:59:56,
17,18,1138139080,(주)성강통신기술사사무소,안치영,분석,73284740,85.0,88.462,88.829,0.02538 (100.02538),7 13,2024/10/30 09:19:23,
18,19,5628102524,(주)뉴탑엔지니어링,박옥래,분석,73317720,85.0,88.506,88.869,0.07093 (100.07093),11 13,2024/10/30 08:48:33,
19,20,1298189469,주식회사 한산피엔씨,박민우,분석,73351690,85.0,88.551,88.911,0.11786 (100.11786),7 4,2024/10/29 08:51:34,
20,21,2148759208,(주)로드반,김형준,분석,73353000,85.0,88.553,88.912,0.11967 (100.11967),1 11,2024/10/29 09:36:49,
21,22,2158784530,주식회사 대운텔레시스,장안성,분석,73363904,85.0,88.568,88.925,0.13473 (100.13473),10 9,2024/10/29 10:28:29,
22,23,1238164816,주식회사 제이에스 이엔지,조성제,분석,73373360,85.0,88.58,88.937,0.14780 (100.1478),5 11,2024/10/30 10:51:14,
23,24,1098630066,주식회사 태양전기,홍석봉,분석,73387824,85.0,88.6,88.954,0.16778 (100.16778),9 11,2024/10/30 15:51:13,
24,25,1078155407,(주)윤익계전,안용준,분석,73409500,85.0,88.629,88.981,0.19772 (100.19772),15 1,2024/10/29 10:18:48,
25,26,2128107793,호곡종합건설(주),박성환,분석,73409989,85.0,88.629,88.981,0.19840 (100.1984),12 2,2024/10/30 14:57:02,
26,27,1148197308,주식회사태강,김상민,분석,73455760,85.0,88.69,89.037,0.26162 (100.26162),10 11,2024/10/29 09:07:54,
27,28,1058169109,대조전설 주식회사,장철호,분석,73459500,85.0,88.695,89.041,0.26679 (100.26679),6 1,2024/10/29 08:23:24,
28,29,2798701192,주식회사 유니원,김민수,분석,73488000,85.0,88.734,89.076,0.30616 (100.30616),6 14,2024/10/29 13:15:25,
29,30,3678101672,주식회사 테라시스,임미영,분석,73491800,85.0,88.739,89.08,0.31141 (100.31141),15 9,2024/10/29 08:37:31,
30,31,1298196937,주식회사 진인프라,김성용,분석,73497900,85.0,88.747,89.088,0.31984 (100.31984),6 2,2024/10/29 09:21:52,
31,32,2158603049,유니넷텍(주),김한호,분석,73500840,85.0,88.751,89.091,0.32390 (100.3239),2 5,2024/10/30 13:57:33,
32,33,2308103607,주식회사 디케이앤트,양동국,분석,73524300,85.0,88.782,89.12,0.35631 (100.35631),6 15,2024/10/30 15:56:52,
33,34,1388113508,(주)이엔티파워,장정수,분석,73535000,85.0,88.796,89.133,0.37109 (100.37109),1 9,2024/10/30 11:39:06,
34,35,2128142640,팍스코이앤아이(주),송기민,분석,73582562,85.0,88.86,89.19,0.43679 (100.43679),12 5,2024/10/29 16:22:43,
