,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,2048626080,주식회사 엘제이이엔지  [최종낙찰],임성희,분석,9846550,90.067,89.753,-0.27427 (99.72573),15 13,2024/10/04 11:51:39,
1,2,1058711462,주식회사 프로브디지털,이기연,분석,9850313,90.101,89.787,-0.23616 (99.76384),8 4,2024/10/07 14:08:02,
2,3,8708802614,닛시시스템 주식회사,서수진,분석,9878480,90.359,90.044,0.04912 (100.04912),5 11,2024/10/08 08:58:34,
3,4,2148752525,(주)엘티네트워크,조완식,분석,9882181,90.393,90.077,0.08660 (100.0866),15 8,2024/10/04 11:45:09,
4,5,1848701818,주식회사 티온시스템,최옥선,분석,9889842,90.463,90.147,0.16419 (100.16419),9 13,2024/10/07 10:28:34,
5,6,1188114949,이주씨스템(주),이복균,분석,9889980,90.464,90.149,0.16559 (100.16559),13 10,2024/10/08 09:11:29,
6,7,1048140865,다이아몬드전자(주),이건,분석,9892390,90.486,90.171,0.19000 (100.19),14 8,2024/10/07 12:36:18,
7,8,1108609224,주식회사 두루스코,김옥연,분석,9897054,90.529,90.213,0.23723 (100.23723),6 15,2024/10/07 11:45:33,
8,9,1358167679,원일 정보통신 주식회사,김형섭,분석,9897516,90.533,90.217,0.24191 (100.24191),1 9,2024/10/04 14:49:48,
9,10,2128196942,동진이앤씨(주),민진식,분석,9906484,90.615,90.299,0.33274 (100.33274),11 1,2024/10/07 09:47:36,
10,10,3678601376,주식회사 하성씨앤씨,박경배,분석,9906484,90.615,90.299,0.33274 (100.33274),11 1,2024/10/07 11:18:25,
11,12,1078712394,주식회사 원일포스,최주원,분석,9917381,90.715,90.398,0.44310 (100.4431),2 12,2024/10/04 15:40:53,
12,13,6198108649,주식회사 에스텍솔루션스,소찬영,분석,9935200,90.878,90.561,0.62358 (100.62358),11 15,2024/10/04 14:35:05,
13,14,7828702979,주식회사 알티에스,김영석,분석,9948910,91.003,90.686,0.76243 (100.76243),12 6,2024/10/07 10:23:11,
14,15,2308103607,주식회사 디케이앤트,양동국,분석,9961067,91.114,90.797,0.88556 (100.88556),11 5,2024/10/04 14:19:49,
15,16,1058740405,(주)화성이엔지,김택환,분석,9996588,91.439,91.12,1.24531 (101.24531),12 4,2024/10/07 10:20:06,
16,17,2178127829,(주)유투에스알,윤사빈,분석,10000000,91.47,91.151,1.27987 (101.27987),5 4,2024/10/04 11:07:39,
17,18,7288600999,주식회사 다경테크,박현승,분석,10080650,92.208,91.887,2.09669 (102.09669),4 6,2024/10/07 13:31:56,
18,19,2048167499,청우전기시스템 주식회사,정미경,분석,10455000,95.632,95.299,5.88810 (105.8881),11 12,2024/10/07 09:32:39,
19,20,1138137229,두복산전(주),이영두,분석,10477000,95.833,95.499,6.11092 (106.11092),3 15,2024/10/07 10:27:07,
20,-1,2158192566,(주)열림정보기술,고동민,분석,9823888,89.859,89.546,-0.50379 (99.49621),15 9,2024/10/04 11:44:41,낙찰하한선 미달
21,-2,1358126192,주식회사 부림,배우상,분석,9819240,89.817,89.504,-0.55087 (99.44913),1 4,2024/10/08 08:55:21,낙찰하한선 미달
