,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2128604113,주식회사 아리아,장시진,분석,449462530,75.0,87.745,87.709,-0.96551 (99.03449),11 4,2024/12/06 09:01:25,
1,2,2068666263,세움기술 주식회사,주익중,분석,449490634,75.0,87.751,87.714,-0.95925 (99.04075),8 11,2024/12/09 15:59:10,
2,3,3118802075,주식회사 맥스아이티,장종욱,분석,449491510,75.0,87.751,87.714,-0.95906 (99.04094),7 8,2024/12/06 12:03:32,
3,4,1108153161,(주)나이츠넷,이용현,분석,449509290,75.2,87.755,87.718,-0.95511 (99.04489),14 4,2024/12/10 08:34:21,
4,5,1198605337,(주)신한이엔아이,유순자,분석,449538520,75.2,87.761,87.724,-0.94861 (99.05139),10 13,2024/12/09 05:11:52,
5,6,2148639466,(주)동방데이타테크놀러지,원덕숙,분석,449553360,75.2,87.764,87.726,-0.94530 (99.0547),8 13,2024/12/06 10:34:00,
6,7,1428136631,주식회사 만사시스템,조호진,분석,449592920,75.4,87.773,87.734,-0.93651 (99.06349),15 14,2024/12/05 15:44:56,
7,8,1180565240,성보전자통신,양행천,분석,449596080,75.4,87.773,87.735,-0.93580 (99.0642),7 11,2024/12/10 11:03:39,
8,9,1298155066,일조텔레콤(주),김문섭,분석,449597870,75.4,87.774,87.735,-0.93541 (99.06459),6 15,2024/12/09 14:16:56,
9,10,1138195613,(주)고려다이나믹스,변희만,분석,449599880,75.4,87.774,87.736,-0.93496 (99.06504),1 9,2024/12/06 09:00:46,
10,11,1138139080,(주)성강통신기술사사무소,안치영,분석,449619952,75.6,87.778,87.739,-0.93049 (99.06951),14 10,2024/12/10 09:42:50,
11,12,1200582335,델타전자통신,이성남,분석,449622360,75.6,87.779,87.74,-0.92996 (99.07004),7 3,2024/12/09 00:55:10,
12,13,1108155460,주식회사 자유전설,김상중,분석,449636993,75.6,87.782,87.743,-0.92670 (99.0733),13 3,2024/12/09 21:00:33,
13,14,1408138536,주)파인솔라,이태동,분석,449659470,75.8,87.787,87.747,-0.92171 (99.07829),11 14,2024/12/09 16:34:49,
14,15,1178164451,(주)지엠디텔레콤,김창윤,분석,449661274,75.8,87.787,87.748,-0.92130 (99.0787),2 15,2024/12/08 09:38:20,
15,16,1018639665,(주)한양인프라넷,김주호,분석,449671610,75.8,87.789,87.75,-0.91901 (99.08099),7 12,2024/12/05 17:33:20,
16,17,2378700035,주식회사 사운드플레이스,도상우,분석,449672500,75.8,87.79,87.75,-0.91881 (99.08119),7 14,2024/12/09 19:53:11,
17,18,4538100144,주식회사 파란아이티,성기빈,분석,449680610,75.8,87.791,87.751,-0.91700 (99.083),5 4,2024/12/10 09:47:45,
18,19,1098613335,주식회사 스마트씨앤아이,임요웅,분석,449687350,75.8,87.793,87.753,-0.91551 (99.08449),1 10,2024/12/09 13:16:30,
19,20,1198169165,(주)기창인포텍,김석진,분석,449711850,76.0,87.798,87.757,-0.91006 (99.08994),13 15,2024/12/05 14:45:03,
20,21,1178186611,주식회사 에프에이일렉콤,박인숙,분석,449714300,76.0,87.798,87.758,-0.90951 (99.09049),13 9,2024/12/09 22:25:57,
21,22,2078129117,경우전기(주),김한정,분석,449719730,76.0,87.8,87.759,-0.90830 (99.0917),1 15,2024/12/10 09:42:16,
22,23,2028158261,주식회사 남두,김승균,분석,449726980,76.0,87.801,87.76,-0.90669 (99.09331),10 7,2024/12/10 08:43:33,
23,24,1168155492,주식회사 코콤텍,고성춘,분석,449731420,76.0,87.802,87.761,-0.90570 (99.0943),11 7,2024/12/06 17:17:41,
24,25,1098167078,(주)에스씨네트,이계영,분석,449738160,76.0,87.803,87.763,-0.90421 (99.09579),15 4,2024/12/09 10:03:20,
25,26,2078152132,(주)홍남테크,김홍길,분석,449745810,76.2,87.805,87.764,-0.90250 (99.0975),2 15,2024/12/09 22:40:52,
26,27,4318600057,주식회사 엘제이텍,전용준,분석,449755700,76.2,87.807,87.766,-0.90030 (99.0997),8 7,2024/12/09 15:01:07,
27,28,2148705513,주식회사 케이이에스 전기공사,강성진,분석,449763100,76.2,87.809,87.767,-0.89866 (99.10134),11 14,2024/12/09 09:08:01,
28,29,1198616173,(주)와이드큐브,최원근,분석,449773860,76.2,87.811,87.77,-0.89627 (99.10373),2 10,2024/12/05 14:15:36,
29,30,4018600546,주식회사 케이투시스템즈,강병준,분석,449778180,76.2,87.812,87.77,-0.89531 (99.10469),6 8,2024/12/09 17:36:37,
30,31,2158199031,한소리이앤씨주식회사,안홍희,분석,449784480,76.2,87.813,87.772,-0.89390 (99.1061),3 13,2024/12/09 10:36:01,
31,32,2148679551,(주)에스엠인포메이션,이철환,분석,449802913,76.4,87.817,87.775,-0.88980 (99.1102),11 8,2024/12/09 11:08:09,
32,33,1078759050,프리스타일테크놀로지 유한회사,김용선,분석,449804200,76.4,87.817,87.775,-0.88952 (99.11048),5 13,2024/12/05 15:30:10,
33,34,1168137418,두레옵트로닉스 주식회사,최수현,분석,449822250,76.4,87.821,87.779,-0.88550 (99.1145),8 1,2024/12/09 15:55:13,
34,35,1098143173,에이스건설 주식회사,원경환,분석,449828100,76.4,87.822,87.78,-0.88420 (99.1158),12 2,2024/12/10 09:07:56,
35,36,1062873386,이행정보통신공사,오흥식,분석,449850350,76.6,87.827,87.784,-0.87925 (99.12075),5 7,2024/12/09 10:15:32,
36,37,1058746506,(주)파워일렉,박웅,분석,449865650,76.6,87.83,87.787,-0.87585 (99.12415),4 10,2024/12/10 09:10:16,
37,38,2158669639,(주)한정원,이수환,분석,449875760,76.6,87.832,87.789,-0.87360 (99.1264),9 3,2024/12/09 13:38:10,
38,39,1058660665,(주)일신전업,김한경,분석,449888690,76.8,87.835,87.792,-0.87073 (99.12927),10 5,2024/12/09 19:14:58,
39,40,2548800191,신용전기통신 주식회사,정원재,분석,449894650,76.8,87.836,87.793,-0.86940 (99.1306),3 14,2024/12/06 18:49:47,
40,41,1178152367,(주)브레인컨설팅,박수영,분석,449912630,76.8,87.84,87.797,-0.86540 (99.1346),4 8,2024/12/06 09:11:44,
41,42,1738100419,주식회사 아이즈온솔루션,김보현,분석,449937810,77.0,87.846,87.801,-0.85980 (99.1402),1 2,2024/12/09 09:34:09,
42,43,2148888151,주식회사 씨앤피테크,제해동,분석,449951300,77.0,87.848,87.804,-0.85680 (99.1432),7 11,2024/12/09 15:56:44,
43,44,1108190583,주식회사 키코,조근도,분석,449977380,77.0,87.854,87.809,-0.85100 (99.149),10 15,2024/12/10 10:47:05,
44,45,2068682619,주식회사 엠플러스통신,신동수,분석,449988170,77.2,87.856,87.811,-0.84860 (99.1514),9 8,2024/12/06 13:15:57,
45,46,2208117292,(주)동아종합전력,민정기,분석,449993113,77.2,87.857,87.812,-0.84750 (99.1525),8 9,2024/12/06 14:19:13,
46,47,1138611108,(주)도원디에스,이정우,분석,450002100,77.2,87.859,87.814,-0.84551 (99.15449),6 8,2024/12/05 17:23:58,
47,48,2158749469,(주)더블유에프텍,이영길,분석,450003000,77.2,87.859,87.814,-0.84531 (99.15469),11 14,2024/12/06 17:29:28,
48,49,2148710582,모던웨이브(주),원회광,분석,450017394,77.2,87.862,87.817,-0.84210 (99.1579),13 11,2024/12/06 09:18:27,
49,50,1138183325,주식회사금강전력,오영선,분석,450044910,77.4,87.868,87.822,-0.83599 (99.16401),7 6,2024/12/06 13:23:40,
0,51,1098143872,보은전자방송통신(주),우영섭,분석,450047070,77.4,87.869,87.823,-0.83550 (99.1645),7 14,2024/12/06 09:06:52,
1,52,2141167760,세기정보통신,송재홍,분석,450048870,77.4,87.869,87.823,-0.83510 (99.1649),12 10,2024/12/09 12:56:25,
2,53,2018182230,주식회사 본네트시큐,최수기,분석,450070677,77.4,87.874,87.827,-0.83025 (99.16975),3 13,2024/12/06 16:14:07,
3,54,1198616251,주식회사 누리인프라,정성우,분석,450104600,77.6,87.881,87.834,-0.82271 (99.17729),6 9,2024/12/09 11:38:45,
4,55,2138180142,서울아이디시스템(주),김동수,분석,450120570,77.6,87.884,87.837,-0.81916 (99.18084),2 9,2024/12/06 16:10:02,
5,56,2208108546,경림전기(주),김인형,분석,450137450,77.8,87.888,87.84,-0.81540 (99.1846),13 15,2024/12/06 13:23:03,
6,57,5518600929,주식회사마글론이에프씨,김광석,분석,450139990,77.8,87.888,87.841,-0.81484 (99.18516),2 14,2024/12/06 17:32:15,
7,58,1078749469,주식회사 에이엠네트웍스,서정희,분석,450144640,77.8,87.889,87.842,-0.81381 (99.18619),2 14,2024/12/09 09:37:04,
8,59,1138123972,(주)일광테크,임기철,분석,450150488,77.8,87.89,87.843,-0.81251 (99.18749),1 6,2024/12/09 18:33:35,
9,60,1018663767,비케이전기통신 주식회사,유봉근,분석,450159940,77.8,87.892,87.845,-0.81040 (99.1896),6 12,2024/12/09 09:34:39,
10,61,1048157783,(주)서울정보컴,고응준,분석,450182860,78.0,87.897,87.849,-0.80531 (99.19469),5 4,2024/12/06 10:16:22,
11,62,1198602494,(주) 네오인아이텍,이경미,분석,450193650,78.0,87.9,87.851,-0.80291 (99.19709),4 10,2024/12/09 14:45:14,
12,63,2118713620,(주) 필라테크,박동현,분석,450198590,78.0,87.901,87.852,-0.80181 (99.19819),5 2,2024/12/05 16:34:04,
13,64,1018651785,주식회사 청심아이티,김재균,분석,450199000,78.0,87.901,87.852,-0.80172 (99.19828),4 9,2024/12/09 08:15:59,
14,65,1148671792,주식회사 아이티리그,이동준,분석,450221701,78.2,87.906,87.857,-0.79667 (99.20333),4 5,2024/12/09 11:14:13,
15,66,1098161598,(주)삼우씨앤에스,이기만,분석,450228280,78.2,87.907,87.858,-0.79520 (99.2048),14 9,2024/12/07 12:39:19,
16,67,2158774589,주식회사 스카이코어,최명훈,분석,450240868,78.2,87.91,87.861,-0.79240 (99.2076),2 3,2024/12/09 13:40:33,
17,68,2108130492,명신정보통신(주),서철,분석,450250884,78.2,87.912,87.863,-0.79018 (99.20982),2 1,2024/12/09 10:33:43,
18,69,1128143733,공간미디어(주),김명숙,분석,450260650,78.2,87.914,87.864,-0.78801 (99.21199),5 11,2024/12/10 07:14:11,
19,70,2058140829,원앤원산업개발(주),배애순,분석,450270540,78.4,87.916,87.866,-0.78581 (99.21419),5 3,2024/12/09 14:28:43,
20,71,2148811443,(주)우신지엘에스,문경종,분석,450272174,78.4,87.916,87.867,-0.78544 (99.21456),4 15,2024/12/08 23:44:24,
21,72,3988602082,(주)티포스,표현곤,분석,450276920,78.4,87.917,87.868,-0.78439 (99.21561),12 5,2024/12/09 17:06:10,
22,73,1198684157,(주)이제이정보시스템,정광열,분석,450285382,78.4,87.919,87.869,-0.78250 (99.2175),15 9,2024/12/09 14:49:09,
23,74,7758100985,삼아씨디에스 유한회사,인준환,분석,450288418,78.4,87.92,87.87,-0.78183 (99.21817),9 6,2024/12/09 09:32:10,
24,75,6988700230,주식회사 스마트이엔씨,전유선,분석,450290700,78.4,87.92,87.87,-0.78132 (99.21868),7 6,2024/12/08 13:01:23,
25,76,1188115778,대신통신기술(주),김지영,분석,450315960,78.6,87.925,87.875,-0.77570 (99.2243),7 6,2024/12/09 13:58:18,
26,77,1928702481,주식회사 크랜베리,이은혜,분석,450324952,78.6,87.927,87.877,-0.77370 (99.2263),9 3,2024/12/06 09:34:52,
27,78,5088700505,주식회사 삼아솔루션,한승우,분석,450331247,78.6,87.929,87.878,-0.77230 (99.2277),3 5,2024/12/09 12:54:41,
