,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1191119997,대흥전기통신공사  [최종낙찰],고미영,분석,157153277,85.0,87.749,88.973,0.84969 (100.84969),15 3,2024/02/15 17:20:19,
1,2,2048159043,이앤씨텔레콤(주),김진갑,분석,157160251,85.0,87.753,88.977,0.85419 (100.85419),6 11,2024/02/15 09:26:01,
2,3,2037683508,우리통신네트워크,김만수,분석,157225345,85.8,87.791,89.013,0.89620 (100.8962),1 5,2024/02/16 06:30:55,
3,4,1198632979,성민전기 주식회사,김미영,분석,157238000,86.0,87.798,89.021,0.90436 (100.90436),11 5,2024/02/15 20:45:38,
4,5,2118620935,주식회사 한양티이씨,조형국,분석,157240000,86.0,87.799,89.022,0.90565 (100.90565),13 3,2024/02/16 09:26:38,
5,6,1078763383,주식회사 아이티블럭,배경원,분석,157247198,86.0,87.804,89.026,0.91030 (100.9103),15 7,2024/02/14 15:47:29,
6,7,2158706984,도드람정보기술 주식회사,이명석,분석,157262230,86.2,87.812,89.034,0.91999 (100.91999),11 8,2024/02/15 23:00:42,
7,8,1108143208,한국통신인터넷기술(주),이민수,분석,157280900,86.4,87.823,89.045,0.93204 (100.93204),10 5,2024/02/16 09:42:28,
8,9,5878600398,주식회사 엑사엔시스,나정환,분석,157286098,86.6,87.826,89.048,0.93539 (100.93539),5 10,2024/02/15 07:50:47,
9,10,3238801633,동부엔텍 주식회사,류광성,분석,157293539,86.6,87.831,89.052,0.94020 (100.9402),10 4,2024/02/16 08:47:21,
10,11,2208680918,(주)엠디엠알,이재원,분석,157315235,86.8,87.843,89.064,0.95419 (100.95419),3 12,2024/02/14 12:14:53,
11,12,1358145603,한라인포넷(주),장경민,분석,157324069,87.0,87.849,89.069,0.95989 (100.95989),2 15,2024/02/15 23:51:25,
12,13,1078636517,주식회사 국일이앤씨,서남석,분석,157336353,87.2,87.856,89.076,0.96782 (100.96782),15 6,2024/02/15 11:20:42,
13,14,2208788125,다인스 주식회사,권향옥,분석,157386000,87.8,87.885,89.104,0.99985 (100.99985),6 2,2024/02/15 16:29:20,
14,15,1128601228,주식회사 성동아이앤티,홍성원,분석,157413031,88.0,87.9,89.12,1.01730 (101.0173),15 10,2024/02/15 16:30:18,
15,16,1060115808,영진정보통신,이종규,분석,157421488,88.2,87.905,89.125,1.02275 (101.02275),3 1,2024/02/14 22:32:58,
16,17,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,157435970,88.2,87.914,89.133,1.03210 (101.0321),1 14,2024/02/14 12:00:16,
17,18,1088155278,금하개발(주),김명준,분석,157460933,88.6,87.928,89.147,1.04820 (101.0482),13 12,2024/02/15 16:57:14,
18,19,1188108054,대한신호(주),안지수,분석,157479363,88.8,87.939,89.157,1.06009 (101.06009),8 15,2024/02/15 09:54:53,
19,20,1058608183,코위버(주),황인환,분석,157510516,89.2,87.957,89.175,1.08020 (101.0802),12 14,2024/02/16 09:44:14,
20,21,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,157528900,89.4,87.968,89.185,1.09206 (101.09206),5 3,2024/02/14 10:20:49,
21,22,2018162836,(주)선전력시스템,임철학,분석,157619160,89.6,88.021,89.236,1.15030 (101.1503),15 10,2024/02/14 18:37:31,
