,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,2068627654,주식회사 원캐스트  [최종낙찰],정광재,분석,232577062,80.511,80.347,-0.18322 (99.81678),5 11,2024/04/09 10:10:02,
1,2,7280702634,에이아이솔루션(AI Solution),김현우,분석,232702924,80.555,80.391,-0.12921 (99.87079),12 1,2024/04/11 09:07:57,
2,3,1058777708,주식회사 선광이엔지,이광복,분석,232709217,80.557,80.393,-0.12650 (99.8735),1 4,2024/04/08 16:01:28,
3,4,1188114949,이주씨스템(주),이복균,분석,232782940,80.583,80.418,-0.09486 (99.90514),2 15,2024/04/09 15:17:40,
4,5,1288708320,주식회사 도경,정길호,분석,232996860,80.657,80.492,-0.00305 (99.99695),3 13,2024/04/11 00:49:02,
5,6,8708802614,닛시시스템 주식회사,서수진,분석,233164970,80.715,80.55,0.06909 (100.06909),10 9,2024/04/11 08:52:39,
6,7,1308600867,샘정보산업주식회사,이용우,분석,233188000,80.723,80.558,0.07898 (100.07898),2 9,2024/04/11 08:17:46,
7,8,7288600999,주식회사 다경테크,박현승,분석,233684940,80.895,80.73,0.29225 (100.29225),10 12,2024/04/09 17:34:06,
8,9,1048159651,(주)성우음향정보통신,송민자,분석,233805782,80.937,80.772,0.34412 (100.34412),7 6,2024/04/11 09:28:19,
9,10,1078712394,주식회사 원일포스,최주원,분석,233821567,80.942,80.777,0.35089 (100.35089),2 6,2024/04/08 10:43:44,
10,11,5728702483,주식회사 케이제이에스랩,나봉채,분석,233911950,80.973,80.808,0.38968 (100.38968),14 3,2024/04/08 11:09:50,
11,12,1058740405,(주)화성이엔지,김택환,분석,233985660,80.999,80.834,0.42132 (100.42132),12 1,2024/04/09 09:36:13,
12,13,1288641996,해용정보통신주식회사,백다리아,분석,234127086,81.048,80.882,0.48201 (100.48201),15 6,2024/04/11 08:56:35,
13,14,5058184692,주식회사 하이테크비젼,김경옥,분석,234170152,81.063,80.897,0.50050 (100.5005),2 5,2024/04/09 12:42:56,
14,15,1148190678,주식회사 에드원,김춘걸,분석,234219000,81.08,80.914,0.52146 (100.52146),14 7,2024/04/08 17:23:03,
15,16,1138163445,주식회사 삼도통신,이정경,분석,234470400,81.167,81.001,0.62935 (100.62935),4 11,2024/04/08 13:56:54,
16,17,1108609224,주식회사 두루스코,김옥연,분석,234503837,81.178,81.013,0.64371 (100.64371),11 10,2024/04/09 17:58:14,
17,18,2308103607,주식회사 디케이앤트,양동국,분석,234717385,81.252,81.086,0.73536 (100.73536),4 3,2024/04/08 16:30:16,
18,19,1248801768,(주)에스디,채수경,분석,234913300,81.32,81.154,0.81944 (100.81944),4 10,2024/04/08 16:45:11,
19,20,1288183458,주식회사 파워텔레콤,김성배,분석,234958550,81.336,81.17,0.83886 (100.83886),11 5,2024/04/09 18:06:10,
20,21,1058711462,주식회사 프로브디지털,이기연,분석,235027472,81.36,81.194,0.86844 (100.86844),3 2,2024/04/11 09:58:14,
21,22,2158185459,주식회사 한일에스티엠,한영기,분석,235148540,81.401,81.235,0.92040 (100.9204),8 11,2024/04/08 13:13:54,
22,23,1288196026,(주)티웍스,우현철,분석,235286390,81.449,81.283,0.97956 (100.97956),13 10,2024/04/08 14:26:06,
23,24,1288602824,주식회사 우성텔레콤,송상의,분석,235546000,81.539,81.373,1.09098 (101.09098),1 13,2024/04/09 15:32:29,
24,25,1348143368,주식회사 디피엔,유선영,분석,235614520,81.563,81.396,1.12039 (101.12039),13 6,2024/04/08 10:43:17,
25,26,1388134347,주식회사 패스넷,정정훈,분석,235718930,81.599,81.432,1.16520 (101.1652),12 15,2024/04/11 09:21:00,
26,27,1288666624,주식회사 동우이앤지,김찬제,분석,236078000,81.723,81.556,1.31930 (101.3193),4 2,2024/04/08 10:13:05,
27,28,1218140540,영현정보통신(주),김두식,분석,236382010,81.828,81.661,1.44977 (101.44977),14 10,2024/04/09 09:36:55,
28,29,1268143974,(주) 앤쏘,최원진,분석,237640000,82.264,82.096,1.98968 (101.98968),8 13,2024/04/08 14:59:01,
29,30,1418124656,주식회사 미르종합건설,장영희,분석,237985884,82.384,82.216,2.13812 (102.13812),2 5,2024/04/09 10:38:30,
30,31,1228646713,주식회사 새론아이,김사헌,분석,238829000,82.675,82.507,2.49997 (102.49997),14 15,2024/04/09 08:46:55,
31,32,1138137229,두복산전(주),이영두,분석,241159120,83.482,83.312,3.50000 (103.5),13 2,2024/04/09 14:05:28,
32,33,1168144243,시스템테크 주식회사,김운경,분석,257290000,89.066,88.885,10.42301 (110.42301),11 12,2024/04/11 09:35:30,
33,34,1298617766,에솜 주식회사,강길영,분석,265330000,91.849,91.662,13.87359 (113.87359),6 4,2024/04/09 14:51:03,
34,35,6768601611,주식회사 루트웰,노덕권,분석,268859000,93.071,92.881,15.38816 (115.38816),7 9,2024/04/11 08:40:19,
35,36,8612101471,테라물라,노정옥,분석,269515000,93.298,93.108,15.66970 (115.6697),12 3,2024/04/11 09:11:56,
36,37,2118101156,(주)인스틴솔루션,박세준,분석,272000000,94.158,93.966,16.73621 (116.73621),6 2,2024/04/09 14:10:36,
37,38,1052868648,만능종합상사,정양수,분석,274937890,95.175,94.981,17.99708 (117.99708),8 6,2024/04/11 09:38:47,
38,39,5658802615,주식회사 헤이치 인 헤이치(H in H),허희은,분석,276672000,95.776,95.58,18.74132 (118.74132),15 5,2024/04/11 08:36:26,
39,40,4721301373,어진컴퍼니,조현주,분석,285990000,99.001,98.799,22.74039 (122.74039),2 12,2024/04/09 10:10:50,
40,41,7098602638,주식회사 시그널아이씨티,강민희,분석,286858725,99.302,99.1,23.11323 (123.11323),12 15,2024/04/11 00:34:45,
41,42,1078677070,씨지에스아이티(주),최규식,분석,286999990,99.351,99.148,23.17386 (123.17386),9 2,2024/04/09 16:00:04,
42,43,3918601817,다알시스 주식회사,최윤호,분석,287699000,99.593,99.39,23.47386 (123.47386),3 2,2024/04/09 16:31:22,
43,-1,7262601722,창원,박은미,분석,232501124,80.485,80.321,-0.21581 (99.78419),5 3,2024/04/09 17:40:23,낙찰하한선 미달
44,-2,1078635181,티에스라인시스템 주식회사,최국현,분석,232430777,80.461,80.296,-0.24600 (99.754),6 10,2024/04/09 07:55:10,낙찰하한선 미달
45,-3,2068606585,(주)상지일렉스,정원상,분석,232404872,80.452,80.288,-0.25712 (99.74288),3 9,2024/04/08 20:23:11,낙찰하한선 미달
46,-4,2650101980,경기모아상사,최현준,분석,231942227,80.291,80.128,-0.45568 (99.54432),2 6,2024/04/09 15:32:25,낙찰하한선 미달
47,-5,1358126192,주식회사 부림,배우상,분석,231720350,80.215,80.051,-0.55090 (99.4491),7 11,2024/04/11 08:58:35,낙찰하한선 미달
48,-6,1268634086,주식회사 화신,유수경,분석,231624500,80.181,80.018,-0.59204 (99.40796),5 3,2024/04/11 09:35:46,낙찰하한선 미달
49,-7,3078143613,주식회사 조양테크,송윤서,분석,231280900,80.063,79.899,-0.73951 (99.26049),11 10,2024/04/09 16:28:12,낙찰하한선 미달
0,-8,1358118222,주식회사 진광건설엔지니어링,조영재,분석,231151584,80.018,79.855,-0.79501 (99.20499),10 4,2024/04/09 16:30:24,낙찰하한선 미달
1,-9,8808700159,주식회사 하이패스텔,이기관,분석,230790429,79.893,79.73,-0.95000 (99.05),11 15,2024/04/09 13:34:23,낙찰하한선 미달
2,-10,2018603701,소성정보기술 주식회사,김금남,분석,230777988,79.888,79.725,-0.95534 (99.04466),5 10,2024/04/11 09:08:17,낙찰하한선 미달
3,-11,1328182574,다산정보통신(주),구성철,분석,230054830,79.638,79.476,-1.26571 (98.73429),5 7,2024/04/10 15:17:55,낙찰하한선 미달
4,-12,2368702137,주식회사 디에스정보기술,전광수,분석,230004040,79.621,79.458,-1.28751 (98.71249),4 13,2024/04/08 19:57:38,낙찰하한선 미달
5,-13,1328199639,주식회사 펌프킨,최도용,분석,229553000,79.464,79.302,-1.48108 (98.51892),14 1,2024/04/08 13:41:35,낙찰하한선 미달
