,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1044563744,대광정보통신  [최종낙찰],이종임,분석,66550000,88.061,88.733,1.12636 (101.12636),6 11,2024/01/19 17:08:26,
1,2,3178122949,주식회사 진정보,김소진,분석,66715000,88.279,88.953,1.37709 (101.37709),11 6,2024/01/21 18:33:33,
2,-1,7948100026,주식회사 아성엠,전세희,분석,66283960,87.709,88.378,0.72210 (100.7221),15 13,2024/01/22 10:46:12,낙찰하한선 미달
3,-2,1338113707,(주)대보통신,염영숙,분석,66169800,87.558,88.226,0.54863 (100.54863),2 6,2024/01/22 12:38:50,낙찰하한선 미달
4,-3,3018175155,주식회사코드원,동중영,분석,66053258,87.404,88.071,0.37154 (100.37154),11 6,2024/01/22 09:59:31,낙찰하한선 미달
5,-4,1198629800,주식회사 메카넷,천수연,분석,66048800,87.398,88.065,0.36476 (100.36476),11 6,2024/01/22 09:06:41,낙찰하한선 미달
6,-5,4688601359,보국이엔지 주식회사,신재남,분석,66048160,87.397,88.064,0.36379 (100.36379),11 3,2024/01/22 09:50:29,낙찰하한선 미달
7,-6,3018616563,주식회사 코드원에스에스,이윤희,분석,66034628,87.379,88.046,0.34323 (100.34323),6 3,2024/01/22 09:56:20,낙찰하한선 미달
8,-7,7608600111,주식회사 명문전기,진순이,분석,66007360,87.343,88.009,0.30179 (100.30179),2 10,2024/01/22 09:27:50,낙찰하한선 미달
9,-8,3018188397,예광전설(주),손영환,분석,65971274,87.295,87.961,0.24696 (100.24696),4 9,2024/01/22 09:29:25,낙찰하한선 미달
10,-9,5178101428,주식회사 율이앤씨,전형숙,분석,65887899,87.185,87.85,0.12027 (100.12027),7 5,2024/01/22 13:07:32,낙찰하한선 미달
11,-10,1088159691,(주)다우텔레콤,이영순,분석,65884100,87.18,87.845,0.11449 (100.11449),9 14,2024/01/22 11:41:55,낙찰하한선 미달
12,-11,1928702481,주식회사 크랜베리,이은혜,분석,65732280,86.979,87.643,-0.11621 (99.88379),12 10,2024/01/19 15:01:12,낙찰하한선 미달
13,-12,3031321321,인텍,노경숙,분석,65720000,86.963,87.626,-0.13487 (99.86513),3 13,2024/01/19 16:40:17,낙찰하한선 미달
14,-13,3048104611,주식회사신안전력,장은수,분석,65636990,86.853,87.515,-0.26100 (99.739),13 6,2024/01/22 09:24:24,낙찰하한선 미달
15,-14,7098602638,주식회사 시그널아이씨티,강민희,분석,65501884,86.674,87.335,-0.46630 (99.5337),13 4,2024/01/21 23:43:40,낙찰하한선 미달
