,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1268634086,주식회사 화신  [최종낙찰],유수경,분석,183951300,84.246,84.009,-0.28006 (99.71994),1 8,2024/06/18 09:34:36,
1,2,1278645062,주식회사 삼양소방,백승준,분석,184058213,84.295,84.057,-0.22210 (99.7779),14 11,2024/06/17 15:14:06,
2,3,2188601661,주식회사 동호이엔씨,김현진,분석,184106074,84.317,84.079,-0.19615 (99.80385),13 15,2024/06/16 21:28:13,
3,4,2048626080,주식회사 엘제이이엔지,임성희,분석,184154580,84.339,84.101,-0.16986 (99.83014),7 12,2024/06/14 17:38:00,
4,5,1288179309,주식회사 천일,이민자,분석,184156266,84.34,84.102,-0.16895 (99.83105),15 12,2024/06/17 18:18:45,
5,6,8808800364,주식회사 진원(進原),임미숙,분석,184405670,84.454,84.216,-0.03374 (99.96626),15 3,2024/06/18 08:02:05,
6,7,6848600291,주식회사 제너시스템,이영진,분석,184469929,84.483,84.245,0.00109 (100.00109),14 6,2024/06/14 10:06:30,
7,8,2148634229,주식회사 낙원이엔지,이은수,분석,184499000,84.497,84.259,0.01685 (100.01685),5 12,2024/06/16 22:05:18,
8,9,1198157669,주식회사 유진네트웍스,박종길,분석,184546306,84.518,84.28,0.04250 (100.0425),4 11,2024/06/17 17:11:45,
9,10,2158687767,(주)에스앤디비즈,정성호,분석,184590000,84.538,84.3,0.06618 (100.06618),11 12,2024/06/12 15:37:13,
10,11,1278168793,주식회사 경기방재,최대현,분석,184610045,84.548,84.309,0.07705 (100.07705),12 10,2024/06/17 15:54:43,
11,12,2148647194,투앤원정보통신주식회사,서승호,분석,184690000,84.584,84.346,0.12039 (100.12039),13 2,2024/06/13 11:51:17,
12,13,1068666468,아이리스인포테크주식회사,조광희,분석,184819800,84.644,84.405,0.19076 (100.19076),15 7,2024/06/13 11:50:39,
13,14,1288708320,주식회사 도경,정길호,분석,184868720,84.666,84.428,0.21728 (100.21728),15 11,2024/06/14 16:15:19,
14,15,1348654875,(주)인프라칩,문병래,분석,184905900,84.683,84.445,0.23743 (100.23743),8 13,2024/06/12 17:52:56,
15,16,1348712509,신우정보통신 주식회사,심원용,분석,184971990,84.713,84.475,0.27326 (100.27326),14 9,2024/06/17 08:58:43,
