,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2158735193,주식회사 시너젠,윤금란,분석,261684646.0,87.748,88.958,0.50860 (100.5086),,2024/06/07 14:01:10,
1,2,1138677788,(주)제이에스지테크,박혜경,분석,261694710.0,87.751,88.961,0.51249 (100.51249),,2024/06/10 11:00:46,
2,3,1148182595,주식회사 싸인텔레콤,박영기,분석,261698580.0,87.753,88.962,0.51399 (100.51399),,2024/06/11 09:43:46,
3,4,5298100062,주식회사 알에프코리아,신현성,분석,261701940.0,87.754,88.963,0.51530 (100.5153),,2024/06/10 09:44:27,
4,5,1138175034,(주)윈플러스정보기술,정재원,분석,261718570.0,87.76,88.969,0.52174 (100.52174),,2024/06/10 16:56:18,
5,6,2208727579,주식회사 벡트,유창수,분석,261731366.0,87.765,88.973,0.52670 (100.5267),,2024/06/11 09:11:36,
6,7,2098113590,(주)통광,박용준,분석,261732423.0,87.765,88.974,0.52711 (100.52711),,2024/06/10 17:43:43,
7,8,1118101759,신원전설(주),심한섭,분석,261735750.0,87.766,88.975,0.52839 (100.52839),,2024/06/10 11:55:15,
8,9,2308103607,주식회사 디케이앤트,양동국,분석,261736249.0,87.766,88.975,0.52859 (100.52859),,2024/06/07 14:23:25,
9,10,1098603050,(주)이루기술,박지현,분석,261737560.0,87.767,88.976,0.52910 (100.5291),,2024/06/10 09:30:24,
10,11,2048160050,(주)신화데이타,최용준,분석,261744000.0,87.769,88.978,0.53159 (100.53159),,2024/06/09 21:16:24,
11,12,1058130768,세원전설 주식회사,최영래,분석,261748143.0,87.771,88.979,0.53320 (100.5332),,2024/06/10 15:40:30,
12,13,2148105563,(주)인성이엔씨,김규만,분석,261756144.0,87.773,88.982,0.53630 (100.5363),,2024/06/04 11:22:06,
13,14,2148186794,주식회사 리트코,정종경,분석,261761500.0,87.775,88.984,0.53837 (100.53837),,2024/06/05 18:04:29,
14,15,2148722924,주식회사 다음정보기술,김은선,분석,261770500.0,87.779,88.987,0.54186 (100.54186),,2024/06/04 13:58:57,
15,16,1088182120,(주) 포스콤 에스아이,양병기,분석,261777720.0,87.781,88.989,0.54465 (100.54465),,2024/06/10 09:25:19,
16,17,1068606738,(주)퓨쳐아이티,정정민,분석,261790400.0,87.786,88.993,0.54957 (100.54957),,2024/06/10 23:02:32,
17,18,1138629762,주식회사 이너인포,이정균,분석,261793423.0,87.787,88.995,0.55074 (100.55074),,2024/06/05 10:27:49,
18,19,2138198870,주식회사 근우,김재진,분석,261797882.0,87.789,88.996,0.55247 (100.55247),,2024/06/10 09:46:46,
19,20,1018154598,씨엔에스코리아(주),유호태,분석,261798965.0,87.789,88.996,0.55289 (100.55289),,2024/06/10 07:42:11,
20,21,1108131570,(주)조은시스템,김창윤,분석,261815250.0,87.795,89.002,0.55919 (100.55919),,2024/06/05 14:42:02,
21,22,1018143596,부기테크(주),은철우,분석,261829380.0,87.8,89.007,0.56467 (100.56467),,2024/06/10 15:03:47,
22,23,2148824685,육일정보통신 주식회사,김지곤,분석,261860950.0,87.811,89.017,0.57690 (100.5769),,2024/06/10 15:56:07,
23,24,2068120414,(주)일광기업,오도진,분석,261865921.0,87.813,89.019,0.57883 (100.57883),,2024/06/10 08:52:51,
24,25,1078735096,주식회사 등대씨엔씨,서철승,분석,261871270.0,87.815,89.021,0.58090 (100.5809),,2024/06/10 11:09:27,
25,26,2098119463,(주)두레정보통신,김시영,분석,261872000.0,87.815,89.021,0.58118 (100.58118),,2024/06/11 08:23:11,
