,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,8038600460,주식회사 파르이앤씨,김종훈,분석,160382580.0,87.748,88.277,-0.29730 (99.7027),,2024/07/24 08:49:15,
1,2,1198647905,주식회사 리안시스템,원미리,분석,160382890.0,87.748,88.278,-0.29710 (99.7029),,2024/07/22 10:58:36,
2,3,2158133077,오티씨 주식회사,김희언,분석,160387354.0,87.75,88.28,-0.29430 (99.7057),,2024/07/19 18:10:04,
3,4,2068650742,한선씨앤씨 주식회사,장홍식,분석,160387375.0,87.75,88.28,-0.29429 (99.70571),,2024/07/19 09:22:09,
4,5,2098147159,(주)동방에스앤에스,정재훈,분석,160387673.0,87.751,88.28,-0.29410 (99.7059),,2024/07/23 16:57:18,
5,6,1138163445,주식회사 삼도통신,이정경,분석,160398900.0,87.757,88.286,-0.28706 (99.71294),,2024/07/19 14:32:39,
6,7,2158601380,세계정보시스템(주),한인창,분석,160401861.0,87.759,88.288,-0.28520 (99.7148),,2024/07/23 08:32:05,
7,8,2158769714,주식회사 누리엔에스,박봉기,분석,160405840.0,87.761,88.29,-0.28271 (99.71729),,2024/07/23 17:45:19,
8,9,2148665907,미래아이티 주식회사,송정화,분석,160406800.0,87.762,88.291,-0.28211 (99.71789),,2024/07/19 09:04:12,
9,10,2158640952,(주)에스티탑,민기동,분석,160407280.0,87.762,88.291,-0.28180 (99.7182),,2024/07/22 08:40:16,
10,11,1138163218,(주)신성하이텍,성성모,분석,160411026.0,87.764,88.293,-0.27946 (99.72054),,2024/07/22 10:25:32,
11,12,1178161473,광일이엔씨 주식회사,김현실,분석,160411950.0,87.765,88.294,-0.27888 (99.72112),,2024/07/24 11:55:25,
12,13,1108604272,소리콤 주식회사,정재홍,분석,160412390.0,87.765,88.294,-0.27860 (99.7214),,2024/07/24 01:32:22,
13,14,1208742606,주식회사 테눅스,전석순,분석,160414610.0,87.766,88.295,-0.27721 (99.72279),,2024/07/18 17:50:42,
14,15,1088165228,(주)콤텍피엔씨,송기영,분석,160414770.0,87.767,88.295,-0.27711 (99.72289),,2024/07/23 16:04:17,
15,16,1058123684,주식회사 우전정보통신,이정,분석,160416179.0,87.767,88.296,-0.27622 (99.72378),,2024/07/22 17:03:43,
16,17,2148669602,(주)우호텔레콤,이강록,분석,160418200.0,87.769,88.297,-0.27495 (99.72505),,2024/07/23 14:48:16,
17,18,1198118405,우광기전(주),이기진,분석,160420310.0,87.77,88.298,-0.27363 (99.72637),,2024/07/22 10:17:15,
18,19,2208123149,(주)에이제이월드,최순호,분석,160422740.0,87.771,88.299,-0.27211 (99.72789),,2024/07/23 09:56:24,
19,20,1198174315,주식회사 다솜이엔씨,송인주,분석,160424000.0,87.772,88.3,-0.27132 (99.72868),,2024/07/22 13:44:52,
20,21,1078731896,(주)비시텍코리아,임헌욱,분석,160424810.0,87.773,88.301,-0.27081 (99.72919),,2024/07/23 17:18:18,
21,22,5048133604,주식회사다온네트웍스,김진환,분석,160425290.0,87.773,88.301,-0.27051 (99.72949),,2024/07/19 16:20:52,
22,23,1018116968,(주)넥슨정보통신,신양인,분석,160430550.0,87.776,88.304,-0.26721 (99.73279),,2024/07/18 10:11:51,
23,24,1078682044,명승파워넷 주식회사,공건식,분석,160430710.0,87.776,88.304,-0.26711 (99.73289),,2024/07/19 11:01:52,
24,25,1200295066,비젼텔레콤,임의석,분석,160431600.0,87.777,88.304,-0.26655 (99.73345),,2024/07/22 17:55:29,
25,26,1198605337,(주)신한이엔아이,유순자,분석,160433740.0,87.778,88.306,-0.26521 (99.73479),,2024/07/22 17:28:05,
26,27,6068665713,주식회사 두배라,김왕섭,분석,160435496.0,87.779,88.306,-0.26411 (99.73589),,2024/07/19 10:49:00,
27,28,1098154781,(주)공항엔지니어링,박필립,분석,160436300.0,87.779,88.307,-0.26360 (99.7364),,2024/07/23 16:08:33,
28,29,2148612657,주식회사 와이어블(Wiable Corp.),김문환,분석,160438680.0,87.781,88.308,-0.26211 (99.73789),,2024/07/22 16:36:11,
29,30,2158686429,주식회사 비엔솔루트,김진형,분석,160441555.0,87.782,88.31,-0.26030 (99.7397),,2024/07/24 08:45:09,
30,31,1358178502,주식회사 디알네트웍스,이기영,분석,160443387.0,87.783,88.311,-0.25916 (99.74084),,2024/07/22 16:02:19,
31,32,2118726218,주식회사 씨그테크,이윤호,분석,160443740.0,87.784,88.311,-0.25893 (99.74107),,2024/07/18 13:39:47,
32,33,2048129194,위성이앤씨(주),이양숙,분석,160443786.0,87.784,88.311,-0.25890 (99.7411),,2024/07/22 09:51:39,
33,34,2178125840,(주)에이디엠,정채옥,분석,160443940.0,87.784,88.311,-0.25881 (99.74119),,2024/07/23 17:29:28,
