,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1078688280,콘텐츠스퀘어주식회사,함규식,분석,137897440,87.745,88.37,-0.21532 (99.78468),,2024/04/11 10:06:23,
1,2,1098145720,주식회사 영원텔레콤,김재성,분석,137897590,87.745,88.37,-0.21521 (99.78479),,2024/04/11 09:14:05,
2,3,2048651425,주식회사 메이사운드,심문섭,분석,137897730,87.745,88.37,-0.21511 (99.78489),,2024/04/11 09:36:25,
3,4,1078606385,대선아이넷(주),신일자,분석,137897730,87.745,88.37,-0.21511 (99.78489),,2024/04/11 17:18:44,
4,5,1108170025,(주)원비즈시스템,박의영,분석,137900063,87.746,88.371,-0.21340 (99.7866),,2024/04/08 10:29:44,
5,6,2148811443,(주)우신지엘에스,문경종,분석,137901710,87.748,88.372,-0.21220 (99.7878),,2024/04/08 17:15:09,
6,7,1418147931,주식회사 이리야시스템,허재혁,분석,137905676,87.75,88.375,-0.20930 (99.7907),,2024/04/09 09:12:43,
7,8,3148701175,주식회사 윈스타비투비,강가현,분석,137911750,87.755,88.379,-0.20487 (99.79513),,2024/04/05 11:39:40,
8,9,1138148366,주식회사 레이어스,조인선,분석,137913481,87.756,88.38,-0.20360 (99.7964),,2024/04/09 09:30:57,
9,10,2141167760,세기정보통신,송재홍,분석,137914030,87.756,88.38,-0.20320 (99.7968),,2024/04/09 12:33:03,
10,11,1138185890,(주)두손씨에스티,최수경,분석,137915120,87.757,88.381,-0.20241 (99.79759),,2024/04/11 08:25:12,
11,12,1068615367,대성아이넷(주),이충은,분석,137915260,87.757,88.381,-0.20231 (99.79769),,2024/04/08 07:18:23,
12,13,1018642326,한우이앤에스(주),변준석,분석,137920601,87.761,88.384,-0.19840 (99.8016),,2024/04/11 15:35:02,
13,14,2108165652,키코아이비에스주식회사,공재근,분석,137931150,87.768,88.391,-0.19070 (99.8093),,2024/04/09 17:51:57,
14,15,1138640864,주식회사 지앤씨씨,정연진,분석,137932380,87.769,88.392,-0.18980 (99.8102),,2024/04/11 16:02:03,
15,16,1048159651,(주)성우음향정보통신,송민자,분석,137932500,87.769,88.392,-0.18971 (99.81029),,2024/04/12 07:49:13,
16,17,1138621101,(주)아이피로드,강철지,분석,137932512,87.769,88.392,-0.18971 (99.81029),,2024/04/08 08:54:33,
17,18,1198606485,주식회사 에이치엠솔루션,이상진,분석,137933200,87.769,88.392,-0.18920 (99.8108),,2024/04/05 09:50:39,
18,19,4188155516,아이피119정보통신 주식회사,김영수,분석,137934156,87.77,88.393,-0.18850 (99.8115),,2024/04/08 11:06:59,
19,20,1208742606,주식회사 테눅스,전석순,분석,137935250,87.771,88.394,-0.18771 (99.81229),,2024/04/09 15:33:33,
20,21,1188111165,주식회사 세원이엔피디,이왕종,분석,137936610,87.772,88.395,-0.18671 (99.81329),,2024/04/09 15:09:11,
21,22,2148626637,(주)아이엔지시스템,김정화,분석,137937950,87.773,88.396,-0.18573 (99.81427),,2024/04/09 15:31:48,
22,23,4108633207,(유)대원엔지니어링,박윤규,분석,137938400,87.773,88.396,-0.18541 (99.81459),,2024/04/10 12:00:06,
23,24,2118145912,영남스퀘어 주식회사,장재모,분석,137939500,87.774,88.397,-0.18460 (99.8154),,2024/04/09 08:42:21,
24,25,2018147460,태성전기통신(주),이덕우,분석,137940337,87.774,88.397,-0.18399 (99.81601),,2024/04/11 10:09:39,
25,26,2078124989,청보음향(주),고인우,분석,137940592,87.774,88.397,-0.18380 (99.8162),,2024/04/11 14:52:54,
26,27,1078143707,(주)신창전기,홍성수,분석,137944015,87.777,88.399,-0.18130 (99.8187),,2024/04/12 08:52:33,
27,28,2158199031,한소리이앤씨주식회사,안홍희,분석,137946200,87.778,88.401,-0.17971 (99.82029),,2024/04/08 14:37:57,
28,29,1078805018,주식회사 지엔아이테크,박우정,분석,137946440,87.778,88.401,-0.17953 (99.82047),,2024/04/08 12:57:15,
29,30,2048190516,주식회사동훈전설,정준모,분석,137947301,87.779,88.402,-0.17890 (99.8211),,2024/04/11 15:49:35,
30,31,1148135087,장한전산(주),이상철,분석,137949587,87.781,88.403,-0.17723 (99.82277),,2024/04/11 13:28:47,
31,32,2068153517,뉴텔레콤(주),김을선,분석,137951680,87.782,88.404,-0.17571 (99.82429),,2024/04/11 08:55:14,
32,33,1198175027,(주)케이웍스,김영주,분석,137951960,87.782,88.404,-0.17550 (99.8245),,2024/04/08 08:18:28,
33,34,7998800243,주식회사 비티엘정보통신,최성진,분석,137956610,87.785,88.407,-0.17211 (99.82789),,2024/04/11 10:14:36,
34,35,2038164825,(주)스피드정보통신,선의석,분석,137960040,87.788,88.41,-0.16960 (99.8304),,2024/04/09 09:22:46,
35,36,2118603519,에쓰이씨 주식회사,이명규,분석,137961225,87.789,88.41,-0.16873 (99.83127),,2024/04/11 14:44:31,
36,37,2118774990,(주)제이에프텍,김중규,분석,137961400,87.789,88.411,-0.16861 (99.83139),,2024/04/09 12:17:18,
37,38,1148661445,주식회사 아이티콘,이준형,분석,137963800,87.79,88.412,-0.16685 (99.83315),,2024/04/08 11:31:37,
38,39,2398801380,주식회사 플러스파크,이선희,분석,137965648,87.792,88.413,-0.16550 (99.8345),,2024/04/11 09:56:19,
39,40,2148625486,(주)유엔네트웍스,최정민,분석,137968525,87.794,88.415,-0.16340 (99.8366),,2024/04/09 09:38:13,
