,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,4318600057,주식회사 엘제이텍  [최종낙찰],임재우,분석,55567693,85.0,87.748,88.688,0.43230 (100.4323),11 12,2023/12/29 10:37:06,
1,2,3118802075,주식회사 맥스아이티,장종욱,분석,55568900,85.0,87.75,88.69,0.43449 (100.43449),5 2,2023/12/28 15:20:18,
2,3,2068606891,수미디어통신 주식회사,하학수,분석,55569130,85.0,87.75,88.69,0.43491 (100.43491),11 13,2023/12/29 11:15:55,
3,4,1128143733,공간미디어(주),김명숙,분석,55570695,85.0,87.753,88.693,0.43776 (100.43776),14 7,2024/01/02 07:09:07,
4,5,2068679088,(주)한맥아이티,최예니,분석,55573570,85.2,87.758,88.697,0.44299 (100.44299),5 3,2023/12/28 19:34:51,
5,6,2158735193,주식회사 시너젠,윤금란,분석,55576930,85.2,87.763,88.703,0.44910 (100.4491),5 3,2023/12/27 15:12:24,
6,7,1148676763,유토피아정보기술(주),안종섭,분석,55578000,85.4,87.765,88.704,0.45104 (100.45104),12 10,2023/12/28 10:13:03,
7,8,1088182120,(주) 포스콤 에스아이,양병기,분석,55580283,85.4,87.769,88.708,0.45520 (100.4552),3 6,2023/12/28 09:06:51,
8,9,2108164712,주식회사 데스카,조혜연,분석,55580660,85.4,87.77,88.709,0.45588 (100.45588),8 10,2023/12/29 13:00:15,
9,10,4918100826,키엔컴아이엔씨 주식회사,이현지,분석,55581811,85.4,87.771,88.71,0.45798 (100.45798),4 1,2023/12/28 17:40:32,
10,11,2108145170,주식회사 시울에너지,민애숙,분석,55581980,85.4,87.772,88.711,0.45828 (100.45828),8 1,2023/12/29 09:43:03,
11,12,2108108684,주식회사 대금이앤아이,김종우,분석,55581990,85.4,87.772,88.711,0.45830 (100.4583),7 6,2023/12/27 14:11:12,
12,13,1078688280,콘텐츠스퀘어주식회사,함규식,분석,55582256,85.4,87.772,88.711,0.45879 (100.45879),2 12,2023/12/28 09:41:43,
13,14,1058197338,(주)라인정보시스템,홍상희,분석,55582730,85.4,87.773,88.712,0.45965 (100.45965),11 4,2024/01/02 08:29:54,
14,15,2138176895,주식회사 코젠,윤영근,분석,55583900,85.6,87.775,88.714,0.46178 (100.46178),10 9,2023/12/28 17:51:35,
15,16,2158749469,(주)더블유에프텍,이영길,분석,55584626,85.6,87.776,88.715,0.46310 (100.4631),12 15,2023/12/28 09:35:52,
16,17,1108604272,소리콤 주식회사,정재홍,분석,55585790,85.6,87.778,88.717,0.46521 (100.46521),6 8,2023/12/31 00:15:14,
17,18,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,55585944,85.6,87.778,88.717,0.46549 (100.46549),14 15,2023/12/29 11:36:28,
18,19,2068617141,(주)텔코아,황민석,분석,55586720,85.6,87.78,88.718,0.46691 (100.46691),3 9,2023/12/28 15:27:19,
19,20,1078763383,주식회사 아이티블럭,배경원,분석,55589135,85.6,87.784,88.722,0.47130 (100.4713),7 10,2023/12/28 16:08:01,
20,21,1380715369,영인 아이티 기술사 사무소,함영만,분석,55589409,85.6,87.784,88.723,0.47180 (100.4718),1 12,2023/12/28 17:34:26,
21,22,2028136990,(주)무궁화전자,이효형,분석,55589450,85.6,87.784,88.723,0.47187 (100.47187),14 10,2023/12/27 10:25:23,
22,23,1058645500,태지종합건설(주),박명호,분석,55591620,85.8,87.788,88.726,0.47582 (100.47582),4 14,2024/01/02 08:19:08,
23,24,1018143596,부기테크(주),은철우,분석,55593000,85.8,87.79,88.728,0.47833 (100.47833),4 6,2023/12/28 12:30:32,
24,25,1138668654,주식회사코리아아이씨티,장규호,분석,55594360,85.8,87.792,88.73,0.48080 (100.4808),10 5,2023/12/27 16:54:28,
25,26,1018144159,주식회사 넥선,박민호,분석,55594900,85.8,87.793,88.731,0.48178 (100.48178),9 12,2023/12/29 11:14:16,
26,27,1198175027,(주)케이웍스,김영주,분석,55596390,86.0,87.796,88.734,0.48449 (100.48449),8 4,2023/12/28 08:08:06,
27,28,1848801998,주식회사 기어,강호왕,분석,55596831,86.0,87.796,88.734,0.48530 (100.4853),6 11,2023/12/29 10:09:02,
28,29,4178600013,블랙썬 주식회사,이희부,분석,55597600,86.0,87.798,88.736,0.48670 (100.4867),9 2,2023/12/29 11:14:36,
29,30,1068619586,엠앨캐스트주식회사,김철호,분석,55600152,86.0,87.802,88.74,0.49134 (100.49134),10 4,2024/01/02 09:32:02,
30,31,1058693453,주식회사태융정보통신,문성준,분석,55600950,86.0,87.803,88.741,0.49279 (100.49279),6 2,2024/01/02 04:24:44,
31,32,1068674463,주식회사 리번드,임성일,분석,55601860,86.2,87.805,88.742,0.49444 (100.49444),5 13,2024/01/02 09:09:40,
32,33,2088115241,한애전자(주),최용경,분석,55602390,86.2,87.806,88.743,0.49541 (100.49541),9 12,2023/12/29 12:09:28,
33,34,1098626994,주식회사 에이치엔엠,조요환,분석,55606012,86.2,87.812,88.749,0.50200 (100.502),11 3,2023/12/28 13:41:07,
34,35,1198609084,주식회사 유니씨엔에스,박경임,분석,55606066,86.2,87.812,88.749,0.50210 (100.5021),12 4,2023/12/27 16:51:39,
35,36,1188117816,(주)영원정보통신,전춘식,분석,55608340,86.4,87.816,88.753,0.50623 (100.50623),2 6,2023/12/28 16:19:23,
36,37,7048701285,주식회사 하랑에스아이,김호중,분석,55608650,86.4,87.816,88.753,0.50680 (100.5068),1 6,2023/12/29 15:24:04,
37,38,1208768187,주식회사 다윈시스템,유재성,분석,55610130,86.4,87.819,88.756,0.50949 (100.50949),11 4,2023/12/29 16:09:39,
38,39,2148891087,세경네트웍스 주식회사,장중석,분석,55611399,86.4,87.821,88.758,0.51180 (100.5118),10 7,2023/12/27 11:17:11,
39,40,1298104500,주식회사 상지카일룸,김영신,분석,55611620,86.4,87.821,88.758,0.51220 (100.5122),15 14,2023/12/29 10:01:26,
40,41,1068609792,(주)아이티로그인,김태현,분석,55611949,86.4,87.822,88.758,0.51280 (100.5128),11 10,2023/12/29 09:32:16,
41,42,2048182660,동원오비텍(주),박동을,분석,55613450,86.4,87.824,88.761,0.51553 (100.51553),8 13,2023/12/28 16:47:51,
42,43,1168155492,주식회사 코콤텍,고성춘,분석,55614150,86.6,87.825,88.762,0.51680 (100.5168),15 5,2023/12/28 11:23:23,
43,44,1171187825,신원전자,안희덕,분석,55616130,86.6,87.829,88.765,0.52040 (100.5204),3 10,2023/12/29 09:08:37,
44,45,1198172336,정보와기술 주식회사,이충근,분석,55616240,86.6,87.829,88.765,0.52060 (100.5206),6 1,2023/12/30 20:05:16,
45,46,1078165206,앤아이에스(주),정성호,분석,55616678,86.6,87.829,88.766,0.52140 (100.5214),1 2,2023/12/27 18:25:57,
46,47,1088124659,(주)비젼텔레콤,김진수,분석,55618909,86.6,87.833,88.77,0.52546 (100.52546),10 1,2023/12/29 08:11:09,
47,48,1208663604,주식회사 한은씨앤씨,김기현,분석,55619650,86.6,87.834,88.771,0.52680 (100.5268),6 3,2023/12/28 09:38:47,
48,49,1048643227,(주)제이더블유씨네트웍스,이동원,분석,55619980,86.8,87.835,88.771,0.52740 (100.5274),10 9,2024/01/02 09:41:17,
49,50,1058188805,(주)경성텔레콤,김천수,분석,55620180,86.8,87.835,88.772,0.52777 (100.52777),8 12,2023/12/29 16:08:26,
0,51,1148190678,주식회사 에드원,김춘걸,분석,55622000,86.8,87.838,88.775,0.53108 (100.53108),14 8,2023/12/27 10:05:25,
1,52,2150786744,영진전기통신공사,정재인,분석,55623700,86.8,87.841,88.777,0.53417 (100.53417),4 2,2023/12/29 06:52:18,
2,53,2117299696,성원전자통신,성기신,분석,55624970,86.8,87.843,88.779,0.53648 (100.53648),2 11,2023/12/29 10:50:51,
3,54,1198118405,우광기전(주),이기진,분석,55625150,86.8,87.844,88.78,0.53681 (100.53681),4 3,2023/12/29 08:25:09,
4,55,1138163445,주식회사 삼도통신,이정경,분석,55625900,87.0,87.845,88.781,0.53817 (100.53817),11 14,2023/12/27 16:45:50,
