,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1068674463,주식회사 리번드  [최종낙찰],임성일,분석,199514770,85.0,87.745,88.4,-0.11949 (99.88051),1 3,2024/01/18 12:30:28,
1,2,2018147460,태성전기통신(주),이덕우,분석,199517205,85.0,87.746,88.401,-0.11826 (99.88174),8 7,2024/01/18 10:33:48,
2,3,7098602638,주식회사 시그널아이씨티,강민희,분석,199518696,85.0,87.747,88.402,-0.11750 (99.8825),10 6,2024/01/18 23:25:32,
3,4,2078147814,(주)대호엔지니어링,윤용상,분석,199521780,85.0,87.748,88.403,-0.11595 (99.88405),8 4,2024/01/19 09:19:05,
4,5,1018143596,부기테크(주),은철우,분석,199522000,85.0,87.748,88.403,-0.11584 (99.88416),14 11,2024/01/16 12:57:41,
5,6,1068674084,주식회사월드아이,신영구,분석,199522656,85.0,87.749,88.404,-0.11550 (99.8845),7 5,2024/01/18 13:15:21,
6,7,1198153514,다린전력(주),오승한,분석,199524100,85.0,87.749,88.404,-0.11478 (99.88522),13 6,2024/01/19 08:50:25,
7,8,1018116968,(주)넥슨정보통신,신양인,분석,199528590,85.0,87.751,88.406,-0.11251 (99.88749),1 11,2024/01/15 10:20:53,
8,9,2208117292,(주)동아종합전력,민정기,분석,199528994,85.0,87.752,88.406,-0.11230 (99.8877),8 15,2024/01/15 13:09:46,
9,10,1078688354,(주)혜인에스앤에스,유순희,분석,199534539,85.0,87.754,88.409,-0.10950 (99.8905),12 4,2024/01/17 11:27:34,
10,11,4028141375,주식회사 이레유비크,박임철,분석,199535300,85.2,87.755,88.409,-0.10912 (99.89088),6 5,2024/01/17 16:46:27,
11,12,7948100026,주식회사 아성엠,전세희,분석,199539100,85.2,87.756,88.411,-0.10720 (99.8928),8 9,2024/01/17 09:28:03,
12,13,1238135136,(주)청남통신,최재언,분석,199539890,85.2,87.757,88.411,-0.10680 (99.8932),13 5,2024/01/17 10:18:51,
13,14,2178141893,주식회사대웅텔레콤,전진숙,분석,199540876,85.2,87.757,88.412,-0.10630 (99.8937),7 11,2024/01/16 11:11:52,
14,15,2068606585,(주)상지일렉스,정원상,분석,199541074,85.2,87.757,88.412,-0.10620 (99.8938),3 2,2024/01/17 18:14:32,
15,16,2208100563,경창계전 주식회사,이성욱,분석,199544510,85.2,87.759,88.413,-0.10447 (99.89553),9 10,2024/01/15 11:17:48,
16,17,2018199051,나루씨앤씨주식회사,이상협,분석,199548995,85.2,87.761,88.415,-0.10220 (99.8978),4 10,2024/01/16 15:38:19,
17,18,2130249995,에스에스브이,박정선,분석,199549906,85.2,87.762,88.416,-0.10174 (99.89826),7 2,2024/01/19 09:31:35,
18,19,1178164451,(주)지엠디텔레콤,김창윤,분석,199553351,85.2,87.763,88.417,-0.10001 (99.89999),11 14,2024/01/17 09:46:08,
19,20,1198618088,주식회사 하이넷 네트웍스,김동순,분석,199558800,85.4,87.766,88.42,-0.09725 (99.90275),7 11,2024/01/18 09:25:45,
20,21,1138629821,동문이엔티 주식회사,송요일,분석,199566620,85.4,87.769,88.423,-0.09330 (99.9067),12 4,2024/01/17 17:07:34,
21,22,1328800173,난방산업 주식회사,강경옥,분석,199568200,85.4,87.77,88.424,-0.09251 (99.90749),15 3,2024/01/17 09:49:58,
22,23,1168111572,남성기전(주),최전남,분석,199576300,85.4,87.774,88.427,-0.08842 (99.91158),4 10,2024/01/16 11:01:44,
23,24,5238701823,아이클라우드 주식회사,임재용,분석,199580285,85.6,87.776,88.429,-0.08640 (99.9136),10 8,2024/01/17 13:43:55,
24,25,2048162437,다남전기(주),이병근,분석,199585830,85.6,87.779,88.432,-0.08360 (99.9164),1 12,2024/01/17 18:25:55,
25,26,1238640537,주식회사 위지온,우영진,분석,199587959,85.6,87.78,88.432,-0.08253 (99.91747),8 15,2024/01/13 00:14:51,
26,27,2108149521,주식회사 구일일무인경비시스템,박종철,분석,199588900,85.6,87.78,88.433,-0.08205 (99.91795),5 9,2024/01/19 08:53:37,
27,28,2128153400,일렉파워주식회사,김성호,분석,199590550,85.6,87.781,88.434,-0.08122 (99.91878),11 7,2024/01/17 15:19:03,
28,29,2098119463,(주)두레정보통신,김시영,분석,199595000,85.6,87.783,88.436,-0.07897 (99.92103),13 14,2024/01/19 09:38:51,
29,30,2178145434,주식회사 한양전자피에이,여동도,분석,199603650,85.8,87.787,88.439,-0.07461 (99.92539),6 2,2024/01/17 10:28:27,
30,31,1058747280,주식회사 하이디,문이수,분석,199604040,85.8,87.787,88.44,-0.07441 (99.92559),1 3,2024/01/17 10:19:31,
31,32,1041890207,삼정정보통신,이순봉,분석,199610370,85.8,87.79,88.442,-0.07121 (99.92879),2 4,2024/01/17 17:48:33,
32,33,2208602950,(주)세연텔레콤,홍성일,분석,199610780,85.8,87.79,88.443,-0.07101 (99.92899),4 14,2024/01/15 10:58:02,
33,34,1098150581,주식회사 우진파워텍,한용일,분석,199612100,85.8,87.791,88.443,-0.07034 (99.92966),8 1,2024/01/17 15:42:48,
34,35,4108633207,(유)대원엔지니어링,박윤규,분석,199614500,85.8,87.792,88.444,-0.06913 (99.93087),1 15,2024/01/16 10:38:25,
35,36,1098145720,주식회사 영원텔레콤,김재성,분석,199623000,86.0,87.796,88.448,-0.06484 (99.93516),1 3,2024/01/17 13:38:25,
36,37,1138618789,이노뎁(주),이성진,분석,199629500,86.0,87.799,88.451,-0.06155 (99.93845),8 13,2024/01/18 08:53:24,
37,38,1018663767,비케이전기통신 주식회사,유봉근,분석,199631780,86.0,87.8,88.452,-0.06040 (99.9396),8 12,2024/01/17 15:31:16,
38,39,1088167041,(주)가디엘,최혜심,분석,199641090,86.2,87.805,88.456,-0.05570 (99.9443),9 12,2024/01/18 15:32:30,
39,40,1198639540,주식회사 새누,황선오,분석,199642870,86.2,87.806,88.457,-0.05480 (99.9452),11 10,2024/01/17 14:18:13,
40,41,1138649133,빅썬시스템즈 주식회사,권태일,분석,199646230,86.2,87.807,88.458,-0.05310 (99.9469),11 5,2024/01/16 09:38:57,
41,42,1208194567,아산정보통신(주),홍수길,분석,199651653,86.2,87.81,88.461,-0.05037 (99.94963),10 5,2024/01/17 12:45:43,
42,43,1078726452,벽산파워 주식회사,송한승,분석,199652368,86.2,87.81,88.461,-0.05001 (99.94999),15 9,2024/01/16 10:34:40,
43,44,1198670032,주식회사 엠디에스모빌리티,김재욱,분석,199654100,86.2,87.811,88.462,-0.04913 (99.95087),11 12,2024/01/16 16:35:56,
44,45,3238600741,주식회사 극동이에프씨,심정보,분석,199658370,86.2,87.813,88.464,-0.04697 (99.95303),9 5,2024/01/18 22:42:55,
45,46,1078161011,(주)장수커뮤니케이션즈,김현수,분석,199660480,86.2,87.814,88.465,-0.04591 (99.95409),13 4,2024/01/18 08:55:08,
46,47,2118877373,스마트쿱 주식회사,이역수,분석,199660560,86.2,87.814,88.465,-0.04587 (99.95413),3 4,2024/01/14 12:43:04,
47,48,1148615000,셔블테크놀러지(주),이상욱,분석,199664533,86.4,87.816,88.466,-0.04386 (99.95614),11 3,2024/01/18 09:49:25,
48,49,1138132447,태진정보통신(주),정태수,분석,199669995,86.4,87.818,88.469,-0.04110 (99.9589),1 9,2024/01/17 17:08:38,
49,50,2098141039,(주)벨에어테크,최트로이,분석,199671042,86.4,87.819,88.469,-0.04058 (99.95942),15 12,2024/01/15 14:59:58,
0,51,3188601020,주식회사 프레이,조성준,분석,199683766,86.6,87.825,88.475,-0.03415 (99.96585),9 4,2024/01/19 09:16:23,
1,52,1198656229,주식회사 경진네트워크,김응환,분석,199686140,86.6,87.826,88.476,-0.03295 (99.96705),10 8,2024/01/17 11:17:49,
